iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly,shift
0,50,50,50,50,50,50,50,50,50
1,51,49,39,61,47,53,55,48,47
2,32,41,37,50,41,40,132,45,32
3,26,29,32,35,41,32,181,37,37
4,19,96,24,16,31,20,198,14,32
5,18,63,10,8,76,13,171,71,20
6,8,34,17,5,117,17,200,50,2
7,6,28,6,10,197,4,150,41,8
8,4,23,7,4,243,4,126,35,4
9,6,23,4,7,224,6,74,98,8
10,9,12,4,7,280,3,63,70,2
11,5,13,3,3,250,5,40,127,4
12,4,8,2,7,201,0,103,122,3
13,1,3,1,2,219,0,69,154,1
14,4,4,2,1,221,0,50,167,1
15,2,1,3,0,218,3,31,190,2
16,0,1,1,5,198,3,21,217,4
17,3,3,1,0,226,1,13,203,0
18,4,0,4,0,255,4,11,170,2
19,1,4,1,3,257,2,9,103,70
20,4,2,4,1,287,2,9,94,47
21,72,3,3,1,273,1,5,63,29
22,64,0,1,4,291,1,2,50,37
23,46,2,1,4,313,0,6,42,36
24,29,2,0,0,305,3,3,20,88
25,28,2,1,1,227,2,7,25,157
26,9,0,5,1,302,4,3,21,105
27,16,0,0,1,334,2,1,18,78
28,6,1,4,0,286,1,3,14,135
29,8,54,0,2,231,1,2,7,145
30,2,94,0,1,206,1,1,2,143
31,3,125,0,2,206,1,2,3,108
32,5,151,0,4,215,2,2,2,69
33,2,180,3,2,211,3,2,5,42
34,4,198,0,1,214,1,0,2,30
35,3,193,1,2,217,1,2,2,29
36,1,188,0,2,240,0,3,1,15
37,2,211,1,0,219,1,3,2,11
38,2,197,4,2,236,0,3,2,4
39,2,204,2,2,232,0,2,3,3
40,3,218,3,0,222,2,0,0,2
41,0,215,2,3,224,2,1,0,3
42,1,209,1,4,228,2,1,0,4
43,0,233,0,2,207,2,1,4,1
44,0,217,1,1,223,2,2,1,3
45,5,213,0,3,223,0,3,2,1
46,1,223,1,3,218,1,1,0,2
47,1,210,3,1,227,3,0,3,2
48,0,226,1,1,217,3,1,0,1
49,1,206,1,2,233,4,0,2,1
50,1,179,3,2,261,1,1,1,1
51,6,153,1,1,284,3,1,1,0
52,1,119,2,2,315,1,4,3,3
53,2,109,1,4,324,2,1,3,4
54,2,83,4,3,352,0,2,2,2
55,0,74,3,2,361,5,1,2,2
56,1,50,3,1,384,3,3,2,3
57,3,37,3,1,398,3,2,2,1
58,1,31,2,0,398,5,3,6,4
59,0,28,5,4,405,0,4,3,1
60,1,28,3,0,408,3,3,3,1
61,1,14,1,1,414,5,9,4,1
62,5,11,4,3,415,7,3,1,1
63,4,17,4,5,409,4,2,2,3
64,3,5,4,3,425,1,2,6,1
65,5,7,2,2,425,6,1,2,0
66,4,9,2,2,422,4,0,1,6
67,3,4,3,1,433,3,2,0,1
