iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly
0,70,70,70,70,70,70,70,70
1,74,81,60,66,52,75,81,71
2,69,74,62,57,81,61,56,100
3,110,68,60,59,62,56,62,83
4,111,53,47,55,56,75,69,94
5,122,61,55,53,54,56,64,95
6,149,56,57,56,52,54,57,79
7,179,43,57,52,63,40,54,72
8,155,51,48,46,85,50,69,56
9,193,54,49,46,80,35,51,52
10,200,40,49,40,76,48,43,64
11,215,46,47,43,77,48,32,52
12,245,40,46,39,54,45,34,57
13,236,37,47,44,64,40,46,46
14,246,41,48,41,55,40,49,40
15,296,43,37,38,42,33,29,42
16,273,29,41,35,54,37,43,48
17,282,43,34,38,54,34,36,39
18,320,26,26,38,40,40,35,35
19,317,32,39,24,39,30,34,45
20,337,27,33,33,38,29,20,43
21,300,35,30,25,43,23,34,70
22,289,36,21,28,41,17,28,100
23,260,27,32,29,45,16,30,121
24,272,22,29,31,34,24,23,125
25,250,30,21,23,33,21,22,160
26,236,34,25,24,25,22,29,165
27,223,22,24,25,33,21,18,194
28,195,28,21,21,34,14,22,225
29,190,18,18,22,26,20,30,236
30,180,19,17,21,23,23,31,246
31,168,24,22,17,24,20,17,268
32,153,20,22,22,31,11,29,272
33,153,19,24,27,24,12,22,279
34,156,23,18,26,20,22,25,270
35,141,15,18,18,27,19,33,289
36,155,16,18,17,23,12,17,302
37,113,18,18,18,16,19,21,337
38,124,18,14,12,26,13,13,340
39,140,19,18,14,26,18,26,299
40,150,18,25,20,20,18,7,302
41,169,20,11,18,19,17,14,292
42,204,19,21,10,20,22,18,246
43,203,14,10,20,16,8,17,272
44,224,14,10,17,20,9,15,251
45,235,13,11,20,24,16,11,230
46,215,24,18,13,16,15,21,238
47,201,16,15,22,17,14,19,256
48,191,12,15,18,17,10,21,276
49,197,12,14,13,21,10,21,272
50,190,8,13,16,20,15,21,277
51,141,26,14,17,10,10,21,321
52,157,11,15,12,19,15,15,316
53,158,16,17,11,16,13,11,318
54,155,17,16,11,10,9,18,324
55,161,9,19,7,17,12,11,324
56,108,13,13,13,14,15,11,373
57,126,11,12,14,18,17,12,350
58,126,9,14,13,23,13,11,351
59,107,17,15,11,6,15,15,374
60,86,16,21,13,9,8,9,398
61,89,12,12,8,10,9,15,405
62,98,10,17,19,18,14,11,373
63,97,10,11,13,15,14,14,386
64,137,9,16,9,14,8,14,353
65,143,13,10,16,17,6,17,338
66,166,20,12,12,16,11,10,313
67,187,13,13,15,14,10,15,293
68,213,9,11,10,11,15,18,273
69,231,10,13,17,17,12,12,248
70,238,10,11,12,13,6,18,252
71,251,11,11,12,13,10,12,240
72,269,11,14,13,13,15,7,218
73,280,9,18,13,17,8,7,208
74,274,15,14,22,15,7,11,202
75,291,13,13,11,12,8,15,197
76,319,16,9,15,5,15,12,169
77,324,8,16,11,11,16,13,161
78,325,4,19,11,11,8,11,171
79,332,13,12,14,10,14,15,150
80,341,17,6,14,15,17,16,134
81,352,13,12,9,6,11,14,143
82,360,9,17,13,12,7,15,127
83,334,16,14,10,14,8,14,150
84,321,11,13,9,13,8,18,167
85,300,11,12,12,14,16,7,188
86,283,9,11,15,13,8,12,209
87,262,13,9,8,16,11,8,233
88,240,17,17,11,11,16,11,237
89,241,9,13,12,9,9,9,258
90,206,11,12,19,10,11,11,280
91,199,7,12,11,20,15,10,286
92,207,19,6,8,13,18,9,280
93,202,13,7,15,7,9,7,300
94,241,9,13,13,10,5,10,259
95,258,7,7,8,15,10,6,249
96,250,11,10,10,14,12,13,240
97,264,11,12,10,17,5,16,225
98,301,9,13,12,6,10,12,197
99,294,9,13,14,15,10,10,195
100,313,9,15,15,8,15,8,177
101,300,13,11,18,15,14,15,174
102,354,13,14,13,7,5,10,144
103,335,10,18,10,17,16,12,142
104,346,14,19,11,11,12,6,141
105,350,14,14,8,8,13,14,139
106,361,15,19,17,13,9,9,117
107,362,8,18,13,9,11,15,124
108,369,6,15,11,11,15,14,119
109,380,8,9,11,15,8,8,121
110,393,11,10,10,9,8,17,102
111,387,16,14,14,8,14,19,88
112,376,8,8,20,16,9,18,105
113,397,8,12,13,9,6,9,106
114,426,11,11,11,7,12,8,74
115,386,7,11,12,15,11,19,99
116,386,9,7,15,13,11,9,110
117,376,9,9,12,13,9,10,122
