iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly
0,70,70,70,70,70,70,70,70
1,66,77,49,78,71,70,72,77
2,61,69,63,74,66,57,59,111
3,72,69,92,76,56,58,63,74
4,54,56,134,56,52,64,58,86
5,60,54,140,62,60,56,50,78
6,58,58,157,50,65,50,46,76
7,46,55,180,50,50,49,51,79
8,52,59,174,49,65,42,55,64
9,59,53,217,50,33,44,38,66
10,39,51,232,47,43,50,41,57
11,47,38,234,41,44,45,36,75
12,52,44,245,39,49,47,28,56
13,42,36,271,47,36,35,36,57
14,40,28,289,34,28,44,38,59
15,35,40,281,37,43,41,35,48
16,35,34,317,31,29,33,38,43
17,41,41,321,34,35,22,25,41
18,36,21,331,29,29,34,35,45
19,41,30,326,30,29,30,35,39
20,24,34,297,30,57,29,38,51
21,34,26,311,31,80,21,25,32
22,28,21,288,37,93,29,27,37
23,23,20,277,32,136,23,20,29
24,18,25,257,27,157,18,25,33
25,15,18,243,29,166,28,28,33
26,28,22,212,27,184,25,27,35
27,25,18,202,30,209,22,26,28
28,19,17,178,25,248,21,29,23
29,19,28,176,30,238,26,19,24
30,23,11,169,26,244,28,24,35
31,31,21,149,28,272,18,16,25
32,16,25,157,26,272,12,24,28
33,17,15,128,21,317,19,24,19
34,15,14,152,18,297,20,25,19
35,19,13,152,12,308,19,22,15
36,13,19,123,17,301,20,39,28
37,18,20,126,13,273,20,42,48
38,15,25,93,13,302,17,49,46
39,20,17,117,20,237,15,90,44
40,20,15,111,15,223,18,123,35
41,16,14,93,23,212,20,144,38
42,9,18,85,13,203,24,170,38
43,13,20,87,21,195,17,174,33
44,18,17,88,11,177,16,187,46
45,16,14,90,21,152,15,224,28
46,18,16,69,13,152,8,245,39
47,11,10,87,16,145,22,245,24
48,13,19,64,9,156,17,253,29
49,8,14,66,15,138,12,280,27
50,14,12,61,21,131,14,287,20
51,16,27,57,12,118,14,289,27
52,16,13,67,15,113,15,299,22
53,13,16,43,5,121,14,325,23
54,12,18,57,10,96,18,330,19
55,12,20,45,10,98,14,331,30
56,15,17,38,19,93,14,337,27
57,16,9,41,11,89,18,358,18
58,15,17,36,14,77,17,368,16
59,16,22,31,15,105,14,338,19
60,9,15,41,17,85,16,356,21
61,16,15,36,7,71,19,384,12
62,15,18,31,12,71,15,377,21
63,13,19,35,22,71,14,375,11
64,15,18,30,14,71,12,386,14
65,12,13,29,14,55,15,408,14
66,13,18,28,17,60,17,386,21
67,13,12,27,43,52,14,386,13
68,21,14,21,31,82,18,360,13
69,10,9,21,38,98,13,355,16
70,11,10,30,28,121,19,327,14
71,10,17,28,43,145,10,292,15
72,13,12,26,30,176,13,273,17
73,5,12,22,25,193,22,271,10
74,8,18,25,26,201,21,238,23
75,11,14,20,24,237,14,227,13
76,9,9,22,26,267,12,202,13
77,16,17,20,39,248,8,201,11
78,9,14,20,40,246,14,201,16
79,16,9,19,72,230,10,192,12
80,14,12,12,93,217,16,179,17
81,9,9,26,124,203,8,166,15
82,10,11,17,141,199,13,149,20
83,14,16,18,156,187,13,142,14
84,8,12,18,157,160,15,175,15
85,12,10,20,169,159,10,157,23
86,14,10,21,190,133,19,163,10
87,16,13,15,197,146,14,147,12
88,10,11,18,228,140,11,122,20
89,9,14,11,232,140,8,133,13
90,7,12,18,242,118,18,125,20
91,10,11,15,262,116,8,124,14
92,11,11,11,284,111,15,108,9
93,9,14,15,289,118,9,98,8
94,14,16,10,287,107,10,100,16
95,8,13,20,310,109,4,87,9
96,9,5,13,326,97,20,81,9
97,9,21,11,325,93,12,75,14
98,13,14,14,340,77,8,82,12
99,7,7,17,344,88,10,71,16
100,17,9,18,348,62,12,81,13
101,3,14,11,379,60,16,69,8
102,8,7,9,368,68,12,78,10
103,18,12,10,365,67,14,62,12
104,16,11,16,380,58,13,55,11
105,18,14,17,383,41,17,53,17
106,13,15,18,373,53,20,59,9
107,16,5,13,407,44,10,43,22
108,8,9,19,416,48,8,41,11
109,12,13,14,410,46,10,45,10
110,11,11,15,427,37,8,33,18
111,14,11,14,415,42,11,42,11
112,9,15,24,404,51,17,26,14
113,13,12,15,419,37,13,39,12
114,15,11,10,431,36,14,34,9
115,9,12,17,420,36,10,45,11
116,11,15,13,405,27,13,27,49
117,16,12,12,361,38,19,31,71
118,12,17,16,341,42,14,26,92
119,3,19,14,322,36,11,29,126
120,14,8,16,310,30,11,24,147
121,19,13,12,302,19,11,23,161
122,10,12,12,297,36,15,19,159
123,17,7,15,239,29,25,33,195
124,8,16,17,236,29,11,26,217
125,10,16,11,227,35,17,21,223
126,9,10,12,234,27,13,51,204
127,11,17,14,205,23,15,56,219
128,10,9,11,208,20,7,57,238
129,9,13,11,182,20,13,83,229
130,13,10,8,159,26,13,119,212
131,12,14,17,158,28,15,129,187
132,11,7,15,159,21,16,131,200
133,12,12,16,163,24,10,112,211
134,6,11,13,167,19,10,98,236
135,12,12,14,137,17,11,121,236
136,16,13,8,140,14,14,87,268
137,18,10,8,120,17,12,92,283
138,7,15,11,127,21,12,84,283
139,11,14,10,109,18,15,69,314
140,12,16,17,115,18,10,73,299
141,10,7,19,93,15,7,79,330
142,6,12,13,103,16,11,102,297
143,10,13,16,81,16,12,120,292
144,13,11,13,82,12,10,139,280
145,6,16,9,78,15,13,165,258
146,8,15,12,80,11,19,159,256
147,12,5,14,81,7,8,190,243
148,9,11,14,65,14,10,196,241
149,8,12,15,57,13,12,219,224
150,13,13,14,53,16,15,244,192
151,11,10,18,69,11,11,227,203
152,11,11,7,51,15,15,259,191
153,11,12,18,49,13,9,287,161
154,10,14,16,52,19,10,276,163
155,14,11,7,35,15,8,312,158
156,9,9,7,57,13,8,314,143
157,14,10,14,44,12,7,313,146
158,14,15,17,44,12,12,326,120
159,15,15,11,41,15,17,323,123
160,13,13,9,29,20,10,345,121
161,12,12,16,39,21,20,321,119
162,5,9,11,30,18,5,381,101
163,6,10,13,26,14,3,388,100
164,9,18,16,31,16,6,360,104
165,11,7,6,32,16,11,388,89
166,11,6,14,26,24,12,390,77
167,20,13,12,16,13,11,396,79
168,10,14,17,29,6,13,388,83
169,13,7,10,30,9,9,392,90
170,11,14,14,28,9,13,402,69
171,14,9,10,27,18,10,425,47
172,6,11,13,19,19,14,421,57
173,12,9,11,23,20,9,426,50
174,5,11,12,21,15,12,442,42
175,8,14,18,19,15,10,416,60
176,15,8,16,18,12,7,425,59
177,7,15,16,23,13,8,425,53
178,10,11,7,22,20,16,424,50
179,8,12,8,18,16,14,434,50
180,12,13,28,14,16,10,425,42
181,7,10,49,27,11,15,397,44
182,14,9,77,21,10,9,380,40
183,10,17,95,18,13,17,353,37
184,8,6,121,22,21,10,334,38
185,13,12,130,16,4,9,349,27
186,21,11,170,21,21,9,281,26
187,6,20,182,24,13,17,265,33
188,13,16,177,21,9,15,274,35
189,6,11,227,16,14,14,248,24
190,9,13,233,21,13,15,238,18
191,12,22,237,12,7,18,227,25
192,17,8,273,22,8,8,201,23
193,4,12,282,16,12,7,202,25
194,7,10,286,16,11,11,202,17
195,11,12,314,14,7,13,165,24
196,13,9,266,61,19,11,157,24
197,12,14,267,77,11,6,144,29
198,11,13,246,99,10,21,145,15
199,10,13,219,126,7,18,142,25
200,17,10,224,137,9,13,136,14
201,13,17,201,161,14,12,119,23
202,8,14,195,174,9,14,124,22
203,6,11,181,201,10,13,114,24
204,10,7,183,208,6,9,126,11
205,14,7,166,207,13,13,123,17
206,16,9,158,207,7,11,133,19
207,11,12,162,207,24,11,117,16
208,15,12,123,216,6,14,159,15
209,14,17,124,184,11,10,182,18
210,8,15,136,172,11,13,189,16
211,17,15,127,145,12,7,208,29
212,14,12,124,152,11,9,194,44
213,10,8,102,146,9,18,194,73
214,13,7,111,138,15,10,179,87
215,10,9,94,141,15,14,159,118
216,9,12,92,132,8,15,155,137
217,5,19,79,128,15,12,148,154
218,10,16,65,105,17,12,150,185
219,12,12,84,115,9,8,129,191
220,12,8,82,96,17,7,144,194
221,13,15,66,111,12,13,119,211
222,10,14,66,88,18,5,111,248
223,12,15,74,76,8,10,108,257
224,12,12,70,71,11,14,104,266
225,6,14,54,69,13,15,105,284
226,6,17,53,69,13,14,109,279
227,5,9,63,83,15,12,110,263
228,16,5,46,73,14,11,126,269
229,10,22,32,76,17,11,113,279
230,11,9,47,59,9,11,127,287
231,9,11,44,61,13,9,152,261
232,7,15,46,58,12,6,154,262
233,12,10,49,60,12,9,130,278
234,9,14,38,52,17,13,137,280
235,7,8,42,45,14,15,125,304
236,13,7,27,45,10,11,142,305
237,9,14,29,52,11,12,151,282
238,8,16,33,53,8,10,129,303
239,10,14,23,49,6,13,119,326
240,7,10,25,45,13,10,101,349
241,15,15,30,46,11,13,96,334
242,13,5,31,33,11,14,105,348
243,6,8,27,47,6,9,81,376
244,12,17,22,26,11,14,91,367
245,14,19,28,27,5,17,78,372
246,10,11,36,30,12,12,71,378
247,10,11,27,28,15,10,89,370
248,11,19,21,32,9,12,79,377
249,9,11,24,39,16,8,80,373
250,11,9,21,29,7,20,63,400
251,7,7,21,33,8,13,76,395
252,8,10,20,26,4,14,62,416
253,11,12,15,20,17,9,48,428
254,13,13,15,32,12,10,56,409
255,10,10,17,38,13,12,49,411
256,19,11,18,27,9,9,53,414
257,11,9,20,28,16,3,61,412
258,10,18,15,26,11,12,41,427
259,5,13,17,28,12,6,53,426
260,9,14,14,23,15,4,51,430
261,9,18,11,17,10,8,42,445
262,11,12,11,26,12,21,34,433
263,14,12,19,21,10,8,44,432
264,9,14,15,19,17,12,36,438
265,8,16,13,13,12,10,39,449
266,9,12,13,19,17,15,34,441
267,7,13,24,21,14,10,41,430
268,19,10,14,17,7,8,32,453
269,5,17,21,17,12,10,35,443
270,3,14,16,16,20,15,26,450
271,13,10,12,16,16,14,27,452
272,19,23,12,12,3,15,34,442
273,11,10,11,18,9,12,29,460
274,7,14,13,19,10,13,28,456
275,12,9,4,19,12,16,28,460
276,14,8,11,13,15,8,37,454
277,11,10,13,9,14,7,24,472
278,14,10,15,10,13,16,16,466
279,20,13,12,8,9,10,23,465
280,12,10,11,23,14,11,27,452
281,7,7,13,21,12,12,49,439
282,12,9,18,15,10,12,51,433
283,19,19,12,17,8,12,50,423
284,12,8,15,13,16,11,49,436
285,17,7,12,18,17,16,57,416
286,16,7,9,13,15,15,46,439
287,12,9,14,14,11,16,53,431
288,11,10,18,6,7,11,51,446
289,12,12,12,13,6,14,35,456
290,9,12,14,9,7,7,52,450
291,14,5,12,12,7,6,36,468
292,9,10,14,30,9,11,40,437
293,10,8,7,16,12,11,42,454
294,17,17,11,12,17,15,31,440
295,13,9,8,18,13,13,24,462
296,18,6,10,16,17,14,33,446
297,8,8,7,12,18,19,27,461
298,13,10,7,21,8,15,26,460
299,11,9,15,8,8,9,25,475
300,17,19,12,9,13,15,34,441
301,15,11,11,10,21,13,31,448
302,11,7,12,12,12,17,22,467
303,16,10,13,19,13,10,16,463
304,9,11,9,17,13,8,29,464
305,9,12,11,11,9,6,21,481
306,13,14,11,12,11,13,35,451
307,11,8,16,14,12,8,20,471
308,16,12,15,15,11,13,20,458
309,15,8,12,14,14,15,28,454
310,13,10,13,12,14,12,20,466
311,9,15,10,17,9,15,12,473
312,8,10,9,9,10,11,23,480
313,12,20,9,8,16,12,15,468
314,7,12,13,12,11,19,21,465
315,20,7,6,19,15,12,18,463
316,6,12,3,15,13,13,23,475
317,6,12,10,7,14,12,17,482
318,8,11,10,15,13,9,20,474
319,9,15,10,19,8,15,25,459
320,7,8,13,17,11,8,12,484
321,11,14,12,12,17,12,15,467
322,18,15,12,11,7,9,24,464
323,19,11,11,10,12,3,18,476
324,13,17,7,12,15,10,10,476
325,7,10,16,16,15,10,17,469
326,10,13,10,17,8,8,15,479
327,14,16,8,15,11,9,16,471
328,12,10,7,19,18,22,15,457
329,11,14,11,15,15,18,18,458
330,15,10,8,7,10,8,18,484
331,16,8,10,13,19,13,18,463
332,10,15,10,11,8,14,9,483
333,9,15,7,5,17,9,7,491
334,17,14,5,11,11,16,17,469
335,8,15,13,8,7,11,23,475
336,9,15,14,16,8,9,12,477
337,16,9,9,13,13,13,17,470
338,13,13,8,10,16,17,15,468
339,8,17,10,8,12,16,13,476
340,10,15,12,14,14,11,9,475
341,12,16,12,20,15,9,20,456
342,11,11,6,10,15,15,10,482
343,8,7,9,10,14,14,17,481
344,11,13,14,5,10,14,16,477
345,11,12,13,15,10,17,28,454
346,13,10,9,9,10,17,42,450
347,12,8,12,12,15,17,49,435
348,13,5,10,7,11,16,66,432
349,11,11,11,6,10,11,76,424
350,15,12,16,7,10,20,78,402
351,10,19,14,11,7,10,99,390
352,10,12,9,15,9,10,116,379
353,14,11,14,14,9,14,111,373
354,7,11,9,7,11,13,158,344
355,16,4,9,11,11,11,181,317
356,18,14,6,9,14,17,198,284
357,6,17,6,12,15,3,215,286
358,8,11,10,15,10,12,213,281
359,11,13,13,9,17,7,220,270
360,10,16,11,14,12,10,245,242
361,14,16,14,8,14,14,257,223
362,7,11,17,11,10,13,275,216
363,5,38,10,6,11,20,253,217
364,12,58,11,12,4,19,224,220
365,19,85,9,15,7,15,239,171
366,9,116,10,14,17,18,211,165
367,7,139,12,13,10,14,187,178
368,19,155,12,15,8,10,186,155
369,10,153,12,15,13,9,186,162
370,9,208,19,11,14,8,167,124
371,10,225,12,14,11,15,144,129
372,8,250,5,13,14,14,137,119
373,9,234,13,12,12,7,169,104
374,13,242,8,8,15,16,150,108
375,13,227,15,15,12,13,151,114
376,11,260,16,14,13,10,140,96
377,6,270,11,10,11,11,133,108
378,9,263,11,13,6,12,130,116
379,15,274,15,9,9,12,132,94
380,15,291,11,16,11,14,98,104
381,14,286,11,14,11,8,113,103
382,13,332,14,12,8,13,90,78
383,12,322,4,7,11,5,109,90
384,11,304,14,8,12,16,97,98
385,11,332,12,11,12,14,97,71
386,15,315,14,10,14,8,89,95
387,13,330,16,10,10,8,73,100
388,10,290,8,17,9,9,91,126
389,12,262,11,16,17,16,66,160
390,16,265,11,16,12,12,62,166
391,9,268,14,12,12,8,68,169
392,10,268,9,13,8,5,76,171
393,9,245,13,17,10,8,51,207
394,12,242,14,8,6,13,72,193
395,12,233,5,18,12,16,55,209
396,8,180,14,14,13,10,55,266
397,19,217,9,9,14,8,46,238
398,10,240,10,8,11,18,41,222
399,15,239,12,11,9,16,43,215
