iteration,exchangeRandom,inversion,swap,scramble,randomShuffle,addRandomly,shift
0,70,70,70,70,70,70,70
1,70,73,80,63,72,64,68
2,57,74,64,67,60,98,70
3,57,66,63,64,67,113,60
4,57,55,72,59,52,136,59
5,67,57,48,51,64,148,55
6,52,54,46,58,56,163,61
7,45,59,62,42,56,167,59
8,43,42,47,47,49,193,69
9,65,52,34,59,42,194,44
10,42,47,41,34,41,233,52
11,54,39,51,41,32,239,34
12,35,40,39,47,36,242,51
13,49,56,45,50,44,214,32
14,27,36,30,42,41,275,39
15,47,47,36,33,39,247,41
16,34,29,33,42,34,287,31
17,41,30,21,30,35,293,40
18,38,35,23,30,31,311,22
19,35,35,35,25,29,291,40
20,33,33,35,17,24,322,26
21,28,35,20,27,27,326,27
22,30,33,23,17,22,334,31
23,38,27,32,17,24,327,25
24,24,26,15,27,35,338,25
25,25,25,22,43,27,323,25
26,35,29,34,20,22,320,30
27,24,21,29,23,24,342,27
28,17,18,25,14,25,377,14
29,18,25,24,11,25,370,17
30,24,19,34,20,16,361,16
31,8,15,16,20,26,372,33
32,26,26,23,20,19,359,17
33,22,12,21,21,22,378,14
34,21,22,23,22,10,372,20
35,15,24,18,22,23,366,22
36,16,24,21,16,21,381,11
37,28,22,22,13,16,376,13
38,16,17,20,27,21,370,19
39,16,10,18,14,12,402,18
40,28,16,14,22,14,378,18
41,13,20,15,9,11,403,19
42,22,15,15,17,12,394,15
43,9,22,20,15,12,399,13
44,13,19,16,16,14,398,14
45,16,15,12,13,12,406,16
46,20,15,12,11,13,408,11
47,22,20,17,16,15,387,13
48,14,18,9,19,11,408,11
49,16,22,19,15,14,387,17
50,10,13,17,19,12,406,13
51,22,18,15,16,14,393,12
52,16,25,15,12,12,393,17
53,9,9,13,13,14,419,13
54,15,7,15,23,26,389,15
55,15,16,15,15,20,392,17
56,14,21,9,16,13,404,13
57,12,19,21,10,18,401,9
58,15,24,14,14,8,401,14
59,14,15,14,10,17,400,20
60,16,15,14,8,11,416,10
61,9,15,9,9,8,424,16
62,16,13,10,9,7,421,14
63,11,13,14,9,14,410,19
64,8,18,16,10,13,411,14
65,16,18,9,9,9,416,13
66,17,11,16,7,16,416,7
67,12,15,11,14,13,408,17
68,14,14,13,9,13,413,14
69,13,16,16,14,10,414,7
70,8,12,19,12,13,419,7
71,11,8,15,15,8,417,16
72,20,13,8,11,11,419,8
73,14,17,11,19,12,410,7
74,15,14,11,17,14,405,14
75,11,9,10,9,9,428,14
76,10,10,14,11,11,426,8
77,12,6,11,11,10,423,17
78,19,10,13,6,21,410,11
79,16,11,9,11,10,424,9
80,5,12,17,23,12,413,8
81,10,21,15,16,10,406,12
82,10,13,8,10,17,422,10
83,11,13,18,9,12,411,16
84,8,9,12,10,14,422,15
85,8,10,8,12,14,425,13
86,9,8,7,9,9,435,13
87,15,10,14,10,21,404,16
88,6,8,18,11,17,423,7
89,9,15,10,7,15,426,8
90,11,42,13,9,13,392,10
91,13,53,12,22,12,365,13
92,12,84,12,13,5,349,15
93,12,92,21,9,8,339,9
94,11,121,15,8,8,319,8
95,11,134,9,11,17,297,11
96,8,136,6,13,8,303,16
97,13,162,16,9,17,260,13
98,12,193,15,14,7,236,13
99,6,198,17,11,11,225,22
100,10,217,17,13,12,205,16
101,11,224,8,21,16,201,9
102,9,220,9,13,10,215,14
103,16,229,18,9,8,194,16
104,15,254,14,13,15,169,10
105,14,239,14,17,10,186,10
106,10,291,13,16,14,134,12
107,5,275,12,7,11,171,9
108,13,299,10,14,10,128,16
109,21,288,12,15,14,125,15
110,8,273,43,13,12,125,16
111,11,252,62,11,13,124,17
112,12,265,65,15,15,105,13
113,9,233,113,11,9,101,14
114,14,217,129,8,11,101,10
115,11,224,132,12,8,93,10
116,13,183,136,13,16,120,9
117,18,180,132,13,9,119,19
118,11,160,167,10,14,117,11
119,10,148,198,10,12,103,9
120,10,143,189,13,14,104,17
121,18,166,199,11,18,66,12
122,19,143,221,11,9,78,9
123,12,135,235,10,11,79,8
124,17,110,248,7,11,83,14
125,12,119,263,10,13,61,12
126,13,105,265,18,9,71,9
127,17,107,271,13,5,66,11
128,11,107,263,16,14,67,12
129,12,96,286,23,8,54,11
130,14,78,255,10,16,106,11
131,9,118,249,8,13,82,11
132,10,149,216,14,13,71,17
133,9,148,230,7,10,76,10
134,15,162,201,14,12,70,16
135,7,173,224,10,6,59,11
136,5,201,196,7,13,55,13
137,10,206,193,7,9,47,18
138,11,226,178,6,11,46,12
139,7,230,174,14,12,40,13
140,9,239,156,6,11,62,7
141,11,267,152,7,8,37,8
142,15,239,157,14,16,32,17
143,14,220,184,12,9,39,12
144,6,211,195,14,8,43,13
145,7,208,207,11,10,37,10
146,5,189,220,14,10,37,15
147,7,183,241,13,6,30,10
148,11,166,242,9,11,31,20
149,12,151,250,7,19,30,21
150,13,156,248,10,19,27,17
151,15,166,248,12,11,25,13
152,10,127,283,20,19,27,4
153,16,150,227,18,12,55,12
154,10,109,248,14,13,90,6
155,14,108,230,18,13,97,10
156,15,105,221,12,12,115,10
157,15,97,217,7,15,134,5
158,11,100,199,14,13,139,14
159,11,93,198,12,7,160,9
160,13,95,183,12,9,167,11
161,10,83,155,13,11,208,10
162,12,83,163,11,10,200,11
163,14,65,156,12,14,211,18
164,10,84,135,8,10,232,11
165,14,66,152,12,13,226,7
166,9,53,169,6,11,231,11
167,11,64,170,16,12,207,10
168,26,54,168,13,5,216,8
169,12,49,187,12,18,198,14
170,9,52,207,8,12,191,11
171,18,52,219,12,7,173,9
172,13,46,227,17,12,162,13
173,9,36,251,10,16,158,10
