iteration,exchangeRandom,inversion,swap,scramble,randomShuffle,addRandomly,shift
0,70,70,70,70,70,70,70
1,74,63,63,82,72,71,65
2,75,69,60,66,65,95,60
3,52,75,58,56,69,105,75
4,66,58,65,69,59,120,53
5,58,58,65,62,51,145,51
6,41,62,50,53,62,172,50
7,48,53,49,34,55,188,63
8,50,46,45,46,59,194,50
9,48,43,44,39,48,218,50
10,46,45,46,49,39,224,41
11,38,47,35,49,43,237,41
12,41,42,44,47,38,242,36
13,50,30,45,35,26,268,36
14,34,46,40,32,44,261,33
15,40,32,28,43,42,274,31
16,31,41,28,26,36,294,34
17,28,24,31,27,50,296,34
18,35,26,37,35,27,302,28
19,21,27,29,28,35,312,38
20,22,33,29,27,32,308,39
21,29,37,22,25,31,324,22
22,29,26,29,21,30,312,43
23,23,33,22,24,16,331,41
24,29,28,30,24,31,310,38
25,26,28,25,38,37,319,17
26,16,18,26,23,24,352,31
27,21,19,28,21,31,339,31
28,14,22,16,16,28,369,25
29,20,20,28,28,27,351,16
30,20,21,20,25,25,359,20
31,27,27,20,23,31,348,14
32,24,23,19,17,21,370,16
33,26,21,25,21,21,366,10
34,25,21,21,20,20,370,13
35,14,15,13,21,24,388,15
36,18,10,22,17,17,385,21
37,25,16,13,16,19,386,15
38,18,13,13,21,19,395,11
39,8,16,21,14,9,400,22
40,14,19,20,16,13,390,18
41,20,22,19,12,12,395,10
42,18,17,12,11,11,398,23
43,15,16,15,15,20,393,16
44,16,22,16,20,13,390,13
45,18,8,20,14,11,403,16
46,19,11,16,13,13,407,11
47,16,10,17,10,15,403,19
48,19,12,16,20,13,394,16
49,18,14,21,14,9,396,18
50,21,6,16,16,9,412,10
51,15,11,11,17,12,415,9
52,15,14,18,7,10,407,19
53,11,14,13,21,10,405,16
54,16,9,12,13,12,409,19
55,18,11,18,11,18,395,19
56,10,16,15,11,8,413,17
57,28,15,10,10,5,415,7
58,13,10,15,11,7,415,19
59,22,18,14,10,13,406,7
60,17,10,43,20,11,368,21
61,13,20,58,17,16,358,8
62,18,23,77,9,11,345,7
63,10,12,104,19,14,319,12
64,10,13,149,8,7,293,10
65,12,9,150,6,13,285,15
66,12,14,143,13,4,293,11
67,16,10,129,15,16,295,9
68,12,17,116,16,13,311,5
69,18,8,117,11,8,315,13
70,13,10,114,7,9,327,10
71,6,9,110,14,9,333,9
72,13,15,93,11,17,324,17
73,8,15,88,6,11,345,17
74,8,16,88,10,12,344,12
75,11,19,85,13,15,335,12
76,10,12,80,10,5,356,17
77,12,16,72,14,8,359,9
78,14,9,64,10,13,371,9
79,17,12,71,10,9,356,15
80,12,14,66,18,11,356,13
81,9,11,75,13,10,357,15
82,14,14,57,14,14,363,14
83,12,17,64,10,17,359,11
84,13,11,64,17,7,369,9
85,15,15,51,17,10,371,11
86,8,14,42,10,10,395,11
87,8,9,43,16,10,395,9
88,16,14,43,10,18,374,15
