iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly,shift
0,100,100,100,100,100,100,100,100,100
1,103,99,98,91,112,95,96,109,97
2,206,100,81,82,82,92,82,86,89
3,261,82,79,65,70,79,82,94,88
4,324,86,74,71,86,59,64,69,67
5,375,57,74,74,69,74,64,60,53
6,443,56,78,58,63,43,50,53,56
7,438,63,66,60,67,64,47,57,38
8,409,47,36,50,54,55,155,63,31
9,424,48,60,40,51,56,123,47,51
10,347,50,49,38,40,60,101,46,169
11,263,54,49,47,35,61,85,40,266
12,371,50,39,46,33,53,85,34,189
13,256,65,44,52,40,52,73,37,281
14,216,50,49,45,60,49,66,50,315
15,166,56,53,47,44,52,47,54,381
16,145,42,63,48,49,50,42,66,395
17,105,46,62,161,62,47,51,57,309
18,85,38,34,211,63,40,38,158,233
19,79,46,43,306,40,42,44,101,199
20,82,48,38,364,44,34,45,104,141
21,58,58,42,416,37,36,43,96,114
22,59,46,39,438,31,37,42,89,119
23,44,53,54,478,32,36,33,81,89
24,50,46,52,350,50,43,53,51,205
25,55,38,38,398,40,57,42,58,174
26,54,29,54,433,42,45,44,65,134
27,53,48,38,467,40,53,39,51,111
28,39,40,43,475,44,40,49,63,107
29,36,53,50,492,32,61,36,61,79
30,57,39,36,519,43,50,42,51,63
31,65,46,42,477,46,61,52,50,61
32,56,39,41,525,55,42,42,53,47
33,29,40,46,558,56,45,47,36,43
34,33,43,48,538,66,34,37,56,45
35,45,42,173,401,65,42,33,47,52
36,41,38,261,305,64,43,46,50,52
37,47,33,339,248,47,42,46,45,53
38,48,35,396,179,49,36,51,55,51
39,45,32,411,187,46,48,43,37,51
40,52,22,458,131,43,61,40,49,44
41,59,46,490,100,46,43,38,38,40
42,44,44,527,77,36,39,36,61,36
43,38,48,496,94,42,43,44,49,46
44,45,47,506,84,43,35,51,52,37
45,52,36,514,60,52,36,49,48,53
46,48,37,433,52,35,137,50,50,58
47,46,35,321,47,54,262,45,44,46
48,45,37,270,65,37,327,39,37,43
49,36,46,230,46,53,370,45,39,35
50,41,43,165,50,49,412,37,46,57
51,49,50,127,40,46,448,41,50,49
52,42,30,91,37,34,426,34,155,51
53,37,36,75,52,54,450,28,126,42
54,41,38,65,43,54,479,37,103,40
55,43,46,52,52,45,499,36,88,39
56,43,36,61,63,33,520,34,64,46
57,51,38,56,43,41,507,52,58,54
58,35,40,46,46,50,396,52,189,46
59,36,43,51,48,175,340,31,128,48
60,46,25,54,40,276,254,50,120,35
61,56,38,61,54,324,185,40,105,37
62,56,37,52,41,400,139,36,96,43
63,49,39,45,56,404,133,41,93,40
64,36,39,45,126,341,81,41,66,125
65,37,32,37,108,421,75,30,69,91
66,34,33,46,85,451,61,45,48,97
67,41,40,47,70,468,50,40,55,89
68,156,37,45,49,387,53,46,57,70
69,277,41,38,65,283,52,38,43,63
70,280,36,47,56,184,51,34,45,167
71,290,31,127,43,221,35,24,21,108
72,242,47,229,24,180,33,27,29,89
73,175,36,199,52,264,39,35,36,64
74,145,45,140,39,233,47,32,154,65
75,114,48,210,32,140,37,33,221,65
76,80,43,162,20,139,34,26,341,55
77,89,39,152,34,105,38,29,350,64
78,75,31,134,38,89,38,32,418,45
79,59,34,99,47,73,43,45,448,52
80,61,37,79,39,70,44,38,485,47
81,54,37,76,49,58,37,39,510,40
82,36,23,45,143,150,38,19,406,40
83,43,31,57,113,127,43,25,431,30
84,52,31,49,78,99,38,23,496,34
85,34,23,31,69,103,50,21,531,38
86,32,48,28,59,68,57,27,452,129
87,40,32,35,47,67,31,28,422,198
88,26,46,30,53,36,43,25,464,177
89,29,36,40,50,36,52,41,485,131
90,34,31,29,52,33,43,38,500,140
91,35,52,31,47,40,35,26,527,107
92,42,43,26,39,26,38,47,449,190
93,38,20,35,33,19,33,132,376,214
94,17,24,18,30,18,25,188,340,240
95,24,22,24,118,23,21,114,311,243
96,18,21,106,158,24,15,66,262,230
97,15,21,140,177,18,18,56,240,215
98,14,11,164,164,18,14,100,211,204
99,22,9,198,118,15,24,163,238,113
100,10,9,217,59,21,12,176,213,183
101,20,19,269,46,13,12,125,274,122
102,14,27,218,119,9,18,173,253,69
103,21,30,189,96,24,16,265,185,74
104,28,31,148,86,25,16,362,144,60
105,30,27,214,72,24,28,345,104,56
106,39,34,189,49,32,22,398,90,47
107,44,52,151,60,34,33,395,85,46
108,36,49,141,40,30,29,465,73,37
109,49,46,92,43,46,40,483,69,32
110,33,34,156,29,107,29,360,124,28
111,23,32,183,22,74,24,331,183,28
112,93,16,177,22,56,18,251,160,107
113,134,21,172,13,23,16,204,162,155
114,161,17,156,21,24,11,175,165,170
115,154,14,169,8,6,12,178,184,175
116,174,17,184,15,17,11,85,204,193
117,218,27,218,20,14,10,67,207,119
118,209,22,102,18,112,9,45,223,160
119,188,22,154,16,114,9,22,194,181
120,168,17,163,16,151,9,23,184,169
121,131,28,137,18,252,24,22,152,136
122,122,27,115,18,344,23,23,127,101
123,119,27,83,37,385,32,20,100,97
124,49,111,136,38,322,24,21,51,148
125,45,187,93,27,277,22,17,36,196
126,124,216,54,19,228,10,17,24,208
127,134,173,38,82,223,13,19,30,188
128,212,209,39,68,230,17,15,15,95
129,167,287,32,54,179,35,23,34,89
130,134,357,38,50,152,39,35,28,67
131,110,389,38,68,132,30,35,35,63
132,84,435,44,46,110,35,36,40,70
133,84,470,43,45,94,43,36,28,57
134,70,491,46,55,78,42,36,32,50
135,161,446,51,34,52,39,38,33,46
136,185,319,31,38,38,126,18,27,118
137,227,329,30,29,41,95,36,27,86
138,240,253,11,137,28,56,27,8,140
139,199,240,21,151,29,43,20,17,180
140,179,204,115,162,24,27,10,16,163
141,218,237,52,216,21,21,22,13,100
142,130,231,47,252,22,15,22,17,164
143,121,301,56,186,19,22,33,23,139
144,62,345,39,255,22,28,22,18,109
145,60,356,28,283,31,23,29,17,73
146,38,300,29,281,22,25,21,21,163
147,138,294,24,256,18,22,22,28,98
148,171,250,16,242,17,21,20,13,150
149,105,249,26,243,19,26,24,18,190
150,79,286,22,181,26,17,17,14,258
151,56,306,23,124,22,23,24,26,296
152,44,322,26,78,20,26,26,25,333
153,43,323,28,72,27,30,24,26,327
154,35,338,19,59,27,32,18,20,352
155,26,344,25,47,35,35,31,19,338
156,30,294,20,35,32,23,101,30,335
157,28,287,18,38,18,25,166,21,299
158,22,224,37,37,16,20,149,25,370
159,23,157,30,24,21,34,116,143,352
160,35,104,32,29,40,29,80,215,336
161,24,187,26,25,21,23,50,240,304
162,17,209,24,33,18,17,36,278,268
163,21,220,22,26,15,17,40,256,283
164,18,225,15,29,25,22,32,262,272
165,11,261,20,15,14,31,20,251,277
166,17,276,8,12,121,20,22,265,159
167,19,230,22,19,169,19,22,262,138
168,23,177,22,22,240,21,21,283,91
169,21,210,21,25,246,21,14,301,41
170,15,208,14,22,235,18,12,249,127
171,18,223,21,26,249,18,13,240,92
172,10,275,20,18,244,22,15,151,145
173,24,253,20,14,250,24,16,110,189
174,18,301,24,17,289,24,20,75,132
175,17,259,16,26,256,23,20,117,166
176,25,206,19,27,211,21,22,231,138
177,37,140,28,36,142,31,29,335,122
178,111,93,29,34,104,25,23,301,180
179,188,64,19,23,69,13,19,301,204
180,184,107,19,100,42,19,13,222,194
181,205,174,11,133,46,11,16,195,109
182,207,212,14,194,23,20,15,137,78
183,160,289,27,166,39,21,25,103,70
184,123,312,20,131,37,22,114,87,54
185,96,323,30,89,27,17,221,60,37
186,70,377,33,83,24,32,172,62,47
187,81,406,31,77,32,29,142,53,49
188,167,417,21,61,39,27,84,43,41
189,144,314,17,48,33,158,88,51,47
190,102,235,33,48,40,268,83,46,45
191,100,234,25,41,48,278,84,41,49
192,90,147,27,45,46,386,63,53,43
193,72,130,43,34,37,451,52,39,42
194,47,73,51,41,161,425,39,35,28
195,53,73,39,32,139,446,46,43,29
196,57,50,36,39,188,421,47,32,30
197,32,47,44,44,165,461,40,36,31
198,42,49,34,41,142,484,45,34,29
199,45,41,36,36,202,456,33,24,27
200,44,42,37,39,179,450,36,35,38
201,45,32,38,31,253,410,38,26,27
202,39,30,22,31,200,465,38,36,39
203,29,27,23,30,132,425,158,33,43
204,41,34,35,30,115,318,251,34,42
205,37,138,28,34,110,219,269,27,38
206,52,197,36,21,51,166,317,28,32
207,26,266,17,23,45,126,342,27,28
208,34,305,22,16,25,91,361,25,21
209,19,263,16,28,31,73,313,27,130
210,28,294,21,21,31,37,219,35,214
211,27,259,32,32,24,45,300,20,161
212,30,211,32,30,32,48,367,41,109
213,28,140,37,24,30,46,444,43,108
214,29,103,26,21,33,49,432,31,176
215,27,96,31,25,41,36,454,39,151
216,18,77,26,29,42,47,419,32,210
217,28,68,36,27,41,40,446,28,186
218,27,48,30,31,39,42,441,22,220
219,18,182,36,29,26,32,395,21,161
220,27,231,37,25,34,37,368,29,112
221,22,239,23,20,25,25,341,20,185
222,15,223,20,30,26,21,313,36,216
223,30,221,17,20,26,19,259,109,199
224,12,221,13,20,12,20,237,151,214
225,8,231,12,15,9,19,213,185,208
226,15,204,18,12,23,17,205,174,232
227,22,205,18,12,12,14,213,195,209
228,9,200,13,22,15,14,203,226,198
229,20,236,23,26,16,15,233,216,115
230,22,196,21,23,19,17,213,235,154
231,17,231,15,17,22,23,135,238,202
232,22,213,20,20,16,17,185,209,198
233,18,219,17,19,10,17,193,208,199
234,17,206,25,14,20,21,188,192,217
235,18,237,18,11,18,18,193,183,204
236,101,186,15,15,18,6,188,176,195
237,148,209,10,10,17,7,198,107,194
238,211,224,11,13,14,12,212,79,124
239,209,219,10,12,20,14,213,132,71
240,183,177,16,10,98,11,114,150,141
241,192,202,14,17,138,16,53,107,161
242,212,254,10,14,89,16,42,61,202
243,254,152,13,21,71,17,36,45,291
244,271,194,16,26,46,21,35,32,259
245,246,242,14,28,37,20,19,31,263
246,252,235,10,18,34,23,43,20,265
247,225,247,20,21,24,16,31,29,287
248,260,265,27,23,21,7,26,17,254
249,262,286,8,19,19,19,17,21,249
250,166,301,33,23,23,24,13,25,292
251,132,307,22,23,21,25,19,29,322
252,101,326,16,21,31,25,29,24,327
253,78,340,15,22,22,30,32,19,342
254,67,367,22,19,38,25,24,26,312
255,46,395,34,21,29,17,25,15,318
256,43,343,36,18,39,23,27,30,341
257,39,344,27,25,25,30,29,29,352
258,28,334,14,31,35,26,24,23,385
259,35,351,20,21,29,24,22,39,359
260,36,276,30,27,32,38,31,27,403
261,40,197,21,29,158,36,29,26,364
262,31,135,21,26,230,22,23,36,376
263,22,210,33,19,210,22,19,25,340
264,26,201,26,35,252,20,24,22,294
265,31,150,32,25,270,14,30,22,326
266,24,108,22,17,319,24,35,30,321
267,19,68,25,18,264,131,32,23,320
268,19,56,20,18,309,86,14,39,339
269,18,52,39,27,209,162,15,28,350
270,29,31,25,27,147,243,19,24,355
271,25,30,19,27,220,174,32,28,345
272,18,24,25,30,288,125,19,14,357
273,18,33,28,154,156,107,32,17,355
274,28,124,10,208,116,57,19,19,319
275,27,161,16,209,148,44,22,16,257
276,19,213,26,110,205,29,26,18,254
277,25,125,15,187,225,19,29,28,247
278,23,74,19,204,265,24,32,15,244
279,15,156,10,212,225,18,18,17,229
280,19,204,30,260,168,30,26,25,138
281,25,296,35,217,134,32,30,24,107
282,23,315,22,278,99,21,30,15,97
283,24,329,19,299,75,37,21,20,76
284,27,280,22,290,58,26,21,16,160
285,19,298,17,280,26,27,33,17,183
286,21,273,28,274,34,17,19,36,198
287,29,220,24,370,32,23,36,26,140
288,19,146,19,334,23,29,31,36,263
289,40,126,22,393,35,31,33,28,192
290,23,69,133,354,25,38,23,25,210
291,144,59,84,334,26,35,28,29,161
292,212,42,63,353,29,26,32,27,116
293,262,40,61,349,20,27,25,35,81
294,265,35,37,313,30,18,20,30,152
295,250,29,31,292,22,14,30,26,206
296,263,17,142,156,20,24,16,23,239
297,275,29,103,130,9,16,30,24,284
298,258,28,66,180,12,28,32,25,271
299,264,18,48,216,26,23,15,25,265
