iteration,exchange,exchangeRandom,inversion,swap,scramble,add,addRandomly,shift
0,100,100,100,100,100,100,100,100
1,89,119,117,107,116,108,117,27
2,78,103,106,180,133,98,95,7
3,80,72,82,258,131,91,85,1
4,71,63,55,359,113,64,75,0
5,50,67,39,422,108,58,56,0
6,42,56,31,461,108,49,53,0
7,37,42,24,506,107,40,44,0
8,31,41,16,523,114,34,41,0
9,33,33,16,550,111,25,32,0
10,22,25,6,576,108,32,31,0
11,24,19,4,602,106,25,20,0
12,22,26,5,598,105,23,21,0
13,120,27,5,522,88,21,17,0
14,213,26,5,450,73,14,19,0
15,197,20,2,493,59,16,13,0
16,278,13,4,436,45,10,14,0
17,369,17,6,363,22,11,12,0
18,423,18,9,315,16,6,13,0
19,484,26,6,256,12,10,6,0
20,507,35,3,225,12,7,11,0
21,544,29,5,199,11,6,6,0
22,568,34,7,164,13,7,7,0
23,594,35,11,134,12,7,7,0
24,620,36,7,112,11,7,7,0
25,575,35,8,154,13,9,6,0
26,541,29,5,199,12,7,7,0
27,513,27,4,237,10,5,4,0
28,509,22,7,236,14,9,3,0
29,493,18,3,258,15,7,6,0
30,462,16,3,293,13,8,5,0
31,438,18,6,312,9,11,6,0
32,497,15,6,263,6,7,6,0
33,536,25,7,209,9,8,6,0
34,586,22,7,172,8,1,4,0
35,583,24,10,146,15,12,10,0
36,568,26,5,183,6,5,7,0
37,539,24,4,205,6,12,10,0
38,509,25,6,252,3,3,2,0
39,514,19,6,244,9,5,3,0
40,474,15,2,284,8,12,5,0
41,490,14,6,268,11,9,2,0
42,421,14,2,332,13,10,8,0
43,457,16,5,303,13,4,2,0
44,423,22,6,331,7,5,6,0
45,411,11,7,342,12,10,7,0
46,460,17,6,296,13,5,3,0
47,487,20,7,257,15,7,7,0
48,499,17,9,249,11,11,4,0
49,467,12,31,263,11,7,9,0
50,435,9,54,277,10,9,6,0
51,412,6,55,307,9,5,6,0
52,411,5,39,318,11,6,10,0
53,400,10,31,331,14,5,9,0
54,389,15,22,352,9,5,8,0
55,407,13,20,337,10,8,5,0
56,382,11,31,350,7,10,9,0
57,367,13,14,379,8,7,12,0
58,393,17,12,353,11,5,9,0
59,368,15,13,382,12,4,6,0
60,374,13,8,384,11,5,5,0
61,388,11,9,367,15,5,5,0
62,382,15,8,371,9,8,7,0
63,371,8,7,392,12,3,7,0
64,369,13,4,391,11,6,6,0
65,373,12,2,377,13,9,14,0
66,382,6,3,387,10,3,9,0
67,398,10,1,373,10,1,7,0
68,378,13,4,364,12,15,14,0
69,388,17,4,364,16,4,7,0
70,395,23,3,348,18,6,7,0
71,393,16,1,364,17,4,5,0
72,389,15,8,359,12,8,9,0
73,394,13,1,369,13,4,6,0
74,403,13,3,357,9,5,10,0
75,390,10,3,369,14,7,7,0
76,375,9,6,389,12,5,4,0
77,391,5,8,368,12,8,8,0
78,353,9,2,412,12,7,5,0
79,392,6,0,384,7,6,5,0
80,402,11,4,360,11,8,4,0
81,385,17,7,362,15,5,9,0
82,383,15,2,380,7,9,4,0
83,375,18,4,382,7,5,9,0
84,369,11,3,403,5,6,3,0
85,378,16,3,386,4,6,7,0
86,374,18,4,374,12,10,8,0
87,371,9,2,383,16,13,6,0
88,316,8,5,447,10,6,8,0
89,259,14,2,499,13,9,4,0
90,220,7,2,546,13,2,10,0
91,228,7,3,498,12,9,43,0
92,254,12,1,475,18,4,36,0
93,250,12,1,475,16,10,36,0
94,278,7,2,462,21,11,19,0
95,303,8,3,438,16,6,26,0
96,310,9,3,440,16,7,15,0
97,268,7,3,473,14,4,31,0
98,247,7,1,462,14,8,61,0
99,257,6,4,416,13,7,97,0
100,278,12,4,414,9,7,76,0
101,296,9,5,418,11,3,58,0
102,302,11,5,410,9,3,60,0
103,332,8,3,385,14,5,53,0
104,341,9,5,353,18,8,66,0
105,356,8,3,380,18,4,31,0
106,347,11,1,393,13,8,27,0
107,346,11,6,398,7,5,27,0
108,341,10,5,396,12,3,33,0
109,356,11,4,383,16,6,24,0
110,346,17,2,406,11,10,8,0
111,373,20,1,369,13,3,21,0
112,350,18,3,393,14,5,17,0
113,376,15,1,370,19,9,10,0
114,363,11,2,382,17,8,17,0
115,398,10,4,357,13,10,8,0
116,387,10,2,362,16,9,14,0
117,384,10,4,367,17,6,12,0
118,371,7,5,390,15,7,5,0
119,380,6,7,384,11,3,9,0
120,387,6,2,383,8,5,9,0
121,443,10,0,323,11,6,7,0
122,492,13,3,258,12,11,11,0
123,469,18,2,283,11,13,4,0
124,521,16,3,241,5,6,8,0
125,493,13,3,265,11,9,6,0
126,455,9,3,310,10,6,7,0
127,467,9,4,300,11,5,4,0
128,460,9,3,303,15,6,4,0
129,438,11,5,312,10,13,11,0
130,422,12,3,335,19,5,4,0
131,417,8,5,341,15,8,6,0
132,432,10,7,326,12,7,6,0
133,401,12,4,367,5,7,4,0
134,396,9,5,369,8,8,5,0
135,417,7,9,346,9,5,7,0
136,400,9,7,355,11,10,8,0
137,399,15,4,361,10,6,5,0
138,386,14,4,368,14,7,7,0
139,366,15,3,391,14,7,4,0
140,393,10,4,361,17,9,6,0
141,394,13,3,365,13,4,8,0
142,366,10,4,397,14,6,3,0
143,388,10,2,374,11,6,9,0
144,391,14,2,373,9,10,1,0
145,378,12,8,371,15,6,10,0
146,396,11,3,373,10,3,4,0
147,400,10,3,371,5,6,5,0
148,372,9,3,389,12,6,9,0
149,400,9,2,361,15,7,6,0
150,376,7,3,391,13,8,2,0
151,385,10,4,374,13,5,9,0
152,370,12,3,384,18,5,8,0
153,396,6,3,361,13,8,13,0
154,360,5,4,394,17,1,19,0
155,378,12,1,381,13,8,7,0
156,370,10,5,399,8,4,4,0
157,381,12,2,378,13,5,9,0
158,365,12,0,389,15,10,9,0
159,318,13,9,432,12,8,8,0
160,332,9,7,420,14,7,11,0
161,339,16,3,418,18,2,4,0
162,356,17,4,399,15,6,3,0
163,340,11,3,426,15,2,3,0
164,346,10,5,407,17,8,7,0
165,299,8,1,456,18,8,10,0
166,272,12,5,488,17,2,4,0
167,196,9,2,557,18,9,9,0
168,250,6,1,512,18,8,5,0
169,214,7,1,548,16,5,9,0
170,157,7,3,600,16,10,7,0
171,148,10,2,612,14,6,8,0
172,119,7,6,635,15,8,10,0
173,112,2,4,648,21,8,5,0
174,138,1,1,620,27,8,5,0
175,141,5,2,613,25,7,7,0
176,117,4,1,638,29,3,8,0
177,89,6,1,663,31,7,3,0
178,94,6,0,653,31,7,9,0
179,60,4,0,686,38,8,4,0
180,43,7,2,695,42,5,6,0
181,47,4,0,692,44,5,8,0
182,42,7,1,685,58,6,1,0
183,36,5,1,690,58,6,4,0
184,29,8,2,691,55,5,10,0
