iteration,exchange,exchangeRandom,inversion,swap,scramble,add,addRandomly,shift
0,100,100,100,100,100,100,100,100
1,105,103,110,123,102,130,106,21
2,72,68,62,86,58,333,117,4
3,44,60,37,54,38,433,134,0
4,29,42,34,36,18,503,138,0
5,26,27,29,19,8,546,145,0
6,30,34,17,22,8,543,146,0
7,27,25,16,28,12,555,137,0
8,17,16,19,18,11,581,138,0
9,30,17,34,22,6,549,142,0
10,25,17,20,27,1,571,139,0
11,29,16,18,24,3,576,134,0
12,18,6,17,19,5,596,139,0
13,9,11,26,27,4,573,150,0
14,19,12,11,20,5,575,158,0
15,27,11,12,22,9,562,157,0
16,39,13,26,12,4,531,175,0
17,20,18,19,25,11,547,160,0
18,10,18,34,25,5,552,156,0
19,14,17,32,27,7,559,144,0
20,16,14,36,25,4,569,136,0
21,9,24,26,23,9,554,155,0
22,30,17,27,17,10,533,166,0
23,22,22,17,27,11,539,162,0
24,12,25,23,26,12,548,154,0
25,13,16,24,19,13,578,137,0
26,18,23,21,19,6,582,131,0
27,26,22,47,29,5,546,125,0
28,18,18,24,21,7,584,128,0
29,22,21,28,12,3,588,126,0
30,29,17,26,19,3,580,126,0
31,19,25,19,26,8,576,127,0
32,9,21,13,32,5,595,125,0
33,22,31,12,28,3,582,122,0
34,15,23,12,27,4,592,127,0
35,21,21,23,26,6,588,115,0
36,15,29,18,24,11,594,109,0
37,13,32,26,23,4,590,112,0
38,311,38,24,16,6,344,61,0
39,442,46,26,19,13,218,36,0
40,531,56,19,16,22,132,24,0
41,315,303,31,17,36,73,25,0
42,124,520,44,14,23,56,19,0
43,35,602,55,16,25,45,22,0
44,25,624,55,12,37,34,13,0
45,9,634,67,19,36,14,21,0
46,14,602,75,22,40,17,30,0
47,4,591,104,20,33,29,19,0
48,5,572,101,18,41,42,21,0
49,13,575,115,37,31,19,10,0
50,9,591,119,21,25,11,24,0
51,5,573,124,20,22,30,26,0
52,3,574,130,18,21,32,22,0
53,4,583,131,25,10,27,20,0
54,0,575,136,21,22,25,21,0
55,3,570,137,22,27,22,19,0
56,3,567,142,16,26,26,20,0
57,7,572,132,13,26,33,17,0
58,8,560,136,13,35,30,18,0
59,7,576,129,26,29,16,17,0
60,4,578,115,26,26,23,28,0
61,3,574,122,26,21,34,20,0
62,4,571,127,13,29,27,29,0
63,2,585,127,22,25,19,20,0
64,8,562,138,23,22,23,24,0
65,2,580,150,12,29,12,15,0
66,7,560,149,22,28,17,17,0
67,5,567,151,21,19,15,22,0
68,9,563,153,28,19,14,14,0
69,9,549,150,19,25,24,24,0
70,8,561,149,12,21,29,20,0
71,4,558,147,17,33,17,24,0
72,7,563,134,24,30,13,29,0
73,3,576,135,26,24,13,23,0
74,4,580,134,24,22,18,18,0
75,4,556,146,30,24,16,24,0
76,5,570,147,28,23,12,15,0
77,8,560,150,27,17,24,14,0
78,5,533,166,42,19,22,13,0
79,6,541,170,23,20,20,20,0
80,8,520,180,29,19,20,24,0
81,7,518,177,23,24,33,18,0
82,11,533,174,13,17,18,34,0
83,5,540,162,22,30,19,22,0
84,7,555,149,19,26,12,32,0
85,3,568,141,23,25,18,22,0
86,9,558,124,19,38,31,21,0
87,6,560,129,27,20,24,34,0
88,9,570,139,19,12,18,33,0
89,3,557,147,25,25,27,16,0
90,6,547,153,21,33,6,34,0
91,3,554,158,17,25,6,37,0
92,7,549,154,24,24,7,35,0
93,7,529,153,23,26,27,35,0
94,5,538,159,13,21,32,32,0
95,6,542,149,27,22,30,24,0
96,9,547,141,29,21,25,28,0
97,3,572,128,26,27,18,26,0
98,5,562,130,24,21,27,31,0
99,7,570,139,26,11,17,30,0
100,8,555,145,17,14,31,30,0
101,5,569,142,27,10,25,22,0
102,3,583,140,20,19,25,10,0
103,5,553,142,19,26,26,29,0
104,9,547,141,25,14,32,32,0
105,10,548,128,28,23,27,36,0
106,8,567,127,36,13,18,31,0
107,5,565,130,36,20,15,29,0
108,8,576,126,20,19,37,14,0
109,8,563,123,19,14,34,39,0
110,3,585,125,20,8,31,28,0
111,4,612,116,6,15,30,17,0
112,31,593,110,8,13,29,16,0
113,28,323,63,14,22,38,312,0
114,23,202,42,16,12,23,482,0
115,33,125,34,18,21,8,561,0
116,26,61,33,28,22,5,625,0
117,27,37,25,28,14,3,666,0
118,30,33,21,27,9,3,677,0
119,22,35,21,22,9,3,688,0
120,22,31,32,24,14,4,673,0
121,13,20,27,16,11,6,707,0
122,31,31,17,14,17,2,688,0
123,14,37,25,22,10,4,688,0
124,13,23,23,35,10,3,693,0
125,13,30,14,11,15,2,715,0
126,28,25,17,20,8,1,701,0
127,18,32,19,29,9,2,691,0
128,23,22,29,28,5,5,688,0
129,13,30,22,22,17,1,695,0
130,8,27,20,41,6,3,695,0
131,19,13,18,33,13,2,702,0
132,32,28,27,24,28,1,660,0
133,20,29,18,32,25,3,673,0
134,16,28,22,25,24,2,683,0
135,19,17,15,31,20,2,696,0
136,27,21,26,29,11,4,682,0
137,19,16,35,36,16,3,675,0
138,13,23,29,21,12,2,700,0
139,20,25,174,39,19,1,522,0
140,19,17,239,33,20,7,465,0
141,32,11,398,40,18,9,292,0
142,27,16,390,45,20,3,299,0
143,26,20,487,41,25,16,185,0
144,18,11,578,43,31,12,107,0
145,15,4,632,44,28,8,69,0
146,6,5,645,56,25,13,50,0
147,12,2,634,61,41,22,28,0
148,15,3,647,59,34,20,22,0
149,22,10,632,62,27,29,18,0
150,23,1,638,78,22,16,22,0
151,23,3,620,84,31,20,19,0
152,20,12,601,86,29,27,25,0
153,31,3,600,98,29,20,19,0
154,28,4,583,106,32,20,27,0
155,15,6,594,113,27,30,15,0
156,22,7,566,130,21,39,15,0
157,168,9,465,103,16,24,15,0
158,245,11,386,85,19,26,28,0
159,133,14,517,78,17,23,18,0
160,97,13,550,65,22,14,39,0
161,45,9,613,62,20,29,22,0
162,40,5,614,62,12,34,33,0
163,33,5,629,72,16,15,30,0
164,15,6,628,75,36,20,20,0
165,15,11,621,72,34,21,26,0
