iteration,exchangeRandom,inversion,swap,scramble,randomShuffle,addRandomly,shift
0,70,70,70,70,70,70,70
1,79,78,65,68,64,63,73
2,67,70,72,67,73,75,66
3,68,80,59,46,63,115,59
4,55,46,59,59,65,139,67
5,69,53,50,51,59,149,59
6,66,51,56,49,50,160,58
7,59,44,53,53,48,168,65
8,43,54,50,50,52,193,48
9,46,46,50,40,48,212,48
10,49,50,56,46,44,204,41
11,47,48,39,43,34,231,48
12,46,53,31,39,32,243,46
13,28,28,44,32,40,270,48
14,46,39,46,37,32,244,46
15,26,44,39,32,39,266,44
16,35,37,33,24,33,300,28
17,36,33,39,32,29,286,35
18,33,38,34,23,25,312,25
19,35,40,26,34,28,293,34
20,27,31,29,34,24,321,24
21,31,42,26,23,24,322,22
22,23,34,33,26,22,319,33
23,22,50,26,23,25,318,26
24,24,26,21,24,23,343,29
25,23,30,35,25,29,329,19
26,25,23,27,17,21,358,19
27,30,21,24,32,26,340,17
28,23,18,28,22,17,359,23
29,14,23,21,21,22,372,17
30,32,22,20,25,22,352,17
31,18,22,25,21,21,369,14
32,20,20,23,14,25,368,20
33,14,27,24,22,21,363,19
34,21,12,22,15,27,375,18
35,12,25,16,19,18,384,16
36,17,19,19,21,19,378,17
37,18,25,20,21,19,367,20
38,16,19,17,18,17,380,23
39,12,17,20,17,13,396,15
40,19,15,25,14,13,382,22
41,17,15,22,18,18,381,19
42,15,20,16,16,17,390,16
43,13,19,23,19,17,385,14
44,16,12,18,15,21,388,20
45,17,20,12,19,18,390,14
46,16,18,20,14,21,385,16
47,12,9,17,19,11,402,20
48,14,14,17,19,11,405,10
49,14,15,21,14,13,395,18
50,11,16,16,19,16,403,9
51,12,14,14,18,19,403,10
52,13,22,8,10,11,405,21
53,17,26,9,12,9,409,8
54,13,14,13,20,8,405,17
55,14,16,13,11,11,417,8
56,15,20,17,15,7,402,14
57,16,12,17,12,18,405,10
58,12,13,11,20,8,411,15
59,11,12,18,18,21,404,6
60,11,22,14,17,11,402,13
61,6,14,10,19,12,422,7
62,12,14,18,15,15,404,12
63,12,6,19,12,8,420,13
64,11,18,11,13,14,406,17
65,11,5,11,18,12,422,11
66,14,10,13,15,8,416,14
67,19,14,19,10,10,402,16
68,13,13,12,19,15,406,12
69,19,12,17,16,11,404,11
70,8,11,11,15,7,428,10
71,11,10,19,7,11,423,9
72,9,9,18,11,19,415,9
73,10,10,18,12,13,418,9
74,12,13,15,22,10,401,17
75,17,5,13,16,14,419,6
76,20,11,13,15,14,407,10
77,9,11,9,6,10,428,17
78,12,10,17,19,12,412,8
79,10,12,12,14,15,415,12
80,43,10,9,8,17,393,10
81,59,10,15,25,12,354,15
82,78,9,13,14,16,354,6
83,117,14,5,16,9,320,9
84,120,14,11,16,21,295,13
85,133,8,19,16,14,292,8
86,154,12,10,9,14,278,13
87,188,14,16,9,7,247,9
88,173,8,11,8,6,266,18
89,184,10,16,17,10,247,6
90,198,12,19,14,10,227,10
91,215,13,9,10,15,211,17
92,248,11,12,9,9,192,9
93,225,14,14,14,11,198,14
94,248,13,10,10,11,183,15
95,287,11,14,12,11,142,13
96,280,10,9,13,11,157,10
97,289,10,15,8,11,145,12
98,300,14,16,13,12,128,7
99,290,19,13,14,12,130,12
100,301,9,8,19,12,131,10
101,307,18,9,8,11,115,22
102,304,14,7,11,14,121,19
103,338,9,15,12,16,84,16
104,338,10,8,14,13,95,12
105,343,16,9,11,16,82,13
106,335,7,16,15,15,88,14
107,352,11,19,13,16,69,10
108,364,11,14,7,10,69,15
109,352,15,14,10,12,74,13
110,355,5,17,14,13,76,10
111,363,10,16,12,13,64,12
112,360,15,18,18,17,52,10
113,380,13,10,7,9,67,4
114,376,10,11,6,15,60,12
115,366,10,7,29,11,56,11
116,346,14,7,45,15,48,15
117,299,11,14,92,15,44,15
118,314,11,10,81,10,52,12
119,284,12,34,81,12,52,15
120,271,9,27,110,11,48,14
121,237,9,38,132,14,46,14
122,217,15,38,155,18,31,16
123,232,19,21,157,10,35,16
124,205,6,29,180,13,48,9
125,215,6,33,174,9,46,7
126,173,11,25,225,15,29,12
127,171,12,28,223,15,31,10
128,157,15,31,228,9,34,16
129,164,13,22,246,11,25,9
130,126,14,30,253,17,33,17
131,127,14,20,280,12,25,12
132,128,18,21,263,17,32,11
133,98,13,30,287,22,32,8
134,137,10,19,271,14,34,5
135,115,8,17,296,11,34,9
136,108,14,21,293,13,23,18
137,101,12,20,313,13,23,8
138,99,10,21,307,10,33,10
139,87,12,13,334,13,20,11
140,94,8,16,328,17,20,7
141,71,12,16,350,18,15,8
142,79,9,17,335,13,20,17
143,67,8,19,345,19,23,9
144,61,15,15,356,13,19,11
145,66,13,14,352,12,24,9
146,66,13,18,351,13,16,13
147,54,10,15,374,10,19,8
148,58,8,23,353,8,29,11
149,58,7,17,358,12,22,16
150,45,10,16,387,10,17,5
151,39,9,17,389,11,21,4
152,50,7,22,366,10,19,16
153,39,13,19,373,10,22,14
154,45,9,10,382,12,18,14
155,43,10,18,381,11,18,9
156,38,12,15,357,11,43,14
157,30,16,19,333,21,61,10
158,38,12,17,349,12,53,9
159,22,10,15,349,13,72,9
160,36,13,18,353,8,51,11
161,25,15,19,361,8,50,12
