iteration,exchangeRandom,inversion,swap,scramble,randomShuffle,addRandomly,shift
0,70,70,70,70,70,70,70
1,61,65,74,68,69,70,83
2,62,75,56,67,60,102,68
3,64,63,69,54,67,107,66
4,56,68,63,66,55,125,57
5,53,55,69,56,46,150,61
6,55,53,53,50,55,174,50
7,64,54,51,49,53,168,51
8,56,54,45,45,60,182,48
9,67,41,46,45,55,182,54
10,45,38,54,42,51,205,55
11,50,49,44,51,37,214,45
12,54,47,45,32,40,228,44
13,47,41,37,36,46,241,42
14,38,43,39,31,37,268,34
15,33,36,37,25,30,295,34
16,38,38,27,36,30,284,37
17,32,27,28,39,32,302,30
18,33,32,27,32,30,304,32
19,38,26,32,33,26,308,27
20,38,30,21,35,23,320,23
21,26,36,23,43,27,303,32
22,28,36,35,25,29,306,31
23,28,23,24,23,31,332,29
24,31,30,34,31,26,315,23
25,28,23,28,36,25,320,30
26,13,27,20,20,22,365,23
27,22,24,28,33,27,337,19
28,29,23,21,14,26,349,28
29,26,16,34,25,18,353,18
30,22,26,27,22,23,349,21
31,29,26,23,15,16,360,21
32,16,15,26,17,25,360,31
33,30,23,28,19,15,358,17
34,14,22,16,15,21,385,17
35,16,20,23,11,17,384,19
36,12,23,24,17,19,372,23
37,21,22,20,15,26,372,14
38,18,15,15,10,18,394,20
39,18,18,27,14,17,385,11
40,23,14,24,15,23,378,13
41,11,18,22,20,20,385,14
42,16,21,16,17,21,384,15
43,13,16,17,13,20,395,16
44,16,18,16,17,14,394,15
45,17,16,13,16,14,396,18
46,19,16,14,17,16,395,13
47,19,17,16,15,8,396,19
48,24,14,14,11,11,404,12
49,16,11,14,5,14,425,5
50,26,18,11,18,17,380,20
51,12,8,10,16,16,410,18
52,12,23,13,19,18,388,17
53,15,11,19,15,12,404,14
54,11,11,14,11,18,417,8
55,13,21,13,8,8,415,12
56,15,17,6,14,12,408,18
57,14,12,8,10,11,422,13
58,13,14,14,13,18,403,15
59,12,21,18,11,9,406,13
60,21,10,11,25,16,392,15
61,13,16,11,18,19,406,7
62,9,11,19,16,10,423,2
63,16,8,13,23,14,409,7
64,18,18,17,12,12,408,5
65,8,16,10,14,11,418,13
66,11,6,16,16,11,418,12
67,8,10,12,16,16,413,15
68,15,19,6,14,10,417,9
69,13,18,15,15,11,407,11
70,13,10,16,13,9,421,8
71,15,17,14,13,14,406,11
72,16,10,12,15,13,408,16
73,11,11,8,15,11,418,16
74,14,18,17,9,13,411,8
75,17,11,15,7,7,419,14
76,5,18,10,10,11,423,13
77,22,9,15,9,8,419,8
78,7,16,4,13,11,427,12
79,10,16,7,14,14,421,8
80,12,13,7,9,15,421,13
81,8,12,13,10,12,427,8
82,12,12,17,12,12,417,8
83,13,15,7,11,13,419,12
84,13,10,16,11,10,418,12
85,9,14,14,13,12,419,9
86,10,9,15,12,12,413,19
87,10,8,13,10,11,423,15
88,10,12,8,14,8,428,10
89,13,3,10,13,12,428,11
90,17,15,13,12,15,408,10
91,14,12,10,11,13,418,12
92,9,15,13,11,9,423,10
93,18,6,7,13,10,425,11
94,18,14,11,10,8,419,10
95,8,14,14,9,16,417,12
96,13,10,9,10,20,419,9
97,20,9,11,8,15,418,9
98,12,13,11,6,25,414,9
99,18,12,11,16,16,398,19
100,8,12,16,7,11,423,13
101,16,16,12,11,9,418,8
102,20,9,13,9,20,409,10
103,11,10,12,14,9,422,12
104,16,11,16,9,9,420,9
105,9,9,12,10,20,413,17
106,16,10,14,8,17,414,11
107,12,17,14,10,17,415,5
108,13,9,16,7,18,419,8
109,12,11,9,12,9,428,9
110,16,11,11,9,10,424,9
111,11,7,15,9,16,423,9
112,13,7,18,9,22,414,7
113,15,8,13,8,9,423,14
114,15,10,21,9,19,405,11
115,13,15,17,15,13,411,6
116,10,12,28,11,12,405,12
117,10,11,25,11,10,414,9
118,8,8,23,10,21,408,12
119,13,13,31,9,11,403,10
120,14,7,21,9,11,415,13
121,8,8,16,7,13,428,10
122,10,4,23,10,13,418,12
123,6,17,25,13,20,397,12
124,8,7,17,17,11,419,11
125,9,18,18,9,12,417,7
126,5,7,13,10,12,427,16
127,9,11,18,13,9,415,15
128,18,10,24,7,10,411,10
129,11,12,48,9,15,378,17
130,5,11,71,12,16,363,12
131,7,10,97,10,6,343,17
132,12,6,134,15,10,302,11
133,9,6,116,6,15,325,13
134,8,11,159,10,7,281,14
135,5,11,168,9,15,264,18
136,10,16,171,11,17,256,9
137,13,8,217,14,13,215,10
138,9,8,224,11,13,217,8
139,8,14,220,9,9,213,17
140,12,11,228,9,13,204,13
141,9,17,246,13,6,186,13
142,11,12,237,10,12,193,15
143,8,19,253,11,14,171,14
144,12,12,262,10,15,166,13
145,13,8,270,10,8,163,18
146,8,10,283,9,8,160,12
147,13,10,274,13,9,150,21
148,8,17,285,10,9,148,13
149,11,12,298,12,15,137,5
150,10,16,319,8,12,114,11
151,14,11,310,17,11,121,6
152,17,14,312,11,12,109,15
153,12,10,352,9,6,96,5
154,9,11,334,14,12,101,9
155,11,13,330,14,15,93,14
156,9,13,345,7,12,87,17
157,11,10,339,10,13,96,11
158,11,10,329,8,15,106,11
159,9,9,330,8,13,107,14
160,14,8,320,13,16,113,6
