iteration,exchangeRandom,inversion,swap,scramble,randomShuffle,addRandomly,shift
0,70,70,70,70,70,70,70
1,69,75,66,78,80,70,52
2,62,70,78,63,59,93,65
3,75,69,56,59,55,112,64
4,52,56,48,64,67,143,60
5,63,64,57,53,51,140,62
6,56,65,43,57,49,145,75
7,52,46,58,54,54,170,56
8,56,49,47,49,47,194,48
9,47,62,48,46,44,207,36
10,43,59,40,34,49,215,50
11,39,34,33,38,41,259,46
12,38,37,45,40,46,251,33
13,48,43,47,36,36,238,42
14,33,40,35,39,37,272,34
15,36,28,42,41,32,269,42
16,44,32,42,37,18,288,29
17,36,34,33,30,33,290,34
18,31,35,34,48,34,282,26
19,30,26,36,26,28,318,26
20,28,37,24,31,32,309,29
21,21,20,32,29,28,330,30
22,22,27,24,30,31,327,29
23,22,24,25,23,25,334,37
24,30,32,25,26,23,321,33
25,32,19,30,30,29,326,24
26,34,23,23,20,21,351,18
27,22,29,21,25,25,346,22
28,19,29,27,25,25,348,17
29,17,25,16,19,24,367,22
30,27,18,34,30,23,332,26
31,23,20,20,17,16,374,20
32,15,18,25,19,23,371,19
33,15,30,13,19,14,378,21
34,11,24,16,18,17,384,20
35,22,16,14,20,14,380,24
36,19,18,17,15,15,383,23
37,25,18,18,23,14,369,23
38,16,17,21,16,19,381,20
39,16,25,16,18,20,385,10
40,11,14,15,18,17,403,12
41,12,11,10,22,25,392,18
42,18,15,16,15,12,397,17
43,13,12,6,18,19,404,18
44,19,16,20,9,15,398,13
45,15,15,12,13,15,406,14
46,14,9,15,14,18,408,12
47,10,17,19,20,13,394,17
48,19,15,17,19,14,396,10
49,13,18,18,11,10,401,19
50,15,19,13,14,10,402,17
51,15,8,11,21,10,405,20
52,6,13,11,16,12,419,13
53,20,16,10,13,10,401,20
54,16,14,7,19,10,411,13
55,16,10,14,16,6,407,21
56,13,15,9,14,10,411,18
57,17,18,16,24,12,390,13
58,10,18,13,17,15,406,11
59,10,10,11,9,20,418,12
60,4,10,13,22,14,419,8
61,12,13,10,17,7,421,10
62,10,12,11,20,11,406,20
63,8,7,9,14,6,441,5
64,12,12,16,17,13,405,15
65,9,14,11,18,12,409,17
66,12,17,6,4,14,425,12
67,10,7,13,13,12,423,12
68,7,13,12,16,14,413,15
69,16,12,12,13,9,417,11
70,19,16,13,6,10,414,12
71,20,11,11,13,13,408,14
72,8,10,9,13,8,424,18
73,12,15,5,14,14,415,15
74,11,11,14,17,6,418,13
75,7,12,18,19,12,408,14
76,10,10,8,9,14,425,14
77,11,16,13,4,15,421,10
78,16,10,8,18,16,413,9
79,10,7,32,11,14,404,12
80,20,14,60,9,15,353,19
81,11,9,75,12,9,363,11
82,11,10,90,12,8,348,11
83,9,10,128,16,12,299,16
84,14,7,131,11,13,301,13
85,12,8,156,8,13,277,16
86,8,8,154,13,8,280,19
87,13,16,163,13,15,254,16
88,10,11,218,12,14,215,10
89,13,15,205,8,17,218,14
90,14,11,222,16,14,198,15
91,11,12,221,13,18,205,10
92,17,10,251,13,9,180,10
93,10,13,247,12,9,189,10
94,12,10,259,8,13,170,18
95,12,10,287,14,13,144,10
96,7,9,306,10,15,136,7
97,15,7,295,15,12,132,14
98,13,14,298,14,8,134,9
99,13,9,305,7,16,130,10
100,18,14,312,10,10,115,11
101,9,11,314,11,13,120,12
102,21,11,320,17,12,102,7
103,8,17,319,10,12,112,12
104,11,11,321,10,17,104,16
105,13,14,345,5,13,89,11
106,9,7,343,12,16,91,12
107,11,9,348,14,13,85,10
108,9,13,342,8,16,88,14
109,17,14,365,10,17,58,9
110,9,14,369,15,13,62,8
111,8,12,373,10,6,76,5
112,16,12,365,13,7,67,10
113,10,14,361,13,11,64,17
114,12,8,362,8,16,69,15
115,8,16,378,8,11,55,14
116,7,8,394,16,6,43,16
117,5,11,406,9,6,48,5
118,7,8,399,11,8,53,4
119,9,8,390,17,9,45,12
120,11,15,385,16,12,39,12
121,12,12,390,11,11,46,8
122,9,7,383,12,15,46,18
123,14,12,393,19,11,34,7
124,17,10,396,15,9,34,9
125,11,13,401,13,11,28,13
126,11,13,388,14,16,36,12
127,12,18,408,9,8,25,10
128,12,12,389,8,18,38,13
129,13,8,387,18,16,41,7
130,9,12,394,17,12,30,16
131,6,12,424,10,6,27,5
132,6,9,426,8,11,19,11
133,13,20,389,10,8,38,12
134,13,5,420,6,8,33,5
135,12,14,405,14,8,28,9
136,6,10,408,18,13,24,11
137,4,14,427,11,10,13,11
138,11,13,407,12,12,22,13
139,9,12,423,8,11,12,15
140,8,14,424,9,6,17,12
141,15,10,413,15,11,15,11
142,8,17,413,11,15,17,9
143,8,15,408,18,13,19,9
144,13,17,407,15,13,19,6
145,10,15,409,10,16,19,11
146,13,13,419,13,13,14,5
147,15,17,400,14,6,23,15
148,11,14,423,12,12,14,4
149,13,7,425,8,9,18,10
150,9,9,415,13,17,22,5
151,12,12,423,11,9,15,8
152,9,13,416,11,11,20,10
153,15,20,402,13,12,18,10
154,11,12,419,11,20,10,7
155,9,17,410,8,9,25,12
156,13,13,413,13,10,19,9
157,11,15,415,8,14,15,12
158,8,16,423,15,12,10,6
159,14,6,422,10,9,15,14
160,13,19,420,8,13,8,9
161,9,11,412,14,10,21,13
162,16,12,419,9,12,8,14
163,13,6,412,17,11,19,12
164,15,15,402,21,8,10,19
165,10,15,409,15,8,14,19
166,10,12,409,16,13,16,14
167,9,12,419,9,17,16,8
168,20,18,404,14,12,12,10
169,11,9,421,7,16,14,12
170,8,8,426,7,13,15,13
171,13,8,403,18,16,14,18
172,12,13,416,15,11,11,12
173,11,9,422,13,15,15,5
174,13,10,420,9,21,10,7
175,8,6,439,6,4,19,8
176,8,11,424,15,6,12,14
177,10,18,425,9,12,8,8
178,8,11,423,14,14,14,6
179,10,11,425,8,12,16,8
180,10,9,418,9,15,15,14
181,17,5,421,19,7,11,10
182,9,10,424,10,10,14,13
183,8,14,426,8,12,10,12
184,8,7,424,7,19,11,14
185,9,11,414,17,16,12,11
186,9,11,430,7,10,15,8
187,6,4,430,9,12,16,13
188,10,6,431,13,12,9,9
189,11,4,427,4,15,12,17
190,13,12,434,5,8,9,9
191,16,8,415,14,9,13,15
192,6,9,432,10,17,10,6
193,7,12,422,9,16,12,12
194,13,7,427,8,16,8,11
195,12,10,425,16,14,6,7
196,8,5,424,7,17,14,15
197,5,13,420,14,11,14,13
198,7,13,427,9,13,14,7
199,13,16,406,11,14,19,11
200,12,8,424,9,12,12,13
201,13,11,420,13,14,11,8
202,8,33,410,8,17,7,7
203,14,56,384,11,6,10,9
204,11,75,362,9,13,11,9
205,9,110,320,16,15,8,12
206,12,121,303,18,13,10,13
207,19,129,303,9,13,9,8
208,9,158,276,10,11,15,11
209,11,153,274,18,9,12,13
210,13,195,243,9,12,13,5
211,10,200,227,12,17,10,14
212,13,207,223,21,5,9,12
213,15,227,196,14,8,14,16
214,16,222,184,20,17,13,18
215,10,231,190,9,24,16,10
216,16,247,181,11,6,13,16
217,11,279,150,18,16,7,9
218,13,277,149,16,12,15,8
219,16,291,144,8,9,15,7
220,13,300,134,13,14,4,12
221,15,292,129,21,14,12,7
222,17,289,129,14,14,18,9
223,7,303,123,8,16,18,15
224,19,323,95,12,11,14,16
225,16,318,109,12,12,12,11
226,15,315,111,12,12,17,8
227,10,357,70,17,15,11,10
228,14,331,95,15,13,17,5
229,7,343,84,12,14,13,17
230,11,358,76,10,10,16,9
231,17,356,68,12,17,11,9
232,13,362,80,10,14,5,6
233,16,362,73,9,9,14,7
234,13,368,54,13,12,15,15
235,11,385,54,10,10,8,12
236,18,370,58,12,10,11,11
237,17,382,47,12,7,17,8
238,12,376,51,7,17,14,13
239,13,372,58,10,12,14,11
240,8,379,59,12,8,10,14
241,15,374,47,15,12,14,13
242,18,383,53,9,7,10,10
243,15,381,45,13,11,14,11
244,10,405,33,16,6,13,7
245,14,389,41,14,10,9,13
246,19,397,29,9,16,13,7
247,12,415,32,6,7,10,8
248,11,404,35,13,7,12,8
249,10,387,46,17,10,9,11
250,11,401,26,23,12,10,7
251,42,377,29,13,10,6,13
252,62,352,30,16,11,9,10
253,84,334,27,14,11,8,12
254,104,299,20,21,21,14,11
255,124,291,29,9,16,14,7
256,136,285,27,10,8,10,14
257,182,240,23,5,16,15,9
258,146,278,30,5,13,10,8
259,179,250,17,9,7,14,14
260,218,218,21,10,12,2,9
261,205,210,29,9,12,11,14
262,219,200,24,6,17,12,12
263,241,185,12,15,12,14,11
264,235,194,18,15,11,9,8
265,269,163,11,11,13,9,14
266,260,158,25,10,12,10,15
267,285,138,20,13,12,9,13
268,294,132,24,10,10,11,9
269,282,139,21,15,12,7,14
270,303,118,13,18,15,11,12
271,337,105,17,13,4,10,4
