iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly,shift
0,50,50,50,50,50,50,50,50,50
1,53,56,40,50,52,50,65,40,44
2,42,36,37,48,43,38,113,43,50
3,37,127,41,33,25,27,90,44,26
4,36,105,25,30,29,108,71,23,23
5,21,75,24,20,26,162,70,28,24
6,26,74,23,22,25,179,62,23,16
7,11,47,24,21,15,174,116,18,24
8,15,58,13,9,26,218,79,16,16
9,13,31,12,10,20,170,175,6,13
10,10,32,14,11,18,146,203,6,10
11,15,29,9,14,14,175,178,9,7
12,7,25,12,7,9,228,142,9,11
13,9,22,3,5,8,272,114,8,9
14,8,9,7,3,8,311,91,4,9
15,12,13,8,1,5,311,90,3,7
16,89,16,4,11,8,263,51,5,3
17,121,7,0,9,2,265,38,5,3
18,160,8,7,0,7,227,35,2,4
19,220,9,2,4,3,173,29,6,4
20,257,4,4,2,3,146,24,6,4
21,290,3,4,1,8,112,22,6,4
22,295,4,1,6,4,115,21,3,1
23,283,4,3,4,1,141,10,1,3
24,269,4,56,2,2,99,8,3,7
25,219,5,104,1,1,62,54,4,0
26,189,3,150,2,4,43,55,1,3
27,145,0,131,3,1,125,41,1,3
28,104,5,113,3,1,177,43,2,2
29,105,2,86,1,1,221,26,4,4
30,83,1,82,1,1,248,30,1,3
31,66,2,79,5,1,277,19,0,1
32,70,4,39,3,6,309,14,1,4
33,43,4,37,2,2,345,11,1,5
34,41,5,39,1,2,352,6,2,2
35,27,1,27,1,2,380,9,2,1
36,23,3,20,5,2,291,100,2,4
37,26,2,17,0,5,242,152,5,1
38,24,1,13,1,5,204,195,1,6
39,11,3,16,2,5,166,243,3,1
40,13,0,14,3,3,118,293,3,3
41,8,1,13,2,2,113,308,2,1
42,10,4,5,2,4,89,332,1,3
43,8,3,14,4,2,159,254,4,2
44,5,4,5,1,2,223,202,3,5
45,5,0,5,1,2,260,176,1,0
46,3,6,4,2,2,278,151,3,1
47,7,5,7,1,5,310,110,2,3
48,5,0,3,2,0,329,105,4,2
49,9,4,4,3,1,343,79,6,1
50,5,4,4,5,4,359,64,4,1
51,3,1,4,3,3,384,45,5,2
52,4,2,6,5,2,370,49,8,4
53,6,3,2,2,63,341,30,2,1
54,5,0,4,5,113,290,30,2,1
55,3,1,5,5,135,277,20,1,3
56,0,2,2,2,167,263,10,1,3
57,3,5,1,1,190,233,12,0,5
58,0,2,4,1,187,246,7,2,1
59,3,3,3,1,247,186,5,2,0
60,3,3,2,2,271,160,5,2,2
61,3,5,0,1,287,146,2,6,0
62,3,3,1,4,324,105,4,3,3
63,0,3,3,4,356,74,6,2,2
64,5,4,0,3,361,69,7,0,1
65,1,3,2,4,380,51,5,2,2
