iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly
0,70,70,70,70,70,70,70,70
1,67,64,71,52,88,71,73,74
2,70,70,50,76,60,68,85,81
3,64,55,69,56,57,60,118,81
4,55,59,58,63,57,51,127,90
5,67,59,61,65,48,53,108,99
6,77,52,50,67,46,54,140,74
7,113,54,48,58,47,58,117,65
8,117,55,49,50,51,46,119,73
9,141,41,50,47,48,49,104,80
10,167,37,62,38,47,50,91,68
11,172,41,38,39,43,48,118,61
12,185,35,61,42,47,43,100,47
13,172,36,59,52,41,42,107,51
14,182,53,93,29,41,33,78,51
15,171,35,105,36,34,41,81,57
16,153,31,104,36,38,30,115,53
17,142,38,95,47,30,31,131,46
18,154,32,113,29,30,34,128,40
19,120,42,84,34,28,25,190,37
20,122,34,79,32,32,29,191,41
21,132,23,85,28,27,37,193,35
22,113,33,79,30,30,19,225,31
23,109,23,59,36,22,27,250,34
24,106,36,80,29,23,29,215,42
25,122,24,59,28,20,26,244,37
26,93,22,66,25,21,20,283,30
27,88,30,60,15,26,18,290,33
28,77,24,59,32,23,31,292,22
29,71,17,70,25,22,18,308,29
30,70,16,65,13,29,19,320,28
31,58,22,47,21,24,25,337,26
32,61,19,60,24,18,30,332,16
33,70,12,48,26,21,21,340,22
34,60,21,46,12,22,12,361,26
35,50,22,46,15,22,19,358,28
36,94,16,44,19,15,23,329,20
37,120,15,47,16,14,14,316,18
38,129,23,55,12,22,12,289,18
39,152,10,46,14,13,16,293,16
40,168,12,34,15,15,8,272,36
41,181,14,28,18,16,23,265,15
42,213,24,31,14,5,10,242,21
43,221,17,29,15,19,17,220,22
44,219,16,30,13,20,16,220,26
45,221,18,12,23,15,29,209,33
46,259,13,23,17,15,14,182,37
47,279,7,32,12,16,12,175,27
48,284,15,21,13,19,18,159,31
49,255,10,26,9,11,14,185,50
50,265,9,13,14,15,22,157,65
51,267,8,16,7,16,19,148,79
52,284,21,23,12,20,11,138,51
53,284,11,19,14,15,24,120,73
54,304,11,23,13,10,19,112,68
55,288,12,26,17,12,12,119,74
56,324,10,15,14,10,15,119,53
57,337,15,23,15,17,14,80,59
58,323,18,14,23,9,13,103,57
59,325,16,16,22,17,15,90,59
60,353,7,18,23,8,18,86,47
61,354,11,24,16,17,13,88,37
62,359,12,14,12,17,14,78,54
63,378,13,16,12,11,14,80,36
64,344,9,12,16,16,11,75,77
65,348,17,27,14,19,14,73,48
66,368,12,19,12,16,12,56,65
67,382,7,19,8,15,15,54,60
68,374,17,16,7,16,11,60,59
69,392,14,7,13,12,5,60,57
70,392,10,20,8,12,6,45,67
71,410,11,7,10,12,7,53,50
72,364,12,16,10,12,12,78,56
73,376,10,13,12,18,10,83,38
74,340,10,10,13,10,14,99,64
75,329,9,16,17,5,7,129,48
76,336,9,11,11,15,10,116,52
77,301,13,13,12,19,11,140,51
78,319,17,19,12,17,14,115,47
79,349,13,11,12,12,14,104,45
80,336,21,18,10,13,7,110,45
81,325,16,11,14,15,17,118,44
82,348,9,12,8,13,20,103,47
83,333,11,16,17,10,11,108,54
84,333,17,17,17,14,6,105,51
85,356,18,17,11,11,8,76,63
86,348,15,19,12,12,15,77,62
87,339,16,17,19,8,8,100,53
88,297,12,15,12,15,12,149,48
89,291,13,22,11,16,8,148,51
90,295,9,12,12,7,16,162,47
91,260,13,13,13,7,18,178,58
92,259,6,18,10,13,5,196,53
93,219,10,16,17,9,12,234,43
94,214,14,14,12,16,13,222,55
95,216,9,12,15,27,10,208,63
96,180,16,15,9,18,13,206,103
97,181,17,13,4,20,12,191,122
98,169,8,10,13,17,13,182,148
99,171,10,15,12,19,15,154,164
100,171,10,12,10,15,15,152,175
101,140,15,12,17,9,13,152,202
102,131,8,16,8,20,13,150,214
103,133,17,11,13,12,17,125,232
104,127,7,12,9,15,15,133,242
105,95,14,13,6,19,17,119,277
