iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly
0,70,70,70,70,70,70,70,70
1,70,66,68,61,80,74,75,66
2,99,64,57,80,56,62,68,74
3,118,61,63,49,70,72,66,61
4,122,61,76,56,55,61,68,61
5,122,56,64,64,49,52,104,49
6,89,60,49,52,61,60,138,51
7,106,53,55,43,56,62,135,50
8,97,43,59,43,40,51,176,51
9,75,46,48,47,54,46,203,41
10,123,49,41,41,41,44,184,37
11,136,46,51,38,36,31,171,51
12,142,44,35,50,41,37,163,48
13,170,38,43,37,46,46,144,36
14,191,46,32,37,38,47,136,33
15,196,38,36,29,29,37,161,34
16,242,36,28,38,28,36,118,34
17,240,35,32,32,40,37,110,34
18,252,37,29,24,34,33,123,28
19,266,36,31,29,23,32,111,32
20,293,25,22,33,27,40,90,30
21,272,19,25,38,32,30,117,27
22,266,21,24,24,19,29,146,31
23,244,18,31,27,22,24,167,27
24,213,25,34,23,21,20,198,26
25,211,21,23,26,31,34,194,20
26,189,19,23,27,30,21,232,19
27,186,28,23,25,28,29,221,20
28,172,24,42,26,19,26,233,18
29,168,24,22,19,20,16,269,22
30,173,22,19,17,14,23,270,22
31,173,26,27,18,18,28,251,19
32,163,18,21,23,23,31,257,24
33,150,18,22,23,15,17,302,13
34,167,27,14,22,22,13,275,20
35,131,13,21,18,15,24,313,25
36,139,24,17,20,14,17,303,26
37,125,22,17,14,13,20,330,19
38,134,22,17,14,15,19,319,20
39,103,16,17,18,18,20,350,18
40,87,20,21,15,19,12,363,23
41,92,55,12,21,15,19,331,15
42,85,48,17,45,18,18,314,15
43,89,27,21,45,11,17,339,11
44,86,39,15,41,15,9,340,15
45,119,40,12,34,14,14,313,14
46,103,41,16,36,14,19,316,15
47,135,21,19,40,9,10,313,13
48,104,32,14,39,16,14,327,14
49,122,29,21,24,15,18,311,20
50,103,39,14,34,14,20,324,12
51,102,28,12,34,20,15,328,21
52,87,25,11,24,14,19,364,16
53,87,34,7,34,18,16,357,7
