iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly
0,70,70,70,70,70,70,70,70
1,65,69,62,74,86,64,63,77
2,71,68,65,58,97,56,71,74
3,57,76,54,61,99,64,64,85
4,57,52,69,68,89,64,77,84
5,46,56,56,58,97,53,118,76
6,63,54,50,64,71,58,118,82
7,96,56,57,53,74,50,105,69
8,107,63,57,47,70,42,107,67
9,156,58,42,51,65,39,88,61
10,166,46,53,41,60,51,82,61
11,167,47,42,47,58,43,119,37
12,157,39,42,40,47,54,142,39
13,174,38,35,41,60,47,125,40
14,148,51,31,47,44,31,159,49
15,143,27,45,37,51,29,176,52
16,147,31,34,28,58,40,178,44
17,142,30,33,32,54,28,188,53
18,171,32,35,37,34,24,188,39
19,167,30,28,35,44,28,195,33
20,192,32,29,34,39,29,153,52
21,207,34,26,37,46,19,155,36
22,222,21,23,27,43,24,166,34
23,219,25,23,25,34,20,171,43
24,219,27,27,27,39,20,168,33
25,174,24,25,31,35,23,217,31
26,238,20,16,22,39,21,178,26
27,229,22,19,26,36,20,185,23
28,238,19,19,19,33,25,180,27
29,254,26,22,18,28,24,155,33
30,287,17,20,16,35,16,148,21
31,278,35,21,16,34,20,135,21
32,221,82,23,15,21,21,148,29
33,231,92,18,18,19,19,136,27
34,215,93,22,13,29,18,151,19
35,183,117,20,17,33,23,143,24
36,204,103,15,24,22,20,149,23
37,242,107,14,19,25,19,112,22
38,238,84,14,39,18,18,126,23
39,219,88,11,73,23,11,113,22
40,205,96,16,86,16,14,104,23
41,166,90,10,114,19,15,116,30
42,188,61,16,128,22,18,102,25
43,193,86,16,131,24,15,76,19
44,192,78,19,145,19,16,72,19
45,167,74,12,151,19,22,85,30
46,154,62,24,163,14,17,93,33
47,161,95,12,141,14,11,97,29
48,137,79,13,165,21,19,88,38
49,131,72,15,188,10,21,91,32
50,146,63,18,184,15,15,90,29
51,128,76,11,213,8,9,91,24
52,108,65,14,220,17,15,90,31
53,95,76,15,220,13,12,104,25
54,116,56,17,229,14,14,92,22
55,95,59,13,253,9,12,96,23
56,95,52,12,268,20,13,75,25
57,92,54,16,261,16,10,90,21
58,78,37,9,303,20,9,81,23
59,72,48,14,299,16,23,72,16
60,81,48,15,306,15,15,60,20
61,69,51,10,276,14,12,106,22
62,58,40,8,314,15,17,93,15
63,57,40,12,306,17,9,99,20
64,47,38,19,285,19,8,124,20
65,74,34,16,247,8,15,146,20
66,59,18,16,220,14,17,198,18
67,60,32,15,209,15,20,200,9
68,43,29,18,215,13,15,207,20
69,50,33,8,206,17,11,219,16
70,42,31,16,197,14,14,229,17
71,47,32,8,156,18,16,273,10
72,46,34,16,159,16,11,265,13
73,48,31,15,150,18,21,263,14
74,46,33,14,138,13,10,291,15
75,37,30,15,151,13,14,288,12
76,27,26,14,156,16,10,296,15
77,28,14,12,132,16,15,330,13
78,32,27,16,110,17,12,329,17
79,28,27,16,107,11,11,338,22
80,28,25,15,101,18,19,342,12
81,23,25,12,118,9,10,351,12
82,25,29,17,97,14,10,360,8
83,29,17,11,92,14,11,374,12
84,25,21,12,82,15,12,380,13
85,26,22,11,79,11,15,385,11
86,39,15,13,71,12,17,382,11
87,21,18,8,69,20,9,400,15
88,19,22,14,78,15,10,393,9
89,17,10,10,71,16,18,412,6
90,18,19,11,61,16,17,410,8
91,27,14,13,53,17,8,412,16
92,24,19,16,49,9,13,416,14
93,20,19,14,54,12,12,406,23
94,20,24,8,53,11,14,409,21
95,8,15,13,52,11,14,399,48
96,19,19,16,57,15,9,372,53
97,19,14,10,45,10,18,323,121
98,22,8,13,44,5,12,332,124
99,12,14,13,33,11,17,327,133
100,16,19,20,35,14,8,275,173
101,16,16,14,32,14,10,265,193
102,14,15,14,38,16,11,265,187
103,12,11,11,37,7,18,235,229
104,11,15,7,25,8,7,245,242
105,17,19,19,26,8,12,223,236
106,19,17,14,35,7,10,205,253
107,18,17,10,15,14,9,214,263
108,11,16,11,25,9,12,196,280
109,16,14,14,26,9,8,157,316
110,14,16,20,22,7,11,155,315
111,14,17,12,23,11,14,142,327
112,9,13,18,30,11,16,134,329
113,16,17,12,19,14,7,124,351
114,12,14,8,22,11,11,116,366
115,11,22,14,29,12,15,93,364
116,8,13,14,15,10,13,115,372
117,13,10,14,19,12,11,100,381
118,18,11,12,23,12,11,112,361
119,13,10,10,32,12,14,107,362
120,14,14,19,22,19,13,91,368
121,13,17,8,20,13,9,90,390
122,23,16,12,27,4,15,95,368
123,16,19,12,20,6,10,72,405
124,13,18,18,15,10,13,80,393
125,9,17,58,14,13,12,64,373
126,10,12,76,17,7,9,63,366
127,15,15,82,13,16,8,87,324
128,19,15,99,28,9,13,75,302
129,10,12,109,22,8,13,69,317
130,15,12,151,18,15,6,70,273
131,17,12,147,25,11,8,62,278
132,13,11,149,23,15,19,57,273
133,15,11,145,37,8,13,66,265
134,9,10,161,34,12,16,66,252
135,9,18,158,49,12,17,58,239
136,19,9,183,68,10,15,57,199
137,12,9,165,88,11,19,53,203
138,12,12,164,129,14,7,45,177
139,12,13,152,124,11,9,47,192
140,16,14,143,153,12,11,45,166
141,11,9,109,190,16,12,42,171
142,12,9,116,164,12,14,46,187
143,15,13,120,150,14,10,21,217
144,22,22,99,134,14,14,33,222
145,10,11,95,150,9,20,33,232
146,8,18,99,133,10,15,27,250
147,10,10,105,134,4,10,30,257
148,9,12,91,113,10,15,27,283
149,14,8,71,130,15,13,34,275
150,9,19,83,110,8,12,26,293
151,4,5,89,117,13,8,17,307
152,13,20,65,96,8,14,29,315
153,11,7,79,86,11,7,25,334
154,10,10,76,78,16,13,30,327
155,15,8,53,81,17,17,24,345
156,8,11,60,78,18,10,28,347
157,12,6,54,62,15,14,29,368
