iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly
0,70,70,70,70,70,70,70,70
1,79,68,74,61,69,61,65,83
2,92,83,78,61,61,59,55,71
3,94,64,95,62,64,62,61,58
4,64,61,122,68,54,58,60,73
5,88,58,93,56,60,56,83,66
6,86,59,93,63,47,58,108,46
7,62,47,110,57,55,48,133,48
8,83,53,97,46,54,46,137,44
9,74,63,92,54,36,52,139,50
10,52,49,94,39,53,42,179,52
11,58,42,88,42,41,37,213,39
12,55,43,69,49,37,39,226,42
13,53,43,61,27,39,43,255,39
14,49,43,72,34,29,34,260,39
15,53,40,71,48,33,26,261,28
16,71,51,59,36,34,29,247,33
17,101,30,58,27,40,25,250,29
18,119,35,60,36,31,30,221,28
19,107,60,47,29,37,33,211,36
20,131,43,56,34,32,26,206,32
21,121,80,51,30,24,32,198,24
22,132,96,48,31,29,20,173,31
23,108,149,48,23,24,26,163,19
24,115,139,33,26,22,28,169,28
25,108,169,41,30,21,20,145,26
26,98,187,51,31,22,17,136,18
27,81,198,35,29,31,14,148,24
28,94,209,41,23,22,23,137,11
29,114,221,36,23,13,24,115,14
30,103,214,30,22,19,31,123,18
31,126,220,35,19,21,18,104,17
32,107,238,30,19,25,25,103,13
33,78,294,29,23,17,15,77,27
34,83,253,24,25,20,14,120,21
35,83,224,31,19,25,18,139,21
36,108,231,27,24,14,21,118,17
37,124,209,32,13,20,21,131,10
38,140,205,34,17,15,18,110,21
39,175,189,18,19,22,17,104,16
40,184,177,19,25,13,18,112,12
41,204,174,20,20,17,15,95,15
42,229,141,14,26,15,15,104,16
43,215,157,22,22,22,14,94,14
44,243,140,22,7,12,18,94,24
45,234,174,23,15,11,7,85,11
46,231,176,18,20,14,16,74,11
47,213,220,12,15,17,13,61,9
48,191,220,16,20,17,17,67,12
49,180,247,12,11,9,23,65,13
50,170,247,17,12,12,14,65,23
51,171,248,16,19,15,18,56,17
52,217,216,16,24,9,13,50,15
53,221,218,24,19,13,6,43,16
54,222,210,14,16,17,14,51,16
55,193,239,22,14,12,16,50,14
56,178,251,16,13,20,10,55,17
57,184,261,11,20,12,12,44,16
58,190,260,13,17,13,11,47,9
59,164,271,16,23,14,12,46,14
60,145,283,13,10,12,13,69,15
61,133,271,13,17,12,19,86,9
62,121,251,13,15,14,13,117,16
63,101,228,14,17,12,17,163,8
64,128,219,12,15,14,13,149,10
65,109,217,20,13,16,12,158,15
66,112,190,17,7,6,11,205,12
67,107,188,21,10,20,13,186,15
68,108,168,11,9,18,9,227,10
69,82,163,9,19,11,9,259,8
70,97,165,14,19,14,14,223,14
71,90,164,11,7,13,10,257,8
72,75,132,12,9,16,12,294,10
73,80,157,7,13,17,15,255,16
74,60,200,9,10,11,12,244,14
75,95,168,10,17,9,7,246,8
76,78,203,13,13,12,10,220,11
77,69,194,15,9,10,8,244,11
78,62,201,15,10,17,11,233,11
79,72,200,18,8,8,7,231,16
80,61,228,14,10,7,9,220,11
81,57,249,14,16,6,12,190,16
82,43,284,15,10,14,8,175,11
83,45,290,5,10,13,10,175,12
84,57,261,20,7,14,11,174,16
85,45,272,12,11,15,16,177,12
86,55,295,15,11,17,17,137,13
87,50,312,12,13,9,14,140,10
88,38,318,12,12,15,13,140,12
89,41,314,12,12,10,14,141,16
90,46,333,14,9,12,12,122,12
91,38,344,13,12,16,15,109,13
92,39,348,17,10,10,13,117,6
93,41,364,14,10,10,13,93,15
94,45,353,13,12,15,11,99,12
95,68,345,6,9,15,22,87,8
96,65,345,11,7,6,16,94,16
97,78,343,23,13,11,11,73,8
98,89,338,16,13,6,12,75,11
99,67,342,12,15,20,14,82,8
100,85,321,11,9,11,11,103,9
101,78,338,5,14,6,19,86,14
102,66,356,11,21,16,11,72,7
103,84,303,12,11,13,8,117,12
104,56,327,12,13,14,10,119,9
105,70,314,16,11,10,13,114,12
106,55,332,12,11,11,10,118,11
107,88,305,14,8,13,12,104,16
108,68,325,18,15,3,8,109,14
109,65,324,13,21,12,14,100,11
110,82,315,13,12,17,9,97,15
111,59,360,7,10,15,10,91,8
112,46,374,13,13,12,9,82,11
113,64,362,16,8,8,11,85,6
114,55,376,10,11,10,13,77,8
115,88,330,9,17,8,14,81,13
116,105,327,15,10,13,17,61,12
117,135,315,9,14,16,14,46,11
118,138,301,9,15,8,10,67,12
119,178,262,12,13,9,11,69,6
120,172,276,13,10,14,12,54,9
121,202,245,12,15,13,14,49,10
122,176,269,12,12,13,12,55,11
123,192,251,9,10,20,8,59,11
124,165,286,10,12,13,15,47,12
125,153,301,10,9,11,12,43,21
126,155,305,11,9,14,13,45,8
127,151,321,11,11,13,8,29,16
128,147,321,13,9,9,8,43,10
129,151,302,18,14,7,17,39,12
130,144,329,7,13,19,8,28,12
131,106,340,11,15,11,11,46,20
132,99,369,7,15,17,10,36,7
133,105,358,21,13,8,9,33,13
134,98,367,13,9,19,9,30,15
