iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly,shift
0,50,50,50,50,50,50,50,50,50
1,44,45,48,65,51,48,50,45,54
2,113,43,33,39,42,44,51,43,42
3,94,37,100,35,27,44,37,47,29
4,81,37,93,31,32,37,18,95,26
5,56,15,76,22,21,31,25,177,27
6,60,20,51,26,18,21,16,218,20
7,49,16,55,16,21,13,9,252,19
8,38,14,44,18,9,10,12,287,18
9,19,14,21,8,12,5,71,292,8
10,22,5,20,6,5,11,105,267,9
11,18,2,18,6,6,8,93,296,3
12,13,4,9,6,82,6,75,250,5
13,9,5,23,5,144,6,74,179,5
14,9,4,8,4,200,5,65,152,3
15,11,3,12,3,242,8,41,128,2
16,6,7,10,3,199,6,28,181,10
17,5,56,2,4,140,2,26,212,3
18,3,107,5,3,123,1,16,189,3
19,2,91,4,3,72,5,19,251,3
20,3,87,4,1,62,3,15,272,3
21,2,51,5,4,59,0,5,321,3
22,0,45,2,5,45,1,6,344,2
23,3,38,2,1,35,4,6,359,2
24,7,36,1,1,32,5,10,355,3
25,1,32,3,0,26,6,8,370,4
26,2,28,2,1,18,0,8,386,5
27,3,20,2,3,10,3,7,401,1
28,3,15,4,6,5,3,5,404,5
29,3,12,4,1,15,5,3,404,3
30,3,14,1,4,9,1,2,413,3
31,2,7,0,2,13,3,2,419,2
32,4,3,1,5,8,4,4,421,0
33,0,6,4,2,11,5,4,413,5
34,5,6,2,6,8,2,0,417,4
35,1,4,0,1,6,3,4,427,4
36,1,6,4,3,4,2,3,426,1
37,3,8,2,2,3,4,4,421,3
38,2,7,3,4,5,2,2,423,2
39,3,2,2,1,4,2,2,434,0
40,2,7,3,2,5,5,3,419,4
41,3,6,2,4,3,3,3,423,3
42,1,69,2,1,2,4,1,366,4
43,1,136,1,0,5,1,2,304,0
44,0,144,0,2,2,1,0,297,4
45,1,165,3,3,1,1,0,274,2
46,4,184,1,3,1,0,1,256,0
47,1,185,2,0,1,2,2,255,2
48,3,196,1,2,0,2,2,243,1
49,2,161,3,1,4,2,3,269,5
50,2,140,1,0,3,2,0,300,2
51,3,104,4,2,1,1,4,328,3
52,2,91,0,0,1,2,1,351,2
53,7,81,1,1,1,1,4,347,7
54,2,112,5,2,2,0,5,321,1
55,2,159,2,0,3,2,1,279,2
56,2,164,1,1,1,0,1,278,2
57,0,203,1,2,0,2,3,238,1
58,0,215,2,0,1,0,0,231,1
59,1,175,2,1,0,2,1,265,3
60,5,136,4,5,1,7,76,215,1
61,3,108,4,1,2,2,135,193,2
62,0,63,3,2,3,2,156,219,2
63,0,49,2,2,1,5,186,204,1
64,0,105,0,2,0,2,162,178,1
65,3,124,3,0,3,1,146,170,0
66,0,129,4,0,2,1,138,176,0
67,0,151,0,1,2,1,144,150,1
68,1,152,3,0,3,3,175,113,0
69,0,186,1,1,1,1,193,67,0
70,1,205,0,0,0,1,195,46,2
71,1,208,1,2,1,3,205,29,0
72,2,216,2,0,2,1,196,29,2
73,2,196,1,1,0,1,223,26,0
74,1,211,3,0,2,1,213,18,1
75,1,223,1,3,3,3,206,10,0
76,0,213,1,2,2,1,221,9,1
77,1,205,0,1,0,0,234,7,2
78,1,223,1,1,4,1,213,5,1
79,3,209,4,1,0,2,225,6,0
80,0,210,0,2,2,1,232,2,1
81,2,224,2,0,1,1,216,3,1
82,0,222,2,1,0,0,223,2,0
83,1,223,0,1,3,3,216,3,0
84,1,203,0,0,0,3,241,0,2
85,3,223,1,1,1,1,217,1,2
86,2,218,0,0,1,0,224,1,4
87,0,214,1,1,0,1,231,1,1
88,0,267,2,2,1,0,176,2,0
89,0,292,1,0,3,0,149,3,2
90,2,318,2,1,3,2,117,1,4
91,2,335,2,3,2,2,100,2,2
92,3,352,4,3,2,2,76,4,4
93,2,303,0,0,1,0,139,2,3
94,1,327,1,4,1,1,106,2,7
