iteration,exchangeRandom,inversion,swap,scramble,randomShuffle,addRandomly,shift
0,70,70,70,70,70,70,70
1,75,63,70,72,62,80,68
2,60,56,62,64,70,104,74
3,59,59,64,67,60,114,67
4,53,60,74,59,58,137,49
5,39,55,62,62,62,149,61
6,58,55,55,52,58,157,55
7,52,42,58,45,57,178,58
8,53,55,47,49,51,182,53
9,54,52,43,52,54,188,47
10,50,46,44,49,35,220,46
11,53,42,43,47,37,222,46
12,42,50,39,46,42,223,48
13,35,37,53,28,36,258,43
14,38,44,44,42,36,249,37
15,38,33,36,36,31,283,33
16,39,45,49,34,39,255,29
17,31,37,34,34,21,295,38
18,33,25,39,34,33,283,43
19,38,36,36,18,39,297,26
20,24,32,25,26,32,310,41
21,25,22,29,26,23,326,39
22,31,23,23,26,30,325,32
23,34,25,22,22,29,328,30
24,15,28,28,28,34,334,23
25,17,27,27,20,27,348,24
26,23,29,25,31,16,336,30
27,28,28,21,23,26,347,17
28,31,23,19,24,20,341,32
29,19,17,21,22,28,359,24
30,32,23,17,18,12,358,30
31,31,17,19,20,17,362,24
32,28,33,18,22,20,348,21
33,16,17,15,20,20,374,28
34,21,27,23,12,21,372,14
35,30,26,14,16,17,374,13
36,25,18,12,20,13,387,15
37,18,17,19,18,20,376,22
38,21,20,22,20,27,357,23
39,15,16,14,11,17,401,16
40,24,12,22,25,15,384,8
41,17,19,15,21,13,395,10
42,10,13,14,19,9,404,21
43,13,18,11,19,19,390,20
44,18,11,18,16,15,398,14
45,12,16,12,28,12,396,14
46,12,15,16,24,7,397,19
47,13,17,14,11,8,412,15
48,12,13,11,13,9,415,17
49,11,22,16,13,16,398,14
50,13,21,16,9,16,397,18
51,16,13,19,14,4,410,14
52,10,16,10,16,23,404,11
53,9,16,17,11,11,411,15
54,13,9,9,19,9,420,11
55,16,20,6,19,14,402,13
56,16,19,18,14,8,397,18
57,9,16,14,15,16,406,14
58,13,8,9,12,14,418,16
59,13,18,10,12,20,405,12
60,19,13,17,5,14,407,15
61,11,10,8,13,9,427,12
62,15,11,13,17,11,410,13
63,11,11,9,19,9,417,14
64,8,14,8,15,16,412,17
65,14,9,8,11,11,427,10
66,5,16,10,9,15,420,15
67,8,17,17,14,14,411,9
68,8,14,4,11,7,431,15
69,9,8,10,15,11,428,9
70,6,15,12,8,12,416,21
71,14,17,11,20,13,402,13
72,12,7,14,10,14,424,9
73,11,19,14,13,19,400,14
74,11,20,10,5,12,418,14
75,7,8,16,12,15,418,14
76,3,12,9,5,13,439,9
77,9,9,13,15,10,410,24
78,11,12,14,14,9,415,15
79,7,12,14,7,13,419,18
80,16,18,6,15,13,406,16
81,15,11,9,22,10,405,18
82,11,14,27,11,13,397,17
83,12,11,40,11,7,396,13
84,16,17,31,10,12,392,12
85,7,15,58,15,10,374,11
86,12,10,90,12,12,343,11
87,14,11,107,13,15,322,8
88,8,7,119,22,11,313,10
89,9,18,130,8,12,297,16
90,7,9,153,10,9,289,13
91,13,10,168,9,19,254,17
92,14,12,190,21,13,233,7
93,7,10,196,11,19,236,11
94,14,12,216,10,14,213,11
95,12,14,228,14,15,190,17
96,14,9,236,17,8,194,12
97,11,10,232,15,19,185,18
98,9,13,263,17,12,166,10
99,17,6,255,10,18,173,11
100,13,11,219,9,17,205,16
101,13,13,228,14,14,196,12
102,7,12,201,11,10,238,11
103,15,18,160,15,14,250,18
104,9,6,182,13,13,253,14
105,7,11,167,18,14,263,10
106,12,12,161,14,18,265,8
107,9,15,151,16,10,280,9
108,14,14,141,14,16,282,9
109,13,9,143,16,12,283,14
110,13,13,147,15,8,285,9
111,12,7,127,12,10,311,11
112,12,15,138,17,8,285,15
113,15,10,114,13,11,314,13
114,11,12,115,9,5,326,12
115,16,9,108,21,16,308,12
116,13,8,101,15,13,321,19
117,16,9,115,13,21,298,18
118,14,17,77,11,17,336,18
119,8,16,84,16,11,349,6
120,14,9,98,10,16,333,10
121,8,12,82,13,11,349,15
122,6,11,70,16,11,362,14
123,13,14,68,13,12,359,11
124,10,12,84,6,9,360,9
125,11,9,74,10,17,356,13
126,9,8,68,10,7,376,12
127,11,7,59,16,16,370,11
128,16,11,53,8,15,384,3
129,11,10,57,14,12,381,5
130,9,10,54,10,8,390,9
131,10,10,46,13,17,380,14
132,11,14,63,12,5,375,10
133,9,7,59,10,5,388,12
134,8,8,75,9,12,365,13
135,14,14,94,11,9,338,10
136,14,17,116,13,8,312,10
137,20,14,133,15,13,283,12
138,7,19,143,16,11,285,9
139,11,9,169,11,25,254,11
140,15,12,182,13,19,234,15
141,13,12,202,13,8,227,15
142,11,11,199,13,13,229,14
143,9,12,221,14,17,209,8
144,10,13,220,11,11,213,12
145,5,15,240,8,19,187,16
146,9,11,259,8,10,181,12
147,14,12,254,9,15,177,9
148,9,19,265,12,19,158,8
149,6,10,288,8,11,151,16
150,11,14,276,12,12,148,17
151,18,9,298,16,16,120,13
152,11,9,308,8,13,132,9
153,9,7,324,15,12,109,14
154,10,6,301,14,20,120,19
155,15,9,333,11,16,97,9
156,8,10,331,13,12,107,9
157,16,11,334,13,14,87,15
158,12,12,338,13,17,81,17
159,11,10,357,8,10,74,20
160,14,12,336,11,15,92,10
161,16,11,358,15,13,67,10
162,15,9,361,9,11,73,12
163,15,7,358,13,15,69,13
164,13,8,370,19,9,58,13
165,10,8,375,14,11,64,8
166,16,7,371,12,9,61,14
167,10,12,367,8,10,73,10
168,16,7,340,9,11,85,22
169,9,7,362,12,13,76,11
170,11,7,369,9,8,81,5
171,13,5,380,9,7,64,12
172,12,3,387,13,14,46,15
173,14,16,378,8,5,55,14
174,17,12,388,10,8,46,9
175,11,10,362,5,15,72,15
176,6,7,332,11,10,110,14
177,16,14,308,6,12,127,7
178,9,16,287,11,9,141,17
179,9,12,292,11,12,141,13
180,17,11,271,8,12,160,11
181,13,3,238,13,14,199,10
182,16,8,234,16,12,191,13
183,16,6,218,9,9,221,11
184,12,12,205,17,16,214,14
185,23,12,196,17,13,217,12
186,14,7,198,9,9,242,11
187,16,10,171,9,17,257,10
188,14,13,184,18,8,241,12
189,17,8,157,16,12,268,12
190,10,13,155,11,14,273,14
191,12,5,133,14,11,309,6
192,10,18,131,6,14,297,14
193,10,6,132,9,10,309,14
194,14,9,123,10,12,308,14
195,5,9,112,10,13,325,16
196,13,11,100,11,14,325,16
197,15,16,106,17,13,313,10
198,7,11,94,12,9,344,13
199,13,11,96,16,11,332,11
200,9,4,88,7,13,356,13
201,10,9,74,13,11,360,13
202,15,7,84,10,5,353,16
203,8,8,82,13,11,361,7
204,11,7,79,17,10,358,8
205,8,11,89,10,16,346,10
206,13,14,64,13,12,363,11
207,18,9,57,13,10,377,6
208,15,10,60,18,11,369,7
209,9,12,70,9,9,374,7
210,17,15,45,13,5,382,13
211,17,11,48,10,13,376,15
212,15,11,44,5,13,390,12
213,9,10,70,8,9,375,9
214,14,15,82,12,11,345,11
215,13,18,105,8,14,320,12
216,14,10,129,15,11,301,10
217,2,19,129,8,11,308,13
218,16,15,160,13,15,254,17
219,10,14,181,12,13,246,14
220,14,10,179,9,13,257,8
221,13,14,202,7,9,229,16
222,8,12,202,15,7,234,12
223,14,15,235,13,10,193,10
224,12,6,246,10,13,183,20
225,12,14,249,16,12,179,8
226,9,10,264,9,18,167,13
227,13,10,267,7,12,162,19
228,4,15,296,13,9,139,14
229,12,12,292,15,6,146,7
230,9,5,295,13,14,143,11
231,12,9,303,12,6,137,11
232,11,10,307,13,10,124,15
233,7,10,342,20,9,92,10
234,6,9,328,12,14,109,12
235,12,8,334,17,14,92,13
236,15,8,325,9,11,113,9
237,9,6,356,12,9,87,11
238,7,13,355,11,17,79,8
239,14,7,356,13,7,84,9
240,15,11,355,19,6,68,16
241,8,14,358,14,14,76,6
242,12,12,374,6,7,71,8
243,10,6,362,12,11,76,13
244,8,19,361,14,11,72,5
245,12,12,368,15,10,64,9
246,11,8,348,18,9,86,10
247,9,12,373,10,18,56,12
248,15,16,353,13,10,72,11
249,13,6,364,8,11,72,16
250,13,10,339,12,19,93,4
251,12,13,325,13,14,105,8
252,9,7,333,9,9,117,6
253,8,7,277,15,14,159,10
254,12,8,264,17,11,164,14
255,9,3,261,19,15,175,8
256,13,17,234,13,11,193,9
257,11,10,224,13,13,208,11
258,11,9,219,11,15,216,9
259,9,15,185,15,14,242,10
260,11,5,197,13,14,236,14
261,10,10,174,18,10,255,13
262,17,12,181,10,8,252,10
263,16,11,158,12,12,270,11
264,12,20,152,8,14,269,15
265,6,15,149,14,12,285,9
266,7,17,146,10,10,289,11
267,7,18,179,8,9,260,9
268,6,11,197,11,8,247,10
269,8,10,211,13,13,225,10
270,10,9,206,12,15,224,14
271,11,14,233,10,10,201,11
272,11,13,237,3,10,202,14
273,13,14,245,15,11,185,7
274,9,9,265,8,12,175,12
275,7,13,279,11,10,166,4
276,8,10,280,18,12,151,11
277,15,10,277,15,8,148,17
278,16,16,278,17,12,139,12
279,11,15,306,10,13,124,11
280,14,15,300,7,15,133,6
281,16,18,319,13,6,109,9
282,9,10,347,12,9,91,12
283,11,10,330,12,19,95,13
284,14,17,326,9,14,97,13
285,8,13,344,11,15,92,7
286,12,14,343,13,10,91,7
287,8,15,330,10,17,98,12
288,9,15,363,17,16,60,10
289,9,17,353,8,8,84,11
290,12,13,361,6,11,69,18
291,12,12,367,4,17,72,6
292,16,11,371,14,9,63,6
293,11,12,385,15,7,51,9
294,18,7,365,8,10,67,15
295,13,9,353,17,17,66,15
296,12,13,390,13,12,40,10
297,13,14,366,17,13,57,10
298,16,16,374,11,10,49,14
299,10,9,411,7,13,36,4
300,13,8,400,11,5,42,11
301,16,15,389,8,8,43,11
302,19,13,384,13,5,46,10
303,13,17,365,9,6,68,12
304,15,7,347,8,12,89,12
305,10,12,326,6,8,113,15
306,6,11,327,10,9,111,16
307,11,10,286,15,10,146,12
308,9,13,285,8,13,152,10
309,14,17,265,7,9,162,16
310,10,11,233,12,11,204,9
311,11,6,239,12,15,197,10
312,7,13,221,12,11,211,15
313,12,12,203,8,7,232,16
314,12,8,197,18,14,225,16
315,6,12,188,15,5,259,5
316,13,20,154,22,12,260,9
317,11,12,175,12,13,250,17
318,10,16,145,15,21,272,11
319,8,15,154,10,11,278,14
320,12,9,127,25,13,288,16
321,7,14,103,17,13,327,9
322,10,9,124,8,14,316,9
323,10,15,114,9,7,323,12
324,14,9,103,8,20,321,15
325,14,13,89,9,10,345,10
326,10,12,100,12,13,333,10
327,17,13,102,16,7,322,13
328,15,11,85,9,12,346,12
329,19,13,74,9,11,350,14
330,9,8,85,7,11,360,10
331,14,10,73,8,10,363,12
332,13,22,72,15,9,350,9
333,7,5,58,16,11,384,9
334,11,14,65,11,11,364,14
335,14,11,60,6,16,371,12
336,9,14,48,7,14,383,15
337,15,8,51,13,12,370,21
338,11,10,53,13,13,377,13
339,15,19,55,11,9,368,13
340,16,15,48,14,10,372,15
341,13,17,56,8,13,368,15
342,14,9,38,9,14,395,11
343,16,15,39,21,9,378,12
344,12,14,50,12,12,378,12
345,19,8,37,11,11,389,15
346,10,16,37,17,10,392,8
347,6,11,40,13,10,395,15
348,8,11,32,10,19,392,18
349,14,8,36,8,13,399,12
350,16,4,36,11,10,400,13
351,7,19,33,15,10,398,8
352,12,15,31,22,14,389,7
353,10,6,25,17,11,412,9
354,13,18,32,9,7,399,12
355,13,13,35,11,12,396,10
356,10,10,27,4,6,419,14
357,14,8,27,15,14,400,12
358,9,4,21,6,9,434,7
359,11,13,19,17,11,409,10
360,11,7,23,14,7,406,22
361,9,8,13,36,10,404,10
362,10,9,27,38,15,381,10
363,6,12,19,64,13,361,15
364,11,6,22,100,11,334,6
365,11,12,23,91,12,328,13
366,12,10,13,124,10,312,9
367,9,10,19,130,8,305,9
368,10,13,15,154,7,278,13
369,9,9,24,173,3,261,11
370,16,10,22,178,15,243,6
371,15,13,23,210,7,214,8
372,8,20,20,227,6,199,10
373,13,10,19,226,10,200,12
374,10,13,14,234,8,194,17
375,10,6,21,247,8,185,13
376,19,10,13,272,7,163,6
377,14,9,12,252,8,182,13
378,11,10,12,278,13,155,11
379,10,17,16,278,13,145,11
