iteration,exchangeRandom,inversion,swap,scramble,randomShuffle,addRandomly,shift
0,70,70,70,70,70,70,70
1,65,57,75,72,85,69,67
2,62,68,63,61,70,85,81
3,64,50,65,61,63,115,72
4,58,59,68,57,68,122,58
5,45,55,64,53,50,164,59
6,54,52,69,48,57,162,48
7,53,33,43,71,58,178,54
8,43,43,51,58,46,197,52
9,63,47,36,55,41,210,38
10,49,53,35,47,50,218,38
11,36,40,35,48,52,236,43
12,32,38,43,56,42,239,40
13,44,42,34,40,42,245,43
14,40,47,40,44,41,240,38
15,37,28,40,41,36,276,32
16,31,29,41,43,34,281,31
17,28,32,36,36,29,281,48
18,33,21,31,33,32,311,29
19,26,32,34,27,32,305,34
20,16,34,28,34,35,316,27
21,24,39,34,31,34,301,27
22,25,16,25,23,33,333,35
23,16,21,35,26,23,346,23
24,25,31,34,34,27,314,25
25,25,19,24,30,29,346,17
26,21,27,22,24,26,343,27
27,19,13,18,21,25,359,35
28,21,17,20,29,20,361,22
29,26,23,15,22,22,363,19
30,24,29,15,18,21,362,21
31,18,20,21,16,22,367,26
32,16,22,23,17,21,372,19
33,32,20,17,19,22,363,17
34,19,16,18,16,27,366,28
35,15,17,20,27,24,362,25
36,17,16,20,16,30,370,21
37,22,18,20,22,13,375,20
38,12,20,11,29,25,371,22
39,14,14,16,21,19,392,14
40,21,16,15,17,18,384,19
41,19,15,17,16,16,393,14
42,12,15,8,20,20,398,17
43,13,19,19,7,17,391,24
44,13,16,12,14,15,395,25
45,7,18,12,13,17,407,16
46,9,21,11,15,14,403,17
47,13,10,16,10,12,407,22
48,19,10,13,18,17,402,11
49,21,9,18,19,14,395,14
50,13,17,9,14,18,403,16
51,16,17,15,8,19,392,23
52,18,13,13,13,17,401,15
53,21,8,18,5,18,407,13
54,16,9,16,14,9,413,13
55,15,17,15,11,15,402,15
56,12,13,16,13,16,409,11
57,21,8,13,9,8,409,22
58,19,11,20,12,16,398,14
59,14,13,9,15,7,422,10
60,20,15,18,10,9,406,12
61,14,7,21,15,10,409,14
62,18,7,11,8,14,418,14
63,19,9,19,9,15,406,13
