iteration,exchangeRandom,inversion,swap,scramble,randomShuffle,addRandomly,shift
0,70,70,70,70,70,70,70
1,87,52,71,78,67,72,63
2,81,66,56,53,77,91,66
3,59,61,64,65,62,108,71
4,59,54,64,51,56,146,60
5,65,46,54,59,60,152,54
6,59,66,60,46,49,156,54
7,49,52,66,36,56,181,50
8,64,47,48,50,52,189,40
9,46,50,50,54,49,198,43
10,35,42,48,56,43,229,37
11,39,45,40,43,51,227,45
12,40,29,41,34,41,258,47
13,38,35,47,42,36,250,42
14,22,45,24,44,33,285,37
15,34,33,37,38,38,273,37
16,33,33,31,32,35,287,39
17,28,33,38,41,39,272,39
18,31,34,27,39,40,269,50
19,36,37,26,33,27,291,40
20,26,25,27,24,33,329,26
21,26,25,31,30,31,326,21
22,29,20,37,33,32,318,21
23,28,30,29,24,31,324,24
24,35,23,30,24,31,327,20
25,29,20,22,21,23,348,27
26,19,21,23,20,23,366,18
27,22,16,26,29,31,341,25
28,25,23,19,27,21,347,28
29,24,21,28,23,19,352,23
30,29,21,21,19,26,354,20
31,16,18,21,21,18,373,23
32,20,20,26,17,21,363,23
33,15,27,20,27,15,367,19
34,32,16,26,22,7,361,26
35,15,12,24,24,16,381,18
36,27,19,16,18,15,381,14
37,15,21,17,12,22,385,18
38,20,24,20,14,13,375,24
39,10,17,21,20,10,392,20
40,15,10,19,14,16,397,19
41,16,17,17,9,16,399,16
42,21,13,15,16,19,392,14
43,11,21,9,16,15,400,18
44,17,13,16,26,18,383,17
45,6,10,19,17,15,401,22
46,21,13,15,14,16,393,18
47,17,14,11,17,14,395,22
48,15,12,15,10,18,410,10
49,13,19,15,22,11,387,23
50,22,13,16,14,15,401,9
51,15,19,21,14,10,397,14
52,10,15,16,13,17,402,17
53,13,14,19,24,13,393,14
54,11,18,11,10,12,414,14
55,14,17,7,10,9,422,11
56,14,14,13,8,15,408,18
57,18,17,12,11,11,408,13
58,14,22,24,12,13,385,20
59,15,12,20,48,13,369,13
60,13,12,13,64,14,361,13
61,21,13,17,80,7,341,11
62,14,23,13,97,11,318,14
63,14,15,10,133,21,287,10
64,13,19,16,157,15,262,8
65,18,10,8,166,18,258,12
66,10,5,14,159,12,278,12
67,16,10,13,180,13,250,8
68,14,15,14,205,11,222,9
69,15,12,14,213,21,208,7
70,11,15,11,232,12,202,7
71,10,11,12,255,18,168,16
72,6,14,11,267,15,165,12
73,12,10,16,252,12,176,12
74,14,7,10,283,14,152,10
75,12,10,11,275,15,154,13
76,12,14,12,289,9,139,15
77,6,13,13,303,15,127,13
78,19,8,18,281,14,136,14
79,12,5,10,303,10,136,14
80,13,12,14,323,9,110,9
81,12,12,19,326,13,94,14
82,14,12,13,330,16,92,13
83,11,15,14,323,12,98,17
84,12,11,11,348,18,75,15
85,16,9,12,358,15,69,11
86,18,10,14,334,9,88,17
87,11,13,13,340,12,93,8
88,9,11,10,354,14,80,12
89,17,6,12,349,17,81,8
90,13,15,8,359,13,72,10
91,11,10,12,369,14,64,10
92,14,8,16,365,15,65,7
93,12,14,15,349,13,74,13
94,12,15,12,369,11,56,15
95,10,10,10,380,14,58,8
96,13,11,8,394,8,46,10
97,14,11,23,367,14,47,14
98,11,7,20,387,15,41,9
99,18,12,12,369,12,56,11
100,14,12,12,375,13,55,9
101,7,14,9,389,9,48,14
102,15,18,8,384,2,51,12
103,19,12,16,380,8,42,13
104,11,17,10,398,9,37,8
105,11,11,17,391,10,40,10
106,10,14,20,387,16,29,14
107,17,19,14,375,19,31,15
108,16,8,21,402,10,24,9
109,6,20,17,402,4,33,8
110,14,13,43,377,9,29,5
111,16,20,52,350,18,24,10
112,13,12,74,338,11,32,10
113,19,15,95,304,13,33,11
114,13,11,113,302,15,24,12
115,7,17,134,294,8,22,8
116,15,17,158,268,10,14,8
117,10,18,167,251,15,19,10
118,14,7,185,246,14,18,6
119,3,5,205,229,15,26,7
120,16,17,207,213,16,14,7
121,14,10,221,196,14,19,16
122,15,15,225,184,12,21,18
123,8,12,252,177,9,20,12
124,13,13,252,177,13,14,8
125,13,11,253,165,10,26,12
126,12,10,280,153,8,14,13
127,12,9,294,140,11,17,7
128,11,9,310,125,10,17,8
129,13,11,296,127,10,20,13
130,8,10,297,130,18,18,9
131,11,20,318,103,11,17,10
132,16,13,322,105,10,10,14
133,14,7,301,122,17,12,17
134,14,15,327,93,14,19,8
135,8,9,351,95,11,6,10
136,8,21,340,85,8,13,15
137,15,9,346,80,13,16,11
138,12,6,352,78,10,18,14
139,7,11,346,85,9,14,18
140,19,15,344,74,10,14,14
141,11,11,371,62,7,13,15
142,15,10,352,73,9,10,21
143,14,10,362,62,15,17,10
144,17,9,368,69,8,8,11
145,11,12,373,53,14,11,16
146,14,9,374,57,12,10,14
147,7,11,371,67,12,11,11
148,9,14,384,53,8,8,14
149,8,10,384,45,14,20,9
150,16,14,391,40,10,10,9
151,16,11,385,52,12,7,7
152,13,11,361,42,14,37,12
153,8,12,356,39,4,60,11
154,18,10,310,47,10,80,15
155,14,13,311,34,12,95,11
156,14,8,294,46,5,113,10
157,10,15,275,39,9,129,13
158,9,8,283,25,7,143,15
159,14,6,232,30,12,181,15
160,17,13,231,34,10,175,10
161,10,10,213,29,12,199,17
162,15,15,205,24,12,198,21
163,10,7,184,37,13,228,11
164,14,12,174,27,14,242,7
165,16,10,178,30,15,222,19
166,6,9,147,29,11,274,14
167,7,13,149,32,8,267,14
168,8,7,146,24,11,279,15
169,11,10,145,23,4,284,13
170,9,5,134,20,9,299,14
171,8,14,123,20,9,303,13
172,8,13,106,23,11,319,10
173,12,9,126,26,7,299,11
174,9,14,105,19,11,324,8
175,8,11,108,28,15,300,20
176,11,8,81,24,11,341,14
177,14,6,79,23,12,345,11
178,13,12,76,17,8,347,17
179,5,6,69,12,16,368,14
180,12,9,67,22,8,358,14
181,6,6,72,15,14,368,9
182,6,8,64,19,11,371,11
183,11,11,62,11,5,375,15
184,13,7,51,15,12,384,8
185,8,11,69,11,15,353,23
186,8,9,62,16,14,372,9
187,15,13,45,15,6,385,11
188,19,8,38,17,8,390,10
189,6,7,51,11,16,386,13
190,15,11,41,13,16,386,8
191,12,6,41,14,14,390,13
192,13,6,40,15,19,383,14
193,11,14,43,14,20,378,10
194,10,12,49,9,14,387,9
195,12,10,30,17,12,400,9
196,8,7,29,14,12,403,17
197,13,7,50,16,16,379,9
198,6,12,34,13,14,408,3
199,15,10,28,16,8,405,8
200,15,13,42,11,12,394,3
201,12,12,25,9,12,411,9
202,19,15,32,6,10,394,14
203,12,15,24,13,12,404,10
204,7,14,49,19,12,376,13
205,12,8,76,18,14,351,11
206,15,14,90,15,15,334,7
207,17,12,80,17,5,349,10
208,12,8,83,15,9,351,12
209,6,17,76,11,14,357,9
210,11,5,79,15,11,355,14
211,9,11,71,14,17,350,18
212,5,15,77,16,12,355,10
213,11,12,74,15,10,355,13
214,11,10,54,3,15,384,13
215,10,8,62,8,11,374,17
216,12,9,56,9,9,386,9
217,12,8,58,13,9,375,15
218,14,12,56,12,7,380,9
219,13,17,46,5,8,393,8
220,16,6,54,17,13,371,13
221,11,8,47,12,8,395,9
222,12,12,47,13,12,382,12
223,12,9,43,10,9,398,9
224,13,8,34,14,11,397,13
225,10,11,48,10,11,390,10
226,20,11,34,12,9,394,10
227,9,15,23,12,12,409,10
228,16,4,38,9,11,405,7
229,13,14,35,11,13,394,10
230,13,12,36,7,13,389,20
231,10,11,37,9,9,408,6
232,19,11,29,13,7,403,8
233,12,9,33,13,9,402,12
234,9,15,35,9,15,400,7
235,13,12,10,12,9,419,15
236,17,8,22,11,11,404,17
237,15,15,18,15,12,405,10
238,5,11,26,9,16,413,10
239,10,9,23,12,13,409,14
240,5,12,19,8,10,427,9
241,14,6,20,2,5,435,8
242,12,5,18,10,15,420,10
243,13,9,22,12,14,409,11
244,9,14,13,15,13,412,14
245,13,10,17,12,11,416,11
246,14,11,15,4,9,426,11
247,8,7,17,13,10,424,11
248,9,14,15,12,7,421,12
249,7,11,21,14,12,414,11
250,13,5,16,10,11,417,18
251,14,6,35,2,11,411,11
252,17,9,61,17,15,360,11
253,13,15,71,11,9,361,10
254,11,11,68,10,12,365,13
255,12,10,46,7,7,397,11
256,11,11,66,14,15,358,15
257,12,14,83,16,9,342,14
258,6,10,92,14,11,343,14
259,16,14,112,10,14,314,10
260,17,12,117,14,11,310,9
261,12,8,147,15,13,280,15
262,13,15,159,20,14,256,13
263,11,21,183,9,6,249,11
264,10,12,143,9,13,286,17
265,11,10,139,13,12,297,8
266,8,5,134,11,12,308,12
267,13,14,124,12,9,304,14
268,17,9,109,9,16,317,13
269,17,5,97,7,12,333,19
270,13,11,113,18,14,305,16
271,13,8,102,21,21,312,13
272,9,11,89,13,13,340,15
273,15,17,97,11,13,333,4
274,7,12,91,7,10,349,14
275,11,11,78,8,10,360,12
276,12,12,96,14,10,332,14
277,9,10,71,11,7,365,17
278,13,14,64,16,12,362,9
279,14,10,71,9,11,361,14
280,6,9,81,11,12,350,21
281,11,9,56,19,23,357,15
282,14,11,58,11,11,370,15
283,16,9,56,6,10,381,12
284,10,9,56,18,16,367,14
285,12,11,51,6,15,381,14
286,12,22,54,14,16,362,10
287,11,4,52,13,10,385,15
288,9,11,45,11,13,391,10
289,15,12,42,12,14,384,11
290,10,10,30,11,9,406,14
291,4,14,38,14,14,392,14
292,10,11,33,10,10,406,10
293,10,20,33,13,9,389,16
294,6,8,33,8,11,414,10
