iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly,shift
0,50,50,50,50,50,50,50,50,50
1,46,48,49,49,50,56,44,57,51
2,40,45,29,39,40,121,39,46,51
3,42,43,28,28,42,169,33,23,42
4,35,33,33,28,35,188,39,31,28
5,23,20,31,28,26,248,28,27,19
6,26,18,13,15,20,237,18,16,87
7,14,9,13,8,15,251,16,65,59
8,7,14,12,5,14,234,13,101,50
9,6,7,4,6,6,205,12,126,78
10,6,8,7,2,8,210,2,91,116
11,3,2,3,4,5,179,2,106,146
12,2,5,6,4,3,188,5,87,150
13,5,3,1,2,4,196,0,74,165
14,1,2,2,3,0,205,6,47,184
15,3,3,0,0,3,222,4,31,184
16,4,3,6,1,2,217,3,29,185
17,5,3,1,1,2,207,6,14,211
18,4,1,2,0,0,221,0,17,205
19,2,2,2,4,4,219,1,7,209
20,3,3,2,2,2,213,0,5,220
21,3,2,1,4,0,259,1,7,173
22,3,4,0,5,0,250,0,6,182
23,1,3,3,1,0,281,1,4,156
24,3,4,2,5,2,304,2,2,126
25,1,2,5,4,5,313,2,8,110
26,2,3,2,2,3,323,1,8,106
27,1,2,1,3,4,370,4,6,59
28,4,3,2,0,4,362,4,2,69
29,4,3,2,3,3,380,1,4,50
30,4,3,0,2,5,383,3,4,46
31,4,3,5,6,5,380,3,5,39
32,2,7,2,4,3,397,5,1,29
33,1,4,6,3,0,384,6,1,45
34,5,5,3,3,1,404,4,3,22
35,2,3,4,2,7,399,4,4,25
36,2,2,4,2,4,403,3,3,27
37,3,2,3,4,1,416,4,1,16
38,4,1,1,8,6,411,5,1,13
39,5,2,1,5,2,421,5,3,6
40,5,4,3,4,5,411,8,1,9
41,4,3,2,5,2,420,4,1,9
42,3,3,4,3,2,413,5,6,11
43,6,2,2,1,4,423,4,1,7
44,5,1,3,5,5,418,2,4,7
45,1,2,3,4,4,427,2,2,5
46,4,5,1,4,4,418,1,7,6
47,3,3,3,5,3,420,6,4,3
48,4,3,3,4,5,419,4,3,5
49,2,4,5,2,1,424,1,8,3
50,2,1,8,3,3,419,6,2,6
51,5,6,2,1,2,422,1,7,4
52,7,7,3,2,1,420,1,3,6
53,4,4,2,1,0,428,1,3,7
54,2,1,2,3,4,432,2,1,3
55,7,5,2,2,1,427,2,2,2
56,6,1,3,1,3,429,2,1,4
57,6,2,4,3,3,422,2,2,6
58,4,8,6,5,4,416,2,4,1
59,2,6,5,1,2,421,6,2,5
60,1,5,6,1,3,425,3,2,4
61,3,3,3,1,4,426,6,2,2
62,4,3,0,3,1,426,6,4,3
63,6,1,1,5,5,424,4,1,3
64,3,5,5,3,3,423,1,7,0
65,4,3,4,3,3,422,5,4,2
66,4,6,2,5,5,407,10,6,5
