iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly,shift
0,100,100,100,100,100,100,100,100,100
1,100,114,87,99,103,103,95,98,101
2,92,92,95,210,75,89,79,75,93
3,211,87,62,172,74,72,83,73,66
4,320,52,50,155,72,74,54,54,69
5,374,59,72,102,64,68,52,59,50
6,426,58,69,93,25,65,56,48,60
7,478,46,42,86,53,59,44,47,45
8,494,43,50,64,47,52,43,50,57
9,537,46,41,70,33,45,44,45,39
10,566,37,44,42,32,47,51,31,50
11,565,38,33,58,26,43,64,36,37
12,574,43,36,48,38,39,44,32,46
13,589,38,42,59,41,28,35,34,34
14,557,56,43,49,45,33,37,40,40
15,434,43,46,199,45,28,44,26,35
16,313,38,47,306,53,40,39,36,28
17,243,37,46,383,37,52,37,26,39
18,196,46,40,415,36,48,46,33,40
19,187,29,31,312,29,39,193,30,50
20,278,28,38,238,39,37,167,36,39
21,380,29,35,207,37,33,115,31,33
22,406,40,43,171,36,36,101,35,32
23,298,40,41,260,39,32,117,45,28
24,233,42,40,354,42,39,74,44,32
25,195,29,43,392,46,44,65,38,48
26,143,34,27,486,37,32,69,34,38
27,150,33,48,447,42,34,67,25,54
28,117,34,47,511,29,50,47,30,35
29,106,32,54,509,39,40,49,35,36
30,63,46,35,560,36,39,44,32,45
31,61,51,36,562,37,47,49,30,27
32,53,56,36,562,48,38,34,39,34
33,45,44,20,484,41,43,170,24,29
34,40,39,22,369,48,38,275,37,32
35,30,42,40,284,43,32,359,46,24
36,36,40,35,208,38,35,443,41,24
37,40,54,46,203,31,31,442,27,26
38,38,42,44,128,25,28,523,43,29
39,29,34,42,104,28,40,530,51,42
40,42,33,28,81,40,31,556,37,52
41,37,28,39,60,39,43,565,45,44
42,32,28,52,67,48,54,547,46,26
43,41,38,37,42,46,40,575,40,41
44,29,33,35,46,41,54,576,35,51
45,35,25,168,34,26,37,526,17,32
46,38,22,114,34,33,40,430,156,33
47,35,32,94,25,33,33,496,118,34
48,40,23,74,26,38,49,512,103,35
49,35,29,64,55,29,31,538,90,29
50,32,33,55,46,40,34,559,68,33
51,25,25,52,42,27,26,587,75,41
52,28,47,42,33,31,45,588,55,31
53,38,41,43,29,27,38,598,53,33
54,34,49,52,28,30,38,594,48,27
55,49,52,33,35,25,25,584,49,48
56,35,49,176,29,28,40,464,44,35
57,33,43,312,23,40,38,321,49,41
58,37,33,410,40,25,39,248,34,34
59,28,24,338,31,134,27,135,40,143
60,30,34,383,40,107,37,123,29,117
61,34,30,436,29,99,21,104,43,104
62,42,37,483,41,77,27,87,32,74
63,37,27,512,38,60,32,68,57,69
64,28,43,534,48,48,26,65,50,58
65,33,40,563,46,55,32,46,34,51
66,41,27,492,37,30,24,37,34,178
67,46,35,514,37,34,37,36,31,130
68,44,25,533,30,44,30,38,50,106
69,39,48,549,28,40,36,34,29,97
70,41,48,479,38,26,30,25,153,60
71,44,33,518,21,30,36,30,131,57
72,38,30,555,26,30,41,30,96,54
73,22,29,461,32,36,25,29,222,44
74,19,30,407,25,142,16,25,207,29
75,15,21,319,22,212,22,16,244,29
76,14,23,272,12,98,12,123,235,111
77,16,13,282,9,70,14,183,243,70
78,22,22,314,18,50,16,125,279,54
79,22,12,345,18,35,20,87,311,50
80,27,16,327,20,31,21,54,369,35
81,24,17,344,25,23,24,45,360,38
82,13,19,311,35,13,15,31,311,152
83,20,18,282,15,28,28,144,278,87
84,16,20,285,11,19,13,193,278,65
85,19,13,273,11,14,24,122,278,146
86,8,15,183,146,10,13,90,327,108
87,20,21,240,109,12,24,57,346,71
88,24,33,357,64,24,29,76,235,58
89,20,26,426,62,37,34,51,193,51
90,32,35,455,73,38,23,40,152,52
91,41,37,488,57,40,27,37,127,46
92,28,49,523,56,32,32,39,87,54
93,30,39,502,71,26,32,55,90,55
94,26,31,553,41,42,38,46,72,51
95,26,28,592,49,32,26,34,63,50
96,33,29,584,40,31,26,42,70,45
97,25,37,607,34,29,38,29,41,60
98,32,28,596,41,25,33,43,52,50
99,42,28,590,38,17,46,51,42,46
100,33,38,427,26,147,32,33,130,34
101,22,30,412,41,104,22,42,205,22
102,25,43,490,28,61,20,33,164,36
103,35,29,419,26,52,25,25,272,17
104,42,28,404,25,44,12,26,293,26
105,137,38,337,25,28,20,23,263,29
106,189,24,319,17,21,26,21,269,14
107,205,19,295,27,31,18,18,271,16
108,140,20,293,129,17,13,21,251,16
109,188,20,254,91,23,22,21,270,11
110,197,20,248,126,9,11,15,254,20
111,153,21,163,111,21,41,19,347,24
112,122,32,136,95,27,30,29,407,22
113,101,37,97,77,25,33,34,468,28
114,218,36,106,55,42,33,39,344,27
115,339,44,80,53,31,31,37,248,37
116,253,38,63,44,44,22,43,350,43
117,186,42,49,46,31,44,44,422,36
118,163,44,48,40,29,38,47,450,41
119,109,45,48,43,39,39,51,488,38
120,101,60,41,36,32,30,48,526,26
121,205,46,30,25,29,28,37,473,27
122,253,25,14,159,21,28,14,367,19
123,236,22,23,186,19,22,22,350,20
124,300,15,22,122,21,31,25,348,16
125,285,13,111,69,15,19,111,264,13
126,134,23,189,47,16,24,184,266,17
127,91,24,224,26,6,20,216,267,26
128,41,14,226,123,12,9,228,229,18
129,35,16,187,168,19,19,221,220,15
130,28,24,232,206,13,11,248,127,11
131,25,14,176,368,30,20,161,89,17
132,28,34,140,421,30,25,125,75,22
133,28,43,114,462,25,26,96,81,25
134,41,136,93,428,24,20,81,58,19
135,118,171,59,324,23,15,40,134,16
136,153,197,26,280,17,28,116,66,17
137,236,228,16,231,13,19,84,51,22
138,198,222,11,222,17,15,69,136,10
139,225,237,23,152,19,13,29,191,11
140,240,267,14,106,12,14,23,212,12
141,262,265,9,46,19,16,24,244,15
142,154,259,12,171,12,14,20,251,7
143,90,155,13,207,125,17,19,263,11
144,150,79,10,198,169,19,10,256,9
145,187,44,15,214,188,16,13,210,13
146,203,24,15,207,206,10,12,209,14
147,230,23,20,222,186,10,6,187,16
148,247,23,13,240,134,16,9,207,11
149,206,22,13,223,152,12,16,232,24
150,249,22,12,239,102,7,9,246,14
151,242,14,22,267,67,8,7,264,9
152,262,18,20,244,38,18,14,259,27
153,266,17,20,284,27,17,6,250,13
154,244,15,28,264,22,18,7,279,23
155,304,24,31,169,21,22,14,290,25
156,354,21,16,112,19,22,19,315,22
157,323,21,38,82,12,18,19,365,22
158,252,25,34,69,33,31,27,403,26
159,325,20,27,44,23,20,25,393,23
160,234,23,26,53,28,24,33,453,26
161,175,22,27,51,47,21,35,486,36
162,138,26,24,27,35,14,175,419,42
163,190,20,18,26,25,15,228,358,20
164,149,18,29,18,23,17,261,372,13
165,121,24,32,37,25,23,353,253,32
166,87,25,25,24,28,28,429,229,25
167,54,37,35,30,36,29,479,165,35
168,65,51,40,32,25,42,484,136,25
169,51,43,27,53,49,41,504,106,26
170,29,24,41,46,49,26,536,105,44
171,39,33,24,165,40,34,484,58,23
172,19,16,25,222,129,28,400,39,22
173,117,28,20,108,181,24,288,120,14
174,77,21,19,72,265,12,324,85,25
175,62,31,27,63,294,14,335,63,11
176,42,20,18,43,357,16,216,168,20
177,35,27,20,34,358,26,122,255,23
178,20,14,16,33,294,26,228,249,20
179,28,131,12,22,214,14,229,234,16
180,16,204,21,22,106,20,234,260,17
181,13,251,19,22,72,28,297,175,23
182,30,193,19,20,66,26,390,134,22
183,22,135,30,15,46,27,367,238,20
184,22,95,25,20,49,38,350,287,14
185,16,52,19,33,42,27,373,310,28
186,14,58,33,18,31,31,366,328,21
187,16,44,29,26,24,23,382,326,30
188,26,38,23,27,32,29,364,337,24
189,27,29,32,24,36,14,431,266,41
190,35,47,29,29,26,31,473,210,20
191,33,27,24,38,32,26,439,247,34
192,34,34,28,33,14,30,482,217,28
193,46,29,151,36,26,28,439,121,24
194,160,24,133,25,29,29,379,94,27
195,224,20,62,24,17,35,346,156,16
196,252,26,123,26,20,24,315,97,17
197,176,21,112,32,23,27,373,103,33
198,103,13,83,24,137,26,340,156,18
199,65,17,46,16,216,26,284,207,23
200,166,13,31,16,236,15,271,137,15
201,164,23,26,20,240,26,234,152,15
202,263,18,12,17,159,13,295,102,21
203,303,21,19,21,100,16,309,89,22
204,247,20,10,13,158,13,267,152,20
205,173,16,20,21,238,25,276,111,20
206,90,17,9,9,223,22,255,146,129
207,66,14,17,11,132,15,237,213,195
208,48,15,14,16,104,15,285,281,122
209,28,13,20,16,57,13,298,253,202
210,21,14,13,146,42,10,268,278,108
211,18,21,26,208,30,11,339,175,72
212,23,17,23,294,16,20,336,110,61
213,16,14,135,222,17,15,248,92,141
214,22,14,192,266,19,14,253,45,75
215,23,20,229,242,23,16,269,26,52
216,14,21,125,265,21,12,292,17,133
217,17,21,70,293,113,18,161,25,182
218,29,23,60,218,238,29,111,17,175
219,30,23,52,145,387,23,91,21,128
220,27,15,60,123,435,26,92,25,97
221,35,20,39,115,392,18,53,20,208
222,33,18,26,66,390,25,45,154,143
223,29,14,27,43,327,28,38,200,194
224,17,16,24,25,256,19,111,214,218
225,15,22,19,17,242,17,153,203,212
226,25,12,18,25,252,14,227,218,109
227,20,19,19,21,153,19,276,300,73
228,24,22,14,27,219,19,277,265,33
229,32,28,15,30,114,20,312,301,48
230,27,31,24,23,87,28,395,229,56
231,30,29,26,17,82,23,386,274,33
232,19,24,30,146,139,15,339,161,27
233,22,27,18,178,235,28,295,77,20
234,19,14,15,221,131,15,284,181,20
235,16,27,15,172,89,21,295,232,33
236,21,22,11,96,60,20,329,311,30
237,20,33,23,72,57,23,253,381,38
238,28,30,20,86,48,42,195,414,37
239,30,36,20,71,34,35,152,492,30
240,31,36,35,70,36,39,121,501,31
241,35,46,21,55,33,45,108,508,49
242,30,45,25,61,44,44,78,533,40
243,26,39,31,36,33,156,66,483,30
244,21,24,26,27,34,255,41,436,36
245,27,22,28,37,34,292,40,396,24
246,172,28,30,27,31,173,25,384,30
247,219,25,24,21,29,203,33,331,15
248,249,17,17,29,19,159,17,368,25
249,309,15,25,25,24,105,27,351,19
250,308,22,16,19,17,58,23,318,119
251,179,18,21,18,23,187,20,212,222
252,114,19,27,21,33,264,19,141,262
253,91,14,28,29,25,306,20,81,306
254,77,21,29,26,34,370,22,84,237
255,41,20,23,27,22,383,19,57,308
256,40,23,16,13,34,380,23,43,328
257,47,21,19,17,23,360,164,39,210
258,30,40,18,26,19,352,90,25,300
259,29,26,23,21,21,376,67,27,310
260,33,17,15,28,23,379,55,20,330
261,42,17,15,25,28,414,54,46,259
262,20,24,22,32,32,468,55,43,204
263,36,19,32,21,34,519,40,30,169
264,27,21,30,27,32,445,34,22,262
265,23,29,38,27,22,500,48,25,188
266,31,33,32,25,14,465,153,23,124
267,19,30,37,18,19,442,254,18,63
268,20,22,43,20,41,479,179,24,72
269,19,41,37,30,24,533,126,22,68
270,39,31,37,25,25,544,112,36,51
271,32,44,56,31,25,534,77,47,54
272,26,40,22,25,22,596,66,57,46
273,35,45,38,34,27,580,69,40,32
274,36,53,43,39,24,568,53,38,46
275,42,43,37,33,51,566,45,44,39
276,29,40,45,27,36,587,48,46,42
277,33,46,39,32,47,568,57,50,28
278,25,45,42,40,43,595,38,45,27
279,39,40,41,41,37,577,38,44,43
280,44,30,37,38,54,570,41,33,53
281,33,33,57,30,35,593,40,35,44
282,193,24,39,31,30,457,34,45,47
283,134,29,195,28,38,356,33,39,48
284,122,36,296,48,31,244,41,34,48
285,95,27,400,38,32,198,34,27,49
286,87,28,444,22,28,168,42,42,39
287,73,25,485,38,25,124,36,44,50
288,76,37,338,46,20,105,45,39,194
289,48,38,285,38,43,81,36,39,292
290,54,30,208,25,41,87,25,36,394
