iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly,shift
0,50,50,50,50,50,50,50,50,50
1,58,49,46,61,41,54,45,46,50
2,46,47,53,61,51,40,57,44,51
3,46,35,78,51,60,42,44,56,38
4,40,41,67,50,55,39,56,49,53
5,53,48,75,42,51,56,58,39,28
6,48,43,90,49,42,32,47,55,44
7,43,52,92,40,27,41,55,46,54
8,39,35,93,30,41,35,68,53,56
9,29,51,94,31,42,34,67,52,50
10,28,45,92,28,24,30,69,70,64
11,35,31,105,24,34,31,92,49,49
12,17,51,95,31,33,19,67,70,67
13,28,59,76,19,42,21,68,64,73
14,17,65,76,26,46,20,54,80,66
15,18,48,88,38,47,16,61,73,61
16,13,60,87,40,52,17,39,62,80
17,16,62,89,43,74,22,36,45,63
18,16,56,91,39,61,19,50,60,58
19,11,51,85,27,69,25,66,64,52
20,20,53,82,33,66,23,61,62,50
21,23,70,91,24,56,16,60,70,40
22,17,65,84,42,57,23,41,86,35
23,14,54,78,61,72,25,37,73,36
24,19,54,72,63,86,18,35,76,27
25,20,46,85,56,82,25,32,66,38
26,12,68,70,56,95,16,34,65,34
27,19,64,95,79,64,15,24,62,28
28,30,79,83,73,68,16,9,63,29
29,43,54,71,71,74,18,27,70,22
30,53,47,81,73,61,21,25,69,20
31,44,61,61,88,77,21,20,59,19
32,35,62,61,85,63,20,18,78,28
33,47,73,61,72,42,22,15,75,43
34,30,77,58,83,47,19,22,76,38
35,23,56,76,75,31,23,22,96,48
36,24,92,69,73,36,20,17,83,36
37,21,66,79,97,29,12,21,83,42
38,24,97,82,79,23,16,20,67,42
39,27,77,67,94,27,13,14,93,38
40,26,90,55,56,40,26,26,80,51
41,31,93,44,63,27,16,22,100,54
42,20,95,60,57,35,21,27,91,44
43,15,91,57,58,48,16,21,102,42
44,17,94,57,38,64,19,25,90,46
45,14,92,56,51,57,13,30,83,54
46,14,85,67,49,42,27,26,73,67
47,26,79,65,48,44,19,19,69,81
48,15,77,79,46,32,23,19,81,78
49,22,87,51,35,32,20,41,78,84
50,16,73,68,53,33,26,42,77,62
51,19,94,73,56,29,22,26,79,52
52,17,73,69,67,48,23,31,76,46
53,18,52,80,73,30,26,49,79,43
54,15,61,88,66,26,18,49,84,43
55,16,56,107,57,24,20,61,83,26
56,17,43,84,69,33,25,69,84,26
57,19,31,93,76,28,20,46,101,36
58,17,36,100,56,53,28,51,94,15
59,23,45,95,45,55,20,44,96,27
60,25,34,85,55,47,33,56,89,26
61,29,26,98,65,61,21,29,91,30
62,54,31,89,51,81,24,26,77,17
63,35,48,95,50,60,22,31,87,22
64,40,56,95,29,67,22,27,71,43
65,29,79,92,32,40,17,26,90,45
66,30,75,88,34,40,21,22,81,59
67,17,62,92,36,42,24,21,89,67
68,30,77,81,29,28,23,28,80,74
69,30,68,101,25,23,23,18,75,87
70,26,85,83,31,39,21,18,75,72
71,18,72,100,29,49,28,18,62,74
72,31,89,85,27,50,17,16,74,61
73,18,76,111,33,56,18,14,73,51
74,22,89,95,19,51,21,23,71,59
75,21,73,93,21,54,22,38,72,56
76,18,66,82,17,65,12,33,84,73
77,21,58,85,15,67,24,28,79,73
78,13,56,98,23,75,16,24,77,68
79,15,63,91,37,56,19,24,78,67
80,19,66,86,50,59,24,32,73,41
81,13,79,70,43,62,20,44,58,61
82,23,63,79,26,74,24,35,70,56
83,19,68,83,27,81,19,29,67,57
84,9,74,87,24,80,20,34,73,49
85,8,81,75,23,78,34,31,80,40
86,24,89,69,19,70,21,29,95,34
87,25,81,84,23,55,25,37,76,44
88,22,95,78,15,47,17,38,101,37
89,17,73,88,27,67,23,42,81,32
90,32,73,79,31,50,16,49,81,39
91,23,89,77,30,70,21,35,77,28
92,20,76,81,28,68,29,41,74,33
93,24,83,75,35,68,18,44,80,23
94,24,81,81,28,40,25,47,89,35
95,17,88,80,24,52,23,61,82,23
96,17,105,96,18,33,16,74,61,30
97,18,93,91,21,38,25,62,54,48
98,30,105,79,17,29,22,70,65,33
99,24,93,102,27,49,20,57,47,31
100,20,99,92,20,64,18,68,51,18
101,32,80,89,15,55,16,71,68,24
102,19,78,107,19,49,13,77,62,26
103,11,62,86,17,73,45,81,47,28
104,17,38,103,22,65,45,67,74,19
105,10,46,85,16,62,49,78,80,24
106,15,38,69,25,74,48,81,79,21
107,17,62,55,18,85,51,47,94,21
108,15,60,61,19,60,64,39,111,21
109,20,74,59,21,69,65,53,73,16
110,10,64,52,33,51,57,58,99,26
111,19,63,44,35,51,53,75,93,17
112,14,71,33,62,58,45,78,67,22
