iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly,shift
0,50,50,50,50,50,50,50,50,50
1,38,53,48,55,44,54,45,62,51
2,55,32,51,66,50,51,38,56,51
3,44,59,50,67,38,41,66,40,45
4,40,38,58,53,48,45,69,46,53
5,47,39,37,67,31,48,81,52,48
6,37,41,36,60,41,41,109,41,44
7,51,30,39,44,44,42,104,44,52
8,48,40,39,41,39,47,94,57,45
9,42,41,42,45,39,31,103,62,45
10,35,45,38,30,36,54,112,53,47
11,35,47,35,36,39,49,114,47,48
12,44,46,43,30,39,47,113,53,35
13,36,34,36,47,44,41,130,41,41
14,42,52,29,39,43,32,136,37,40
15,28,46,43,31,31,40,143,51,37
16,34,38,29,37,26,50,150,41,45
17,39,41,35,45,28,38,125,61,38
18,38,40,33,28,35,29,118,80,49
19,38,31,31,46,36,29,128,70,41
20,35,42,57,38,24,25,112,69,48
21,31,41,53,26,37,45,112,67,38
22,31,33,66,39,37,44,108,54,38
23,36,43,72,32,39,33,76,76,43
24,32,31,85,26,30,37,99,66,44
25,30,30,74,39,29,34,107,67,40
26,40,24,61,38,44,32,117,58,36
27,42,46,62,36,22,23,100,78,41
28,43,35,63,24,41,30,112,71,31
29,33,37,54,28,35,32,108,85,38
30,44,31,43,53,30,26,99,75,49
31,51,40,35,61,34,25,113,54,37
32,58,28,45,55,35,26,101,58,44
33,70,35,32,61,42,20,81,62,47
34,65,19,24,57,51,29,84,65,56
35,65,16,46,59,48,20,80,49,67
36,56,25,53,37,56,24,90,60,49
37,49,29,59,40,49,18,86,72,48
38,42,24,78,49,38,18,94,68,39
39,60,13,69,37,50,19,89,82,31
40,63,21,80,50,31,20,84,70,31
41,69,27,77,40,36,15,75,62,49
42,69,35,82,46,32,17,51,87,31
43,55,25,63,91,27,17,57,86,29
44,71,26,83,64,33,21,59,74,19
45,89,25,79,61,17,11,54,68,46
46,73,26,70,59,16,22,43,88,53
47,74,33,73,48,30,19,41,76,56
48,75,20,76,52,35,13,32,93,54
49,85,37,65,40,20,20,41,80,62
50,77,30,82,29,33,29,28,68,74
51,79,24,78,40,22,13,29,89,76
52,63,33,79,24,31,14,33,83,90
53,86,25,87,26,28,22,23,84,69
54,81,34,64,44,22,13,22,83,87
55,69,26,84,41,24,21,25,74,86
56,74,25,85,46,28,16,21,73,82
57,67,32,86,29,33,21,35,63,84
58,84,25,70,35,26,16,45,64,85
59,59,21,68,24,28,17,76,55,102
60,54,18,102,23,21,26,64,58,84
61,47,27,75,24,35,19,84,58,81
62,33,25,73,23,64,13,81,68,70
63,32,24,71,27,56,25,82,77,56
64,33,30,101,17,67,14,79,62,47
65,28,52,82,36,44,23,76,64,45
66,38,40,69,27,76,21,68,72,39
67,40,26,78,28,74,24,78,72,30
68,68,28,70,33,78,16,68,64,25
69,35,35,77,40,71,24,65,85,18
70,53,30,65,56,74,15,48,87,22
71,39,42,57,45,85,25,46,84,27
72,33,53,65,66,86,14,34,79,20
73,39,47,80,58,72,22,39,68,25
74,60,44,50,72,82,9,34,65,34
75,43,50,82,60,87,18,24,67,19
76,32,53,67,83,66,17,26,69,37
77,42,44,69,63,84,16,24,67,41
78,47,44,63,78,62,22,13,70,51
79,50,36,69,76,71,14,21,74,39
80,44,50,68,85,65,16,10,84,28
81,29,62,61,65,74,25,16,85,33
82,34,63,62,59,87,16,17,83,29
83,34,62,69,69,76,18,19,76,27
84,30,56,77,43,79,29,16,93,27
85,27,58,72,45,79,24,22,84,39
86,25,69,71,40,80,18,25,98,24
87,22,60,91,28,78,20,33,83,35
88,17,77,81,31,70,17,37,87,33
89,15,57,83,40,66,20,60,80,29
90,30,43,96,34,44,20,59,95,29
91,19,78,80,35,52,21,38,96,31
92,28,59,88,34,53,21,56,87,24
93,24,64,75,38,45,24,58,102,20
94,32,65,91,31,39,21,65,90,16
95,24,61,96,34,46,22,67,77,23
96,13,76,82,49,40,26,76,59,29
97,25,55,94,48,34,18,82,75,19
98,29,54,92,47,38,19,84,67,20
99,30,79,83,40,30,20,71,80,17
100,44,73,67,56,26,16,62,83,23
101,24,67,71,49,59,19,58,83,20
102,38,45,66,55,43,44,61,79,19
103,23,60,78,55,67,26,55,67,19
104,22,44,71,50,61,39,57,80,26
105,25,41,76,37,68,38,53,91,21
106,18,56,83,31,80,22,35,99,26
107,23,65,84,35,72,26,54,72,19
108,31,58,71,31,82,18,63,81,15
109,24,68,65,41,60,27,68,85,12
110,24,49,73,55,75,22,63,69,20
111,21,48,76,54,75,23,62,71,20
112,28,40,61,37,87,23,71,85,18
113,15,44,61,61,97,20,42,91,19
114,25,54,84,48,67,24,46,84,18
115,23,55,84,55,58,23,64,76,12
116,19,59,77,63,52,24,70,73,13
117,28,54,89,56,73,19,37,75,19
118,26,43,80,66,62,23,48,80,22
119,30,34,88,68,74,14,53,63,26
120,26,26,97,73,85,16,53,56,18
121,15,28,94,83,79,20,47,56,28
122,23,22,106,87,66,22,44,54,26
123,19,29,88,73,55,24,58,71,33
124,28,28,83,75,56,12,66,58,44
125,45,25,65,63,43,21,67,65,56
126,52,24,63,68,40,22,48,70,63
127,67,30,62,60,38,19,36,80,58
128,62,34,42,84,33,11,67,69,48
129,61,32,46,66,36,22,50,81,56
130,51,39,74,73,31,22,35,79,46
131,46,31,68,74,31,21,51,80,48
132,28,30,75,86,20,16,72,82,41
133,47,24,65,78,30,26,62,87,31
134,34,32,85,74,25,18,77,78,27
135,40,35,86,72,19,11,70,71,46
136,24,52,62,78,17,21,70,72,54
137,33,50,62,62,12,20,75,76,60
138,23,47,77,85,19,22,47,74,56
139,26,45,84,61,20,17,60,74,63
140,27,47,80,80,24,26,60,53,53
141,26,46,65,78,16,36,82,44,57
142,23,61,66,72,17,40,59,43,69
