iteration,exchangeRandom,inversion,swap,scramble,randomShuffle,addRandomly,shift
0,70,70,70,70,70,70,70
1,71,69,74,63,76,72,65
2,68,78,59,62,73,97,53
3,51,53,70,77,62,109,68
4,80,61,67,44,59,129,50
5,64,48,68,66,53,140,51
6,46,46,59,58,59,181,41
7,55,54,52,56,52,173,48
8,56,48,46,39,49,203,49
9,49,47,48,49,56,192,49
10,40,41,36,51,49,229,44
11,36,44,45,45,39,246,35
12,35,39,39,48,36,254,39
13,41,37,39,43,37,252,41
14,29,38,38,44,37,277,27
15,43,39,43,31,33,272,29
16,35,46,29,34,38,285,23
17,28,24,41,32,22,306,37
18,35,29,36,29,37,279,45
19,21,27,30,32,37,311,32
20,26,33,37,27,43,288,36
21,25,30,29,22,34,320,30
22,26,30,23,31,27,316,37
23,26,31,25,32,22,321,33
24,27,19,26,20,22,348,28
25,28,25,30,25,19,338,25
26,19,47,24,25,30,322,23
27,23,70,32,23,26,289,27
28,14,84,20,27,26,298,21
29,18,123,24,24,14,257,30
30,28,136,22,24,14,239,27
31,20,151,23,20,23,229,24
32,21,155,23,24,18,232,17
33,17,177,22,19,20,213,22
34,15,204,17,20,25,186,23
35,18,207,16,23,20,192,14
36,24,214,11,23,18,174,26
37,23,246,16,23,23,142,17
38,17,250,19,19,21,151,13
39,18,261,17,20,19,136,19
40,15,256,19,20,13,154,13
41,9,275,19,14,23,129,21
42,10,291,8,9,20,137,15
43,17,260,21,17,9,148,18
44,12,223,18,15,25,177,20
45,11,208,13,15,21,205,17
46,9,230,16,16,10,194,15
47,9,229,15,12,16,190,19
48,16,182,21,12,13,229,17
49,18,184,14,16,16,228,14
50,16,163,10,16,14,256,15
51,12,170,13,14,12,253,16
52,12,151,13,14,15,274,11
53,18,144,12,14,15,268,19
54,13,190,9,19,18,225,16
55,13,181,17,19,17,231,12
56,9,233,8,15,7,205,13
57,10,224,15,14,18,193,16
58,17,226,17,12,12,193,13
59,21,240,17,16,18,166,12
60,8,256,14,13,12,172,15
61,13,284,15,14,17,137,10
62,15,278,9,16,20,141,11
63,12,297,7,6,8,141,19
64,11,280,7,14,20,146,12
65,6,315,8,13,9,134,5
66,11,322,8,6,19,113,11
67,11,305,15,10,12,118,19
68,15,332,12,13,15,92,11
69,15,316,13,12,15,104,15
70,12,321,16,13,14,108,6
71,10,351,10,11,12,85,11
72,11,338,19,9,9,86,18
73,12,362,8,13,15,73,7
74,14,334,14,10,8,96,14
75,13,349,9,12,10,80,17
76,9,359,16,10,19,72,5
77,13,375,4,10,17,59,12
