iteration,exchangeRandom,inversion,swap,scramble,randomShuffle,addRandomly,shift
0,70,70,70,70,70,70,70
1,82,64,87,67,54,70,66
2,74,61,61,65,75,91,63
3,52,63,51,69,53,118,84
4,45,73,40,72,62,148,50
5,57,55,55,55,64,141,63
6,57,55,61,56,58,148,55
7,58,38,50,55,53,180,56
8,57,51,44,50,48,191,49
9,41,56,57,50,46,199,41
10,55,42,47,49,40,217,40
11,43,45,44,44,54,215,45
12,45,39,37,44,40,255,30
13,44,36,34,41,44,258,33
14,37,30,47,28,29,276,43
15,40,42,37,44,23,270,34
16,29,38,48,42,44,261,28
17,31,30,36,35,33,298,27
18,39,41,35,34,26,287,28
19,27,31,32,36,30,303,31
20,33,34,29,20,36,312,26
21,33,29,32,28,26,316,26
22,24,28,28,37,24,317,32
23,33,24,27,28,30,322,26
24,25,26,34,38,24,317,26
25,22,24,33,31,18,341,21
26,24,15,28,17,16,361,29
27,31,25,22,17,22,349,24
28,27,19,20,24,20,358,22
29,23,24,18,27,21,349,28
30,32,22,20,23,28,342,23
31,20,17,21,16,21,374,21
32,16,25,22,12,25,373,17
33,27,18,16,21,21,365,22
34,21,22,18,17,20,375,17
35,13,22,21,14,17,380,23
36,17,12,13,24,16,392,16
37,22,16,12,17,22,387,14
38,27,21,20,22,14,368,18
39,21,13,19,15,13,389,20
40,14,15,18,20,14,392,17
41,15,6,13,17,15,406,18
42,11,24,10,16,20,389,20
43,16,20,16,12,13,389,24
44,12,18,11,14,22,397,16
45,11,15,18,11,20,403,12
46,15,25,13,15,9,406,7
47,20,12,14,17,19,400,8
48,14,13,16,16,18,397,16
49,17,25,14,15,18,382,19
50,17,12,17,12,22,394,16
51,16,19,20,7,15,397,16
52,20,19,11,12,18,391,19
53,8,12,9,17,15,419,10
54,12,16,11,15,15,413,8
55,13,12,14,11,11,414,15
56,12,14,15,9,14,412,14
57,9,11,14,9,21,410,16
58,11,12,9,12,20,410,16
59,14,12,12,15,19,414,4
60,9,17,16,8,14,415,11
61,10,12,22,8,12,413,13
62,8,10,13,7,12,417,23
63,8,10,16,7,16,418,15
64,10,14,14,2,14,419,17
65,11,11,16,9,17,418,8
66,12,11,22,10,15,409,11
67,5,11,16,13,18,411,16
68,15,13,17,12,17,407,9
69,12,10,11,14,15,416,12
70,17,8,20,7,9,416,13
71,6,8,19,16,17,414,10
72,6,11,10,13,19,418,13
73,9,5,15,11,14,425,11
74,13,14,14,11,12,411,15
75,8,12,13,13,14,410,20
76,6,9,26,13,15,411,10
77,12,13,10,16,11,413,15
78,9,14,15,12,12,416,12
79,12,11,15,17,13,411,11
80,8,11,13,21,12,408,17
81,12,11,6,18,15,410,18
82,19,14,13,7,15,414,8
83,6,15,13,9,14,410,23
84,7,13,33,6,16,394,21
85,15,15,61,15,10,364,10
86,13,18,74,12,16,349,8
87,10,6,107,8,14,334,11
88,11,14,137,10,14,298,6
89,17,13,145,11,16,276,12
90,10,10,160,11,13,278,8
91,16,12,175,11,8,256,12
92,10,12,177,15,17,245,14
93,15,10,179,4,13,257,12
94,8,9,221,5,10,229,8
95,10,12,231,10,10,203,14
96,5,9,246,14,16,192,8
97,14,6,233,14,11,202,10
98,13,15,255,10,17,163,17
99,15,10,274,15,17,150,9
100,12,8,296,9,21,135,9
101,13,11,306,8,8,129,15
102,9,10,294,13,12,137,15
103,12,13,288,11,10,147,9
104,7,6,313,13,15,122,14
105,15,10,334,11,9,98,13
106,14,9,327,14,11,108,7
107,15,6,334,7,14,103,11
108,19,12,342,14,5,92,6
109,18,6,330,8,13,106,9
110,11,20,341,12,11,82,13
111,17,3,334,11,14,99,12
112,11,8,360,11,12,81,7
113,8,11,355,12,11,81,12
114,14,12,365,12,9,66,12
115,12,5,367,12,15,70,9
116,13,7,350,17,15,73,15
117,12,12,356,9,17,77,7
118,15,11,389,11,11,43,10
119,14,8,371,14,14,57,12
120,15,11,383,9,10,53,9
121,12,8,382,17,10,54,7
122,15,8,380,14,17,46,10
123,19,11,375,10,4,59,12
124,20,6,343,13,12,83,13
125,9,13,327,11,13,107,10
126,9,10,301,14,17,125,14
127,10,7,288,6,15,150,14
128,16,15,264,17,15,151,12
129,13,12,237,12,15,196,5
130,10,13,245,11,18,180,13
131,16,4,232,13,5,205,15
132,13,13,211,8,8,230,7
133,9,9,207,16,17,223,9
134,14,9,188,16,11,236,16
135,14,12,179,8,17,249,11
136,13,18,170,13,14,248,14
137,9,9,174,4,19,260,15
138,21,10,166,15,13,255,10
139,14,11,143,10,14,288,10
140,12,12,140,14,9,293,10
141,16,16,137,15,12,283,11
142,16,15,129,7,15,300,8
143,7,11,127,10,15,316,4
144,16,5,104,10,6,339,10
145,9,17,106,13,7,328,10
146,9,17,95,10,15,325,19
147,11,11,91,11,11,343,12
148,19,15,88,41,2,315,10
149,14,13,81,68,13,288,13
150,13,14,84,71,14,283,11
151,9,19,80,91,10,273,8
152,4,12,69,113,12,268,12
153,14,11,72,132,11,237,13
154,13,11,60,150,10,236,10
155,12,10,49,166,15,223,15
156,18,16,52,176,15,202,11
157,9,5,63,169,7,223,14
158,7,11,55,193,14,201,9
159,16,10,63,202,12,177,10
160,5,9,58,204,7,194,13
161,12,9,46,207,12,196,8
162,12,13,45,236,14,160,10
163,16,10,44,239,13,157,11
164,12,13,45,253,14,143,10
165,18,9,38,270,12,129,14
166,9,18,38,266,8,144,7
167,10,14,34,284,14,124,10
168,11,12,26,285,10,138,8
169,10,9,36,277,13,133,12
170,10,11,42,292,15,111,9
171,12,15,25,318,17,93,10
172,10,14,36,282,7,129,12
173,10,14,31,307,16,107,5
174,12,9,28,305,19,106,11
175,15,14,28,311,7,103,12
176,11,13,18,318,11,107,12
177,7,7,23,350,13,79,11
178,13,10,23,340,13,77,14
179,15,12,33,337,13,65,15
180,15,14,18,346,10,73,14
181,18,16,19,350,14,67,6
182,8,19,21,361,11,57,13
183,12,21,18,378,7,43,11
184,14,18,22,346,9,70,11
185,8,7,20,368,13,66,8
186,7,9,23,372,15,54,10
187,13,16,15,371,12,52,11
188,19,13,18,367,10,54,9
189,7,11,21,385,7,47,12
190,8,13,18,385,14,39,13
191,11,8,20,381,18,44,8
192,11,16,16,386,12,39,10
193,10,9,18,392,8,44,9
194,7,12,15,402,12,30,12
195,16,14,23,381,13,29,14
196,10,10,15,407,8,31,9
197,10,8,15,408,13,30,6
198,14,6,20,392,17,31,10
199,10,18,14,395,15,27,11
200,12,10,12,411,13,21,11
201,10,11,9,388,20,35,17
202,18,14,10,395,12,29,12
203,17,12,13,397,15,29,7
204,10,11,15,401,12,26,15
205,24,11,15,397,17,14,12
206,12,10,14,397,10,29,18
207,15,12,12,393,9,36,13
208,13,18,11,407,12,19,10
209,20,12,22,398,6,18,14
210,9,15,18,396,13,21,18
211,10,14,19,406,11,20,10
212,6,14,11,426,8,15,10
213,9,12,14,403,15,25,12
214,12,13,24,397,5,21,18
215,18,13,25,391,16,15,12
216,14,11,17,413,10,16,9
217,13,11,17,411,5,21,12
218,13,11,17,407,4,23,15
219,9,17,24,398,15,19,8
220,15,17,13,401,8,22,14
221,7,16,11,420,12,17,7
222,6,8,17,418,12,12,17
223,9,12,17,412,12,19,9
224,7,10,13,423,11,12,14
225,15,11,18,412,4,19,11
226,15,8,14,411,17,14,11
227,7,13,20,418,6,12,14
228,10,16,9,418,14,12,11
229,15,11,10,405,16,22,11
230,14,18,11,405,10,17,15
231,13,16,11,419,10,9,12
232,13,19,15,406,12,15,10
233,10,8,8,424,16,12,12
234,10,10,12,421,12,11,14
235,7,17,13,412,12,21,8
236,11,11,13,418,8,11,18
237,7,13,13,422,8,15,12
238,13,15,16,410,11,13,12
239,14,10,13,413,14,12,14
240,17,20,13,406,10,15,9
241,24,8,10,418,5,11,14
242,14,14,7,420,3,13,19
243,13,12,6,415,9,11,24
244,13,9,13,420,11,14,10
245,12,12,9,422,7,12,16
246,9,10,13,410,14,20,14
247,8,22,5,411,14,17,13
248,6,19,16,412,7,12,18
249,11,15,17,402,16,18,11
250,8,15,13,418,12,9,15
251,7,12,15,420,10,12,14
252,9,8,14,430,10,7,12
253,13,15,13,403,19,11,16
254,12,12,15,408,12,11,20
255,7,10,13,422,12,9,17
256,9,9,18,424,11,7,12
257,14,8,9,413,13,12,21
258,7,11,11,430,9,9,13
259,11,12,16,415,14,11,11
260,9,16,18,411,12,12,12
261,11,12,5,429,10,9,14
262,12,9,17,419,10,11,12
263,7,8,11,432,12,10,10
264,10,12,11,427,8,11,11
265,17,14,11,409,12,8,19
266,13,15,13,413,9,11,16
267,11,9,16,409,19,8,18
268,11,10,13,407,17,13,19
269,13,7,11,433,6,12,8
270,16,10,15,413,11,13,12
271,11,13,12,405,18,15,16
272,16,12,16,417,11,6,12
273,16,11,10,406,16,17,14
274,9,9,11,421,8,16,16
275,7,10,14,418,11,9,21
276,14,10,10,416,15,10,15
277,7,13,15,418,12,12,13
278,10,12,13,412,15,13,15
279,12,12,15,414,7,12,18
280,13,14,9,413,9,15,17
281,14,11,17,407,15,12,14
282,6,7,15,415,11,22,14
283,6,15,3,423,15,11,17
284,11,9,4,426,8,23,9
285,10,10,5,388,17,48,12
286,9,11,8,357,11,81,13
287,10,10,5,356,7,92,10
288,15,14,14,331,10,95,11
289,14,12,13,307,11,125,8
290,7,14,15,292,16,136,10
291,12,10,9,276,8,165,10
292,13,27,10,259,6,164,11
293,7,39,15,262,12,143,12
294,9,52,11,217,11,180,10
295,9,58,5,204,17,181,16
296,7,79,17,201,14,163,9
297,5,77,20,187,12,181,8
298,9,75,15,198,13,166,14
299,12,72,16,179,12,190,9
300,35,78,7,164,12,185,9
301,67,76,12,153,13,152,17
302,81,74,14,147,15,148,11
303,96,77,12,132,11,153,9
304,126,63,7,126,12,141,15
305,125,76,7,121,20,129,12
306,158,56,9,129,5,120,13
307,169,56,11,113,15,114,12
308,157,43,16,115,14,137,8
309,197,67,12,84,6,115,9
310,191,50,5,106,10,109,19
311,201,53,12,97,17,104,6
312,193,45,12,100,10,119,11
313,187,51,11,73,12,148,8
314,214,44,11,72,14,127,8
315,207,43,11,73,8,134,14
316,237,39,11,70,15,108,10
317,249,29,5,68,13,115,11
318,223,36,10,69,15,125,12
319,207,46,8,53,14,154,8
320,182,38,9,61,14,177,9
321,175,30,14,51,16,194,10
322,164,36,12,52,12,205,9
323,171,33,12,47,16,204,7
324,160,28,9,49,16,222,6
325,139,28,11,45,10,245,12
326,145,23,8,41,26,236,11
327,131,25,18,37,7,258,14
328,118,32,13,40,14,264,9
329,106,26,9,51,12,269,17
330,115,19,13,34,17,283,9
331,107,16,10,38,11,299,9
332,102,14,16,35,11,301,11
333,93,19,15,31,13,311,8
334,82,21,17,24,16,318,12
335,77,22,13,32,16,315,15
336,85,20,11,26,11,323,14
337,73,16,13,21,15,336,16
338,84,15,12,30,10,329,10
339,69,21,7,31,10,337,15
340,58,20,10,35,13,338,16
341,62,17,7,21,17,358,8
342,61,20,8,22,15,354,10
343,46,11,10,17,11,383,12
344,45,10,9,27,18,366,15
345,57,13,12,21,7,363,17
346,48,18,8,15,17,370,14
347,50,15,12,12,12,375,14
348,52,15,7,21,15,367,13
349,41,10,10,18,12,382,17
350,42,22,6,13,16,382,9
351,44,16,12,13,9,378,18
352,39,21,6,13,13,387,11
353,29,10,11,11,10,406,13
354,34,13,6,17,7,396,17
355,30,14,6,12,19,395,14
356,30,13,4,12,11,406,14
357,31,7,10,20,11,393,18
358,24,14,14,18,6,402,12
359,27,8,11,14,11,401,18
360,30,18,5,15,9,401,12
361,18,21,14,10,14,403,10
362,26,17,7,15,15,400,10
363,22,11,6,19,17,399,16
364,22,17,14,19,17,386,15
365,21,8,8,14,7,420,12
366,17,14,8,15,13,407,16
367,26,15,3,11,19,402,14
368,15,17,7,8,10,416,17
369,18,13,9,18,17,398,17
370,20,16,20,7,19,392,16
371,16,14,14,11,21,397,17
372,13,11,8,15,19,408,16
373,17,14,10,12,12,402,23
374,17,7,10,10,14,412,20
375,14,10,8,13,14,422,9
376,13,8,13,10,15,412,19
377,20,10,11,5,7,423,14
378,13,15,7,11,12,421,11
379,13,14,8,17,10,415,13
380,11,10,14,10,16,420,9
381,16,8,10,9,10,422,15
382,25,15,14,9,8,405,14
383,17,11,12,7,18,413,12
384,8,14,10,7,14,424,13
385,16,7,11,8,15,418,15
386,16,9,11,19,8,414,13
