iteration,exchangeRandom,inversion,swap,scramble,randomShuffle,addRandomly,shift
0,70,70,70,70,70,70,70
1,76,75,64,62,66,79,68
2,66,81,75,55,71,87,55
3,77,51,69,62,52,111,68
4,66,66,64,60,57,122,55
5,60,48,53,69,64,140,56
6,54,58,41,56,56,170,55
7,51,46,49,49,69,175,51
8,50,54,39,38,59,199,51
9,41,46,45,50,58,214,36
10,40,50,55,44,56,208,37
11,38,40,44,43,33,236,56
12,40,41,44,36,44,243,42
13,46,55,48,38,47,225,31
14,39,35,40,38,30,271,37
15,34,35,34,39,34,272,42
16,38,34,37,35,31,282,33
17,33,40,29,41,27,283,37
18,35,38,20,36,27,307,27
19,24,24,37,39,33,307,26
20,17,36,28,31,32,310,36
21,44,27,25,34,21,317,22
22,38,26,21,32,23,322,28
23,30,28,29,35,26,324,18
24,30,19,30,21,24,338,28
25,22,28,26,31,26,332,25
26,20,19,17,23,29,365,17
27,21,20,19,23,26,359,22
28,18,25,16,38,18,351,24
29,22,29,18,18,22,356,25
30,26,28,25,16,15,354,26
31,16,25,30,24,8,360,27
32,23,24,24,26,18,354,21
33,17,13,22,20,19,383,16
34,20,24,17,17,19,375,18
35,19,24,28,20,15,364,20
36,16,19,16,22,16,380,21
37,13,12,26,17,19,379,24
38,26,13,16,17,17,380,21
39,19,15,13,21,9,389,24
40,15,13,16,22,12,385,27
41,15,13,17,16,12,398,19
42,17,18,14,16,12,391,22
43,10,13,15,16,16,404,16
44,15,19,12,16,17,393,18
45,15,16,28,15,16,381,19
46,14,15,12,10,17,412,10
47,12,17,16,23,17,395,10
48,14,16,16,11,14,408,11
49,15,18,11,20,17,384,25
50,13,12,21,14,23,394,13
51,13,14,23,23,16,389,12
52,14,18,14,11,21,393,19
53,17,14,20,16,18,392,13
54,8,24,17,11,16,396,18
55,16,20,14,21,13,388,18
56,10,13,14,17,10,409,17
57,13,13,15,10,14,410,15
58,18,10,10,18,8,410,16
59,13,11,11,19,15,408,13
60,14,19,14,11,22,403,7
61,10,17,17,15,15,402,14
62,9,18,15,12,22,399,15
63,11,13,16,18,20,404,8
64,12,10,14,11,15,412,16
65,12,11,17,8,12,409,21
66,16,14,15,17,10,412,6
67,16,8,9,14,11,422,10
68,9,21,14,15,14,401,16
69,12,10,9,10,14,422,13
70,11,8,10,19,13,418,11
71,15,9,10,8,12,429,7
72,13,15,14,10,15,407,16
73,15,11,11,7,15,421,10
74,12,19,13,10,14,414,8
75,13,11,13,4,11,426,12
