iteration,exchangeRandom,inversion,swap,scramble,randomShuffle,addRandomly,shift
0,70,70,70,70,70,70,70
1,71,65,70,65,66,74,79
2,61,71,64,59,71,96,68
3,54,63,67,62,73,101,70
4,49,60,74,53,69,138,47
5,59,62,57,58,43,149,62
6,65,47,51,53,61,153,60
7,53,54,60,57,54,170,42
8,42,46,49,60,62,191,40
9,44,42,48,55,52,204,45
10,50,45,34,54,39,218,50
11,40,38,42,43,73,218,36
12,39,48,32,45,41,241,44
13,51,35,51,37,34,250,32
14,41,37,30,35,34,266,47
15,27,37,34,27,38,284,43
16,31,27,38,29,39,296,30
17,41,30,39,27,33,285,35
18,28,37,24,27,36,303,35
19,36,33,20,42,37,294,28
20,35,20,32,35,28,310,30
21,27,33,25,31,26,322,26
22,22,25,28,28,25,341,21
23,32,31,27,33,19,322,26
24,26,27,24,18,26,348,21
25,27,21,30,22,20,338,32
26,28,28,21,32,14,348,19
27,22,19,23,20,19,360,27
28,20,25,17,26,18,349,35
29,31,16,29,26,23,344,21
30,22,22,23,24,15,362,22
31,26,22,14,24,18,363,23
32,23,22,20,15,19,373,18
33,25,17,25,18,26,366,13
34,19,16,19,22,18,383,13
35,25,24,18,16,19,372,16
36,24,16,19,11,27,377,16
37,18,21,19,26,17,370,19
38,19,14,20,17,13,396,11
39,15,16,16,16,13,396,18
40,14,20,21,16,27,385,7
41,27,20,14,13,16,391,9
42,24,24,15,12,13,393,9
43,16,17,15,15,18,400,9
44,19,14,16,11,11,407,12
45,16,25,12,19,13,396,9
46,12,10,11,11,18,413,15
47,11,23,11,19,15,402,9
48,15,24,11,16,13,398,13
49,16,21,12,20,19,387,15
50,19,15,18,19,11,401,7
51,17,15,14,16,14,405,9
52,7,18,21,6,8,418,12
53,11,15,12,12,15,418,7
54,18,17,14,13,14,405,9
55,18,12,21,7,12,405,15
56,16,16,16,9,16,406,11
57,14,8,10,10,11,426,11
58,15,23,14,15,13,396,14
59,9,13,13,24,14,402,15
60,11,10,13,20,17,407,12
61,10,14,11,13,12,417,13
62,9,8,13,21,12,414,13
63,16,11,13,12,8,417,13
64,9,9,13,15,14,410,20
65,12,9,20,13,8,414,14
66,6,17,15,21,8,410,13
67,10,13,9,20,20,409,9
68,14,9,14,14,18,402,19
69,15,12,12,13,10,414,14
70,11,11,7,9,14,424,14
71,12,8,15,9,12,428,6
72,6,13,17,10,7,422,15
73,8,8,10,10,15,427,12
74,16,12,17,13,10,414,8
75,9,23,15,11,10,410,12
76,7,18,15,17,16,410,7
77,14,9,8,14,12,418,15
78,12,11,16,12,7,416,16
79,5,15,18,14,14,413,11
80,14,9,10,13,10,423,11
81,12,14,13,9,9,422,11
82,17,13,10,16,9,410,15
83,9,16,8,13,7,421,16
84,14,12,12,16,13,411,12
85,8,16,14,19,11,415,7
86,12,13,14,9,17,414,11
87,8,10,15,21,9,417,10
88,14,17,12,10,12,415,10
89,13,17,8,14,17,412,9
90,6,9,11,17,11,421,15
91,15,13,14,13,9,411,15
92,11,18,17,5,9,411,19
93,4,7,16,13,17,418,15
94,3,20,7,17,12,420,11
95,12,14,15,13,9,411,16
96,11,8,12,14,9,425,11
97,16,13,23,15,11,406,6
98,17,13,8,11,7,426,8
99,16,10,14,16,11,414,9
100,8,18,14,11,16,408,15
101,14,9,15,15,8,415,14
102,12,13,11,11,10,421,12
103,11,11,15,17,11,416,9
104,17,9,11,12,11,419,11
105,14,22,13,11,11,406,13
106,10,11,11,11,8,425,14
107,22,14,13,11,10,412,8
108,18,7,11,16,4,426,8
109,10,14,9,16,13,424,4
110,14,6,6,9,9,438,8
111,19,17,11,14,7,414,8
112,15,17,10,11,12,410,15
113,14,5,12,12,9,426,12
114,13,20,13,18,8,408,10
115,13,12,12,8,8,424,13
116,14,13,12,11,11,419,10
117,10,16,13,15,18,412,6
118,17,14,8,12,14,414,11
119,12,15,14,13,15,405,16
120,16,13,10,13,15,415,8
121,12,19,11,13,9,420,6
122,14,10,17,14,9,415,11
123,12,11,14,7,19,421,6
124,13,14,14,10,15,416,8
125,12,11,12,12,5,424,14
126,5,17,9,14,6,423,16
127,9,12,8,16,11,421,13
128,17,9,13,12,5,422,12
129,16,7,4,15,16,422,10
130,17,8,8,11,20,419,7
131,9,14,13,14,17,410,13
132,9,16,7,14,13,424,7
133,13,16,8,9,18,413,13
134,14,9,13,17,8,418,11
135,13,18,8,12,8,412,19
136,16,12,10,10,9,421,12
137,10,15,11,12,15,424,3
138,12,10,13,6,19,424,6
139,9,12,8,7,13,436,5
140,13,12,11,11,11,422,10
141,11,12,15,18,12,414,8
142,5,8,15,16,23,410,13
143,10,13,16,12,14,413,12
144,7,12,10,6,10,440,5
145,15,12,14,13,26,397,13
146,6,16,20,13,14,410,11
147,20,6,15,11,16,413,9
148,7,11,10,14,17,421,10
149,12,13,10,8,10,422,15
150,14,9,9,15,14,419,10
151,13,10,9,6,14,428,10
152,15,15,13,13,14,407,13
153,12,10,17,14,10,418,9
154,14,8,7,16,18,415,12
155,15,8,15,14,16,414,8
156,13,14,10,14,19,409,11
157,13,13,12,13,13,418,8
158,17,4,14,14,15,417,9
159,11,10,6,12,14,428,9
160,11,12,14,9,13,417,14
161,13,5,7,11,15,429,10
162,12,13,12,11,21,414,7
163,18,8,7,10,14,425,8
164,11,16,10,12,14,415,12
165,9,15,6,11,23,416,10
166,16,16,13,14,15,408,8
167,15,12,9,15,12,413,14
168,14,12,31,12,11,405,5
169,5,12,62,11,20,372,8
170,14,16,81,18,9,335,17
171,36,10,70,14,8,339,13
172,61,11,87,13,5,302,11
173,51,12,84,13,17,296,17
174,62,7,102,12,19,274,14
175,64,6,129,3,19,255,14
176,53,7,156,11,11,250,2
177,50,10,160,15,9,233,13
178,46,6,164,12,11,240,11
179,53,5,190,8,10,203,21
180,44,16,207,5,5,200,13
181,31,10,236,6,6,184,17
182,33,7,228,6,8,195,13
183,35,11,232,13,6,177,16
184,32,11,259,13,10,157,8
185,31,17,262,7,14,142,17
186,21,9,283,12,5,142,18
187,26,16,272,11,17,140,8
188,24,9,292,12,5,134,14
189,36,18,293,10,10,116,7
190,39,13,296,5,9,115,13
191,28,12,308,12,13,106,11
192,19,17,307,10,8,119,10
193,24,10,325,11,13,92,15
194,27,12,329,7,11,93,11
195,17,13,333,15,9,88,15
196,25,20,340,6,7,80,12
197,21,21,348,13,11,66,10
198,17,14,353,17,11,66,12
199,15,10,370,12,6,65,12
200,22,17,352,9,12,66,12
201,23,11,352,14,10,66,14
202,27,13,357,7,10,65,11
203,26,14,342,13,12,67,16
204,20,10,379,12,12,42,15
205,20,8,372,10,9,57,14
206,16,13,359,7,10,71,14
207,20,13,380,12,10,47,8
208,22,19,375,12,12,41,9
209,11,15,377,12,10,55,10
210,20,13,391,11,8,35,12
211,11,8,404,7,6,40,14
212,16,10,396,15,5,35,13
213,13,12,386,12,10,40,17
214,16,12,391,10,12,40,9
215,15,13,395,10,7,38,12
216,12,15,396,12,9,31,15
217,16,15,394,8,14,27,16
218,17,10,400,10,6,35,12
219,12,18,387,15,12,32,14
220,16,12,384,12,23,30,13
221,17,7,409,13,10,27,7
222,14,7,405,15,10,27,12
223,7,12,395,10,15,44,7
224,10,13,365,8,8,70,16
225,13,10,342,7,15,87,16
226,7,12,319,12,10,120,10
227,10,12,309,9,13,125,12
228,8,17,285,13,18,142,7
229,20,11,276,16,11,139,17
230,16,12,245,15,12,183,7
231,10,5,216,17,15,213,14
232,8,14,236,10,10,203,9
233,19,20,207,11,11,213,9
234,16,11,203,9,18,221,12
235,18,5,195,7,13,239,13
236,13,15,164,12,15,260,11
237,18,17,177,12,13,239,14
238,13,12,144,12,11,285,13
239,11,14,147,10,12,290,6
240,19,13,139,14,8,276,21
241,12,8,137,6,12,301,14
242,14,10,131,6,6,305,18
243,11,15,120,11,20,299,14
244,12,10,120,14,10,307,17
245,12,6,107,7,12,336,10
246,8,8,105,11,11,337,10
247,19,9,101,10,9,332,10
248,13,13,90,6,9,349,10
249,18,15,77,7,15,345,13
250,12,12,94,12,8,339,13
251,14,11,78,37,8,333,9
252,9,14,75,60,8,312,12
253,16,11,64,77,11,300,11
254,14,10,70,87,13,287,9
