iteration,exchangeRandom,inversion,swap,scramble,randomShuffle,addRandomly,shift
0,70,70,70,70,70,70,70
1,76,70,72,55,75,71,71
2,79,64,62,60,63,91,71
3,68,63,70,63,61,102,63
4,63,54,54,76,71,104,68
5,60,63,50,49,61,158,49
6,70,45,56,49,61,147,62
7,61,56,43,59,53,167,51
8,52,59,47,46,51,185,50
9,42,41,49,42,43,218,55
10,40,53,51,49,39,228,30
11,44,37,43,38,50,234,44
12,44,34,31,45,41,249,46
13,31,38,40,51,41,259,30
14,36,46,49,38,41,224,56
15,39,45,49,31,47,242,37
16,32,33,40,33,38,281,33
17,38,30,32,33,41,277,39
18,43,33,41,32,30,282,29
19,36,24,29,24,21,330,26
20,26,42,32,26,28,310,26
21,34,22,24,24,22,324,40
22,30,33,21,26,31,326,23
23,33,34,28,22,28,320,25
24,32,22,17,37,30,330,22
25,29,19,29,34,28,329,22
26,31,28,28,26,21,335,21
27,29,23,19,21,17,357,24
28,20,30,21,23,18,351,27
29,22,19,25,15,30,356,23
30,18,16,20,27,30,361,18
31,19,42,19,23,24,340,23
32,22,60,17,22,19,329,21
33,24,89,27,25,15,292,18
34,26,115,12,15,23,266,33
35,20,128,20,19,18,267,18
36,17,146,19,17,13,257,21
37,22,167,26,18,15,227,15
38,24,166,20,25,14,224,17
39,20,202,12,19,21,197,19
40,18,219,11,12,11,210,9
41,24,212,20,20,19,184,11
42,17,231,22,20,16,161,23
43,8,253,19,19,18,163,10
44,11,242,10,20,23,168,16
45,18,263,11,16,16,150,16
46,14,283,12,23,10,141,7
47,8,261,16,15,21,157,12
48,17,273,13,22,15,137,13
49,20,298,14,12,14,121,11
50,18,309,19,9,18,106,11
51,14,299,8,19,13,125,12
52,13,314,9,12,18,107,17
53,17,313,11,19,16,95,19
54,15,343,18,13,11,74,16
55,9,350,8,20,13,82,8
56,14,316,18,16,22,83,21
57,12,331,18,21,9,83,16
58,11,330,10,15,12,100,12
59,9,329,10,15,15,101,11
60,10,290,10,13,20,131,16
61,11,263,12,14,13,166,11
62,19,278,10,17,13,142,11
63,10,257,6,15,13,171,18
64,15,211,10,18,10,211,15
65,13,185,12,13,17,227,23
66,12,203,7,14,11,225,18
67,15,192,11,16,13,228,15
68,9,170,16,12,25,245,13
69,7,186,13,8,15,247,14
70,14,179,12,8,12,257,8
71,8,134,8,9,23,297,11
72,12,164,12,11,13,262,16
73,13,138,12,8,16,294,9
74,11,126,11,11,13,308,10
75,11,119,8,12,11,322,7
76,9,111,13,13,10,324,10
77,6,94,14,9,19,335,13
78,20,103,15,12,16,317,7
79,9,93,8,15,13,339,13
80,16,81,18,9,10,341,15
81,5,81,11,9,20,351,13
82,12,74,10,13,11,358,12
83,9,66,11,12,14,359,19
84,18,64,15,7,11,366,9
85,18,60,8,14,9,372,9
86,11,67,14,21,9,358,10
87,14,71,7,19,11,356,12
88,9,73,17,10,17,351,13
89,9,70,13,3,13,374,8
90,12,55,13,13,19,367,11
91,8,63,14,16,7,369,13
92,8,55,9,15,14,374,15
93,12,45,15,15,8,385,10
94,9,49,10,14,10,388,10
95,8,44,7,11,14,394,12
96,45,42,11,10,7,361,14
97,56,47,8,6,15,348,10
98,92,27,18,11,9,323,10
99,97,41,12,10,17,289,24
100,122,32,9,10,14,293,10
101,146,38,7,12,12,265,10
102,155,29,9,18,11,259,9
103,182,28,14,17,12,225,12
104,179,29,10,8,7,249,8
105,206,28,11,6,11,222,6
106,210,30,15,15,12,195,13
107,238,26,8,12,10,174,22
108,241,23,15,14,8,176,13
109,241,22,12,14,15,175,11
110,279,24,9,10,10,146,12
111,263,33,7,9,8,156,14
112,262,22,18,16,15,147,10
113,299,15,10,17,15,120,14
114,305,16,11,8,10,129,11
115,294,22,12,15,12,124,11
116,304,26,14,8,9,119,10
117,309,23,21,10,15,99,13
