iteration,exchangeRandom,inversion,swap,scramble,randomShuffle,addRandomly,shift
0,70,70,70,70,70,70,70
1,78,70,59,63,71,75,74
2,71,73,75,65,54,86,66
3,63,55,57,71,79,101,64
4,64,61,45,67,69,129,55
5,53,52,61,58,53,147,66
6,63,52,50,62,44,167,52
7,39,55,59,60,51,168,58
8,56,43,51,42,43,212,43
9,56,49,49,54,44,193,45
10,40,52,51,38,40,221,48
11,47,37,29,44,44,244,45
12,57,38,46,39,40,235,35
13,48,34,49,46,42,244,27
14,38,39,41,44,36,254,38
15,35,32,43,47,39,265,29
16,43,30,32,49,41,264,31
17,42,39,32,38,22,275,42
18,31,27,31,37,33,312,19
19,26,33,25,31,34,316,25
20,31,33,33,29,35,300,29
21,23,27,23,26,27,338,26
22,25,19,23,26,26,349,22
23,24,33,23,20,23,342,25
24,31,25,19,28,28,326,33
25,26,18,26,30,24,342,24
26,13,30,27,22,23,354,21
27,22,18,24,26,16,358,26
28,30,23,20,23,22,344,28
29,18,24,26,18,21,363,20
30,20,20,22,14,22,373,19
31,17,12,26,26,25,362,22
32,30,11,21,23,22,364,19
33,22,16,23,27,24,353,25
34,20,19,18,20,21,377,15
35,17,20,13,17,27,378,18
36,20,17,29,21,19,370,14
37,23,10,12,16,24,393,12
38,17,17,18,15,12,393,18
39,20,20,15,23,15,371,26
40,10,22,15,19,13,395,16
41,8,14,12,18,24,401,13
42,17,19,17,19,20,376,22
43,27,14,14,14,11,394,16
44,22,23,9,19,15,387,15
45,14,14,16,20,13,403,10
46,13,16,12,19,12,407,11
47,21,18,9,15,15,398,14
48,13,15,13,10,14,412,13
49,15,20,18,12,21,391,13
50,16,16,11,15,18,394,20
51,16,10,9,24,12,407,12
52,14,16,16,21,18,391,14
53,11,11,16,18,9,412,13
54,12,13,14,22,13,402,14
55,21,16,11,21,12,399,10
56,16,14,9,17,12,417,5
57,11,14,15,19,9,415,7
58,22,16,8,16,12,401,15
59,15,12,16,16,9,405,17
60,16,15,2,21,16,413,7
61,10,18,11,22,20,394,15
62,18,10,10,12,9,411,20
63,17,23,11,8,19,405,7
64,13,14,11,11,13,423,5
65,19,10,7,9,13,420,12
66,17,8,9,13,15,415,13
67,7,13,15,15,16,411,13
68,15,11,15,18,10,410,11
69,8,8,11,6,13,423,21
70,20,19,14,12,9,396,20
71,15,15,7,14,14,415,10
72,13,17,11,11,11,417,10
73,10,12,14,16,12,415,11
74,12,9,18,12,14,414,11
75,15,16,9,14,18,406,12
76,10,6,9,10,14,431,10
77,11,9,8,9,9,433,11
78,16,9,11,10,14,418,12
79,23,13,14,7,11,410,12
80,13,14,12,10,7,418,16
81,15,12,12,10,16,419,6
82,9,8,15,15,9,420,14
83,17,16,14,17,16,395,15
84,14,14,18,14,10,406,14
85,7,15,21,16,18,398,15
86,11,13,8,14,14,417,13
87,20,18,6,10,15,410,11
88,14,12,12,13,16,408,15
89,15,11,11,15,13,409,16
90,10,18,8,15,17,407,15
91,11,19,4,16,12,415,13
92,17,12,5,11,17,412,16
93,11,12,8,11,16,421,11
94,17,8,3,13,10,429,10
95,13,14,5,12,15,415,16
96,10,11,9,11,13,425,11
97,15,8,10,9,8,421,19
98,9,16,3,7,14,426,15
99,15,11,9,13,12,420,10
100,14,17,15,7,9,413,15
101,14,11,6,16,16,418,9
102,9,11,8,12,9,427,14
103,11,10,8,15,12,414,20
104,12,7,17,11,16,412,15
105,6,18,7,7,11,430,11
106,15,6,6,7,12,430,14
107,12,10,12,6,11,419,20
108,7,44,12,17,18,382,10
109,17,62,11,9,7,371,13
110,9,87,9,17,11,344,13
111,12,100,17,10,14,322,15
112,21,111,10,8,15,320,5
