iteration,exchangeRandom,inversion,swap,scramble,randomShuffle,addRandomly,shift
0,70,70,70,70,70,70,70
1,68,52,79,83,77,73,58
2,59,51,62,64,80,106,68
3,62,59,70,65,78,94,62
4,49,48,63,76,68,137,49
5,62,58,65,60,52,139,54
6,55,53,56,67,41,166,52
7,52,71,53,43,47,168,56
8,35,57,57,49,48,190,54
9,41,46,49,48,50,205,51
10,43,52,45,45,31,216,58
11,40,38,51,39,52,229,41
12,47,39,46,44,45,209,60
13,40,38,29,48,43,212,80
14,45,42,34,43,41,164,121
15,34,41,39,36,40,176,124
16,27,41,42,52,35,163,130
17,43,29,30,32,41,161,154
18,26,35,32,39,33,149,176
19,28,21,31,34,40,139,197
20,31,21,27,30,32,136,213
21,29,20,30,39,21,142,209
22,22,24,20,24,37,129,234
23,26,32,26,30,22,116,238
24,30,19,27,30,23,106,255
25,28,20,19,25,21,96,281
26,27,29,44,30,27,83,250
27,20,26,19,23,26,98,278
28,13,24,30,37,28,78,280
29,19,16,18,28,19,61,329
30,19,24,23,14,26,100,284
31,21,15,22,30,17,76,309
32,17,20,25,23,17,89,299
33,20,17,19,24,14,63,333
34,29,17,20,18,25,65,316
35,25,19,24,39,14,66,303
36,11,23,18,69,23,51,295
37,14,28,20,53,16,72,287
38,16,19,11,75,13,81,275
39,20,18,20,99,17,61,255
40,28,15,24,114,17,70,222
41,16,14,5,134,18,62,241
42,13,13,11,163,10,57,223
43,14,19,14,189,12,54,188
44,18,15,19,175,21,50,192
45,13,18,9,201,14,60,175
46,15,17,19,202,21,54,162
47,10,17,15,234,21,49,144
48,10,14,18,238,20,47,143
49,17,13,13,263,14,39,131
50,16,10,13,275,16,39,121
51,5,13,12,262,22,44,132
52,9,19,11,276,20,38,117
53,12,20,16,282,15,37,108
54,14,12,8,301,16,43,96
55,16,19,18,287,14,29,107
56,13,19,13,305,15,31,94
57,11,13,10,305,17,26,108
58,14,14,8,327,18,30,79
59,13,15,12,325,13,32,80
60,14,17,9,335,12,20,83
61,15,10,10,325,24,17,89
62,8,18,11,344,12,34,63
63,13,9,13,351,11,20,73
64,15,14,19,349,16,23,54
65,13,13,6,371,14,19,54
66,20,11,14,351,15,23,56
67,12,11,11,361,18,24,53
68,8,14,14,377,10,14,53
69,11,6,8,384,13,20,48
70,20,8,10,369,17,18,48
71,9,7,6,394,13,16,45
72,18,14,10,379,12,28,29
73,15,5,13,378,13,19,47
74,16,12,9,386,9,17,41
75,13,15,9,361,13,34,45
76,19,10,9,359,10,43,40
77,13,8,11,328,11,73,46
78,15,9,8,317,12,93,36
79,9,9,16,296,14,108,38
80,10,6,6,284,9,138,37
81,7,12,13,271,16,145,26
82,10,14,15,263,13,149,26
83,14,12,13,242,9,176,24
84,9,14,12,218,12,196,29
85,9,9,17,210,12,202,31
86,11,6,7,207,14,217,28
87,8,9,12,201,15,222,23
88,12,10,18,189,16,223,22
89,8,8,11,151,14,277,21
90,6,16,19,145,13,271,20
91,9,15,8,132,13,292,21
92,8,6,10,152,8,295,11
93,15,8,16,121,12,303,15
94,8,13,14,116,17,301,21
95,16,11,11,110,18,300,24
96,9,11,8,95,8,339,20
97,13,16,9,109,14,317,12
98,16,10,21,101,7,313,22
99,11,10,16,99,12,327,15
100,20,16,12,78,10,341,13
101,21,12,7,93,11,326,20
102,13,13,17,75,13,341,18
103,8,10,18,70,14,358,12
104,15,11,13,84,14,336,17
105,12,12,13,78,9,351,15
106,13,5,12,64,16,367,13
107,12,8,5,61,14,379,11
108,15,6,11,76,12,354,16
109,13,11,11,55,14,373,13
110,14,10,9,66,15,360,16
111,7,20,13,46,11,375,18
112,12,11,7,48,10,384,18
113,13,16,10,53,11,375,12
114,10,7,16,52,13,373,19
115,17,13,11,46,11,377,15
116,19,6,33,53,12,354,13
117,12,6,40,46,14,358,14
118,10,6,75,27,21,341,10
119,14,6,87,30,16,324,13
120,11,11,112,42,11,285,18
121,17,12,132,36,16,267,10
122,9,14,128,37,20,263,19
123,12,9,160,36,12,247,14
124,14,11,170,34,12,238,11
125,20,9,169,30,17,237,8
126,11,6,200,35,14,209,15
127,13,8,232,34,18,179,6
128,15,13,230,33,10,182,7
129,13,7,248,26,10,173,13
130,6,7,255,22,10,180,10
131,11,13,268,22,18,148,10
132,13,7,268,26,15,150,11
133,12,12,262,30,11,155,8
134,13,9,292,24,20,120,12
135,12,20,300,21,8,119,10
136,13,12,296,15,11,129,14
137,9,14,324,18,13,101,11
138,7,13,321,21,15,99,14
139,8,13,320,24,14,98,13
140,18,8,345,22,9,79,9
141,9,9,344,23,7,85,13
142,13,15,335,23,9,83,12
143,9,9,339,22,15,81,15
144,11,10,357,16,11,72,13
145,17,8,356,10,19,74,6
146,11,11,356,18,10,75,9
147,5,12,365,15,15,66,12
148,14,14,358,17,17,62,8
149,10,5,362,14,17,68,14
150,15,13,364,12,22,58,6
151,13,12,367,18,16,51,13
152,9,9,387,16,10,46,13
153,7,11,391,14,6,48,13
154,12,14,385,12,8,46,13
155,13,13,375,12,15,51,11
156,13,8,383,11,19,41,15
157,11,10,388,12,15,44,10
158,12,14,368,16,17,43,20
159,11,12,394,15,11,36,11
160,10,10,399,14,18,29,10
161,9,14,383,20,16,31,17
162,10,6,396,14,17,36,11
163,9,12,407,14,11,31,6
164,16,7,396,20,14,30,7
165,18,7,396,11,11,36,11
166,19,7,396,11,17,24,16
167,14,13,402,13,13,27,8
168,11,9,410,13,12,25,10
169,6,9,406,14,13,30,12
170,10,9,412,10,15,21,13
171,5,9,403,12,19,29,13
172,14,8,407,16,13,17,15
173,16,12,393,16,14,23,16
174,5,13,409,15,18,19,11
175,14,8,399,18,14,18,19
176,13,10,408,11,9,21,18
177,10,11,419,13,12,19,6
178,15,10,414,11,11,15,14
179,11,11,400,14,12,23,19
180,15,7,415,12,12,18,11
181,15,10,401,11,17,20,16
182,6,8,408,18,19,17,14
183,9,12,407,18,12,14,18
184,10,11,412,15,12,16,14
185,6,7,394,14,14,48,7
186,6,7,366,12,15,70,14
187,9,7,347,16,11,88,12
188,8,5,335,15,17,97,13
189,16,9,302,17,9,128,9
190,14,10,282,17,21,133,13
191,11,12,288,13,14,141,11
192,13,8,240,12,18,185,14
193,9,13,258,8,14,176,12
194,8,11,234,18,8,195,16
195,12,20,212,10,9,215,12
196,11,19,201,7,14,227,11
197,8,15,200,12,23,221,11
198,13,9,169,10,16,260,13
199,15,13,166,16,12,257,11
200,19,14,175,16,7,246,13
201,14,12,143,21,9,278,13
202,12,10,150,13,12,280,13
203,9,11,140,18,18,285,9
204,12,11,123,9,16,310,9
205,14,16,136,9,12,294,9
206,4,16,97,14,9,339,11
207,12,8,115,11,13,321,10
208,14,10,94,11,10,336,15
209,6,10,115,10,9,326,14
210,14,14,90,11,10,339,12
211,6,15,86,15,12,343,13
212,14,11,80,8,12,354,11
213,11,16,83,10,15,343,12
214,10,13,61,12,16,360,18
215,5,16,77,10,12,357,13
216,18,12,67,13,15,356,9
217,12,17,51,7,9,377,17
218,8,13,64,11,8,369,17
219,10,8,53,11,16,380,12
220,14,12,48,16,6,381,13
221,6,6,48,16,21,380,13
222,13,9,71,7,17,357,16
223,11,10,36,10,14,396,13
224,13,8,39,14,15,393,8
225,13,12,31,14,11,399,10
226,10,17,39,8,9,389,18
227,15,28,42,10,16,366,13
228,12,66,38,8,14,342,10
229,12,86,32,7,17,334,2
230,13,94,36,10,10,315,12
231,12,128,30,12,9,286,13
232,8,138,37,11,10,276,10
233,9,150,33,10,13,271,4
234,8,168,20,10,16,257,11
235,13,201,32,11,8,211,14
236,11,195,32,12,12,220,8
237,15,207,25,9,13,211,10
238,14,214,21,15,10,202,14
239,13,250,29,8,4,172,14
240,13,246,26,15,15,158,17
241,12,258,14,12,14,170,10
242,8,274,18,12,14,149,15
243,6,265,19,18,13,158,11
244,10,250,30,9,17,160,14
245,15,249,23,8,10,172,13
246,7,264,21,14,15,156,13
247,12,269,13,11,11,157,17
248,8,250,13,13,12,185,9
249,6,281,20,9,11,158,5
250,9,277,24,13,18,133,16
251,12,295,19,9,9,132,14
252,9,288,26,13,16,125,13
253,10,304,10,8,15,133,10
254,8,316,14,16,14,114,8
255,13,335,17,9,7,101,8
256,14,327,18,9,15,99,8
257,7,329,14,13,8,108,11
258,10,331,23,16,12,88,10
259,13,348,17,11,12,82,7
260,11,348,16,16,11,78,10
261,15,356,12,7,12,80,8
262,10,339,8,20,11,93,9
263,8,340,16,12,12,95,7
264,11,339,16,12,9,90,13
265,18,343,28,15,7,71,8
266,17,311,40,13,10,83,16
267,10,330,68,10,5,57,10
268,10,300,91,7,15,57,10
269,18,256,84,32,19,70,11
270,16,239,89,52,15,66,13
271,8,239,110,56,10,55,12
272,6,244,81,77,11,64,7
273,13,222,80,52,11,107,5
274,12,195,80,55,21,114,13
275,15,189,73,57,20,120,16
276,12,166,68,57,14,159,14
277,17,164,78,52,14,154,11
278,13,161,67,51,12,177,9
279,13,143,59,56,16,195,8
280,9,129,59,51,15,212,15
281,8,138,47,45,15,230,7
282,12,119,65,38,14,230,12
283,14,111,52,45,7,252,9
284,11,104,56,41,16,257,5
285,11,108,46,39,12,263,11
286,13,111,46,37,16,255,12
287,14,79,41,32,14,301,9
288,8,103,54,40,8,265,12
289,12,93,31,25,21,297,11
290,11,87,30,31,12,309,10
291,10,74,32,36,9,315,14
292,12,79,36,26,10,317,10
293,12,65,37,22,13,326,15
294,9,83,24,31,12,318,13
295,10,63,27,19,15,348,8
296,19,55,33,29,13,337,4
297,11,46,31,20,10,355,17
298,11,37,34,19,13,364,12
299,15,45,27,27,12,353,11
300,12,44,30,27,9,355,13
301,10,48,26,24,7,365,10
302,11,30,37,20,5,373,14
303,12,36,21,18,12,375,16
304,15,39,25,18,15,363,15
305,10,40,22,11,10,387,10
306,14,31,26,12,17,380,10
307,12,36,16,16,4,391,15
308,12,46,16,24,16,365,11
309,11,39,15,24,5,384,12
310,8,40,17,12,12,386,15
311,9,23,23,22,14,389,10
312,15,39,20,15,19,366,16
313,14,35,26,15,10,383,7
314,8,30,11,14,8,396,23
315,13,28,14,17,11,394,13
316,6,26,21,19,8,403,7
317,10,36,13,14,8,400,9
318,12,19,24,17,7,390,21
319,14,27,17,14,10,400,8
320,13,21,23,16,5,397,15
321,11,21,16,9,10,412,11
322,16,20,15,14,8,403,14
323,15,18,17,13,12,398,17
324,6,27,14,14,6,412,11
325,10,17,16,18,9,409,11
326,8,20,28,13,8,402,11
327,7,12,19,18,9,410,15
328,9,19,14,19,6,420,3
329,11,21,16,12,11,400,19
330,18,18,16,7,10,405,16
331,15,15,11,13,17,403,16
332,11,15,10,17,13,419,5
333,12,10,14,10,8,424,12
334,11,21,18,7,8,416,9
335,13,16,13,11,5,425,7
336,14,17,15,15,12,406,11
337,9,17,11,17,12,416,8
