iteration,exchangeRandom,inversion,swap,scramble,randomShuffle,addRandomly,shift
0,70,70,70,70,70,70,70
1,75,71,79,72,67,69,57
2,70,57,74,72,70,87,60
3,56,68,68,67,58,111,62
4,58,67,62,56,58,132,57
5,60,66,44,42,71,144,63
6,54,62,67,45,45,172,45
7,49,44,58,53,47,179,60
8,47,56,50,53,41,191,52
9,42,33,52,53,52,219,39
10,52,50,40,54,37,218,39
11,42,50,43,33,43,237,42
12,41,39,40,49,39,252,30
13,43,31,35,49,26,256,50
14,46,37,42,50,33,250,32
15,33,34,46,37,41,264,35
16,38,35,30,32,40,278,37
17,27,36,26,39,41,292,29
18,33,27,32,43,31,292,32
19,20,32,34,36,33,296,39
20,30,31,40,35,36,287,31
21,27,21,23,30,37,320,32
22,25,23,26,36,21,330,29
23,29,26,26,27,21,332,29
24,27,26,22,23,30,340,22
25,31,34,20,27,27,333,18
26,34,21,32,28,24,326,25
27,18,30,25,20,26,339,32
28,18,32,26,19,19,355,21
29,23,16,17,20,24,368,22
30,24,15,20,20,20,363,28
31,22,26,17,19,22,370,14
32,27,18,29,19,19,357,21
33,32,14,19,19,25,364,17
34,18,22,22,24,25,361,18
35,16,22,24,20,17,379,12
36,27,12,15,24,11,382,19
37,23,22,13,19,22,370,21
38,21,19,21,14,12,387,16
39,18,17,21,20,14,383,17
40,19,15,15,19,15,388,19
41,16,14,18,14,20,394,14
42,17,12,15,17,13,402,14
43,16,18,17,19,15,377,28
44,14,17,13,11,13,410,12
45,21,11,18,16,17,391,16
46,23,15,12,17,10,397,16
47,22,13,18,16,12,396,13
48,19,6,13,18,16,403,15
49,19,7,12,18,21,395,18
50,16,11,15,17,10,405,16
51,22,8,11,16,10,408,15
52,22,9,8,18,10,405,18
53,12,14,11,13,13,408,19
54,20,9,13,10,9,418,11
55,14,10,21,17,10,399,19
56,12,8,17,17,17,400,19
57,20,14,13,18,10,399,16
58,12,13,13,12,8,419,13
59,17,12,14,9,19,403,16
60,20,11,17,17,11,389,25
61,14,11,21,16,10,395,23
62,11,14,17,9,16,408,15
63,17,6,17,16,12,410,12
64,14,19,15,13,17,402,10
65,15,17,11,14,6,417,10
66,14,20,13,16,3,417,7
67,10,8,14,14,12,414,18
68,13,17,9,5,13,422,11
69,15,10,12,13,3,418,19
70,13,17,13,14,11,413,9
71,19,8,12,17,11,409,14
72,11,12,8,10,10,428,11
73,19,12,10,12,12,411,14
74,15,21,12,15,6,406,15
75,13,13,13,15,9,415,12
76,8,12,19,12,10,421,8
77,14,10,17,18,10,407,14
78,12,15,14,12,10,417,10
79,17,12,10,11,8,412,20
80,17,13,19,11,12,407,11
81,17,11,15,10,10,422,5
82,15,10,13,13,13,410,16
83,13,17,13,11,7,421,8
84,9,12,14,13,4,428,10
85,10,16,10,12,6,424,12
86,9,15,12,13,9,416,16
87,12,15,44,19,13,374,13
88,16,17,63,14,7,360,13
89,13,13,66,11,10,365,12
90,11,14,112,18,8,313,14
91,15,13,123,11,14,295,19
92,10,15,138,9,11,298,9
93,15,15,152,8,11,272,17
94,9,16,181,16,8,243,17
95,11,12,187,9,10,249,12
96,10,12,183,15,16,232,22
97,12,13,190,16,14,238,7
98,13,10,240,12,6,196,13
99,11,8,244,12,8,197,10
100,11,7,240,13,11,191,17
101,15,14,245,12,8,178,18
102,11,5,272,13,18,155,16
103,15,14,291,18,12,133,7
104,13,14,274,15,11,150,13
105,11,16,312,6,8,124,13
106,13,11,302,13,12,132,7
107,11,17,303,10,13,124,12
108,12,15,307,8,9,126,13
109,15,19,331,10,7,98,10
110,11,12,330,10,11,103,13
111,17,8,354,10,10,80,11
112,11,7,326,15,15,102,14
113,7,11,355,12,9,85,11
114,14,16,341,14,15,84,6
115,13,18,342,14,9,81,13
116,13,13,347,13,13,78,13
117,13,15,337,10,14,86,15
118,8,11,338,16,11,98,8
119,16,15,320,13,16,93,17
120,15,17,276,11,15,142,14
121,10,12,288,13,13,147,7
122,10,9,246,8,12,193,12
123,17,16,227,9,16,190,15
124,21,6,235,9,6,199,14
125,20,13,212,8,12,215,10
126,9,10,227,10,8,219,7
127,19,14,188,9,8,245,7
128,14,10,177,11,7,258,13
129,19,4,174,14,6,266,7
130,10,15,149,11,10,286,9
131,18,7,150,15,9,279,12
132,15,12,156,7,9,282,9
133,17,13,127,14,13,297,9
134,19,11,140,12,15,278,15
135,5,5,131,13,9,318,9
136,10,17,110,10,11,320,12
137,13,9,111,13,6,328,10
138,11,9,104,9,9,340,8
139,14,16,81,15,8,338,18
140,14,9,88,40,16,309,14
141,9,15,94,55,14,295,8
142,9,13,85,91,7,270,15
143,12,16,79,102,11,261,9
144,15,12,66,114,13,253,17
145,12,10,67,147,14,235,5
146,13,16,65,148,12,225,11
147,9,12,63,158,15,218,15
148,16,5,55,186,17,201,10
149,8,7,71,192,11,190,11
150,20,10,47,193,17,192,11
151,10,13,52,206,15,186,8
152,12,18,55,226,14,155,10
153,7,11,47,235,12,163,15
154,17,7,50,247,13,147,9
155,9,17,49,250,14,137,14
156,13,17,44,248,17,138,13
157,11,11,36,271,10,139,12
158,17,15,44,266,10,130,8
159,10,13,44,261,8,142,12
160,17,14,26,272,13,133,15
161,10,12,35,289,11,121,12
162,15,9,28,305,9,108,16
163,9,15,32,293,14,119,8
164,16,12,20,304,13,112,13
165,13,7,31,295,10,122,12
166,9,12,21,320,12,110,6
167,12,11,27,291,11,123,15
168,16,15,18,317,10,100,14
169,16,13,27,334,12,78,10
170,13,9,28,335,12,83,10
171,14,13,21,334,18,79,11
172,13,12,25,353,10,64,13
173,4,12,16,356,11,83,8
174,6,8,17,368,4,73,14
175,12,9,22,358,9,67,13
176,9,20,14,359,12,63,13
177,9,12,24,367,7,60,11
178,9,11,21,350,12,77,10
179,5,10,14,378,8,66,9
180,11,16,18,363,10,60,12
181,11,13,27,364,13,57,5
182,15,5,16,375,12,52,15
183,8,10,11,381,14,53,13
184,8,12,12,387,9,48,14
185,12,22,20,365,9,47,15
186,14,8,23,363,11,61,10
187,11,17,20,345,12,73,12
188,11,13,16,346,17,74,13
189,24,12,18,300,10,117,9
190,11,17,14,286,9,144,9
191,16,16,20,278,9,143,8
