iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly,shift
0,50,50,50,50,50,50,50,50,50
1,53,42,52,48,57,53,56,42,47
2,48,45,50,94,40,39,38,50,46
3,101,42,29,92,39,33,40,31,43
4,130,32,34,81,35,34,30,29,45
5,164,84,35,49,25,22,29,23,19
6,149,132,20,58,19,17,15,27,13
7,108,183,14,49,26,22,19,13,16
8,91,191,11,37,24,60,16,7,13
9,60,249,13,24,11,57,12,15,9
10,65,258,7,21,13,51,15,8,12
11,55,215,6,87,16,43,7,10,11
12,58,181,8,125,5,40,9,11,13
13,39,152,6,187,7,37,8,8,6
14,31,125,7,226,8,30,9,7,7
15,23,117,9,248,9,22,8,8,6
16,18,75,7,291,7,30,9,8,5
17,22,93,7,284,9,14,10,4,7
18,21,74,2,331,3,10,5,3,1
19,11,60,7,346,6,4,3,7,6
20,10,47,7,349,8,11,6,5,7
21,11,43,6,362,5,9,5,4,5
22,11,30,2,377,4,5,8,10,3
23,14,27,0,393,1,10,1,3,1
24,15,28,1,385,3,9,2,3,4
25,10,20,3,396,4,6,3,1,7
26,5,13,2,406,5,7,1,5,6
27,6,21,2,396,2,5,5,2,11
28,8,10,4,405,2,10,3,5,3
29,9,14,3,412,4,2,3,1,2
30,5,10,6,412,3,7,4,1,2
31,5,9,6,408,2,6,4,5,5
32,7,3,2,417,3,6,5,4,3
33,7,7,1,424,1,2,5,2,1
34,4,4,6,412,9,6,4,3,2
35,5,5,6,422,0,1,6,0,5
36,1,9,7,418,6,1,1,3,4
37,4,8,2,412,3,5,5,5,6
38,68,6,0,362,4,2,4,3,1
39,125,7,4,292,4,4,3,3,8
40,155,4,4,282,2,0,1,1,1
41,188,1,1,245,4,4,3,1,3
42,214,5,2,217,2,8,0,2,0
43,250,7,3,177,1,2,2,2,6
44,277,1,4,152,2,2,6,2,4
45,314,4,1,115,3,6,4,1,2
46,329,7,4,98,3,3,2,1,3
47,290,4,1,142,2,3,2,3,3
48,304,1,0,130,4,4,0,5,2
49,338,4,2,91,4,2,4,1,4
50,331,5,4,89,6,6,5,1,3
51,358,2,3,68,3,7,2,3,4
52,367,3,3,64,4,1,2,2,4
53,386,3,3,44,1,2,6,2,3
54,374,4,3,46,3,3,7,5,5
55,397,1,1,38,5,1,5,1,1
56,360,0,0,75,4,3,6,1,1
57,312,0,4,115,4,5,6,2,2
58,235,1,0,141,4,2,1,62,4
59,185,3,1,124,3,2,3,126,3
60,148,2,2,108,5,3,1,180,1
61,132,1,2,86,5,6,6,211,1
62,128,4,1,72,5,2,2,234,2
63,85,2,10,55,3,2,3,286,4
64,77,2,2,48,2,5,0,309,5
65,73,0,2,40,4,4,3,319,5
66,51,0,1,40,4,2,2,347,3
67,39,3,3,33,2,5,3,362,0
68,34,2,6,25,4,3,4,371,1
69,34,2,3,22,3,4,1,380,1
70,21,2,0,18,6,2,5,395,1
71,19,7,5,16,3,2,8,385,5
72,22,4,4,15,2,1,3,395,4
73,19,2,1,10,2,6,3,403,4
74,14,3,1,15,5,6,2,402,2
75,11,6,2,10,3,6,6,401,5
76,7,4,0,10,2,2,2,420,3
77,12,5,3,8,2,2,1,414,3
78,6,4,0,3,5,2,4,422,4
79,7,2,4,5,5,4,2,418,3
80,9,5,4,3,4,1,2,417,5
81,3,7,1,1,1,3,1,369,64
82,4,4,0,1,0,2,1,330,108
83,3,3,3,5,4,3,3,291,135
84,3,1,3,6,3,0,2,279,153
85,5,3,1,2,1,2,1,299,136
86,1,2,2,3,3,3,3,273,160
87,3,3,2,6,2,1,1,290,142
88,2,3,3,0,3,5,2,340,92
89,2,2,1,5,3,5,2,354,76
90,6,3,1,5,4,4,5,354,68
91,0,2,2,1,0,2,3,320,120
92,2,1,3,2,2,1,4,280,155
93,1,4,2,0,0,3,1,276,163
94,3,2,3,3,0,1,0,241,197
95,1,4,1,2,0,2,1,199,240
96,3,2,4,2,2,0,4,186,247
97,6,3,3,2,3,1,4,173,255
98,1,3,0,2,3,2,3,203,233
99,0,0,1,2,0,2,2,214,229
100,2,5,2,2,0,3,2,214,220
101,1,1,4,2,3,2,3,212,222
102,1,1,2,0,3,1,4,210,228
103,2,2,0,1,2,3,1,212,227
104,2,0,1,3,1,2,1,208,232
105,0,0,3,0,3,4,1,226,213
106,1,1,2,1,2,3,0,226,214
107,1,1,4,3,0,2,1,217,221
108,0,3,2,1,0,2,1,220,221
109,2,5,0,3,0,3,3,197,237
110,2,3,1,1,1,4,1,179,258
111,1,2,5,1,1,2,5,159,274
112,2,3,0,2,1,2,0,164,276
113,1,3,0,1,2,2,1,181,259
114,4,2,0,4,4,1,1,199,235
115,2,1,2,4,2,4,1,196,238
116,4,1,0,3,0,1,3,201,237
117,2,1,1,3,2,1,0,217,223
118,1,2,2,0,5,1,2,181,256
119,1,1,0,2,2,3,3,182,256
120,6,1,3,1,2,2,1,208,226
121,1,2,1,2,1,1,0,203,239
122,0,2,0,2,3,1,3,210,229
123,3,0,2,1,0,2,1,214,227
124,1,2,0,0,3,2,3,202,237
125,1,2,2,1,1,1,3,211,228
126,6,4,0,1,2,0,2,222,213
127,0,1,0,0,2,2,3,211,231
128,1,2,0,2,1,1,1,207,235
129,2,3,1,1,7,0,3,212,221
130,2,1,0,1,2,0,4,210,230
131,0,3,2,3,0,0,0,223,219
132,1,3,3,0,2,2,2,163,274
133,1,1,2,1,2,1,0,150,292
134,1,1,0,2,1,3,1,170,271
135,1,1,4,3,1,1,3,166,270
136,4,2,2,3,2,0,0,183,254
137,3,0,2,4,1,1,1,199,239
138,1,2,2,0,1,4,1,241,198
139,2,1,2,0,3,1,2,262,177
140,3,6,2,3,1,2,3,283,147
141,3,4,3,5,4,1,2,326,102
142,1,1,2,5,2,3,3,328,105
143,3,2,4,1,2,3,2,357,76
144,5,1,2,0,2,3,4,351,82
145,2,1,2,4,4,5,1,373,58
146,3,2,2,4,2,6,3,388,40
147,6,3,1,5,1,3,4,390,37
148,3,3,1,1,5,2,4,405,26
149,1,5,4,7,6,5,3,381,38
150,1,2,1,3,2,1,2,424,14
151,1,6,2,4,2,4,6,402,23
152,1,6,1,3,2,6,2,414,15
153,3,5,5,3,0,7,3,415,9
154,3,4,4,3,2,2,0,423,9
155,2,5,3,3,3,8,3,413,10
156,0,3,5,2,6,3,1,424,6
157,2,3,1,2,0,6,3,425,8
158,0,4,2,3,0,3,5,422,11
159,1,3,1,3,3,1,4,430,4
160,0,4,4,2,3,6,2,423,6
161,4,3,4,5,1,2,4,413,14
162,4,4,4,1,2,6,8,415,6
163,2,2,5,3,2,6,4,421,5
164,6,3,4,4,4,4,3,419,3
165,4,3,6,3,4,2,2,421,5
166,6,1,5,6,1,5,0,420,6
167,3,1,2,1,5,3,3,427,5
168,2,4,3,5,5,3,3,422,3
169,2,5,3,3,3,3,2,425,4
170,3,8,0,6,0,3,3,427,0
171,3,3,2,6,3,2,4,424,3
172,1,2,2,6,6,2,3,427,1
173,4,4,3,8,4,1,1,424,1
174,0,1,2,3,3,0,3,431,7
175,4,5,1,0,5,0,5,426,4
176,5,2,4,4,8,3,2,418,4
177,4,4,2,1,3,4,3,429,0
178,1,1,2,5,5,0,4,430,2
179,1,4,4,1,3,3,2,429,3
180,2,2,3,3,2,1,2,434,1
181,2,6,4,3,3,3,3,425,1
182,1,9,4,3,4,3,1,422,3
183,4,6,0,2,0,3,3,431,1
184,8,5,1,3,2,0,3,428,0
185,1,7,2,2,2,6,3,425,2
186,6,7,0,4,5,3,1,423,1
187,3,5,1,5,3,1,2,425,5
188,3,4,0,0,1,4,3,434,1
189,0,3,3,3,3,2,2,431,3
190,2,5,2,0,3,0,2,431,5
191,0,3,1,3,2,3,7,430,1
192,2,3,1,4,3,2,5,429,1
193,3,5,0,4,3,5,1,428,1
194,2,1,2,3,2,4,5,431,0
195,3,5,3,1,4,5,6,421,2
196,5,5,1,6,3,1,3,424,2
197,3,2,0,3,1,6,0,431,4
198,2,3,1,1,2,5,1,429,6
199,6,1,1,2,4,5,0,429,2
200,2,3,2,5,2,7,6,421,2
201,3,2,7,6,5,3,2,420,2
202,2,2,2,2,3,5,3,427,4
203,0,1,1,3,3,3,6,432,1
204,3,5,0,3,3,4,4,427,1
205,5,0,2,6,2,4,2,424,5
206,4,3,2,3,0,4,7,426,1
207,2,1,3,7,2,2,5,424,4
208,2,3,5,6,3,5,2,421,3
209,1,4,2,4,4,1,3,428,3
210,0,5,2,6,3,0,1,428,5
211,5,3,3,3,1,3,5,419,8
212,1,3,2,4,1,6,6,426,1
213,1,1,2,2,1,2,4,436,1
214,6,4,0,3,2,4,4,422,5
215,3,6,4,6,1,1,3,419,7
216,3,4,3,7,3,5,4,420,1
217,2,1,2,6,1,2,4,432,0
218,5,3,9,1,2,4,3,420,3
219,1,4,5,5,3,2,4,424,2
220,0,4,1,2,3,2,3,434,1
221,4,4,2,6,2,2,7,419,4
222,4,4,1,2,1,3,6,425,4
223,2,2,0,2,2,3,2,431,6
224,3,2,6,9,2,4,4,416,4
225,4,5,2,3,5,3,2,425,1
226,4,6,1,3,2,0,7,424,3
227,5,5,2,5,5,2,6,416,4
228,0,1,2,2,4,61,2,375,3
229,3,1,3,6,3,94,4,335,1
230,0,1,5,5,3,125,2,308,1
231,3,1,7,0,2,159,2,275,1
232,1,0,3,3,0,169,2,271,1
233,2,0,1,2,2,196,0,244,3
234,2,2,1,4,2,198,4,235,2
235,3,1,0,3,1,212,0,229,1
236,1,3,1,1,0,246,2,190,6
237,2,1,4,3,5,273,1,158,3
238,4,1,4,0,4,295,0,142,0
239,1,2,1,0,3,317,3,121,2
240,1,3,3,4,5,352,6,76,0
241,1,3,5,3,3,343,6,84,2
242,6,2,3,1,1,368,4,64,1
243,5,2,2,1,4,367,3,65,1
244,1,2,4,0,2,384,3,52,2
245,1,4,4,2,4,393,3,37,2
246,1,3,5,0,4,406,6,24,1
247,1,2,2,1,0,410,4,28,2
248,4,8,1,1,3,409,2,18,4
249,2,1,2,2,2,411,9,19,2
250,4,3,3,2,1,415,1,16,5
251,1,2,4,4,1,411,5,21,1
252,8,2,2,3,1,422,2,8,2
253,6,4,9,4,0,409,5,12,1
254,6,0,4,3,8,417,2,9,1
255,3,1,4,6,5,426,1,2,2
256,4,1,3,2,6,421,5,7,1
257,5,3,2,2,2,426,3,6,1
258,2,1,1,2,3,426,1,12,2
259,4,3,3,3,3,428,0,4,2
260,6,3,2,1,2,427,5,3,1
261,4,2,6,4,3,425,2,1,3
262,4,6,3,3,1,422,4,6,1
263,3,3,0,0,0,430,5,5,4
264,1,1,2,3,4,428,3,4,4
265,4,4,1,0,4,429,6,2,0
266,2,2,3,2,2,429,5,2,3
267,1,2,3,5,3,427,5,3,1
268,5,1,2,3,2,434,1,1,1
269,4,1,4,1,0,431,4,2,3
270,2,3,3,7,0,420,5,5,5
271,1,4,3,1,1,427,7,4,2
272,5,3,2,2,1,425,5,4,3
273,2,1,5,1,0,432,4,2,3
274,2,3,2,3,1,428,6,5,0
275,5,2,3,2,7,424,2,2,3
276,1,5,1,4,2,424,6,5,2
277,2,6,4,6,0,425,1,3,3
278,2,3,1,3,5,421,7,2,6
279,4,1,2,2,3,430,2,3,3
280,1,2,2,1,4,429,3,2,6
281,1,2,3,4,1,430,2,1,6
282,1,3,6,2,2,430,0,4,2
283,2,7,3,2,4,426,4,2,0
284,1,5,3,6,3,426,5,1,0
285,3,6,2,3,3,427,3,1,2
286,3,8,3,5,1,420,6,1,3
287,2,3,1,3,9,419,4,4,5
288,2,2,1,1,3,428,5,4,4
289,3,6,4,4,4,416,3,3,7
290,3,5,2,3,2,434,0,1,0
291,1,1,5,2,1,429,2,4,5
292,0,6,3,3,1,427,2,4,4
293,0,3,1,2,2,430,5,5,2
294,2,3,3,2,1,430,5,2,2
295,6,2,3,3,5,420,7,1,3
296,3,5,3,2,7,419,4,5,2
297,4,7,4,8,3,411,1,4,8
298,6,5,3,2,3,422,4,2,3
299,5,3,1,1,1,432,2,0,5
