iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly,shift
0,50,50,50,50,50,50,50,50,50
1,50,46,63,60,44,60,47,39,41
2,109,31,41,51,40,40,42,50,46
3,80,38,29,31,41,33,33,36,129
4,74,37,33,36,36,30,23,40,141
5,58,31,32,24,26,27,30,26,196
6,54,12,9,33,27,26,21,29,239
7,48,22,22,28,14,25,24,28,239
8,34,17,20,21,17,16,22,20,283
9,40,13,11,13,11,17,23,13,309
10,28,15,14,15,13,20,12,7,326
11,21,8,7,15,13,13,17,9,347
12,20,9,12,10,5,14,15,7,358
13,24,11,10,9,6,12,12,5,361
14,10,11,3,9,5,14,11,9,378
15,10,7,8,6,6,9,3,7,394
16,13,62,6,5,8,4,7,13,332
17,6,74,3,10,5,5,74,4,269
18,10,50,3,7,2,8,144,4,222
19,9,36,1,6,3,1,197,6,191
20,5,49,3,8,2,6,219,10,148
21,8,36,4,2,5,6,262,1,126
22,7,25,3,5,5,5,293,3,104
23,6,35,5,4,2,2,299,2,95
24,2,83,3,3,4,2,288,5,60
25,2,142,2,3,3,1,237,4,56
26,2,178,4,7,3,2,199,5,50
27,5,233,3,3,1,1,166,1,37
28,1,281,5,0,2,2,131,2,26
29,2,281,4,1,3,3,126,2,28
30,0,317,4,1,3,4,92,7,22
31,6,334,3,4,1,1,74,3,24
32,3,318,4,1,3,5,102,2,12
33,1,328,2,5,2,1,98,4,9
34,2,335,5,3,2,2,83,7,11
35,4,355,1,0,2,4,73,1,10
36,4,317,2,0,2,0,109,6,10
37,2,341,5,3,0,3,88,2,6
38,2,345,4,2,2,1,82,1,11
39,3,374,0,2,4,0,58,6,3
40,4,386,1,1,1,1,54,0,2
41,4,376,0,4,0,5,46,6,9
42,2,396,6,1,1,4,32,3,5
43,1,360,4,2,1,3,77,2,0
44,1,319,3,3,2,0,120,0,2
45,2,288,2,4,0,4,146,3,1
46,1,265,1,3,1,0,173,3,3
47,1,259,2,1,2,1,182,0,2
48,0,237,0,2,2,0,207,0,2
49,3,238,1,1,1,2,201,0,3
50,3,244,1,2,1,0,196,2,1
51,4,220,0,5,2,0,216,1,2
52,1,223,2,0,1,1,217,2,3
53,0,202,1,3,2,1,240,0,1
54,2,142,1,3,0,4,295,0,3
55,1,126,2,54,1,1,260,3,2
56,1,72,4,92,3,4,270,1,3
57,2,51,4,137,2,2,249,1,2
58,1,41,4,159,1,3,238,1,2
59,0,23,2,168,0,4,246,1,6
60,1,16,0,201,0,4,224,3,1
61,3,8,0,195,2,1,238,2,1
62,1,9,2,214,2,5,213,3,1
63,0,8,1,193,2,1,240,1,4
64,0,5,2,214,2,2,221,1,3
65,2,4,0,208,1,4,228,0,3
66,1,2,0,221,0,0,225,0,1
67,1,0,1,234,1,1,211,1,0
68,1,4,0,228,2,3,211,1,0
69,0,1,2,203,2,0,239,2,1
70,2,0,0,222,1,2,221,1,1
71,3,1,0,253,1,4,186,2,0
72,0,2,4,280,3,2,154,2,3
73,3,5,1,294,3,1,138,3,2
74,0,8,2,322,4,2,112,0,0
75,1,5,0,299,2,2,134,3,4
76,1,2,3,265,3,3,165,3,5
77,0,0,0,273,3,1,171,1,1
78,2,0,0,303,1,2,138,1,3
79,2,4,3,310,2,1,123,2,3
80,3,3,0,338,0,2,100,2,2
81,3,6,5,348,1,2,78,5,2
82,5,3,2,363,1,2,68,2,4
83,1,0,4,316,0,3,123,3,0
84,0,5,0,335,1,1,103,5,0
85,1,6,3,359,1,5,71,3,1
86,4,3,2,366,1,4,62,5,3
87,2,4,2,365,2,1,69,3,2
88,5,2,0,384,2,1,52,0,4
