iteration,exchange,exchangeRandom,inversion,swap,scramble,add,addRandomly,shift
0,50,50,50,50,50,50,50,50
1,54,46,64,57,55,56,54,14
2,48,53,42,64,47,49,95,2
3,47,31,32,38,44,43,165,0
4,44,31,29,27,49,30,190,0
5,42,40,34,21,37,23,203,0
6,31,32,21,31,35,15,235,0
7,31,24,29,25,18,11,262,0
8,25,20,28,28,29,7,263,0
9,22,17,34,31,28,16,252,0
10,22,24,22,24,31,13,264,0
11,26,27,30,27,24,7,259,0
12,21,32,31,24,16,12,264,0
13,19,28,28,24,20,11,270,0
14,21,22,16,28,20,10,283,0
15,20,21,21,16,24,15,283,0
16,30,34,17,19,19,12,269,0
17,20,24,24,25,22,14,271,0
18,23,27,22,20,36,10,262,0
19,35,13,13,22,18,7,292,0
20,28,26,15,22,30,5,274,0
21,29,33,26,25,24,7,256,0
22,30,24,24,21,22,12,267,0
23,21,26,21,10,28,7,287,0
24,80,19,21,12,24,10,234,0
25,116,28,22,17,29,18,170,0
26,111,31,27,20,63,17,131,0
27,155,36,19,22,48,20,100,0
28,142,37,20,20,69,31,81,0
29,156,39,26,20,60,20,79,0
30,189,38,21,17,43,30,62,0
31,146,38,18,21,98,28,51,0
32,148,43,22,13,91,32,51,0
33,146,34,23,18,108,34,37,0
34,150,29,24,20,110,28,39,0
35,141,39,27,29,104,27,33,0
36,126,42,15,14,145,26,32,0
37,104,30,33,12,160,39,22,0
38,82,32,25,12,190,39,20,0
39,72,27,46,12,176,31,36,0
40,58,27,74,13,161,37,30,0
41,81,24,64,16,164,35,16,0
42,83,23,62,17,150,42,23,0
43,68,24,91,19,135,34,29,0
44,56,27,89,20,136,35,37,0
45,65,30,80,18,141,33,33,0
46,75,35,89,23,119,23,36,0
47,74,36,82,23,121,23,41,0
48,65,31,73,20,152,29,30,0
49,102,27,52,25,145,30,19,0
50,85,40,56,13,149,34,23,0
51,84,47,56,19,134,39,21,0
52,90,41,43,17,139,45,25,0
53,115,34,39,16,139,30,27,0
54,89,26,38,15,177,26,29,0
55,105,27,31,11,158,34,34,0
56,107,30,30,9,137,33,54,0
57,104,25,27,13,135,25,71,0
58,89,21,23,14,137,20,96,0
59,104,14,25,16,143,23,75,0
60,103,25,29,9,128,27,79,0
61,109,23,23,21,149,22,53,0
62,91,22,31,28,156,25,47,0
63,107,24,20,38,146,23,42,0
64,110,29,21,44,138,22,36,0
65,90,30,26,53,112,20,69,0
66,60,33,17,66,119,27,78,0
67,88,25,8,60,125,28,66,0
68,70,18,12,58,139,19,84,0
69,59,26,21,67,97,21,109,0
70,37,26,29,97,92,19,100,0
71,35,31,21,103,85,16,109,0
72,50,33,20,84,87,16,110,0
73,36,39,21,86,87,18,113,0
74,38,31,21,84,105,21,100,0
75,40,30,26,74,91,16,123,0
76,27,34,19,90,91,13,126,0
77,29,20,16,101,61,20,153,0
78,28,26,20,134,49,19,124,0
79,28,28,21,122,59,15,127,0
80,19,16,33,142,60,16,114,0
81,26,26,27,164,61,16,80,0
82,26,30,24,171,61,15,73,0
83,28,18,23,189,53,12,77,0
84,27,29,19,195,59,15,56,0
85,27,15,13,214,61,16,54,0
86,26,25,14,191,51,18,75,0
87,19,19,14,176,46,24,102,0
88,32,19,15,151,43,18,122,0
89,20,26,15,160,43,12,124,0
90,25,27,14,155,37,8,134,0
91,17,38,15,147,32,9,142,0
92,15,29,15,137,39,15,150,0
93,25,22,19,133,31,14,156,0
94,14,25,28,150,31,13,139,0
95,15,21,22,163,30,10,139,0
96,19,20,24,170,30,10,127,0
97,33,33,12,132,31,23,136,0
98,32,25,16,148,27,13,139,0
99,37,16,16,130,29,20,152,0
100,39,28,16,130,28,21,138,0
101,53,30,13,129,29,11,135,0
102,43,29,19,140,27,13,129,0
103,49,34,33,135,23,11,115,0
104,51,51,50,97,17,20,114,0
105,46,50,59,87,18,20,120,0
106,49,53,66,80,22,19,111,0
107,35,47,110,75,24,19,90,0
