iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly,shift
0,100,100,100,100,100,100,100,100,100
1,115,96,93,120,98,93,97,102,86
2,67,223,88,106,98,69,78,77,94
3,69,313,64,74,75,64,87,70,84
4,53,326,71,53,158,55,68,58,58
5,59,339,61,49,163,51,63,66,49
6,55,398,60,48,125,46,53,59,56
7,42,451,55,57,102,46,58,48,41
8,44,457,43,58,91,48,55,53,51
9,37,424,136,47,78,42,45,48,43
10,47,469,108,39,61,38,44,43,51
11,46,477,84,56,43,51,44,62,37
12,44,495,67,59,68,52,43,41,31
13,43,518,73,49,49,32,48,46,42
14,66,518,66,49,46,45,47,35,28
15,57,531,45,46,43,44,51,43,40
16,50,471,63,36,140,34,45,38,23
17,47,468,28,33,193,43,33,26,29
18,40,393,33,47,130,151,39,37,30
19,30,385,29,26,102,184,23,25,96
20,111,254,31,20,59,218,20,24,163
21,182,247,24,23,39,246,25,23,91
22,118,274,24,25,37,298,24,21,79
23,84,308,15,26,38,196,27,28,178
24,52,311,15,28,120,108,27,112,127
25,143,292,16,19,172,71,25,95,67
26,193,262,23,24,190,67,28,53,60
27,203,269,19,28,233,42,32,32,42
28,137,249,28,17,237,139,17,40,36
29,158,248,13,16,239,162,17,22,25
30,164,203,21,14,201,175,8,19,95
31,234,116,15,13,199,210,15,16,82
32,234,82,23,12,212,253,27,15,42
33,207,154,14,20,181,178,15,18,113
34,180,160,10,13,208,222,24,16,67
35,196,172,15,22,186,168,97,12,32
36,189,192,14,16,194,108,59,15,113
37,188,209,12,15,192,68,32,15,169
38,148,172,10,110,165,105,27,12,151
39,197,103,16,40,226,187,21,6,104
40,202,161,9,26,195,215,14,26,52
41,203,148,11,27,223,207,21,23,37
42,193,180,26,27,175,236,22,15,26
43,231,216,19,20,219,140,19,14,22
44,191,219,15,24,204,188,12,22,25
45,216,210,17,15,214,187,12,18,11
46,232,232,11,11,226,146,10,14,18
47,217,194,13,24,227,160,24,12,29
48,237,218,27,15,223,111,19,27,23
49,274,244,28,25,176,73,34,18,28
50,274,247,21,23,116,147,24,32,16
51,256,254,20,33,77,198,19,21,22
52,229,228,17,14,41,230,14,21,106
53,216,216,19,18,25,216,11,19,160
54,217,210,18,19,35,203,23,15,160
55,216,193,13,28,10,220,13,14,193
56,236,219,22,18,15,144,18,23,205
57,267,280,20,20,34,104,17,14,144
58,249,227,106,17,19,64,23,16,179
59,178,178,127,22,84,119,75,20,97
60,105,172,165,17,146,72,156,18,49
61,144,194,160,19,85,36,148,13,101
62,165,196,174,19,47,27,180,23,69
63,166,184,176,98,32,15,177,16,36
64,178,176,189,123,18,18,91,14,93
65,195,157,167,135,18,16,54,11,147
66,199,186,171,181,27,13,39,9,75
67,206,179,193,159,21,10,27,11,94
68,203,206,212,117,18,20,34,14,76
69,232,207,217,80,6,15,19,12,112
70,236,242,222,52,11,13,11,12,101
71,227,248,149,34,11,19,23,15,174
72,225,237,180,24,14,21,13,13,173
73,200,226,202,26,27,10,21,10,178
74,213,239,235,12,19,22,22,17,121
75,256,288,151,31,25,16,23,15,95
76,298,297,112,29,23,24,22,20,75
77,272,280,87,19,29,21,25,17,150
78,245,271,55,18,14,19,14,96,168
79,272,168,51,12,27,33,18,80,239
80,294,192,32,21,32,28,20,56,225
81,274,211,24,12,21,30,18,43,267
82,272,259,19,17,25,26,21,20,241
83,264,256,16,17,23,19,26,11,268
84,295,274,20,22,24,28,27,31,179
85,271,261,20,26,26,30,19,36,211
86,197,309,23,19,30,20,20,35,247
87,188,275,17,115,22,25,12,11,235
88,246,254,20,172,17,20,13,20,138
89,191,223,15,202,24,25,28,18,174
90,180,230,18,199,26,24,15,14,194
91,278,150,16,239,21,18,23,16,139
92,246,106,20,253,24,23,18,26,184
93,219,156,13,242,17,26,16,14,197
94,183,173,21,225,16,26,20,30,206
95,227,206,25,122,23,21,23,15,238
96,273,206,20,183,16,24,12,15,151
97,266,247,27,194,20,20,16,14,96
98,261,260,18,135,14,21,12,23,156
99,232,245,14,70,23,97,20,17,182
100,208,232,18,50,24,161,21,8,178
101,149,215,30,33,22,222,13,15,201
102,96,259,23,28,16,201,17,27,233
103,70,246,20,20,12,237,11,28,256
104,45,298,17,37,25,163,16,28,271
105,34,300,17,42,26,119,24,20,318
106,41,317,34,25,27,91,14,33,318
107,34,330,25,42,28,64,27,34,316
108,29,306,27,28,33,58,37,30,352
109,18,298,19,32,28,143,26,31,305
110,30,265,20,34,22,206,20,28,275
111,34,288,22,28,20,135,32,12,329
112,34,331,16,34,27,91,25,24,318
113,34,368,16,33,48,87,25,36,253
114,33,390,34,41,38,76,33,52,203
115,31,392,37,45,22,62,25,42,244
116,24,351,24,25,20,151,20,39,246
117,31,350,21,19,22,198,28,44,187
118,34,374,29,30,22,178,31,30,172
119,31,309,35,14,23,229,30,138,91
120,29,349,32,21,25,165,25,188,66
121,34,350,38,19,24,100,32,233,70
122,22,302,32,21,22,92,29,241,139
123,24,307,25,15,24,46,26,260,173
124,26,345,22,27,28,38,29,226,159
125,35,386,35,38,37,47,34,165,123
126,27,346,49,32,123,28,48,88,159
127,114,316,35,30,76,27,22,162,118
128,157,279,35,29,45,21,22,230,82
129,222,272,17,22,55,20,17,228,47
130,229,272,18,20,34,21,16,259,31
131,200,241,113,25,32,15,13,228,33
132,251,179,76,22,30,26,19,275,22
133,321,152,62,37,30,37,36,205,20
134,392,117,61,30,41,25,36,176,22
135,362,91,168,47,34,34,22,116,26
136,323,168,107,27,20,28,18,81,128
137,399,117,92,30,32,27,31,71,101
138,371,91,62,128,33,30,39,60,86
139,352,69,49,176,25,34,35,30,130
140,362,48,37,207,26,31,28,40,121
141,320,41,37,174,37,22,29,38,202
142,296,21,125,187,25,19,25,21,181
143,308,28,86,233,19,32,19,26,149
144,272,127,67,157,17,19,13,24,204
145,331,105,68,147,20,20,33,30,146
146,369,101,60,100,21,40,38,35,136
147,421,86,51,79,26,30,41,52,114
148,414,73,39,175,16,42,36,21,84
149,391,53,51,231,36,28,40,21,49
150,448,49,34,174,28,42,32,35,58
151,410,38,43,215,36,35,49,29,45
152,373,42,37,284,22,32,42,23,45
153,349,37,41,323,29,19,32,33,37
154,429,29,36,239,38,31,38,20,40
155,435,39,30,218,28,31,37,44,38
156,461,35,44,158,41,38,42,50,31
