iteration,exchangeRandom,inversion,swap,scramble,randomShuffle,addRandomly,shift
0,70,70,70,70,70,70,70
1,75,73,69,86,53,65,69
2,69,64,77,72,60,78,70
3,72,63,62,62,61,119,51
4,61,54,53,64,60,138,60
5,52,40,67,51,73,145,62
6,59,61,48,55,65,155,47
7,50,50,54,63,49,171,53
8,50,50,50,52,42,198,48
9,44,38,63,50,46,204,45
10,33,37,54,42,50,220,54
11,41,38,45,46,36,233,51
12,33,37,43,40,44,249,44
13,47,47,36,43,40,244,33
14,46,29,39,38,40,253,45
15,36,39,32,33,35,283,32
16,24,48,33,27,41,289,28
17,26,29,31,32,31,312,29
18,26,29,28,31,26,311,39
19,38,34,29,30,21,308,30
20,43,30,33,32,31,290,31
21,21,34,34,34,41,303,23
22,27,22,30,33,29,320,29
23,30,25,21,30,30,312,42
24,27,29,22,29,24,331,28
25,19,25,36,25,25,337,23
26,27,25,25,25,27,338,23
27,17,14,20,22,27,359,31
28,21,12,34,20,32,351,20
29,26,28,22,24,14,353,23
30,28,13,21,34,18,350,26
31,22,16,22,19,25,365,21
32,18,18,20,20,22,360,32
33,13,25,27,13,23,364,25
34,19,21,19,30,17,374,10
35,14,16,14,19,20,386,21
36,19,22,13,27,19,368,22
37,23,19,21,13,15,389,10
38,24,10,26,18,27,368,17
39,12,16,16,18,24,391,13
40,19,24,18,17,9,388,15
41,19,12,17,14,15,404,9
42,25,12,20,22,17,376,18
43,13,28,16,16,16,394,7
44,18,14,25,12,12,392,17
45,18,18,17,17,17,389,14
46,21,11,15,17,11,399,16
47,13,19,21,18,13,395,11
48,15,13,20,12,25,396,9
49,21,12,15,30,12,389,11
50,14,9,10,17,16,412,12
51,16,13,17,16,9,396,23
52,12,17,18,17,15,393,18
53,19,8,16,13,10,416,8
54,12,23,19,12,17,391,16
55,15,13,10,16,15,406,15
56,14,11,21,13,20,392,19
57,6,13,12,26,17,401,15
58,10,12,15,23,22,386,22
59,13,18,12,11,16,404,16
60,9,18,14,24,12,403,10
61,19,13,10,9,13,411,15
62,14,9,15,11,12,408,21
63,10,11,17,13,10,417,12
64,5,11,12,17,9,419,17
65,10,18,9,12,17,413,11
66,18,9,6,10,6,433,8
67,10,18,6,15,11,415,15
68,11,13,12,3,8,427,16
69,19,5,17,9,12,421,7
70,13,19,18,13,11,403,13
71,16,15,11,11,21,406,10
72,18,10,11,9,10,422,10
73,17,12,7,14,9,418,13
74,14,14,9,10,11,413,19
75,9,14,11,9,10,417,20
76,7,12,10,10,13,419,19
77,39,6,14,17,13,389,12
78,56,10,14,12,5,381,12
79,73,12,16,10,16,352,11
80,104,10,12,9,15,325,15
81,133,7,19,12,11,296,12
82,156,10,8,16,13,278,9
83,149,10,18,14,13,276,10
84,166,14,7,12,9,270,12
85,184,7,12,9,8,259,11
86,180,12,15,6,12,256,9
87,215,12,13,15,8,210,17
88,222,11,7,12,13,218,7
89,225,12,7,10,12,212,12
90,251,9,15,6,8,184,17
