iteration,exchangeRandom,inversion,swap,scramble,randomShuffle,addRandomly,shift
0,70,70,70,70,70,70,70
1,82,73,68,81,56,72,58
2,81,79,79,57,58,78,58
3,68,68,64,61,63,102,64
4,58,61,57,65,66,129,54
5,44,60,63,67,59,155,42
6,59,61,57,64,53,135,61
7,45,55,54,56,37,195,48
8,56,40,49,39,45,211,50
9,45,42,45,46,42,221,49
10,42,47,51,51,46,214,39
11,37,58,44,39,45,230,37
12,30,38,40,45,46,239,52
13,37,44,38,52,43,236,40
14,45,44,37,39,39,242,44
15,37,36,40,41,38,262,36
16,20,37,29,35,34,297,38
17,35,36,35,28,35,286,35
18,30,28,40,38,43,286,25
19,39,33,28,39,35,285,31
20,28,27,33,30,32,314,26
21,33,22,38,22,24,318,33
22,24,29,40,25,28,314,30
23,25,38,30,20,28,323,26
24,23,26,13,31,33,344,20
25,31,26,17,27,18,338,33
26,21,24,23,25,22,352,23
27,34,23,54,20,31,312,16
28,20,22,59,28,24,310,27
29,15,24,94,22,27,290,18
30,17,18,109,29,19,276,22
31,21,22,120,25,19,264,19
32,16,19,148,27,25,243,12
33,20,13,154,25,32,221,25
34,34,24,166,21,21,205,19
35,18,23,198,19,15,205,12
36,22,15,218,13,21,185,16
37,16,17,224,18,14,183,18
38,14,14,239,9,21,172,21
39,22,14,222,20,17,180,15
40,24,15,251,20,23,135,22
41,16,13,292,18,11,126,14
42,13,12,278,10,12,153,12
43,17,11,291,15,20,108,28
44,19,15,286,14,13,129,14
45,15,10,303,13,16,115,18
46,19,16,291,17,13,124,10
47,13,15,269,7,18,149,19
48,11,24,256,8,20,156,15
49,11,13,231,15,16,177,27
50,15,16,222,14,14,194,15
51,15,12,200,15,21,209,18
52,15,9,196,14,13,223,20
53,15,14,167,11,17,248,18
54,13,17,181,9,16,239,15
55,15,11,153,15,13,270,13
56,6,11,177,10,18,255,13
57,12,9,155,14,16,268,16
58,16,15,141,16,15,276,11
59,15,8,134,11,10,295,17
60,9,18,114,16,8,311,14
61,19,11,116,19,11,296,18
62,12,10,100,8,13,327,20
63,14,13,111,15,7,315,15
64,7,15,109,10,9,329,11
65,11,10,95,16,13,335,10
66,9,9,82,12,16,346,16
67,23,9,72,16,12,346,12
68,9,10,78,8,12,356,17
69,20,8,83,15,12,340,12
70,8,13,83,14,5,359,8
71,12,17,70,15,11,353,12
72,14,10,70,14,14,355,13
73,23,11,50,6,13,380,7
74,17,7,58,13,10,377,8
75,11,10,55,12,9,381,12
76,13,5,52,6,12,391,11
77,15,9,51,10,12,380,13
78,13,13,46,11,6,392,9
79,18,7,55,12,6,381,11
80,9,11,51,9,4,395,11
81,14,8,50,17,16,368,17
82,7,10,35,13,16,391,18
83,10,8,34,11,12,400,15
84,17,12,35,17,10,383,16
85,19,12,32,19,12,385,11
86,19,13,48,14,8,373,15
87,12,6,35,11,9,406,11
88,20,9,34,12,6,395,14
89,11,9,33,17,8,399,13
90,14,12,39,10,10,394,11
91,18,10,28,16,17,384,17
92,15,41,28,13,14,362,17
93,14,64,20,10,7,368,7
94,16,81,26,11,11,335,10
95,8,108,26,10,13,306,19
96,11,121,21,10,8,302,17
97,12,129,25,12,13,286,13
98,15,174,14,9,7,253,18
99,12,181,21,14,13,237,12
100,16,162,24,34,11,233,10
101,17,173,18,31,9,229,13
102,13,179,19,38,8,218,15
103,12,216,14,33,10,187,18
104,11,192,12,57,14,188,16
105,7,180,25,79,11,179,9
106,15,162,25,101,7,166,14
107,12,167,16,117,11,157,10
108,10,147,22,141,12,145,13
109,2,136,22,171,10,138,11
110,9,151,16,167,8,126,13
111,12,125,21,193,12,116,11
112,14,129,18,195,11,114,9
113,8,108,16,218,6,121,13
114,15,85,15,206,15,140,14
115,16,98,14,188,12,150,12
116,21,89,23,181,14,150,12
117,14,88,30,160,7,175,16
118,7,89,15,161,12,184,22
119,15,104,10,155,12,189,5
120,9,99,17,137,13,205,10
121,9,87,9,136,14,228,7
122,17,70,19,119,13,238,14
123,14,70,13,112,9,261,11
124,8,62,18,117,21,252,12
125,12,66,12,100,10,278,12
126,16,50,21,87,4,300,12
127,8,68,10,86,14,297,7
128,14,59,19,98,8,279,13
129,9,49,13,83,15,308,13
130,14,49,14,89,10,304,10
131,7,53,14,78,14,310,14
132,7,46,16,68,8,335,10
133,13,40,13,63,7,339,15
134,14,44,11,69,11,324,17
135,11,40,10,77,11,325,16
136,12,40,15,48,15,344,16
137,9,39,12,45,12,360,13
138,7,40,11,52,15,353,12
139,12,31,20,50,11,357,9
140,8,26,18,58,14,360,6
141,7,24,19,47,11,372,10
142,10,22,15,72,9,344,18
143,12,26,16,87,10,330,9
144,13,40,11,110,10,301,5
145,12,30,18,133,10,275,12
146,18,29,14,161,6,254,8
147,6,27,14,171,11,245,16
148,15,29,16,180,11,228,11
149,14,23,14,201,8,224,6
150,13,19,12,192,12,230,12
151,15,16,8,243,15,184,9
152,13,17,15,213,17,206,9
153,16,16,16,242,10,180,10
154,9,26,12,262,7,162,12
155,17,18,9,267,14,150,15
156,10,22,15,265,14,152,12
157,15,15,13,277,11,147,12
158,14,26,16,290,10,124,10
159,11,23,10,293,14,132,7
160,14,19,16,291,10,132,8
161,17,20,16,308,12,105,12
162,13,21,13,325,10,102,6
163,3,16,15,347,9,89,11
164,16,20,17,318,8,100,11
165,17,15,14,334,5,96,9
166,15,18,13,331,7,92,14
167,7,18,12,352,10,82,9
168,12,18,13,329,8,98,12
169,10,19,19,341,14,76,11
170,12,16,14,360,14,65,9
171,12,5,14,360,12,77,10
172,13,9,16,372,9,58,13
173,10,23,14,364,2,61,16
174,19,19,20,339,6,75,12
175,10,13,13,364,9,70,11
176,12,12,16,371,9,61,9
177,9,19,15,370,10,59,8
178,14,19,15,360,10,65,7
179,7,10,16,378,14,51,14
180,11,13,20,372,17,45,12
181,10,13,17,382,20,36,12
182,9,12,16,367,10,58,18
183,17,12,13,376,15,38,19
184,14,12,7,399,10,38,10
185,14,19,12,382,10,43,10
186,9,17,9,394,10,42,9
187,15,16,12,375,12,42,18
188,11,16,9,389,18,37,10
189,9,14,7,412,7,32,9
190,16,11,14,395,17,28,9
191,18,12,10,402,15,21,12
192,10,16,15,398,14,26,11
193,14,16,12,390,16,33,9
194,10,21,8,397,16,25,13
195,13,11,11,398,9,35,13
196,9,17,14,411,6,21,12
197,7,17,14,408,10,20,14
198,16,11,14,401,12,24,12
199,12,20,11,400,13,20,14
200,14,17,8,397,8,29,17
201,13,14,15,419,5,21,3
202,12,15,14,406,14,18,11
203,6,14,16,404,12,26,12
204,12,21,11,390,20,19,17
205,11,10,8,423,12,16,10
206,9,5,13,411,11,30,11
207,17,18,14,401,11,18,11
208,12,11,14,416,12,16,9
209,14,11,14,417,12,8,14
210,9,14,5,418,9,17,18
211,13,14,10,420,7,20,6
212,11,9,13,414,13,17,13
213,10,13,14,405,13,20,15
214,8,13,15,411,13,20,10
215,11,10,9,416,16,18,10
216,11,6,9,417,17,18,12
217,9,16,8,408,14,19,16
218,14,17,11,409,11,12,16
219,15,11,13,421,13,10,7
220,12,16,6,419,10,17,10
221,12,14,9,419,10,15,11
222,6,14,8,428,11,12,11
223,12,8,15,422,10,9,14
224,13,6,17,402,12,22,18
225,11,10,9,421,13,16,10
226,17,6,11,415,14,14,13
227,14,8,20,406,16,18,8
228,12,11,18,421,8,9,11
229,10,13,12,421,10,8,16
230,12,13,11,421,8,11,14
231,11,12,15,415,14,11,12
232,13,17,11,413,9,13,14
233,5,13,11,429,9,16,7
234,11,14,15,413,9,14,14
235,11,11,10,420,12,12,14
236,11,16,9,418,13,12,11
237,12,18,13,421,9,7,10
238,13,16,12,416,12,11,10
239,10,14,11,417,14,10,14
240,14,15,8,411,10,22,10
241,8,8,6,429,11,15,13
242,13,13,4,422,12,12,14
243,14,8,14,416,7,12,19
244,13,8,9,425,8,15,12
245,11,14,11,415,11,10,18
246,12,15,9,420,12,9,13
247,3,8,14,422,13,14,16
248,8,12,11,425,8,11,15
249,11,10,17,415,9,13,15
250,12,15,12,413,12,11,15
251,11,21,14,411,10,10,13
252,11,19,18,407,13,6,16
253,11,17,14,421,9,9,9
254,14,8,12,417,17,11,11
255,12,16,11,424,10,7,10
256,11,15,14,428,7,6,9
257,17,20,8,411,10,16,8
258,11,13,11,428,7,14,6
259,11,17,12,423,9,8,10
260,12,10,10,429,10,13,6
261,7,15,10,421,10,15,12
262,9,10,12,435,10,6,8
263,5,14,12,424,10,16,9
264,6,12,14,424,14,4,16
265,12,11,11,426,4,14,12
266,14,16,9,409,13,13,16
267,11,10,16,412,12,14,15
268,16,15,7,428,10,9,5
269,10,9,17,416,15,8,15
270,9,9,6,439,6,8,13
271,16,15,10,415,12,9,13
272,8,16,12,415,13,13,13
273,14,13,8,429,7,8,11
274,12,9,13,425,12,11,8
275,11,9,6,432,12,12,8
276,13,14,15,421,10,11,6
277,16,8,18,410,14,10,14
278,11,11,13,420,14,9,12
279,13,13,8,427,7,12,10
280,16,9,18,410,8,12,17
281,6,9,16,421,15,15,8
282,12,14,15,424,9,7,9
283,13,4,12,424,12,10,15
284,14,9,13,420,13,15,6
285,21,10,9,426,7,10,7
286,39,9,12,401,6,12,11
287,65,12,15,369,14,10,5
288,87,14,12,351,16,7,3
289,98,12,9,338,13,11,9
290,113,7,17,320,11,11,11
291,145,11,13,283,8,13,17
292,165,9,13,267,20,6,10
293,171,11,13,262,14,10,9
294,174,14,16,248,11,15,12
295,206,9,16,220,12,16,11
296,208,9,15,226,11,9,12
297,212,11,9,218,12,15,13
298,234,14,14,181,19,14,14
299,247,12,21,178,11,9,12
300,273,15,15,159,10,10,8
301,281,9,15,154,10,11,10
302,279,11,9,157,14,10,10
303,295,10,13,138,10,11,13
304,305,7,18,126,8,15,11
305,295,11,16,134,15,7,12
306,304,10,16,126,10,11,13
307,311,11,14,123,9,5,17
308,312,11,14,115,15,9,14
309,321,5,15,114,18,11,6
310,347,8,14,84,14,9,14
311,333,7,14,103,12,9,12
312,352,12,6,84,4,20,12
313,348,8,16,81,13,13,11
314,353,7,11,71,14,16,18
315,354,15,17,76,9,10,9
316,353,15,9,78,9,13,13
317,366,11,16,64,10,13,10
318,389,2,12,57,14,9,7
319,368,14,18,53,11,11,15
320,363,15,16,60,11,14,11
321,358,14,12,62,16,13,15
322,382,11,11,53,11,10,12
323,378,18,17,43,14,12,8
324,372,14,12,52,13,14,13
325,402,6,12,42,7,11,10
326,377,13,15,42,15,20,8
327,389,5,11,42,11,17,15
328,388,8,18,47,10,10,9
329,389,7,12,45,14,15,8
330,399,7,13,30,15,15,11
331,375,13,12,43,17,18,12
332,396,7,13,34,12,18,10
333,395,13,12,39,8,17,6
334,388,14,13,32,13,16,14
335,395,9,17,33,13,13,10
336,393,10,12,30,10,19,16
337,402,13,11,27,11,17,9
338,406,6,12,26,12,16,12
339,409,8,15,22,11,9,16
340,402,12,13,24,16,10,13
341,417,12,8,18,3,21,11
342,409,12,12,27,5,14,11
343,404,14,6,26,9,17,14
344,399,17,11,31,11,13,8
345,422,7,10,14,13,10,14
346,422,11,7,23,5,12,10
347,424,7,15,18,4,17,5
348,414,13,14,15,7,16,11
349,422,9,13,15,9,13,9
350,400,18,10,18,15,12,17
351,420,13,14,12,7,11,13
352,417,12,8,17,15,10,11
353,391,20,5,16,12,40,6
354,366,16,20,10,9,58,11
355,347,11,15,20,7,81,9
356,338,12,11,15,10,92,12
357,296,14,11,30,7,118,14
358,286,6,14,21,13,138,12
359,274,17,8,16,6,157,12
360,276,19,11,12,9,155,8
361,238,11,12,20,8,192,9
362,237,14,12,15,8,190,14
363,219,11,9,22,10,200,19
364,208,10,8,14,12,224,14
365,189,17,8,24,5,238,9
366,185,6,14,15,11,241,18
367,181,11,10,18,11,250,9
368,154,10,16,16,8,265,21
369,169,11,17,9,8,267,9
370,146,10,10,11,7,297,9
371,135,14,16,16,14,286,9
372,140,8,11,14,13,294,10
373,128,10,12,10,17,300,13
374,101,14,13,13,23,316,10
375,105,11,9,13,12,325,15
376,100,13,17,16,9,322,13
377,104,8,6,22,13,322,15
378,84,13,20,17,14,328,14
379,96,12,14,11,11,338,8
380,80,14,13,13,11,341,18
381,84,14,11,14,12,341,14
382,91,14,18,15,17,319,16
383,77,17,42,13,15,319,7
384,60,14,34,10,9,354,9
385,67,9,40,10,16,338,10
386,58,17,26,14,12,356,7
387,58,10,26,14,13,359,10
388,59,11,32,10,10,358,10
389,57,13,28,8,13,361,10
390,51,9,21,10,18,366,15
391,39,15,22,14,11,380,9
392,48,12,33,9,16,358,14
393,41,17,33,11,18,354,16
394,39,15,24,11,9,381,11
395,39,12,24,17,13,377,8
396,78,13,28,5,12,347,7
397,86,10,20,17,14,339,4
398,95,7,19,13,14,331,11
399,123,10,18,10,10,304,15
