iteration,exchangeRandom,inversion,swap,scramble,randomShuffle,addRandomly,shift
0,70,70,70,70,70,70,70
1,63,67,68,72,67,79,74
2,56,73,62,59,65,99,76
3,61,60,67,59,68,121,54
4,73,64,55,47,54,130,67
5,69,54,65,54,59,134,55
6,61,49,44,53,63,166,54
7,52,53,57,52,47,178,51
8,58,43,45,58,46,191,49
9,44,37,37,49,51,227,45
10,41,40,54,38,49,234,34
11,49,52,42,39,54,210,44
12,43,37,40,34,46,233,57
13,47,44,41,35,40,236,47
14,40,37,37,43,37,265,31
15,38,31,43,42,46,253,37
16,39,31,36,34,44,282,24
17,30,29,26,28,35,306,36
18,28,32,27,39,34,290,40
19,30,30,39,26,27,315,23
20,31,44,26,37,28,291,33
21,21,32,27,37,30,319,24
22,32,31,25,20,22,325,35
23,29,19,17,30,28,333,34
24,21,25,26,23,39,333,23
25,19,34,26,29,30,329,23
26,23,33,19,34,27,332,22
27,20,24,26,32,26,340,22
28,24,25,24,26,33,336,22
29,23,23,24,22,18,354,26
30,29,20,15,23,26,362,15
31,17,27,15,16,22,370,23
32,15,24,13,15,23,379,21
33,19,25,19,18,24,358,27
34,22,22,22,9,24,370,21
35,15,21,18,21,29,373,13
36,19,16,29,17,18,371,20
37,21,19,21,19,16,381,13
38,13,24,12,20,22,379,20
39,18,20,14,9,23,388,18
40,16,23,14,20,17,373,27
41,18,11,18,22,14,392,15
42,19,19,17,20,12,385,18
43,20,11,12,9,14,405,19
44,19,12,22,19,16,385,17
45,17,19,14,18,19,383,20
46,10,16,19,24,17,384,20
47,8,26,17,12,17,396,14
48,21,11,20,17,10,394,17
49,11,14,12,17,12,411,13
50,17,12,18,19,17,394,13
51,20,16,19,9,16,394,16
52,15,14,17,10,11,415,8
53,9,17,9,16,17,404,18
54,18,9,18,14,9,410,12
55,16,16,19,18,15,392,14
56,14,16,12,15,12,413,8
57,13,11,17,16,15,405,13
58,19,13,17,9,20,399,13
59,13,13,20,18,19,398,9
60,12,18,11,9,12,419,9
61,10,22,14,11,11,407,15
62,9,15,12,13,16,416,9
63,16,14,8,14,8,422,8
64,9,15,15,8,22,400,21
65,11,17,9,17,16,406,14
66,8,10,16,7,12,427,10
67,9,18,8,18,14,416,7
