iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly
0,70,70,70,70,70,70,70,70
1,73,69,77,72,66,69,81,53
2,65,61,58,78,73,57,64,104
3,66,73,59,66,65,56,63,112
4,51,61,60,54,66,59,59,150
5,59,60,59,65,54,48,48,167
6,63,64,52,50,37,59,54,181
7,46,61,52,49,46,41,53,212
8,56,41,50,48,50,51,63,201
9,51,34,40,52,47,47,52,237
10,57,33,56,40,42,38,41,253
11,48,47,43,41,30,47,38,266
12,41,35,50,42,32,33,47,280
13,35,39,42,37,27,40,44,296
14,36,44,42,43,32,37,29,297
15,37,41,43,30,34,32,39,304
16,42,37,32,35,32,22,38,322
17,29,31,22,43,40,41,36,318
18,34,36,34,25,33,37,25,336
19,31,37,24,27,20,30,88,303
20,38,34,24,24,17,27,88,308
21,27,29,28,18,32,37,112,277
22,39,23,25,32,20,24,122,275
23,28,32,33,23,24,30,143,247
24,27,25,23,31,30,20,186,218
25,29,22,28,24,22,24,190,221
26,26,61,32,33,16,23,180,189
27,22,73,21,24,23,27,173,197
28,23,94,24,18,20,33,157,191
29,21,135,31,26,14,22,139,172
30,19,146,21,21,17,22,141,173
31,14,135,16,22,20,22,159,172
32,19,150,23,20,20,27,141,160
33,22,143,19,24,22,22,173,135
34,19,147,7,15,18,19,185,150
35,21,136,18,18,21,13,200,133
36,17,138,9,14,17,19,227,119
37,18,130,15,20,20,22,219,116
38,14,122,21,12,19,19,232,121
39,25,106,19,16,16,24,255,99
40,17,111,18,27,13,20,267,87
41,17,110,18,15,11,17,288,84
42,23,88,25,18,14,17,288,87
43,15,96,11,20,13,19,297,89
44,12,74,14,11,15,17,338,79
45,20,84,14,16,19,16,293,98
46,14,71,16,15,12,16,310,106
47,20,81,23,13,9,10,300,104
48,15,60,13,20,18,12,329,93
49,17,64,13,13,29,11,330,83
50,16,62,13,18,11,16,347,77
51,16,63,10,12,19,14,359,67
52,9,58,11,9,16,16,360,81
53,16,47,18,18,12,10,374,65
54,13,43,11,19,13,11,393,57
55,8,51,12,14,16,12,384,63
56,12,69,17,14,11,16,369,52
57,17,99,15,20,7,8,336,58
58,13,108,13,10,15,9,334,58
59,15,144,17,7,12,9,299,57
60,11,161,18,15,14,9,285,47
61,11,205,18,12,9,10,237,58
62,24,188,6,10,10,17,266,39
63,12,212,20,13,11,10,242,40
64,13,218,12,14,9,22,233,39
65,11,254,9,14,9,8,219,36
66,17,245,15,12,5,17,209,40
67,15,261,15,14,9,11,204,31
68,8,249,14,10,15,9,221,34
69,14,295,8,10,4,13,187,29
70,15,276,21,9,9,14,177,39
71,10,272,17,9,9,14,200,29
72,9,258,11,14,4,12,229,23
73,19,257,13,11,12,9,203,36
74,14,282,8,12,17,6,194,27
75,16,287,13,17,13,6,188,20
76,10,299,13,8,13,17,180,20
77,10,304,11,16,13,12,171,23
78,8,325,12,8,12,8,168,19
79,13,321,6,18,11,12,157,22
80,22,339,10,6,7,10,145,21
81,17,349,12,14,6,12,137,13
82,12,349,11,11,11,13,122,31
83,10,364,15,11,5,13,126,16
84,9,349,11,12,9,12,119,39
