iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly
0,70,70,70,70,70,70,70,70
1,70,72,68,72,74,58,76,70
2,83,54,77,77,62,68,70,69
3,118,73,61,64,70,62,59,53
4,134,56,49,65,65,69,58,64
5,147,41,63,63,52,63,64,67
6,170,55,60,47,49,59,62,58
7,192,45,49,54,49,53,61,57
8,221,43,48,42,50,64,41,51
9,211,41,54,45,50,46,49,64
10,213,48,42,34,63,43,67,50
11,255,51,40,38,42,38,47,49
12,276,42,52,38,35,39,36,42
13,282,39,40,41,41,47,34,36
14,302,43,38,30,42,33,26,46
15,318,21,31,40,36,34,37,43
16,316,35,29,37,32,35,38,38
17,333,32,30,40,32,34,31,28
18,324,37,37,38,30,32,29,33
19,359,25,39,29,28,24,25,31
20,371,22,29,30,30,25,28,25
21,352,31,29,33,26,26,28,35
22,369,32,29,20,32,26,26,26
23,333,26,29,32,29,30,27,54
24,319,51,29,28,30,21,25,57
25,317,75,28,19,20,30,21,50
26,285,103,23,22,32,29,21,45
27,281,92,23,26,20,19,50,49
28,261,98,22,17,18,25,44,75
29,234,96,25,25,24,20,47,89
30,214,75,26,20,20,23,53,129
31,214,78,22,27,16,21,32,150
32,203,65,19,18,31,22,40,162
33,189,70,19,30,23,22,34,173
34,174,66,24,17,19,23,41,196
35,183,65,19,16,23,22,29,203
36,150,73,29,18,17,13,29,231
37,162,60,19,11,21,16,33,238
38,151,50,25,16,21,23,25,249
39,135,52,13,16,15,22,30,277
40,138,50,13,16,16,22,30,275
41,120,45,14,20,11,20,28,302
42,109,48,19,15,18,17,31,303
43,111,28,14,19,20,15,23,330
44,106,41,13,15,16,18,21,330
45,82,37,11,13,9,17,38,353
46,89,38,21,16,12,10,28,346
47,89,29,9,12,16,14,27,364
48,87,25,12,7,15,20,20,374
49,80,34,15,12,17,22,18,362
50,73,37,10,13,14,16,14,383
51,72,28,13,17,18,19,13,380
52,73,28,15,9,21,20,20,374
53,58,29,11,15,10,17,23,397
54,65,16,15,19,18,14,18,395
55,53,37,11,12,16,13,13,405
56,65,16,14,13,13,14,15,410
57,46,19,15,15,14,24,15,412
58,51,27,12,8,13,16,21,412
59,42,21,13,21,16,11,22,414
60,40,20,9,15,12,17,12,435
61,44,32,13,15,11,11,11,423
62,36,12,12,17,17,8,15,443
63,52,21,10,17,6,16,20,418
64,34,20,16,12,15,13,11,439
65,48,19,12,9,8,14,17,433
66,28,26,23,16,13,15,11,428
67,37,41,11,16,8,17,19,411
68,31,70,11,16,14,15,7,396
69,34,73,16,14,9,18,42,354
70,34,70,14,16,21,11,51,343
71,25,59,16,13,9,12,76,350
72,25,65,11,16,13,17,108,305
73,31,67,7,16,10,11,135,283
74,23,75,12,16,14,20,109,291
75,23,53,16,23,16,14,98,317
76,20,55,9,13,11,11,107,334
77,23,34,9,10,17,13,110,344
78,20,40,10,12,9,6,136,327
79,29,48,8,10,17,8,90,350
80,23,37,11,12,15,17,98,347
81,12,38,10,10,23,13,89,365
82,20,53,11,18,14,11,100,333
83,13,41,11,14,11,15,99,356
84,16,26,24,13,5,15,131,330
85,18,19,18,11,17,10,160,307
86,15,31,16,13,17,17,171,280
87,17,21,11,7,13,16,200,275
88,21,20,10,4,15,16,204,270
89,16,27,9,12,14,18,235,229
90,13,25,10,14,14,14,225,245
91,13,33,13,15,7,10,245,224
92,24,22,6,8,12,13,266,209
93,21,23,9,9,8,15,268,207
94,15,23,15,9,13,11,289,185
95,16,14,12,11,12,12,324,159
96,11,19,12,17,6,18,298,179
97,16,27,10,6,13,12,334,142
98,16,25,17,5,11,9,332,145
99,13,28,10,6,11,11,343,138
100,13,13,9,9,11,10,361,134
101,17,22,6,13,11,14,365,112
102,18,16,4,4,15,15,349,139
103,5,15,13,11,9,11,363,133
104,19,17,12,11,6,13,381,101
105,12,21,7,14,13,14,384,95
106,14,25,16,7,7,11,389,91
107,13,14,9,7,18,13,394,92
108,17,16,12,6,11,15,384,99
109,14,19,8,7,11,19,408,74
110,14,15,7,6,8,9,419,82
111,18,20,9,13,5,12,407,76
112,19,12,7,9,19,9,406,79
113,13,14,15,7,13,15,425,58
114,15,16,9,15,9,14,413,69
115,15,12,10,7,14,16,424,62
116,7,10,8,12,8,19,430,66
117,6,8,11,18,13,12,414,78
118,12,13,6,10,10,17,415,77
119,19,10,13,17,43,7,378,73
120,14,18,9,11,61,12,371,64
121,13,13,13,12,96,10,341,62
122,5,15,5,13,82,13,326,101
123,10,8,8,13,70,5,319,127
124,10,12,13,10,77,11,324,103
125,9,19,8,8,78,12,326,100
126,12,13,14,11,78,13,317,102
127,16,11,6,10,70,14,335,98
128,12,11,3,6,56,11,363,98
129,11,15,13,10,58,14,355,84
130,14,10,11,11,53,9,375,77
131,10,13,14,6,60,12,364,81
132,8,15,21,7,50,16,375,68
133,14,14,9,12,44,21,379,67
134,11,20,9,7,55,12,389,57
135,11,13,11,12,50,8,377,78
136,9,14,10,10,53,9,396,59
137,16,11,5,10,43,13,400,62
138,11,9,8,8,39,9,418,58
139,11,12,10,6,41,11,414,55
140,7,4,22,10,29,13,428,47
141,10,12,9,15,34,11,427,42
142,3,12,11,24,37,11,425,37
143,8,12,18,14,33,7,440,28
144,11,14,14,8,29,6,440,38
145,19,10,13,7,29,9,443,30
146,15,21,15,15,23,10,429,32
147,10,15,8,12,25,14,437,39
148,10,9,13,6,30,12,416,64
149,14,12,16,11,30,9,376,92
150,15,10,10,9,12,19,378,107
151,11,11,14,8,17,13,356,130
152,12,10,19,10,28,14,322,145
153,5,10,50,18,17,13,330,117
154,5,12,80,17,24,12,293,117
155,12,10,86,10,16,10,289,127
156,6,12,129,15,14,11,246,127
157,11,7,139,12,18,18,253,102
158,10,13,175,15,19,17,215,96
159,8,11,190,16,17,12,218,88
160,9,6,192,15,14,15,223,86
161,17,14,225,13,15,10,189,77
162,9,15,209,7,12,10,224,74
163,7,10,221,10,12,8,202,90
164,5,15,243,11,15,10,200,61
165,10,12,243,15,17,10,189,64
166,7,13,261,8,20,9,170,72
