iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly
0,70,70,70,70,70,70,70,70
1,65,75,70,61,83,61,75,70
2,115,71,71,72,71,56,56,48
3,127,55,69,56,62,68,63,60
4,142,64,45,58,56,55,69,71
5,160,62,58,53,68,54,44,61
6,196,54,63,47,50,47,51,52
7,189,63,52,41,48,56,60,51
8,212,53,41,46,55,54,42,57
9,236,43,50,35,52,48,52,44
10,231,53,50,39,41,52,46,48
11,268,57,45,40,40,35,28,47
12,275,39,44,44,42,31,45,40
13,276,46,46,37,29,53,31,42
14,277,40,42,35,37,46,44,39
15,289,42,34,38,30,36,55,36
16,310,39,31,33,32,37,45,33
17,301,32,37,30,37,33,53,37
18,310,35,37,43,25,30,50,30
19,325,33,35,27,29,35,41,35
20,346,33,29,14,35,23,44,36
21,323,40,31,32,26,25,51,32
22,356,34,27,31,25,19,39,29
23,317,36,31,23,25,18,80,30
24,311,29,22,25,36,22,94,21
25,271,33,26,23,30,25,135,17
26,275,27,25,20,30,22,139,22
27,255,32,23,19,26,26,150,29
28,236,22,25,29,21,28,179,20
29,214,23,36,20,17,27,190,33
30,195,19,19,23,19,18,218,49
31,199,24,22,19,18,12,204,62
32,202,20,16,17,28,16,167,94
33,182,20,26,22,14,17,159,120
34,182,19,22,15,21,25,146,130
35,167,24,25,28,15,14,134,153
36,150,24,25,11,12,26,135,177
37,146,22,21,18,23,23,139,168
38,156,18,17,19,18,24,114,194
39,136,22,14,19,16,15,110,228
40,128,18,22,19,11,21,103,238
41,139,9,8,21,16,15,106,246
42,123,16,21,18,21,16,100,245
43,89,13,10,17,22,13,113,283
44,90,20,21,12,15,12,100,290
45,76,20,20,12,16,16,84,316
46,101,16,15,12,15,13,82,306
47,83,11,14,20,11,16,70,335
48,78,13,14,18,26,10,60,341
49,79,14,17,21,19,14,73,323
50,72,21,14,16,11,11,77,338
51,77,15,14,20,15,12,65,342
52,79,13,16,13,12,13,66,348
53,68,11,11,10,18,7,72,363
54,62,17,17,15,17,15,66,351
55,58,14,13,8,10,19,49,389
56,63,10,14,15,13,19,54,372
57,53,16,6,12,13,15,47,398
58,43,14,12,10,11,12,41,417
59,45,9,14,10,7,14,42,419
60,48,16,14,10,11,9,43,409
61,31,24,8,15,7,15,33,427
62,44,14,8,9,13,9,30,433
63,35,16,15,9,18,9,36,422
64,51,16,9,9,20,9,30,416
65,34,15,19,17,20,11,25,419
66,34,12,8,13,11,10,30,442
67,22,14,15,13,12,10,35,439
68,29,16,5,12,16,16,30,436
69,32,12,15,7,19,15,32,428
70,27,20,9,9,17,18,35,425
71,48,8,13,12,16,6,27,430
