iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly
0,70,70,70,70,70,70,70,70
1,78,75,83,56,82,59,72,55
2,104,81,60,57,51,70,57,80
3,100,67,63,50,66,67,92,55
4,88,74,66,62,60,59,116,35
5,70,62,68,65,62,57,125,51
6,76,52,59,55,54,57,162,45
7,69,48,58,59,54,49,177,46
8,73,54,52,51,46,51,185,48
9,65,48,44,54,42,48,212,47
10,66,46,57,49,40,45,215,42
11,70,47,37,40,43,44,236,43
12,49,43,45,48,34,42,255,44
13,51,46,52,27,49,30,270,35
14,54,30,38,57,40,36,270,35
15,43,35,50,35,42,42,278,35
16,44,36,33,32,22,34,324,35
17,38,39,32,32,39,34,312,34
18,45,34,24,31,39,29,330,28
19,42,33,37,24,36,26,332,30
20,31,32,35,30,26,28,349,29
21,35,27,28,31,32,26,345,36
22,25,26,20,28,39,24,374,24
23,37,33,20,19,31,26,371,23
24,44,27,26,28,28,29,352,26
25,44,23,24,29,24,28,370,18
26,30,25,32,25,28,27,373,20
27,32,17,27,21,27,20,394,22
28,27,21,24,21,23,19,399,26
29,20,19,19,26,28,21,408,19
30,26,19,15,21,18,24,414,23
31,21,20,21,31,21,13,411,22
32,24,24,19,15,22,14,424,18
33,29,18,21,25,27,14,363,63
34,27,20,22,25,15,10,365,76
35,21,28,17,17,18,15,341,103
36,23,25,14,15,18,21,314,130
37,14,20,21,20,23,11,301,150
38,19,27,20,14,15,16,267,182
39,29,15,10,18,17,17,267,187
40,15,16,13,19,18,14,260,205
41,19,15,13,19,13,13,227,241
42,22,18,23,21,15,18,221,222
43,14,16,22,10,20,16,225,237
44,19,22,22,18,16,16,203,244
45,15,14,9,14,15,20,190,283
46,22,13,13,13,11,21,168,299
47,16,18,11,18,14,16,161,306
48,10,14,17,14,12,17,158,318
49,18,12,15,20,12,17,163,303
50,17,16,12,24,15,13,147,316
51,18,15,17,18,15,15,132,330
52,20,14,12,6,16,13,137,342
53,25,18,13,11,18,9,116,350
54,21,11,10,10,11,12,131,354
55,20,23,13,10,9,18,113,354
56,15,9,13,16,12,10,122,363
57,19,18,15,16,14,17,93,368
58,17,13,8,10,14,13,136,349
59,22,11,11,6,15,13,148,334
60,16,12,10,10,6,9,181,316
61,14,17,12,14,17,11,188,287
62,12,12,7,15,19,16,198,281
63,15,7,16,10,14,11,191,296
64,17,11,6,16,15,15,196,284
65,11,11,14,16,18,5,220,265
66,8,14,12,19,13,10,231,253
67,12,16,9,13,13,7,263,227
68,14,6,10,8,11,7,269,235
69,12,11,17,11,11,7,291,200
70,14,13,12,15,13,6,263,224
71,18,7,13,13,15,9,303,182
72,15,17,9,15,10,7,312,175
73,10,10,13,12,14,9,342,150
74,11,10,14,13,11,12,349,140
75,11,11,11,12,14,10,342,149
76,11,5,13,16,9,17,335,154
77,12,8,12,13,14,16,359,126
78,11,9,15,13,14,19,350,129
79,10,18,11,12,15,11,340,143
80,16,14,9,18,19,9,318,157
81,18,7,14,10,15,3,307,186
82,11,10,13,14,12,13,294,193
83,9,8,14,15,8,7,273,226
84,12,8,13,15,13,12,252,235
85,9,7,13,13,7,11,229,271
86,9,9,10,14,8,12,229,269
87,12,10,20,14,8,8,235,253
88,12,14,8,8,13,10,250,245
89,12,11,6,8,11,14,270,228
