iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly,shift
0,100,100,100,100,100,100,100,100,100
1,115,117,94,97,90,91,97,110,89
2,96,129,92,98,103,89,115,100,78
3,91,157,132,79,91,87,88,91,84
4,88,128,161,79,95,87,80,99,83
5,90,107,206,86,103,80,71,85,72
6,91,117,245,83,68,76,79,77,64
7,66,112,242,80,69,86,95,86,64
8,78,90,271,79,75,72,90,78,67
9,64,83,286,70,71,68,125,66,67
10,67,89,282,88,58,67,131,57,61
11,57,99,268,67,58,55,174,68,54
12,54,90,238,56,72,69,193,63,65
13,87,77,234,91,49,49,208,59,46
14,138,66,206,82,38,41,228,47,54
15,168,66,196,71,35,44,242,43,35
16,163,85,190,71,42,44,235,32,38
17,150,97,189,105,21,29,205,56,48
18,105,109,153,141,20,25,231,93,23
19,105,108,193,138,20,22,210,86,18
20,133,71,205,118,25,28,231,72,17
21,148,84,207,108,21,17,228,64,23
22,196,78,172,117,25,17,226,56,13
23,215,94,174,114,17,18,178,65,25
24,264,76,175,87,16,26,175,57,24
25,253,105,161,103,24,14,175,50,15
26,285,125,121,73,20,19,176,65,16
27,291,161,110,77,16,10,152,67,16
28,270,183,127,69,28,15,134,55,19
29,304,176,109,74,17,17,152,26,25
30,259,242,100,85,16,17,124,35,22
31,249,266,88,59,18,17,126,24,53
32,240,257,75,54,19,10,151,27,67
33,235,260,54,51,13,12,173,29,73
34,239,242,85,33,10,10,170,26,85
35,249,215,80,31,13,10,195,9,98
36,242,235,56,26,9,9,197,14,112
37,252,234,60,18,11,11,221,10,83
38,251,232,39,32,8,7,215,23,93
39,275,183,59,20,10,7,229,16,101
40,279,187,53,24,9,6,249,8,85
41,255,207,41,23,7,9,275,11,72
42,260,196,31,16,10,7,259,13,108
43,262,211,24,14,11,10,220,9,139
44,263,220,26,13,16,5,221,8,128
45,276,212,25,11,9,5,242,9,111
46,245,234,19,16,8,12,235,3,128
47,261,237,13,12,14,8,201,8,146
48,289,234,17,7,7,10,170,5,161
49,290,246,13,16,8,6,133,9,179
50,273,255,24,14,15,12,139,10,158
51,285,297,10,6,9,9,123,6,155
52,272,325,15,7,11,6,116,11,137
