iteration,exchangeRandom,inversion,swap,scramble,randomShuffle,addRandomly,shift
0,70,70,70,70,70,70,70
1,77,88,58,67,68,65,67
2,68,60,67,56,75,105,59
3,62,65,68,70,51,120,54
4,63,63,58,63,75,116,52
5,51,54,69,40,65,154,57
6,67,54,53,50,53,171,42
7,49,51,45,55,45,190,55
8,50,49,41,45,53,195,57
9,54,40,41,51,51,202,51
10,31,43,46,48,39,228,55
11,43,36,41,37,48,245,40
12,48,38,47,47,44,226,40
13,41,47,36,42,43,245,36
14,33,37,32,42,35,265,46
15,48,20,26,31,43,281,41
16,33,27,33,41,30,293,33
17,48,23,33,34,35,282,35
18,29,39,28,33,26,288,47
19,29,32,34,27,25,310,33
20,33,30,33,29,36,294,35
21,26,36,25,18,23,331,31
22,28,25,28,20,31,326,32
23,28,26,32,20,26,332,26
24,18,19,30,18,28,348,29
25,31,32,32,25,26,320,24
26,17,25,33,33,23,331,28
27,26,22,18,25,31,338,30
28,23,25,19,16,16,373,18
29,24,17,20,29,25,362,13
30,24,28,23,25,29,333,28
31,10,27,24,26,25,356,22
32,24,26,25,20,18,353,24
33,25,7,16,16,17,374,35
34,13,20,24,18,19,368,28
35,22,17,13,12,28,374,24
36,21,18,18,11,15,378,29
37,23,11,22,18,20,379,17
38,21,11,14,17,18,389,20
39,14,20,14,15,13,401,13
40,20,21,14,14,11,394,16
41,17,16,19,14,14,389,21
42,14,12,15,16,19,397,17
43,17,8,17,17,9,399,23
44,10,18,13,9,14,401,25
45,11,10,14,18,24,393,20
46,12,15,14,13,12,410,14
47,20,13,11,15,14,396,21
48,16,16,13,15,19,395,16
49,18,13,19,19,11,399,11
50,16,13,17,13,13,404,14
51,17,14,15,11,22,404,7
52,13,13,19,12,12,406,15
53,16,11,15,14,13,410,11
54,15,19,13,15,13,404,11
55,13,11,11,11,11,417,16
56,15,14,13,11,17,407,13
57,12,15,19,16,13,401,14
58,15,13,16,10,9,411,16
59,16,10,16,13,10,414,11
60,14,13,11,14,14,415,9
61,11,7,9,9,21,417,16
62,11,13,9,11,18,412,16
63,11,15,15,10,16,413,10
64,16,14,19,15,10,405,11
65,12,13,10,15,10,418,12
66,12,16,18,9,11,405,19
67,11,15,14,15,7,420,8
68,10,13,12,23,16,402,14
69,12,7,17,13,14,421,6
70,12,8,15,6,13,426,10
71,4,15,15,13,7,427,9
72,12,10,16,11,23,399,19
73,18,15,15,15,15,400,12
74,21,8,18,22,13,399,9
75,5,12,20,16,12,408,17
76,4,35,14,11,8,405,13
77,12,41,16,13,11,387,10
78,8,54,18,16,13,376,5
79,16,85,19,11,12,338,9
80,15,98,11,15,10,326,15
81,15,123,16,10,14,300,12
82,7,145,10,10,16,293,9
83,9,142,14,8,10,296,11
84,15,158,13,9,10,271,14
85,16,172,17,12,14,246,13
86,18,203,14,9,10,220,16
87,15,214,10,7,14,216,14
88,16,224,13,11,18,196,12
89,10,238,6,16,9,195,16
90,10,242,14,16,17,184,7
91,10,250,9,5,12,188,16
92,7,264,12,12,8,169,18
93,9,274,16,8,8,165,10
94,12,274,13,17,15,146,13
95,16,307,11,6,14,130,6
96,7,284,17,9,16,143,14
97,11,317,8,9,13,119,13
98,9,325,10,9,10,109,18
99,9,323,17,13,9,105,14
100,13,326,6,12,9,108,16
101,6,314,19,13,18,108,12
102,13,333,11,4,15,101,13
103,11,357,8,7,12,84,11
104,7,357,11,16,11,77,11
105,12,340,11,11,16,90,10
106,6,357,19,8,6,85,9
107,13,350,16,13,8,80,10
108,8,360,14,18,11,66,13
109,13,358,7,9,18,68,17
110,7,372,14,14,12,57,14
111,8,362,23,11,12,68,6
112,12,383,9,8,5,61,12
113,18,364,5,14,18,56,15
114,14,371,18,15,7,53,12
115,17,378,12,10,15,45,13
116,13,363,16,16,17,48,17
117,9,392,11,10,15,43,10
118,16,353,16,14,19,58,14
119,15,346,13,14,11,80,11
120,9,323,14,16,14,100,14
121,15,310,14,10,14,120,7
122,20,274,19,12,11,144,10
123,11,284,12,11,13,146,13
124,10,256,9,37,14,153,11
125,8,258,11,62,11,129,11
126,10,227,9,85,10,140,9
127,15,196,8,105,15,136,15
128,10,203,5,113,11,139,9
129,9,229,9,115,13,102,13
130,8,188,9,152,14,109,10
131,9,164,13,164,11,115,14
132,13,173,10,176,9,97,12
133,13,158,11,196,11,90,11
134,16,149,10,202,8,93,12
135,12,154,8,212,10,81,13
136,7,142,11,240,11,66,13
137,14,129,13,226,9,85,14
138,5,124,13,207,17,105,19
139,17,143,13,201,9,90,17
140,6,128,16,232,12,87,9
141,6,111,14,258,10,79,12
142,15,105,14,249,11,89,7
143,11,98,12,266,15,77,11
144,10,90,16,277,11,70,16
145,7,101,13,280,12,63,14
146,14,102,18,243,18,86,9
147,9,84,9,249,15,112,12
148,15,72,10,237,11,126,19
149,8,76,15,220,10,145,16
150,8,73,11,204,6,172,16
151,16,84,17,179,15,165,14
152,7,73,9,171,11,203,16
153,9,66,10,183,9,207,6
154,2,77,11,159,18,209,14
155,9,60,15,164,8,217,17
156,8,50,10,164,13,232,13
157,13,58,13,123,19,251,13
158,7,43,10,137,13,267,13
159,11,51,13,126,8,270,11
160,11,46,14,105,16,292,6
161,10,41,23,102,12,292,10
162,8,41,7,116,9,304,5
163,11,42,14,88,10,313,12
164,12,41,19,83,9,319,7
165,7,49,11,97,15,300,11
166,6,42,15,75,17,325,10
167,9,36,12,69,15,335,14
168,9,36,8,77,17,330,13
169,31,31,6,74,16,327,5
170,55,40,6,85,22,275,7
171,78,22,20,64,9,283,14
172,98,39,10,46,15,272,10
173,104,24,15,68,13,248,18
174,143,26,13,55,23,215,15
175,135,19,11,55,19,242,9
176,189,24,18,56,8,189,6
177,186,22,10,57,17,181,17
178,221,18,6,44,14,179,8
179,227,14,9,40,12,174,14
180,211,30,15,41,16,169,8
181,212,19,12,48,15,173,11
182,242,21,10,31,10,156,20
183,257,22,10,34,9,146,12
184,261,14,8,44,15,133,15
185,273,15,11,32,9,133,17
186,295,23,11,32,11,107,11
187,290,16,12,29,10,122,11
188,277,19,14,38,20,109,13
189,302,17,9,29,14,104,15
190,311,17,13,32,9,98,10
191,324,16,18,23,12,89,8
192,311,20,9,31,14,93,12
193,326,21,8,32,9,83,11
194,325,22,10,26,8,87,12
195,340,18,7,24,11,79,11
196,344,12,8,21,14,76,15
197,359,16,7,24,15,55,14
198,360,17,7,26,9,58,13
199,353,10,11,23,13,66,14
200,349,18,12,24,10,62,15
201,389,8,13,22,9,41,8
202,355,16,13,21,14,60,11
203,374,10,11,19,12,51,13
204,377,12,5,17,18,49,12
205,368,8,12,25,15,52,10
206,371,18,20,13,13,45,10
207,393,9,10,19,15,33,11
208,383,14,7,19,16,38,13
