iteration,exchange,exchangeRandom,inversion,swap,scramble,add,addRandomly,shift
0,100,100,100,100,100,100,100,100
1,99,96,108,94,106,101,92,104
2,200,91,80,75,82,74,104,94
3,159,163,82,88,70,90,69,79
4,122,264,67,62,67,81,67,70
5,92,206,77,60,163,63,71,68
6,96,181,46,68,133,167,60,49
7,180,145,41,69,125,133,54,53
8,163,106,45,45,108,218,61,54
9,130,106,46,38,84,300,37,59
10,108,85,40,43,82,343,49,50
11,89,72,39,46,84,390,39,41
12,92,55,39,51,57,415,51,40
13,71,59,47,56,60,424,39,44
14,57,60,35,39,71,449,40,49
15,44,59,39,50,45,447,59,57
16,36,57,40,45,43,474,47,58
17,66,46,137,41,41,359,59,51
18,42,53,134,38,42,406,41,44
19,39,50,91,43,54,449,39,35
20,38,43,92,43,48,442,45,49
21,42,41,182,47,47,356,46,39
22,33,29,161,67,45,379,44,42
23,48,46,136,43,38,381,47,61
24,37,41,117,174,27,329,38,37
25,35,41,90,109,51,390,49,35
26,36,42,88,80,51,408,52,43
27,34,44,65,81,51,431,52,42
28,30,44,68,60,43,439,58,58
29,28,32,66,70,60,431,60,53
30,46,31,60,49,50,451,53,60
31,41,38,41,56,45,476,47,56
32,38,36,72,54,42,460,54,44
33,41,40,60,48,55,481,41,34
34,34,33,44,48,51,516,39,35
35,31,36,48,53,43,400,42,147
36,35,46,52,46,34,422,41,124
37,39,41,55,52,47,427,41,98
38,56,39,55,49,40,431,39,91
39,45,57,53,44,29,443,48,81
40,39,162,31,42,36,373,40,77
41,38,105,43,38,58,416,45,57
42,33,111,40,33,50,445,44,44
43,35,86,45,44,36,456,32,66
44,51,75,51,43,45,449,42,44
45,155,67,53,40,45,358,39,43
46,113,58,51,46,31,415,41,45
47,223,53,41,44,31,312,39,57
48,166,66,41,39,62,341,40,45
49,144,60,40,31,40,385,49,51
50,114,51,50,50,39,404,46,46
51,104,41,46,45,34,431,48,51
52,79,47,46,58,42,357,52,119
53,69,47,40,47,43,399,30,125
54,64,30,36,41,34,427,66,102
55,49,41,53,35,51,437,63,71
56,65,43,40,48,52,447,39,66
57,62,29,45,45,39,459,54,67
58,65,37,42,55,34,462,49,56
59,69,37,47,31,153,357,48,58
60,41,41,44,36,226,296,64,52
61,50,39,48,35,300,238,37,53
62,43,39,33,43,238,301,51,52
63,49,19,42,45,307,248,38,52
64,53,45,37,52,344,181,40,48
65,48,39,43,51,372,143,50,54
66,52,39,46,38,403,142,36,44
67,47,32,40,46,421,98,51,65
68,42,52,44,40,437,94,34,57
69,56,39,33,32,461,94,38,47
70,63,45,38,40,440,83,34,57
71,66,55,17,34,485,60,37,46
72,55,44,36,49,496,51,36,33
73,69,43,29,39,482,65,30,43
74,52,55,32,39,361,59,33,169
75,43,48,43,46,300,56,41,223
76,46,42,55,64,324,59,31,179
77,48,46,30,43,400,52,27,154
78,52,45,31,32,312,54,31,243
79,47,35,34,47,245,50,38,304
80,51,33,44,42,198,59,33,340
81,45,36,36,42,156,42,152,291
82,50,32,36,148,139,43,121,231
83,32,37,35,118,121,41,101,315
84,46,31,46,108,87,54,91,337
85,38,50,41,94,81,52,81,363
86,35,50,44,186,80,27,63,315
87,47,48,38,270,58,40,70,229
88,33,47,52,294,54,52,68,200
89,37,32,47,372,62,48,52,150
90,44,38,43,392,51,45,66,121
91,33,49,61,295,57,143,47,115
92,27,127,54,266,51,141,45,89
93,39,124,39,328,51,99,46,74
94,35,103,29,249,45,88,48,200
