iteration,exchange,exchangeRandom,inversion,swap,scramble,add,addRandomly,shift
0,100,100,100,100,100,100,100,100
1,116,118,118,108,104,101,105,30
2,94,121,81,98,100,197,99,10
3,69,72,85,81,84,293,115,1
4,55,77,68,71,51,354,124,0
5,48,51,58,78,40,415,110,0
6,48,57,36,51,25,470,113,0
7,31,34,25,42,19,517,132,0
8,40,34,25,35,11,529,126,0
9,32,37,25,25,8,543,130,0
10,26,28,28,30,7,552,129,0
11,22,23,21,25,11,578,120,0
12,26,18,27,19,4,580,126,0
13,19,15,24,17,6,598,121,0
14,21,12,17,24,6,594,126,0
15,15,14,10,14,6,610,131,0
16,12,8,15,15,4,618,128,0
17,11,10,7,11,2,628,131,0
18,8,6,11,18,1,622,134,0
19,11,11,7,9,2,621,139,0
20,9,16,8,16,5,610,136,0
21,8,7,6,9,6,631,133,0
22,7,12,8,3,1,639,130,0
23,8,8,15,12,3,626,128,0
24,8,10,4,9,1,639,129,0
25,11,7,9,7,1,630,135,0
26,8,3,9,13,0,637,130,0
27,10,8,6,123,1,538,114,0
28,8,5,5,118,0,563,101,0
29,3,7,10,96,1,594,89,0
30,9,5,4,85,2,612,83,0
31,8,9,9,57,3,636,78,0
32,7,8,8,61,0,638,78,0
33,8,10,4,45,4,650,79,0
34,8,7,6,37,2,660,80,0
35,11,6,6,38,1,659,79,0
36,8,14,1,38,1,661,77,0
37,8,8,5,22,5,678,74,0
38,11,8,3,26,0,679,73,0
39,8,5,9,25,0,676,77,0
40,4,6,5,20,3,687,75,0
41,10,6,7,15,1,684,77,0
42,67,9,7,14,1,628,74,0
43,111,3,3,13,0,605,65,0
44,161,5,5,11,1,555,62,0
45,238,5,7,7,3,493,47,0
46,343,11,6,8,3,400,29,0
47,430,13,3,8,4,324,18,0
48,461,13,4,7,3,303,9,0
49,486,11,8,10,3,271,11,0
50,488,14,6,11,7,265,9,0
51,505,15,3,7,8,253,9,0
52,504,14,8,4,6,251,13,0
53,484,13,4,3,0,289,7,0
54,438,15,2,7,5,323,10,0
55,438,13,13,8,1,317,10,0
56,525,15,5,5,4,234,12,0
57,470,24,7,6,5,275,13,0
58,458,22,5,3,4,300,8,0
59,433,21,3,7,3,318,15,0
60,436,29,4,11,5,305,10,0
61,415,25,5,5,6,340,4,0
62,421,26,7,5,5,325,11,0
63,405,21,1,9,2,353,9,0
64,396,18,11,4,2,355,14,0
65,395,21,7,10,9,345,13,0
66,385,16,4,14,3,364,14,0
67,402,17,5,7,2,356,11,0
68,397,15,8,5,2,358,15,0
69,467,12,6,4,5,299,7,0
70,437,20,6,6,5,312,14,0
71,421,18,7,8,7,294,45,0
72,402,19,7,5,6,284,77,0
73,355,15,9,6,3,254,158,0
74,374,10,8,4,2,207,195,0
75,364,15,6,5,6,164,240,0
76,406,16,8,7,7,143,213,0
77,361,13,8,5,4,192,217,0
78,379,13,4,5,8,191,200,0
79,391,14,9,9,3,210,164,0
80,387,18,9,7,4,241,134,0
81,384,14,6,4,6,267,119,0
82,415,12,7,5,7,229,125,0
83,419,11,5,5,8,248,104,0
84,425,9,3,4,4,257,98,0
85,397,10,6,7,3,299,78,0
86,405,11,9,7,4,293,71,0
87,401,11,6,1,2,309,70,0
88,390,13,6,5,2,324,60,0
89,378,10,6,1,9,344,52,0
90,399,11,9,6,4,328,43,0
91,351,12,11,2,6,381,37,0
92,372,14,3,3,6,367,35,0
93,377,7,8,6,5,369,28,0
94,406,8,4,4,8,350,20,0
95,371,11,6,6,5,367,34,0
96,398,11,8,7,2,344,30,0
97,387,9,8,6,4,367,19,0
98,446,13,7,6,4,309,15,0
99,431,20,8,3,3,319,16,0
100,415,14,4,7,3,339,18,0
101,421,7,3,2,2,349,16,0
102,436,8,4,3,2,328,19,0
103,395,14,8,6,1,354,22,0
104,422,15,7,6,3,329,18,0
105,389,16,4,3,4,371,13,0
106,370,16,10,4,5,386,9,0
107,458,13,3,7,2,306,11,0
108,499,16,3,0,4,268,10,0
109,487,17,7,6,9,270,4,0
110,465,13,5,5,6,300,6,0
111,504,17,5,10,5,252,7,0
112,539,16,4,8,4,217,12,0
113,596,16,5,6,1,167,9,0
114,530,21,13,10,9,208,9,0
115,499,18,10,4,4,257,8,0
116,503,20,7,9,4,252,5,0
117,464,14,6,9,4,297,6,0
118,451,12,4,10,5,309,9,0
119,439,19,6,12,3,307,14,0
120,439,15,7,9,6,317,7,0
121,397,10,4,7,3,370,9,0
122,369,7,10,6,4,394,10,0
123,354,12,5,43,3,370,13,0
124,359,10,4,103,6,306,12,0
125,349,10,9,166,3,254,9,0
126,421,10,7,134,2,219,7,0
127,444,14,5,125,7,194,11,0
128,508,18,3,80,9,168,14,0
129,479,16,7,74,7,210,7,0
130,443,17,6,113,7,200,14,0
131,444,19,7,119,5,196,10,0
132,411,25,4,124,2,226,8,0
133,408,18,7,80,9,270,8,0
134,389,17,5,115,4,261,9,0
135,382,17,9,101,4,279,8,0
136,351,15,3,132,11,273,15,0
137,336,11,4,145,6,285,13,0
138,346,11,5,119,8,304,7,0
139,344,9,7,149,8,274,9,0
140,354,14,8,104,6,305,9,0
141,341,13,8,107,5,320,6,0
142,421,15,3,77,4,271,9,0
143,444,14,13,87,2,234,6,0
144,512,22,3,55,7,188,13,0
145,459,20,4,112,7,193,5,0
146,436,18,5,133,5,200,3,0
147,420,16,7,154,3,196,4,0
148,384,19,4,171,8,206,8,0
149,391,14,5,193,6,179,12,0
150,388,11,3,228,6,154,10,0
151,368,13,2,263,9,132,13,0
152,369,12,6,293,11,99,10,0
153,383,14,2,285,10,97,9,0
154,401,17,2,278,16,76,10,0
155,345,14,4,310,8,115,4,0
156,308,10,2,306,4,159,11,0
157,269,6,2,324,1,193,5,0
158,233,5,3,336,3,211,9,0
159,226,6,2,314,3,238,11,0
160,244,8,8,338,9,186,7,0
161,241,9,3,312,11,213,11,0
162,252,7,5,322,9,196,9,0
163,271,5,5,288,9,214,8,0
164,210,8,4,318,9,246,5,0
165,188,7,1,323,6,268,7,0
166,167,8,8,395,11,202,9,0
167,123,7,4,449,18,188,11,0
168,112,9,0,480,16,171,12,0
169,161,11,0,483,18,117,10,0
170,145,7,3,516,19,104,6,0
171,119,4,3,549,23,100,2,0
172,163,8,2,528,16,75,8,0
173,192,7,2,509,14,64,12,0
174,227,9,0,479,16,66,3,0
175,223,6,0,460,17,88,6,0
176,221,4,5,432,12,117,9,0
177,269,7,4,345,12,150,13,0
178,343,10,2,294,9,130,12,0
179,409,9,13,256,10,95,8,0
180,384,12,13,271,15,96,9,0
181,459,8,7,241,10,69,6,0
182,439,18,6,256,8,66,7,0
183,428,10,8,271,11,63,9,0
184,416,11,7,291,12,54,9,0
185,409,10,2,312,11,47,9,0
186,404,10,5,332,8,37,4,0
187,404,13,7,319,10,40,7,0
188,393,10,2,303,9,73,10,0
189,358,11,6,320,14,85,6,0
190,359,8,8,297,12,108,8,0
191,336,6,4,287,13,147,7,0
192,271,10,4,324,7,179,5,0
193,254,6,3,314,11,208,4,0
194,197,6,5,317,11,250,14,0
195,175,12,7,330,8,261,7,0
196,139,5,4,352,6,285,9,0
197,169,7,4,326,3,284,7,0
198,155,6,3,334,3,292,7,0
199,151,6,3,323,8,300,9,0
200,125,6,3,338,9,308,11,0
201,119,9,8,339,7,301,17,0
202,83,10,7,354,5,327,14,0
203,75,7,6,365,7,324,16,0
204,69,2,7,378,3,329,12,0
205,66,6,7,369,3,339,10,0
206,34,8,2,417,6,326,7,0
207,37,10,3,347,12,381,10,0
208,37,8,6,350,8,377,14,0
209,23,8,3,385,2,371,8,0
210,24,10,2,424,3,324,13,0
211,24,4,2,470,5,285,10,0
212,23,6,3,469,9,281,9,0
213,14,8,2,471,11,285,9,0
214,12,4,4,527,13,224,16,0
215,11,11,3,544,17,200,14,0
