iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly
0,70,70,70,70,70,70,70,70
1,59,72,70,68,71,71,70,79
2,97,68,66,59,59,70,73,68
3,131,50,69,71,60,61,66,52
4,160,70,57,57,58,63,50,45
5,119,59,61,61,56,67,52,85
6,112,60,43,66,44,57,67,111
7,107,78,64,55,45,48,56,107
8,110,100,44,48,45,67,49,97
9,97,119,60,50,47,45,52,90
10,107,132,43,47,42,43,72,74
11,90,116,37,48,35,48,93,93
12,127,98,32,45,38,41,104,75
13,147,109,40,34,49,42,68,71
14,165,78,35,48,39,31,91,73
15,174,82,36,38,38,47,72,73
16,198,92,44,29,28,33,65,71
17,216,66,29,33,36,43,69,68
18,258,66,28,26,21,32,61,68
19,249,83,33,29,29,33,65,39
20,239,80,30,27,30,38,67,49
21,273,66,26,27,35,21,60,52
22,283,54,27,33,27,33,58,45
23,302,53,27,26,25,22,68,37
24,315,55,24,21,21,25,58,41
25,302,45,26,31,24,25,48,59
26,262,55,25,26,24,24,41,103
27,271,37,16,23,32,22,62,97
28,244,46,19,22,28,22,39,140
29,219,45,21,27,21,30,38,159
30,239,42,26,14,18,14,45,162
31,264,53,17,28,16,21,36,125
32,262,50,21,18,19,18,39,133
33,271,39,20,20,13,22,31,144
34,293,48,16,25,16,14,34,114
35,307,37,17,24,15,18,32,110
36,330,31,19,11,19,16,25,109
37,293,35,17,15,14,27,26,133
38,283,26,15,20,17,19,27,153
39,319,28,11,15,19,14,27,127
40,269,42,14,15,17,16,33,154
41,303,22,19,13,15,12,24,152
42,266,26,14,20,12,20,34,168
43,299,23,15,15,14,17,23,154
44,305,17,15,19,18,24,24,138
45,307,28,18,13,19,19,18,138
46,308,27,19,16,20,18,16,136
47,327,15,12,12,12,12,30,140
48,353,27,13,7,27,12,21,100
49,350,19,17,11,12,15,12,124
50,349,25,16,24,16,10,23,97
51,356,29,17,16,8,19,14,101
52,366,17,14,16,12,12,17,106
53,376,23,10,14,11,18,20,88
54,370,23,10,11,15,17,25,89
55,379,37,18,12,16,8,13,77
56,394,31,10,15,12,17,16,65
57,353,20,17,19,16,14,17,104
58,371,18,13,12,14,15,12,105
59,372,28,13,12,12,13,14,96
60,372,32,9,20,19,12,13,83
61,393,24,12,10,13,11,19,78
62,395,25,15,14,6,13,14,78
63,408,24,10,10,17,6,18,67
64,398,24,9,11,12,12,18,76
65,398,18,20,15,17,15,10,67
66,415,20,12,14,10,11,19,59
67,415,24,13,10,11,15,16,56
68,392,17,10,16,9,17,10,89
69,364,17,15,11,16,9,16,112
70,369,17,11,16,10,11,6,120
71,319,26,8,11,11,14,16,155
72,300,19,10,6,17,22,18,168
73,260,20,15,20,15,15,18,197
74,276,13,16,12,12,7,16,208
75,244,14,17,19,14,15,20,217
76,211,23,15,7,13,14,9,268
77,241,15,11,15,13,13,12,240
78,212,13,13,9,9,12,17,275
79,208,18,17,12,20,19,11,255
80,210,8,15,9,17,9,18,274
81,174,16,14,11,12,17,11,305
82,188,15,10,13,16,9,11,298
83,181,16,11,15,10,10,13,304
84,177,13,13,9,8,11,11,318
85,159,15,7,11,11,7,11,339
86,155,8,19,11,9,4,10,344
87,180,12,5,11,12,11,21,308
88,146,17,9,9,14,11,13,341
89,152,9,11,13,8,15,21,331
90,121,8,20,38,4,17,16,336
91,124,11,11,54,12,14,13,321
92,109,13,8,91,13,11,6,309
93,102,17,17,107,12,12,13,280
94,97,18,8,124,15,10,12,276
95,98,11,12,136,5,16,12,270
96,98,20,10,146,13,16,13,244
97,82,15,6,161,16,13,10,257
98,75,11,11,192,9,23,16,223
99,89,11,9,190,11,16,11,223
100,61,18,6,258,12,10,14,181
101,68,8,12,234,9,10,15,204
102,68,8,14,238,18,21,16,177
103,71,16,10,267,8,11,12,165
104,55,17,12,269,7,14,15,171
105,52,11,10,312,7,8,10,150
106,61,11,14,293,9,6,16,150
107,44,10,9,315,20,19,12,131
108,55,9,7,321,11,14,13,130
109,45,13,12,338,11,11,15,115
110,51,10,10,349,5,5,10,120
111,42,16,10,361,7,10,17,97
112,43,13,12,359,9,14,15,95
113,39,14,11,351,11,18,11,105
114,32,13,14,358,9,18,14,102
115,30,10,10,383,16,5,11,95
116,31,12,16,379,13,11,12,86
117,29,17,13,395,8,16,5,77
118,34,19,9,394,9,12,9,74
119,37,11,11,391,13,11,17,69
120,33,11,9,409,15,12,9,62
121,33,17,10,414,10,11,10,55
122,20,20,9,424,9,9,18,51
123,39,16,10,402,13,15,7,58
124,33,7,12,421,14,12,9,52
125,21,15,14,427,12,16,14,41
126,34,16,11,428,12,10,12,37
127,24,20,14,414,10,14,17,47
128,23,10,7,449,12,5,9,45
129,19,12,14,434,9,17,11,44
130,21,13,12,425,13,8,21,47
131,23,17,12,437,10,11,15,35
132,18,15,12,440,14,9,11,41
133,20,14,13,434,10,17,9,43
134,20,8,8,452,6,12,13,41
135,17,12,10,450,11,13,17,30
136,24,10,15,441,8,11,14,37
137,50,10,12,418,17,13,11,29
138,78,10,7,410,8,8,15,24
139,103,11,11,357,13,14,14,37
140,127,6,13,345,16,6,16,31
141,135,9,12,313,10,9,44,28
142,119,9,17,309,11,7,66,22
143,111,10,11,287,14,17,80,30
144,105,13,10,252,10,19,129,22
145,115,8,9,244,8,6,138,32
146,91,15,11,247,3,13,131,49
147,76,6,10,246,16,15,139,52
148,79,7,8,213,8,10,184,51
149,75,10,9,214,7,10,193,42
150,78,11,13,178,13,11,210,46
151,82,14,4,186,11,9,213,41
152,58,9,14,169,7,15,240,48
153,60,7,7,164,6,10,273,33
154,59,13,11,141,16,20,265,35
155,68,13,7,143,15,16,259,39
156,67,14,7,118,15,14,286,39
157,60,8,4,111,10,14,321,32
158,52,30,7,120,15,9,298,29
159,57,57,11,115,12,16,257,35
160,49,84,5,105,8,9,262,38
161,52,132,19,113,8,8,201,27
162,33,130,10,102,13,16,231,25
163,41,159,5,92,12,14,211,26
164,47,159,19,86,12,17,198,22
165,37,194,9,67,10,18,203,22
166,27,195,12,93,10,11,185,27
167,33,248,13,61,14,10,167,14
168,30,251,8,66,12,10,162,21
169,35,217,15,73,10,16,147,47
170,26,214,13,65,8,16,141,77
171,42,198,8,56,14,8,136,98
172,33,171,14,53,15,15,144,115
173,26,184,10,66,13,9,102,150
174,33,183,9,54,16,14,114,137
175,25,169,16,44,14,15,126,151
176,15,163,10,33,15,9,141,174
177,30,138,11,45,15,15,116,190
178,22,105,13,43,9,20,137,211
179,17,154,9,40,9,16,86,229
180,27,122,10,47,11,11,98,234
181,20,120,12,33,13,14,104,244
182,22,108,6,42,19,11,88,264
183,22,113,17,25,10,11,88,274
184,21,104,9,31,10,13,95,277
185,16,103,13,43,9,11,84,281
186,25,99,11,31,8,10,76,300
187,25,93,9,27,12,12,88,294
188,20,79,7,28,17,17,72,320
189,29,77,20,31,13,10,64,316
190,24,67,15,21,9,5,87,332
191,21,63,13,34,14,14,65,336
192,22,65,9,24,11,9,53,367
193,11,51,14,31,11,10,64,368
194,24,51,10,23,13,16,63,360
195,29,48,10,23,11,17,53,369
196,24,52,15,21,15,12,55,366
197,25,43,14,22,17,14,45,380
198,25,44,17,27,12,8,44,383
199,25,55,11,24,9,15,48,373
200,23,44,18,20,17,9,49,380
201,22,38,10,33,10,13,59,375
202,24,39,8,20,14,15,47,393
203,23,39,15,15,21,6,45,396
204,27,38,12,24,15,11,40,393
205,23,37,8,20,13,8,39,412
206,14,49,14,21,16,8,51,387
207,17,51,9,21,16,13,34,399
208,19,42,10,22,10,9,45,403
209,22,42,9,8,10,11,33,425
210,20,32,16,20,16,9,45,402
211,10,37,9,23,11,12,36,422
212,15,44,10,17,9,14,26,425
213,9,27,21,18,16,9,36,424
214,16,34,14,18,11,9,45,413
215,15,36,9,20,12,13,30,425
216,12,43,24,19,14,12,21,415
217,11,31,51,19,20,12,25,391
218,13,18,93,26,14,15,29,352
219,13,61,73,10,12,13,25,353
220,14,71,79,12,9,6,23,346
221,14,106,73,13,22,14,28,290
222,13,132,65,17,12,16,24,281
223,19,137,61,10,14,12,21,286
224,12,180,38,19,12,15,30,254
225,22,179,56,13,10,15,26,239
226,23,200,43,10,9,8,17,250
227,11,221,43,13,17,10,20,225
228,12,218,42,13,12,14,21,228
229,20,236,46,10,8,9,15,216
230,16,255,45,9,9,12,22,192
231,11,255,40,21,8,15,24,186
232,17,303,46,15,12,9,13,145
233,11,285,29,14,16,9,11,185
234,15,299,32,7,7,9,12,179
235,16,322,27,14,13,17,12,139
236,11,321,27,8,10,17,21,145
237,12,327,25,16,11,14,15,140
238,17,310,33,14,12,12,14,148
239,13,350,20,18,10,13,15,121
240,18,346,31,16,11,12,13,113
241,9,374,27,13,11,12,9,105
242,11,372,36,20,8,9,13,91
243,11,369,26,12,15,9,23,95
244,13,383,28,11,10,8,17,90
245,13,399,19,8,14,6,9,92
246,9,406,32,11,9,9,14,70
247,16,400,21,14,9,6,18,76
248,11,395,29,12,8,11,15,79
249,15,402,21,14,13,10,12,73
250,14,404,25,12,17,15,12,61
251,7,417,26,7,12,13,9,69
252,10,424,14,12,8,10,17,65
253,8,436,20,11,14,11,11,49
254,12,426,13,13,9,9,10,68
255,9,399,11,15,16,11,10,89
256,11,410,10,14,8,9,14,84
257,8,395,24,11,14,15,15,78
258,9,420,23,14,12,10,6,66
