iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly
0,70,70,70,70,70,70,70,70
1,71,68,59,77,72,72,66,75
2,96,64,73,70,62,81,61,53
3,94,65,54,73,65,72,58,79
4,75,57,69,63,70,69,56,101
5,84,58,53,68,63,52,60,122
6,90,59,42,49,33,61,49,177
7,65,61,53,55,37,41,60,188
8,94,53,63,51,34,47,52,166
9,85,46,54,54,37,47,53,184
10,84,55,42,62,35,35,39,208
11,71,44,46,46,51,57,40,205
12,78,40,38,44,38,46,49,227
13,70,35,48,36,44,36,38,253
14,62,46,39,39,28,36,34,276
15,71,40,34,35,39,40,37,264
16,69,25,34,28,40,32,42,290
17,54,28,40,33,32,37,25,311
18,56,41,31,29,65,33,27,278
19,46,24,44,30,93,20,26,277
20,41,35,33,23,108,38,24,258
21,50,27,40,16,138,36,24,229
22,46,25,22,35,164,22,28,218
23,44,26,22,39,171,28,19,211
24,53,29,26,30,192,27,18,185
25,48,23,22,20,210,23,18,196
26,42,23,24,30,227,31,12,171
27,35,18,21,22,242,21,26,175
28,26,29,29,19,234,24,23,176
29,40,20,21,17,253,21,28,160
30,27,25,13,20,282,17,29,147
31,32,28,20,17,279,20,20,144
32,35,22,24,14,310,19,24,112
33,26,11,16,21,325,17,13,131
34,30,26,22,14,313,12,22,121
35,31,16,16,20,334,13,12,118
36,23,19,23,17,339,11,20,108
37,29,21,15,13,349,14,19,100
38,26,18,18,16,356,15,19,92
39,23,13,17,22,336,18,24,107
40,23,17,20,22,354,18,17,89
41,22,13,14,14,385,11,22,79
42,21,16,25,15,356,11,21,95
43,21,17,10,15,363,13,18,103
44,17,14,12,16,386,17,10,88
45,14,14,17,19,382,15,17,82
46,24,19,15,17,369,14,21,81
47,19,6,18,18,376,13,16,94
48,24,18,14,13,389,22,16,64
49,18,12,17,11,416,10,23,53
50,12,15,10,9,421,17,14,62
51,18,13,23,11,389,23,15,68
52,17,18,9,18,417,12,14,55
53,16,15,18,9,416,11,11,64
54,17,11,15,6,430,19,11,51
55,17,12,14,11,424,13,13,56
56,10,16,10,12,425,19,19,49
57,18,11,15,12,423,17,19,45
58,15,17,15,11,434,11,11,46
59,14,10,15,7,447,14,17,36
60,12,14,15,12,453,11,12,31
61,14,8,12,11,449,13,19,34
62,10,19,14,8,442,19,11,37
63,20,18,18,11,431,12,13,37
64,18,14,8,8,447,7,23,35
65,9,29,13,9,432,16,13,39
66,16,13,8,10,452,15,16,30
67,16,9,12,20,446,13,15,29
68,16,5,6,9,466,18,13,27
69,18,13,13,8,447,19,21,21
70,10,17,13,17,447,11,17,28
71,13,15,12,15,464,8,11,22
72,21,11,16,13,459,10,11,19
73,14,18,7,13,463,12,14,19
74,11,11,10,12,458,14,11,33
75,18,10,16,14,461,7,17,17
76,9,13,11,17,460,11,20,19
77,11,15,16,14,463,12,11,18
78,15,11,8,14,467,8,17,20
79,11,9,11,12,475,9,11,22
80,13,15,14,11,475,9,6,17
81,7,14,9,15,477,6,11,21
82,9,12,8,14,465,12,15,25
83,12,13,11,6,481,7,14,16
84,4,14,9,12,486,10,11,14
85,12,9,15,14,469,10,9,22
86,9,12,12,14,476,7,9,21
87,15,16,15,9,458,9,16,22
88,12,11,12,16,481,8,5,15
89,12,18,10,9,470,8,17,16
90,14,12,12,7,479,9,16,11
91,11,7,13,8,492,9,12,8
92,10,11,10,12,476,6,16,19
93,9,11,8,11,485,11,15,10
94,5,18,10,7,479,12,13,16
95,9,12,12,10,479,9,14,15
96,13,14,9,9,471,15,12,17
97,9,15,11,10,486,4,14,11
98,7,8,8,11,499,7,8,12
99,14,8,18,12,473,11,14,10
100,14,13,15,19,458,14,18,9
101,17,7,8,14,485,8,6,15
102,13,6,8,9,483,14,10,17
103,30,8,9,15,455,12,13,18
104,56,13,9,11,438,6,11,16
105,84,9,12,12,404,12,17,10
106,101,17,14,16,372,12,20,8
107,137,6,4,13,365,15,11,9
108,151,13,12,13,337,12,13,9
109,153,15,8,11,328,15,15,15
110,187,5,8,6,317,10,19,8
111,210,9,11,10,277,19,8,16
112,207,12,12,11,279,14,13,12
113,250,14,9,11,248,4,16,8
114,214,15,7,13,271,13,17,10
115,250,9,8,11,253,9,9,11
116,265,9,13,11,226,10,13,13
117,270,10,11,16,209,13,11,20
118,273,13,7,12,219,13,12,11
119,302,15,16,21,177,9,4,16
120,319,11,8,11,179,11,7,14
121,304,15,13,4,192,12,9,11
122,260,13,9,13,236,6,6,17
123,247,11,11,13,243,8,17,10
124,230,12,11,12,256,13,8,18
125,227,11,6,15,227,11,12,51
