iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly
0,70,70,70,70,70,70,70,70
1,75,65,62,73,73,74,74,64
2,68,79,71,57,51,102,71,61
3,90,57,66,70,55,86,76,60
4,120,66,55,59,66,77,61,56
5,127,63,48,70,54,78,52,68
6,150,56,58,62,62,63,59,50
7,186,56,47,44,49,83,49,46
8,183,56,54,51,49,67,47,53
9,220,40,47,54,46,68,40,45
10,211,51,46,48,47,59,48,50
11,238,41,43,38,47,66,43,44
12,238,45,42,37,48,73,40,37
13,279,43,32,32,36,58,40,40
14,282,34,42,33,28,65,34,42
15,303,35,41,38,34,43,31,35
16,315,41,35,36,33,38,39,23
17,311,33,47,38,28,44,31,28
18,325,33,34,24,41,38,30,35
19,326,32,29,38,28,41,34,32
20,324,31,42,39,20,37,34,33
21,332,46,36,35,30,38,24,19
22,364,31,35,24,27,36,18,25
23,350,12,31,29,26,50,29,33
24,369,22,22,30,23,47,16,31
25,384,18,19,28,30,26,29,26
26,356,42,24,21,18,40,30,29
27,331,57,24,19,19,27,54,29
28,316,65,18,16,28,31,56,30
29,309,44,29,20,13,23,100,22
30,304,39,27,18,18,20,117,17
31,266,47,21,23,19,30,136,18
32,270,36,26,20,18,27,145,18
33,239,40,18,22,17,29,172,23
34,207,53,19,25,14,28,198,16
35,200,41,20,27,20,25,208,19
36,213,30,11,21,21,26,223,15
37,217,33,22,19,10,13,229,17
38,170,28,12,10,14,22,286,18
39,156,29,14,13,9,27,292,20
40,150,37,15,18,25,13,250,52
41,143,32,13,13,10,28,247,74
42,166,26,17,13,12,17,214,95
43,130,28,16,22,15,13,218,118
44,128,27,19,13,9,21,205,138
45,136,24,15,22,13,16,198,136
46,119,24,17,17,17,14,163,189
47,108,25,17,28,18,15,167,182
48,104,23,23,19,13,21,156,201
49,90,22,10,9,15,17,157,240
50,91,21,15,17,13,22,142,239
51,83,16,21,19,7,13,145,256
52,92,18,6,12,13,20,126,273
53,77,19,12,10,12,16,141,273
54,86,22,16,17,13,11,121,274
55,72,19,19,13,15,21,109,292
56,68,19,11,16,19,17,102,308
57,71,14,14,16,16,16,107,306
58,57,8,16,9,12,18,86,354
59,56,16,12,12,18,13,112,321
60,48,19,12,11,12,16,83,359
61,50,16,15,15,11,21,94,338
62,47,25,14,17,9,21,128,299
63,47,13,13,17,9,16,124,321
64,35,19,11,12,14,13,124,332
65,35,16,15,10,19,12,113,340
66,68,22,11,11,18,12,96,322
67,104,19,15,9,16,8,103,286
68,132,9,16,14,11,13,90,275
69,154,11,20,10,13,9,85,258
70,142,14,8,8,15,15,103,255
71,155,15,11,11,9,10,88,261
72,147,22,13,9,21,15,73,260
73,134,14,15,14,12,14,90,267
74,123,15,6,16,17,10,129,244
75,122,18,13,13,6,11,156,221
76,101,12,13,12,20,9,171,222
77,117,12,15,17,14,13,173,199
78,117,15,11,13,19,10,187,188
79,147,14,12,14,10,11,171,181
80,145,15,6,13,14,15,183,169
81,174,9,5,16,14,10,163,169
82,203,16,13,9,6,7,135,171
83,166,16,16,11,21,15,169,146
84,175,17,12,14,12,11,185,134
85,159,12,11,11,11,23,201,132
86,158,8,15,19,10,11,219,120
87,166,11,14,11,14,9,224,111
88,133,12,8,15,14,15,259,104
89,126,10,10,25,19,13,262,95
90,118,12,14,52,11,10,241,102
91,130,11,9,82,9,14,203,102
92,126,13,18,83,22,12,195,91
93,106,19,8,111,16,17,202,81
94,79,17,14,141,14,19,204,72
95,97,19,11,178,16,11,156,72
96,88,24,14,178,16,15,152,73
97,78,27,8,205,9,11,155,67
98,71,22,15,182,14,9,176,71
99,68,26,6,211,10,13,173,53
100,77,25,7,240,12,9,134,56
101,54,15,17,243,13,14,135,69
102,54,19,8,245,10,14,156,54
103,63,24,10,249,18,4,131,61
104,60,17,11,263,17,9,130,53
105,63,16,10,238,11,13,168,41
106,59,22,9,219,10,15,182,44
107,58,13,16,214,10,11,204,34
108,46,18,18,205,22,11,207,33
109,49,21,14,175,17,14,230,40
110,34,15,10,160,16,11,278,36
111,34,16,9,157,13,8,285,38
112,33,12,12,160,17,14,278,34
113,49,15,14,144,15,11,282,30
114,29,17,7,125,12,17,314,39
115,38,21,12,141,11,11,293,33
116,28,17,10,135,18,4,315,33
117,28,19,8,124,15,10,330,26
118,27,21,3,100,11,14,356,28
119,26,18,14,94,13,11,352,32
120,31,18,10,86,15,12,363,25
121,21,18,18,97,12,11,355,28
122,20,14,9,102,9,7,375,24
123,33,9,14,84,12,11,374,23
124,25,13,14,80,9,13,378,28
125,20,14,12,81,12,7,391,23
126,30,19,17,87,12,20,351,24
127,21,15,17,59,13,9,401,25
128,24,14,19,79,12,11,391,10
129,26,14,15,58,11,11,402,23
130,20,15,13,67,43,8,375,19
131,37,15,7,46,65,10,352,28
132,23,15,14,58,85,10,337,18
133,14,12,10,53,123,8,321,19
134,13,11,13,46,146,11,305,15
135,14,10,11,58,151,13,289,14
136,20,11,10,48,156,9,298,8
137,22,11,12,44,178,15,255,23
138,16,11,8,42,201,12,259,11
139,16,9,6,40,204,12,253,20
140,20,15,8,34,238,6,225,14
141,13,15,13,39,221,13,231,15
142,14,9,11,30,195,12,277,12
143,12,8,7,40,226,16,238,13
144,18,14,8,36,214,12,243,15
145,17,10,12,25,198,10,277,11
146,20,9,22,24,184,9,278,14
147,11,10,10,22,165,19,308,15
148,19,14,12,60,162,13,264,16
149,12,13,11,80,153,6,274,11
150,15,12,13,116,140,16,229,19
151,16,10,14,129,137,11,223,20
152,15,15,13,158,131,11,203,14
153,18,10,11,173,123,6,205,14
154,10,12,6,177,123,18,201,13
155,18,8,11,210,119,15,164,15
156,14,9,12,220,118,12,159,16
157,8,12,15,254,88,10,163,10
158,12,10,13,256,87,7,158,17
159,17,9,11,262,88,13,140,20
160,15,13,11,277,73,20,136,15
161,14,17,7,297,83,9,123,10
162,16,12,13,311,73,7,117,11
163,13,18,9,323,53,9,121,14
164,13,11,14,330,64,13,99,16
165,13,11,14,311,79,10,114,8
166,11,5,9,337,65,16,105,12
167,15,13,14,320,65,15,105,13
168,13,11,11,359,52,10,86,18
169,16,13,8,340,55,12,102,14
170,14,8,10,345,44,14,110,15
171,7,15,16,366,55,12,84,5
172,11,12,11,380,45,9,78,14
173,12,5,13,399,34,11,81,5
174,9,10,9,377,49,14,81,11
175,10,12,14,373,50,13,79,9
176,10,11,21,383,38,13,76,8
177,13,7,13,399,31,12,72,13
178,13,10,14,395,37,12,65,14
179,24,11,11,409,32,10,52,11
180,13,15,13,405,37,17,47,13
181,16,17,12,423,20,4,63,5
182,10,12,16,423,31,7,54,7
183,7,17,18,414,32,11,48,13
184,11,15,14,425,38,10,37,10
185,17,15,7,432,25,13,44,7
186,15,9,9,443,17,12,43,12
187,8,12,7,436,27,11,49,10
188,14,17,9,442,20,11,39,8
189,6,11,15,439,22,12,35,20
190,16,12,14,441,22,11,37,7
191,12,10,13,445,30,14,32,4
192,6,10,14,457,22,15,29,7
193,12,20,16,426,22,11,36,17
194,10,16,12,462,23,6,24,7
195,5,14,11,451,16,16,25,22
196,16,9,11,405,20,15,39,45
197,13,7,15,416,19,15,35,40
198,15,12,13,392,17,15,27,69
