iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly
0,70,70,70,70,70,70,70,70
1,69,85,56,65,82,62,71,70
2,69,107,60,68,61,71,60,64
3,90,78,59,74,54,78,65,62
4,116,87,57,57,49,56,61,77
5,116,87,45,66,46,60,60,80
6,92,90,50,58,52,55,54,109
7,108,66,53,52,50,42,54,135
8,98,67,62,45,58,38,43,149
9,72,69,55,48,46,52,41,177
10,84,70,49,47,45,45,49,171
11,75,52,37,50,45,41,49,211
12,57,69,40,50,44,51,68,181
13,79,57,34,41,40,39,89,181
14,58,45,38,37,48,42,81,211
15,61,48,37,39,32,26,94,223
16,59,46,29,38,35,27,81,245
17,47,51,25,35,33,30,79,260
18,59,45,39,24,24,32,74,263
19,48,38,19,40,27,34,72,282
20,67,36,35,29,29,30,64,270
21,118,32,33,25,18,31,51,252
22,85,54,25,30,29,29,51,257
23,64,71,35,27,26,21,69,247
24,81,86,23,23,18,38,75,216
25,80,67,29,27,25,26,125,181
26,71,58,35,26,20,22,133,195
27,67,61,23,22,22,29,143,193
28,67,52,20,27,27,22,185,160
29,55,62,22,12,18,30,198,163
30,63,44,25,20,18,25,195,170
31,49,51,23,28,30,19,217,143
32,48,51,19,27,23,18,241,133
33,48,44,14,21,18,18,256,141
34,35,36,23,19,19,17,290,121
35,48,34,23,20,17,18,280,120
36,39,51,17,16,11,22,316,88
37,39,37,12,21,23,19,307,102
38,32,36,17,12,24,17,336,86
39,35,34,19,15,23,18,314,102
40,44,35,13,16,19,17,318,98
41,30,35,12,13,23,10,354,83
42,17,40,14,8,17,11,382,71
43,27,37,12,13,16,12,353,90
44,30,24,15,13,18,12,380,68
45,23,23,21,11,10,14,374,84
46,25,25,15,11,12,11,383,78
47,33,27,15,9,15,18,368,75
48,29,29,13,12,17,13,387,60
49,33,29,13,16,18,7,387,57
50,15,56,14,18,15,11,366,65
51,19,67,12,14,22,11,361,54
52,27,96,14,20,15,15,327,46
53,24,124,16,14,13,13,313,43
54,20,142,12,16,18,12,293,47
55,18,168,10,15,12,9,287,41
56,11,178,15,14,13,14,274,41
57,24,217,14,17,10,14,228,36
58,24,224,14,10,11,7,233,37
59,17,243,17,14,10,20,210,29
60,24,251,13,18,17,16,187,34
61,17,273,4,22,15,17,187,25
62,14,278,10,12,14,12,184,36
63,24,253,14,8,9,26,194,32
64,21,279,8,15,13,20,170,34
65,20,307,14,12,14,17,159,17
66,17,317,7,15,9,14,158,23
67,18,316,9,16,14,14,144,29
68,11,326,9,21,14,14,137,28
69,12,335,13,14,15,10,130,31
70,18,354,13,11,8,21,113,22
71,15,349,15,10,17,14,128,12
72,8,385,13,14,9,7,104,20
73,17,371,15,13,13,13,102,16
74,18,385,12,10,7,12,93,23
75,22,373,19,9,5,17,89,26
76,18,379,14,10,11,19,86,23
77,14,407,8,14,8,14,83,12
78,18,413,9,2,10,18,78,12
79,16,409,15,6,13,14,67,20
80,15,423,8,6,14,12,52,30
81,12,376,11,12,9,15,62,63
82,12,336,10,13,11,13,58,107
83,13,336,11,8,12,9,62,109
84,15,320,12,7,7,13,46,140
85,14,304,8,15,7,13,59,140
86,21,285,14,4,9,13,63,151
87,17,255,10,11,11,16,44,196
88,15,244,7,11,11,15,55,202
89,15,240,13,12,9,13,42,216
90,13,219,18,14,5,17,50,224
91,6,214,16,16,10,13,42,243
92,14,213,11,17,8,11,38,248
93,10,181,11,11,5,10,34,298
94,14,199,14,12,12,19,35,255
95,15,172,19,18,10,12,25,289
96,14,157,14,13,8,13,28,313
97,15,151,12,9,9,11,45,308
98,18,150,11,14,13,16,77,261
99,15,139,14,37,10,12,71,262
100,12,146,20,58,20,7,56,241
101,18,137,15,91,9,19,57,214
102,14,119,5,123,13,16,57,213
103,18,113,15,124,8,12,55,215
104,19,121,10,144,7,13,61,185
105,9,103,14,151,10,17,53,203
106,13,103,12,191,12,15,54,160
107,16,96,15,190,10,14,69,150
108,13,101,11,186,16,12,51,170
109,7,88,15,209,12,7,50,172
110,12,94,12,207,13,8,73,141
111,12,85,17,187,12,7,106,134
112,11,81,7,189,10,10,121,131
113,6,74,14,174,8,7,156,121
114,11,67,10,164,12,13,158,125
115,14,73,17,161,13,10,136,136
116,10,57,11,148,8,9,150,167
117,18,59,8,132,7,16,131,189
118,15,53,12,115,8,9,131,217
119,15,68,9,123,9,12,97,227
120,12,50,11,114,41,11,125,196
121,16,50,11,102,61,16,111,193
122,19,46,13,108,87,12,89,186
123,12,43,13,97,122,8,99,166
124,12,33,14,92,128,12,93,176
125,21,36,15,76,145,5,106,156
126,15,30,10,101,150,12,117,125
127,11,43,9,98,153,8,105,133
128,14,40,14,82,167,10,91,142
129,7,39,8,70,181,15,104,136
130,18,26,15,78,189,12,81,141
131,12,36,8,76,160,14,97,157
132,13,39,17,53,167,16,79,176
133,15,26,11,59,156,7,77,209
134,10,41,14,62,143,14,70,206
135,14,48,9,56,136,11,70,216
136,9,82,12,61,146,14,57,179
137,12,124,11,43,114,14,53,189
138,14,112,20,49,124,8,55,178
139,16,166,11,49,97,11,60,150
140,11,175,12,35,106,15,57,149
141,9,197,11,47,99,12,47,138
142,8,197,10,40,122,5,40,138
143,10,220,11,26,97,11,41,144
144,12,231,11,32,84,9,49,132
145,12,258,11,42,72,8,44,113
146,7,265,5,40,66,14,51,112
147,11,290,20,40,68,2,38,91
