iteration,exchange,exchangeRandom,inversion,swap,scramble,add,addRandomly,shift
0,100,100,100,100,100,100,100,100
1,124,98,95,97,95,89,80,122
2,94,95,88,77,187,89,84,86
3,76,78,81,182,159,70,71,83
4,174,66,74,152,140,65,67,62
5,149,70,163,125,114,54,59,66
6,140,48,162,209,95,53,44,49
7,110,40,112,187,83,59,55,154
8,86,49,228,122,68,49,55,143
9,92,50,287,121,73,41,40,96
10,179,44,225,101,51,50,49,101
11,240,48,174,99,67,61,30,81
12,335,34,136,70,53,37,42,93
13,245,47,226,69,51,57,41,64
14,322,52,191,49,41,33,32,80
15,376,44,149,54,54,22,45,56
16,299,44,225,53,53,40,35,51
17,240,48,263,64,54,29,52,50
18,295,42,239,60,38,35,38,53
19,348,41,194,59,33,49,34,42
20,267,43,258,63,57,24,39,49
21,217,55,190,156,43,43,54,42
22,159,44,190,232,40,42,51,42
23,239,48,149,178,47,54,43,42
24,298,40,98,164,51,52,41,56
25,347,44,97,130,42,44,47,49
26,363,42,103,110,45,45,52,40
27,437,46,62,96,41,30,43,45
28,419,45,72,91,49,49,41,34
29,346,43,161,61,58,42,37,52
30,391,41,124,61,48,55,36,44
31,422,49,109,53,47,38,40,42
32,429,52,93,52,49,38,32,55
33,436,36,81,50,60,35,53,49
34,456,42,76,49,48,34,49,46
35,369,60,77,127,37,42,37,51
36,292,32,63,247,28,47,38,53
37,305,38,60,204,38,47,41,67
38,273,44,60,255,39,41,39,49
39,220,35,58,326,34,38,26,63
40,300,48,51,251,38,35,41,36
41,337,50,56,212,38,41,23,43
42,360,51,54,175,44,24,36,56
43,430,51,36,127,33,31,44,48
44,451,51,38,112,33,38,37,40
45,465,49,42,104,36,33,36,35
46,474,40,31,90,44,35,41,45
47,484,32,42,81,37,41,40,43
48,500,39,33,67,40,38,42,41
49,370,44,51,57,52,37,43,146
50,383,58,41,38,46,52,53,129
51,417,49,36,47,49,37,57,108
52,337,38,49,48,59,41,56,172
53,277,45,46,127,58,40,49,158
54,218,28,40,122,39,49,186,118
55,301,48,34,96,50,55,117,99
56,337,45,40,78,32,57,126,85
57,300,45,41,68,35,133,114,64
58,219,43,49,62,30,143,82,172
59,166,47,33,182,43,98,88,143
60,139,55,42,240,42,98,67,117
61,94,50,43,210,42,200,64,97
62,99,45,36,263,43,166,64,84
63,105,38,30,221,43,131,47,185
64,73,37,32,319,45,108,41,145
65,72,52,38,312,57,93,50,126
66,52,47,36,395,49,53,56,112
67,162,39,46,298,56,62,53,84
68,140,49,41,329,58,65,38,80
69,102,43,36,273,164,76,41,65
70,101,51,28,345,118,62,43,52
71,65,50,60,353,101,63,46,62
72,89,43,36,397,103,38,32,62
73,55,48,46,438,92,31,44,46
74,174,43,46,329,67,43,54,44
75,135,44,58,379,68,39,36,41
76,112,36,42,410,62,44,49,45
77,107,51,40,431,61,32,30,48
78,72,44,55,448,57,45,33,46
79,88,40,47,451,48,42,46,38
80,54,39,42,490,47,36,54,38
81,71,33,46,446,52,51,52,49
82,78,20,44,469,42,55,39,53
83,61,30,26,490,69,47,35,42
84,79,34,43,463,45,56,44,36
85,64,37,47,466,36,54,48,48
86,49,32,41,494,43,54,49,38
87,52,44,42,471,52,49,45,45
88,51,54,41,494,49,48,39,24
89,44,60,39,485,46,34,49,43
90,58,47,47,474,50,42,35,47
91,48,51,46,494,25,42,62,32
92,41,47,53,484,51,52,43,29
93,55,172,39,371,35,46,48,34
94,66,141,40,299,39,54,37,124
95,160,113,31,242,53,37,39,125
96,116,203,45,195,50,48,30,113
97,102,169,49,283,42,48,36,71
98,105,122,39,338,38,41,36,81
99,86,106,40,365,43,38,39,83
100,79,88,42,370,40,44,47,90
101,74,83,35,430,38,47,44,49
102,59,62,37,449,37,44,60,52
103,56,65,26,479,37,28,40,69
104,45,69,42,462,39,38,45,60
105,41,46,40,496,38,37,40,62
106,46,64,34,496,37,36,32,55
107,47,39,30,506,49,35,52,42
108,43,34,33,506,41,43,43,57
109,40,44,58,501,40,41,32,44
110,39,31,39,526,46,48,34,37
111,35,53,34,501,53,53,28,43
112,31,47,37,404,50,166,40,25
113,28,44,43,426,52,129,45,33
114,43,41,43,419,72,104,41,37
115,37,47,50,431,57,87,50,41
116,31,43,34,471,42,88,51,40
117,48,39,34,460,58,87,35,39
118,34,48,34,374,52,156,50,52
119,42,41,45,287,48,229,54,54
120,42,49,42,234,52,280,55,46
121,44,35,40,305,37,250,47,42
122,39,34,44,342,64,188,44,45
123,47,34,42,386,36,168,44,43
124,51,39,48,411,48,112,43,48
125,38,46,46,458,37,102,38,35
126,38,48,44,344,52,198,33,43
127,44,35,44,401,34,164,42,36
128,37,28,59,395,59,129,41,52
129,33,48,41,464,40,96,36,42
130,33,41,43,455,48,86,45,49
131,32,49,45,478,43,63,49,41
132,34,46,59,452,42,64,49,54
133,30,52,42,472,46,81,34,43
134,38,38,49,477,38,77,31,52
135,35,52,49,464,46,78,30,46
136,43,40,43,470,45,70,40,49
137,41,29,60,478,39,67,49,37
138,38,45,50,491,37,53,43,43
139,50,36,41,496,40,68,29,40
140,42,50,39,500,36,41,40,52
141,37,40,39,502,43,53,43,43
142,38,42,49,521,41,39,37,33
143,43,45,26,510,41,55,42,38
144,48,42,39,493,36,48,50,44
145,141,41,43,407,29,44,49,46
146,237,41,37,315,41,36,46,47
147,320,48,28,236,45,26,52,45
148,363,51,45,195,36,33,25,52
149,408,39,49,151,31,26,47,49
150,426,41,43,133,31,38,29,59
151,456,44,52,107,34,30,28,49
152,457,26,31,102,50,38,44,52
153,449,39,47,85,55,38,33,54
154,472,23,48,74,57,46,36,44
155,505,33,32,55,41,36,60,38
156,482,28,50,56,38,40,57,49
157,507,51,51,64,25,42,25,35
158,500,43,37,57,41,44,45,33
159,477,34,47,45,56,49,45,47
160,475,50,41,59,41,41,47,46
161,496,39,38,56,53,42,45,31
162,502,37,48,45,55,40,35,38
163,481,25,50,49,59,42,51,43
164,486,42,33,56,62,43,43,35
165,461,42,41,52,58,44,51,51
166,484,56,41,35,47,46,48,43
167,503,46,29,47,51,29,59,36
168,476,49,37,48,59,46,52,33
169,513,40,35,42,58,37,41,34
170,507,47,24,46,45,37,41,53
171,515,39,46,52,38,33,45,32
172,494,47,45,48,44,31,47,44
