//Tao=5 R=1 instance=1
n=15;
r=[0,56,43,18,41,52,30,91,6,26,24,14,31,74,11,75];
p=[0,5,9,10,20,20,20,2,14,4,8,13,14,15,19,19];
d=[193,158,144,120,148,163,136,193,105,138,131,123,142,181,121,183];
db=[194,159,145,121,150,165,138,194,107,139,132,125,144,183,123,185];
e=[0,11,2,15,18,5,7,19,10,10,11,7,9,20,17,8];
w=[0,11.0,2.0,15.0,9.0,2.5,3.5,19.0,5.0,10.0,11.0,3.5,4.5,10.0,8.5,4.0];
Omega=[5,1,4,4,3,1,3,2,4,5,3,3,8,4,1];
s=[[0,5,2,6,8,3,3,8,8,7,6,3,9,6,8,6],
[0,0,9,9,9,3,7,9,5,8,6,8,9,5,3,9],
[0,6,0,10,2,8,6,8,3,5,3,10,6,3,8,3],
[0,9,8,0,9,4,5,5,10,10,3,2,7,7,9,4],
[0,3,5,5,0,7,6,6,4,2,7,10,4,3,8,6],
[0,8,6,6,9,0,5,8,6,7,8,2,3,10,8,7],
[0,8,2,6,10,10,0,9,3,9,4,10,10,10,5,10],
[0,4,3,3,3,10,6,0,8,10,2,9,8,5,8,10],
[0,10,7,8,3,8,8,6,0,3,8,3,8,4,2,10],
[0,6,2,4,6,10,6,4,3,0,10,5,6,3,3,10],
[0,4,7,9,4,6,10,7,6,10,0,7,10,4,3,9],
[0,6,9,9,4,9,4,8,5,4,6,0,8,6,5,10],
[0,8,5,10,8,8,9,8,4,5,7,9,0,10,7,7],
[0,9,10,3,7,3,4,6,7,8,2,9,6,0,8,9],
[0,4,7,2,9,10,2,4,8,8,3,8,7,6,0,4],
[0,3,7,9,6,9,8,10,5,9,2,4,3,6,9,0]
];
m=5;
b=[0,420,900,1200,1320];
EC=[0.0422,0.075,0.1327,0.075,0.0422];
h=9;
g=[0,180,360,720,840,1020,1080,1260,1380];
q=[0.725,0.7,0.693,0.682,0.669,0.682,0.693,0.7,0.725];
Tax=0.02673155;
