iteration,exchange,exchangeRandom,inversion,swap,scramble,add,addRandomly,shift
0,100,100,100,100,100,100,100,100
1,101,91,88,108,108,86,123,95
2,103,82,88,83,77,92,197,78
3,92,61,79,78,74,70,157,189
4,65,75,92,62,63,66,239,138
5,50,65,61,75,59,58,177,255
6,57,66,67,55,50,47,165,293
7,63,51,64,45,47,48,132,350
8,65,53,45,162,58,55,99,263
9,45,53,46,126,46,159,92,233
10,51,59,36,214,48,137,76,179
11,35,50,43,183,43,252,58,136
12,44,55,44,141,45,271,65,135
13,39,56,38,225,44,243,51,104
14,41,59,44,160,42,307,59,88
15,25,50,42,156,44,354,50,79
16,51,47,45,124,26,289,140,78
17,39,44,41,101,33,339,133,70
18,31,61,34,91,48,362,118,55
19,28,54,37,68,54,411,94,54
20,37,51,30,88,50,430,65,49
21,38,35,36,71,43,466,57,54
22,39,58,45,63,33,460,60,42
23,38,39,32,64,43,480,69,35
24,32,52,33,70,34,494,40,45
25,44,42,41,53,163,360,60,37
26,42,48,46,62,122,301,35,144
27,45,46,48,45,105,335,50,126
28,41,43,39,35,87,400,54,101
29,40,48,37,42,89,424,34,86
30,41,38,34,59,70,418,49,91
31,40,50,35,49,83,423,55,65
32,45,46,36,50,52,445,65,61
33,47,43,37,148,49,369,49,58
34,51,47,38,124,59,386,48,47
35,44,39,33,105,60,398,61,60
36,44,53,39,91,47,343,36,147
37,49,42,47,71,46,247,34,264
38,52,31,42,68,48,234,34,291
39,54,43,37,70,48,279,40,229
40,41,32,42,62,46,344,31,202
41,38,22,40,57,62,373,46,162
42,33,42,42,56,47,401,40,139
43,40,41,36,54,53,429,52,95
44,44,26,30,52,62,432,51,103
45,34,41,32,59,49,466,43,76
46,28,32,38,42,37,474,51,98
47,37,25,49,57,34,491,45,62
48,32,46,48,48,46,457,49,74
49,56,39,53,36,41,491,33,51
50,39,43,47,36,41,486,41,67
51,35,47,51,29,46,411,29,152
52,34,48,37,38,43,437,41,122
53,38,57,42,46,45,407,41,124
54,54,41,36,44,39,350,41,195
55,52,39,39,34,37,388,41,170
56,59,36,45,33,43,298,41,245
57,49,46,45,27,37,348,40,208
58,42,30,53,41,40,407,34,153
59,43,39,43,47,45,424,44,115
60,35,38,46,39,53,436,40,113
61,27,26,41,52,54,481,42,77
62,42,40,36,54,55,340,38,195
63,37,43,50,37,44,305,31,253
64,44,41,52,38,40,210,41,334
65,21,50,45,34,36,218,42,354
66,50,52,43,59,39,149,48,360
67,46,33,42,48,30,135,45,421
68,54,47,34,42,36,100,53,434
69,49,44,42,52,39,78,38,458
70,39,42,48,61,37,80,40,453
71,42,28,47,53,39,163,50,378
72,28,37,51,58,31,144,51,400
73,147,39,48,43,45,118,44,316
74,225,39,45,38,38,108,54,253
75,263,57,41,74,37,83,42,203
76,350,38,35,58,40,83,35,161
77,372,51,41,51,50,65,33,137
78,416,42,45,35,46,67,33,116
79,442,40,41,37,41,61,35,103
80,464,49,45,37,35,62,47,61
81,460,44,51,31,50,50,56,58
82,478,33,34,39,47,57,61,51
83,495,37,40,42,49,48,35,54
84,493,36,41,42,55,39,45,49
85,511,33,39,38,39,57,44,39
86,487,47,51,39,38,50,41,47
87,493,41,46,46,49,43,38,44
88,494,55,45,32,56,47,44,27
89,477,45,54,40,66,40,37,41
90,498,37,62,41,54,33,42,33
91,497,40,55,51,35,36,34,52
92,510,41,55,47,34,31,37,45
93,392,29,49,153,47,29,40,61
94,438,23,40,142,42,30,50,35
95,435,40,40,110,39,46,47,43
96,457,47,42,99,31,45,47,32
97,361,45,49,169,42,55,37,42
98,382,49,43,146,38,52,47,43
99,414,45,39,134,36,42,44,46
100,406,57,43,106,40,56,48,44
101,479,51,23,85,46,34,34,48
102,457,42,39,82,42,53,24,61
103,493,52,32,81,41,31,35,35
104,459,46,47,72,45,46,31,54
105,472,54,47,53,54,44,30,46
106,466,64,47,47,44,43,50,39
107,476,48,35,52,47,59,38,45
108,477,59,44,41,42,51,37,49
109,490,54,37,41,42,43,41,52
110,499,39,37,46,43,47,40,49
111,492,35,50,57,46,43,26,51
112,506,43,41,49,47,47,30,37
113,476,51,51,43,37,65,26,51
114,507,49,49,48,42,42,24,39
115,486,54,40,49,41,46,43,41
116,490,57,50,47,46,43,37,30
117,510,51,38,42,35,54,38,32
118,492,40,50,46,64,52,25,31
119,503,46,51,39,42,55,39,25
120,516,41,54,24,52,47,46,20
121,493,61,49,36,31,54,39,37
122,493,54,46,50,38,49,29,41
123,486,40,45,40,40,50,54,45
124,479,51,58,39,40,46,40,47
