iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly,shift
0,50,50,50,50,50,50,50,50,50
1,51,44,44,53,44,50,58,62,44
2,44,54,45,57,49,38,75,42,46
3,45,53,58,53,34,36,75,48,48
4,40,53,36,49,34,50,79,54,55
5,49,32,46,46,50,42,108,38,39
6,36,47,33,46,46,51,109,34,48
7,43,43,38,34,39,49,123,41,40
8,47,46,39,49,33,49,99,38,50
9,66,35,33,35,43,41,107,35,55
10,85,48,27,37,40,37,85,41,50
11,90,27,43,40,46,35,87,35,47
12,90,47,35,43,27,36,90,38,44
13,100,48,46,37,36,39,72,36,36
14,128,33,29,34,38,50,54,36,48
15,124,41,40,37,40,44,56,26,42
16,134,31,51,33,26,35,68,39,33
17,116,35,63,26,32,38,83,24,33
18,105,35,46,37,36,45,87,29,30
19,99,41,60,35,34,34,85,27,35
20,100,35,46,36,30,33,100,35,35
21,79,35,45,35,30,41,115,41,29
22,79,44,52,30,28,42,112,41,22
23,76,30,45,46,31,37,113,41,31
24,69,35,55,38,32,37,119,44,21
25,46,29,38,36,33,45,149,26,48
26,54,29,49,37,30,35,139,41,36
27,48,44,64,36,31,33,133,31,30
28,59,52,70,29,31,34,119,18,38
29,80,48,69,32,22,32,110,24,33
30,79,45,87,38,27,47,68,27,32
31,86,37,64,29,43,49,85,27,30
32,81,37,74,63,39,47,61,27,21
33,68,46,45,81,51,35,73,27,24
34,73,37,53,65,42,39,74,38,29
35,70,37,49,66,35,53,82,29,29
36,61,45,43,65,36,52,87,29,32
37,49,53,47,43,28,49,119,31,31
38,73,35,41,67,41,50,91,26,26
39,60,40,48,51,26,45,109,30,41
40,55,45,51,54,31,37,102,31,44
41,62,32,43,40,39,44,124,30,36
42,50,38,46,50,39,45,126,22,34
43,46,49,42,30,41,44,126,24,48
44,39,34,27,36,42,45,153,33,41
45,48,26,31,43,28,50,149,42,33
46,29,23,32,62,29,74,137,25,39
47,26,25,17,56,25,87,131,48,35
48,32,24,28,76,39,60,108,42,41
49,30,19,33,95,32,76,80,43,42
50,33,17,34,89,22,65,99,46,45
51,33,22,34,105,28,49,84,50,45
52,29,43,32,110,41,54,70,36,35
53,33,43,29,115,25,44,74,49,38
54,47,45,31,120,41,46,58,36,26
55,32,63,39,111,23,51,56,36,39
56,32,61,33,122,47,40,56,27,32
57,30,60,34,131,39,42,38,34,42
58,29,55,40,137,38,35,47,30,39
59,37,56,41,135,24,42,46,38,31
60,59,51,30,111,36,36,60,38,29
61,66,34,34,106,41,53,46,32,38
62,71,37,27,88,28,56,64,23,56
63,79,52,38,77,46,39,40,35,44
64,123,44,29,77,25,38,47,28,39
65,124,36,40,67,22,42,41,35,43
66,131,42,30,57,36,33,49,25,47
67,134,38,37,58,34,48,47,25,29
68,126,25,46,63,24,48,52,26,40
69,113,30,48,73,33,32,41,50,30
70,106,28,46,89,30,37,35,49,30
71,107,31,66,55,36,22,28,77,28
72,107,21,74,71,30,30,40,55,22
73,84,34,92,60,34,23,32,59,32
74,71,30,106,57,17,40,39,57,33
75,72,28,108,49,50,25,29,58,31
76,63,35,103,49,57,28,32,48,35
77,52,28,96,57,76,30,25,44,42
78,30,33,100,69,69,27,20,45,57
79,35,49,73,79,62,27,16,60,49
80,37,38,80,48,70,27,18,73,59
81,31,63,71,68,76,24,9,43,65
82,60,57,60,50,65,29,21,54,54
83,78,43,64,51,63,20,31,60,40
84,81,53,69,49,61,32,19,44,42
