iteration,exchange,exchangeRandom,inversion,swap,scramble,add,addRandomly,shift
0,52,100,59,56,56,52,63,41
1,55,47,69,43,50,46,60,56
2,67,53,47,46,56,63,41,34
3,53,38,28,42,94,42,43,31
4,36,44,31,33,105,29,23,32
5,31,24,36,28,110,30,14,25
6,20,54,26,18,95,24,17,31
7,21,86,15,23,53,30,26,31
8,25,77,10,16,96,20,15,26
9,19,98,20,15,77,19,16,21
10,17,129,21,11,50,21,16,14
11,10,101,22,17,67,15,13,21
12,16,118,13,13,63,10,16,16
13,22,124,15,9,51,18,12,14
14,12,128,19,26,46,10,12,11
15,18,127,24,14,39,14,15,13
16,9,133,8,12,58,18,11,15
17,21,129,8,12,50,8,22,14
18,14,148,13,17,33,17,10,12
19,12,141,6,22,26,20,12,17
20,45,108,13,13,39,14,13,11
21,40,120,11,17,34,11,15,8
22,33,124,15,15,21,17,21,10
23,68,103,11,11,20,17,13,11
24,41,121,21,11,23,14,9,11
25,49,120,9,10,19,21,9,12
26,32,128,14,14,19,12,14,14
27,38,127,12,16,17,14,11,12
28,20,142,12,12,14,19,14,9
29,20,138,9,12,18,8,19,18
30,27,137,15,16,16,7,9,15
31,10,157,12,15,14,12,12,10
32,12,145,9,12,12,10,13,20
33,14,144,8,18,18,10,13,8
34,17,142,13,14,8,10,15,14
35,12,144,17,12,9,9,16,14
36,10,109,50,13,8,11,15,17
37,17,123,30,12,12,12,9,18
38,14,123,31,13,12,15,12,9
39,11,139,31,7,8,12,6,14
40,11,147,20,8,8,14,7,12
41,12,141,22,14,4,10,11,13
42,10,127,18,6,10,16,25,15
43,10,123,24,12,13,4,21,11
44,10,118,14,14,7,11,23,21
45,15,126,17,7,9,6,18,20
46,13,133,16,8,8,10,12,17
47,12,125,16,13,9,15,17,10
48,12,103,10,13,13,8,12,41
49,11,91,19,10,8,11,11,51
50,7,97,15,7,8,18,18,37
51,16,63,19,15,8,9,9,61
52,15,79,9,7,22,7,6,55
53,13,94,16,11,13,4,13,36
54,9,62,10,17,13,9,14,63
55,9,60,10,9,31,12,16,44
56,9,70,11,8,30,9,11,38
57,17,87,6,11,25,4,13,22
58,11,68,8,8,48,9,10,23
59,13,51,6,7,64,8,14,19
60,13,41,12,5,79,2,11,16
61,3,33,17,11,78,4,7,18
62,8,35,9,14,76,12,11,6
63,12,45,9,11,69,9,9,7
64,4,34,9,10,76,9,17,6
65,6,30,7,9,84,10,9,10
66,9,45,10,7,60,11,10,13
67,5,38,8,7,71,9,11,7
68,9,31,6,8,68,20,10,4
69,7,53,10,10,53,12,4,7
70,6,37,8,11,55,17,9,13
71,6,31,6,13,67,12,7,14
72,8,29,8,6,66,16,6,11
73,6,24,8,15,68,13,5,11
74,5,40,8,9,58,9,9,11
75,8,33,7,7,68,11,9,5
76,6,27,5,4,76,7,9,7
77,4,15,6,6,73,17,9,11
78,3,21,5,8,75,7,4,9
79,7,9,7,4,70,11,7,11
80,8,10,10,6,78,1,4,8
81,8,12,12,3,67,7,12,4
82,6,14,9,7,68,8,6,7
83,6,11,10,2,72,3,6,9
84,6,8,10,7,62,10,8,8
85,5,9,9,4,66,7,9,8
86,4,14,4,5,64,7,9,7
87,6,8,2,5,78,6,6,2
88,3,7,5,5,76,5,7,1
89,4,6,8,6,69,8,4,4
90,8,7,10,3,64,8,5,3
91,9,11,5,5,70,2,2,4
92,5,12,6,3,60,7,5,6
93,9,2,5,6,57,9,7,9
94,4,3,3,6,70,4,5,6
95,6,7,1,9,64,3,6,5
96,5,6,6,2,57,8,11,6
97,10,5,3,8,59,6,5,1
98,3,4,5,6,56,10,6,7
99,8,10,2,3,60,4,4,6
100,4,8,9,7,51,2,11,5
101,5,11,6,1,59,6,6,3
102,3,7,6,3,66,7,5,0
103,2,4,8,6,63,5,5,4
104,4,8,5,4,59,5,5,6
105,2,5,3,5,57,13,5,6
106,10,6,3,7,58,6,4,2
107,8,4,5,3,63,5,5,3
108,8,3,3,4,58,10,4,4
109,4,2,6,5,65,3,5,4
110,7,2,4,3,62,7,4,5
111,1,4,4,3,61,5,7,4
112,7,5,4,5,58,2,5,3
113,5,8,4,8,49,3,4,8
114,6,5,2,5,57,6,2,5
115,2,5,8,7,54,5,5,0
116,10,7,7,8,43,5,1,4
117,4,5,5,5,51,3,5,7
118,7,6,4,5,48,4,5,6
119,5,3,5,3,52,3,5,9
120,4,1,3,8,56,5,3,5
121,3,5,2,2,55,8,7,3
122,5,1,8,5,55,1,4,6
123,4,4,5,6,48,4,8,6
124,5,4,9,3,48,4,4,7
125,3,3,2,3,57,6,5,5
126,3,5,4,6,53,5,3,5
127,3,6,2,6,50,2,4,7
128,1,7,6,4,51,3,3,5
129,1,3,4,4,59,3,1,5
130,4,2,5,5,53,3,3,5
131,3,2,4,2,54,6,4,2
132,4,7,5,3,49,1,4,4
133,7,4,3,3,46,3,7,4
134,4,4,1,8,41,2,2,13
135,3,3,4,5,36,4,4,16
136,4,6,4,2,36,7,3,13
137,3,2,5,2,43,3,5,12
138,2,5,3,3,44,3,6,8
139,1,7,6,4,46,1,1,8
140,5,7,8,2,39,4,4,5
141,5,2,3,3,50,3,3,5
142,5,4,5,3,45,4,2,6
143,5,6,3,6,42,5,2,4
144,6,2,5,2,42,6,5,5
145,9,3,3,4,40,2,7,5
146,8,2,0,6,41,6,1,6
147,10,3,6,4,34,4,3,6
148,9,4,5,3,38,4,5,2
149,6,2,2,0,46,3,4,7
150,9,1,1,5,40,3,5,6
151,2,1,6,5,44,3,2,7
152,10,2,7,3,32,5,5,6
153,8,2,3,10,35,1,7,4
154,4,3,3,4,49,2,1,4
155,3,5,4,4,45,1,7,1
156,5,5,4,5,41,3,5,2
157,3,3,1,2,46,5,7,3
158,1,5,3,2,48,1,3,7
159,6,8,7,2,36,6,2,3
160,1,18,4,2,30,3,7,5
161,3,10,1,7,34,4,1,10
162,4,9,2,6,27,2,5,15
163,3,4,3,5,27,5,1,21
164,3,10,2,2,24,3,6,18
165,4,7,3,6,21,7,2,17
166,5,2,6,2,17,3,7,24
167,3,6,2,8,7,5,5,29
168,4,4,4,3,11,0,11,26
169,2,4,1,2,15,4,8,25
170,2,3,3,2,10,2,6,28
171,2,1,3,5,16,5,3,20
172,2,3,3,2,21,1,4,19
173,3,2,3,3,14,4,4,22
174,2,4,14,2,10,1,3,19
175,7,3,14,2,7,4,2,15
176,11,1,9,6,10,2,0,15
177,6,4,9,1,15,2,4,12
178,5,1,9,4,10,7,4,13
179,11,3,13,2,10,0,7,6
180,14,3,5,6,9,4,3,5
181,18,3,7,1,6,2,1,11
182,14,1,4,4,5,4,2,14
183,20,1,6,2,2,1,4,6
