iteration,exchange,exchangeRandom,inversion,swap,scramble,add,addRandomly,shift
0,100,100,100,100,100,100,100,100
1,98,95,108,105,93,107,104,90
2,95,93,116,83,104,71,112,126
3,82,66,109,71,73,82,226,91
4,76,77,100,71,61,55,286,74
5,76,59,175,56,59,59,246,70
6,62,50,279,59,68,50,169,63
7,59,55,323,58,47,45,155,58
8,52,56,273,44,48,60,226,41
9,41,53,207,66,55,34,285,59
10,57,61,160,57,31,58,323,53
11,39,40,136,64,41,35,384,61
12,39,49,122,47,56,39,389,59
13,41,46,102,43,49,41,427,51
14,42,54,58,51,42,39,466,48
15,49,44,77,56,44,59,438,33
16,38,41,59,59,40,48,482,33
17,52,33,75,58,44,36,473,29
18,36,38,68,48,46,34,488,42
19,36,51,56,42,39,35,494,47
20,31,44,69,37,47,53,465,54
21,42,49,53,40,44,45,472,55
22,38,64,41,44,36,39,480,58
23,49,52,41,24,40,32,497,65
24,42,57,32,32,34,19,517,67
25,38,49,52,21,46,29,509,56
26,41,42,48,29,43,35,522,40
27,35,53,43,38,41,26,508,56
28,43,54,51,37,31,34,495,55
29,52,36,62,31,46,20,493,60
30,31,162,48,38,32,29,401,59
31,34,149,50,41,40,30,404,52
32,49,109,57,34,35,33,427,56
33,48,115,45,31,38,40,438,45
34,31,77,39,39,33,49,489,43
35,25,68,57,47,46,44,472,41
36,39,53,47,46,42,52,469,52
37,43,63,147,46,29,58,368,46
38,21,58,107,57,44,38,433,42
39,41,49,108,51,54,30,409,58
40,43,30,78,68,39,41,461,40
41,42,38,63,64,41,144,353,55
42,147,49,85,38,47,121,248,65
43,145,39,57,45,21,107,211,175
44,124,53,146,56,33,90,170,128
45,82,43,124,45,40,85,270,111
46,78,43,112,46,46,72,299,104
47,188,43,79,37,42,67,239,105
48,255,48,87,42,43,61,192,72
49,196,42,183,38,44,56,178,63
50,181,47,255,47,43,53,124,50
51,213,41,221,44,49,59,106,67
52,217,41,157,34,51,53,194,53
53,245,58,147,37,46,38,175,54
54,329,51,112,55,30,52,128,43
55,338,53,102,53,33,49,127,45
56,407,42,69,46,39,64,90,43
57,434,52,70,51,37,36,87,33
58,442,54,62,46,36,48,81,31
59,478,38,45,45,33,45,76,40
60,355,49,51,51,39,36,61,158
61,399,50,66,42,49,26,60,108
62,427,33,48,43,41,35,68,105
63,444,39,73,39,26,47,38,94
64,433,36,53,46,40,48,49,88
65,478,34,32,41,41,57,51,59
66,354,36,48,52,42,60,43,158
67,408,23,49,35,40,49,55,134
68,414,45,42,41,43,49,42,117
69,432,37,55,44,43,52,48,76
70,438,35,41,48,39,44,44,89
71,452,37,45,53,40,46,30,75
72,464,33,43,41,48,43,49,51
73,464,43,47,42,36,46,42,52
74,484,38,59,31,27,36,44,53
75,478,47,42,34,34,47,36,54
76,468,46,39,35,44,50,34,56
77,458,45,51,37,52,47,26,56
78,374,49,43,37,130,56,26,57
79,409,42,39,47,127,38,26,44
80,426,51,40,28,111,41,32,43
81,461,54,36,35,70,29,39,48
82,446,38,55,62,50,47,43,31
83,466,47,56,31,57,45,38,30
84,448,49,43,39,57,43,51,40
85,359,44,157,31,60,40,41,38
86,408,40,131,40,47,40,41,23
87,415,34,125,39,39,33,50,31
88,426,45,100,34,47,41,37,36
89,335,30,187,51,41,28,59,35
90,252,34,263,52,39,47,41,38
91,337,34,207,36,49,37,36,30
92,262,39,163,43,50,38,34,137
93,312,56,147,28,45,33,33,112
94,255,47,102,44,47,31,42,198
95,199,60,200,48,38,24,39,158
96,189,33,246,38,51,40,31,138
97,122,38,323,38,41,49,36,119
98,130,36,247,43,41,39,32,198
99,76,33,323,50,48,43,39,154
100,189,50,232,47,51,39,38,120
101,273,44,185,42,38,31,41,112
102,306,41,150,29,36,45,56,103
103,227,149,136,45,47,43,47,72
104,189,232,105,35,39,36,52,78
105,156,276,104,28,51,47,40,64
106,147,233,62,32,42,41,137,72
107,115,173,66,27,45,46,248,46
108,102,130,63,35,63,37,286,50
109,79,125,64,46,57,37,216,142
110,183,101,44,45,46,38,192,117
111,145,189,42,40,39,43,153,115
112,134,147,38,52,36,38,249,72
113,93,138,41,38,48,27,197,184
114,85,108,54,39,49,31,146,252
115,74,206,43,44,39,39,114,198
116,67,298,36,36,37,38,85,160
117,62,305,38,40,39,45,81,147
118,63,238,36,35,52,48,71,207
119,34,313,26,55,46,33,78,165
120,62,335,46,27,35,42,70,133
121,53,388,47,34,37,33,49,109
122,47,308,30,44,38,30,58,195
123,47,242,56,37,33,34,53,248
124,41,271,35,43,37,44,50,229
125,40,237,50,48,133,28,39,175
126,40,264,51,37,142,34,41,141
127,45,338,37,47,122,27,35,99
128,43,250,47,146,78,32,48,106
129,34,323,41,113,66,27,58,88
130,51,332,41,96,72,37,53,65
131,36,272,44,189,58,29,44,75
132,34,326,54,157,54,31,41,50
133,128,275,36,141,42,34,38,49
134,121,285,33,112,66,38,41,46
135,91,361,51,75,40,32,38,54
136,87,299,116,64,43,40,42,51
137,80,218,112,148,52,52,36,44
138,65,168,205,151,35,38,44,36
139,62,140,243,122,35,38,51,51
140,57,108,315,106,33,37,35,51
