iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly,shift
0,100,100,100,100,100,100,100,100,100
1,114,102,112,87,90,108,91,101,95
2,118,110,106,94,85,111,96,86,94
3,139,98,91,90,106,93,106,89,88
4,175,90,91,90,96,96,82,94,86
5,198,83,105,79,85,96,89,82,83
6,252,70,102,68,72,94,70,82,90
7,237,82,102,65,74,82,90,108,60
8,233,71,100,61,62,84,109,109,71
9,279,70,91,72,80,57,86,93,72
10,259,73,95,62,59,55,133,96,68
11,282,57,68,51,53,63,166,87,73
12,243,67,88,56,63,55,193,74,61
13,212,56,77,49,72,60,224,103,47
14,202,67,89,56,59,48,259,71,49
15,198,56,71,65,53,50,273,72,62
16,182,55,66,47,56,51,294,95,54
17,158,52,78,48,57,43,354,56,54
18,167,41,64,48,51,48,307,123,51
19,152,48,112,36,49,50,302,115,36
20,159,45,139,37,58,51,265,95,51
21,148,41,169,52,44,42,259,102,43
22,131,39,189,37,37,44,281,109,33
23,141,41,183,39,31,55,262,118,30
24,108,33,211,48,28,61,282,102,27
25,94,35,220,72,29,55,279,81,35
26,92,18,274,45,24,55,272,98,22
27,87,25,248,52,29,49,277,115,18
28,99,21,223,33,20,53,287,139,25
29,93,23,252,42,17,33,268,122,50
30,94,16,212,28,26,31,305,143,45
31,101,20,219,34,20,36,324,95,51
32,103,19,179,37,18,31,352,120,41
33,102,26,187,33,24,27,352,102,47
34,84,12,185,34,13,23,371,131,47
35,92,16,157,19,15,29,369,166,37
36,61,17,152,28,15,11,381,181,54
37,104,18,125,27,13,25,376,174,38
38,127,20,124,24,16,19,347,187,36
39,129,23,114,26,19,36,358,159,36
40,180,13,140,24,10,27,361,125,20
41,172,14,136,27,11,25,356,142,17
42,209,12,145,15,15,17,324,142,21
43,222,7,165,12,13,6,315,140,20
44,190,9,178,13,13,7,322,151,17
45,155,14,226,13,10,11,325,130,16
46,177,7,209,14,11,10,325,127,20
47,206,11,216,16,4,18,317,94,18
48,217,8,254,14,12,9,270,102,14
49,218,7,231,8,8,16,280,124,8
50,230,3,256,14,7,12,240,126,12
51,223,9,272,12,9,9,221,125,20
52,264,8,251,10,13,8,208,123,15
53,239,7,293,18,11,11,178,135,8
54,201,3,310,11,6,11,187,161,10
55,221,7,318,9,3,11,169,149,13
56,206,11,300,7,8,8,177,169,14
57,215,12,292,10,8,11,182,161,9
58,231,7,287,9,3,13,187,158,5
59,218,9,281,12,14,14,234,112,6
60,208,6,296,10,5,11,209,146,9
61,172,6,259,8,11,8,273,159,4
62,133,6,285,10,8,9,267,176,6
63,169,8,243,14,8,5,240,208,5
64,192,8,243,14,7,7,221,201,7
65,224,7,190,17,11,8,208,231,4
66,204,6,142,14,5,6,244,270,9
67,245,14,173,6,9,12,206,230,5
68,224,6,137,48,6,8,208,253,10
69,242,5,131,86,7,7,164,246,12
70,239,9,111,56,9,13,194,254,15
71,264,8,88,76,7,6,201,240,10
72,271,5,125,59,7,10,197,212,14
73,259,6,129,59,6,9,196,231,5
74,260,6,141,47,4,11,213,206,12
75,271,5,150,33,5,7,201,223,5
76,309,12,136,38,7,10,194,184,10
77,318,14,126,30,9,7,168,215,13
78,315,9,110,36,7,4,174,240,5
79,332,10,104,31,9,8,179,217,10
80,320,8,82,50,5,12,149,264,10
81,348,7,81,23,8,11,153,258,11
82,342,12,71,20,5,8,144,290,8
83,359,11,72,24,6,12,120,289,7
84,365,12,68,20,10,11,116,288,10
85,371,8,64,22,8,6,102,306,13
86,384,8,40,31,8,7,93,326,3
87,376,10,54,15,10,11,91,319,14
88,425,10,39,19,13,15,78,293,8
89,400,9,53,22,13,9,73,306,15
90,425,13,43,20,9,6,96,281,7
91,422,9,46,15,8,9,90,288,13
92,406,11,42,12,15,6,99,294,15
93,386,10,40,10,11,11,115,307,10
94,403,10,24,19,8,7,99,324,6
95,396,13,26,13,8,8,104,319,13
96,408,10,31,12,13,12,92,312,10
97,404,11,25,13,14,13,91,323,6
98,401,7,18,14,12,10,82,346,10
99,413,14,28,16,9,8,69,333,10
100,387,9,25,16,9,10,64,372,8
101,415,11,21,21,9,11,52,354,6
102,467,6,13,23,15,8,53,301,14
103,429,9,16,13,8,10,60,344,11
104,444,10,18,14,10,12,67,313,12
105,449,13,23,10,13,10,50,315,17
106,451,22,21,11,20,12,50,301,12
107,449,13,21,15,12,13,48,319,10
108,447,40,28,10,12,9,40,304,10
109,438,95,10,8,12,11,63,251,12
110,376,72,21,14,10,9,97,297,4
111,412,67,13,10,9,8,137,234,10
112,427,52,12,13,9,7,122,246,12
113,408,59,51,8,2,12,97,247,16
114,436,53,39,11,9,8,99,235,10
115,404,34,36,11,4,13,97,290,11
116,399,40,40,8,9,15,111,269,9
117,347,37,41,4,11,16,143,290,11
118,335,34,23,11,11,5,173,297,11
119,304,34,36,11,7,6,200,293,9
120,273,28,26,17,11,12,211,319,3
121,247,27,23,11,13,10,227,335,7
122,253,28,28,9,7,10,252,299,14
123,260,29,20,12,7,11,217,336,8
124,202,18,60,10,7,10,232,357,4
125,210,20,60,9,14,13,250,312,12
126,177,16,56,10,12,11,322,288,8
127,217,18,44,11,10,11,324,253,12
128,171,24,44,5,14,15,341,273,13
129,179,24,45,9,10,8,334,283,8
130,144,22,39,9,7,8,407,258,6
131,142,11,30,7,15,8,391,286,10
132,109,21,28,12,12,10,418,283,7
133,115,20,31,9,12,15,373,317,8
134,126,26,30,17,7,14,392,275,13
135,102,10,36,12,8,8,408,305,11
136,97,13,28,13,10,10,404,316,9
137,131,18,33,4,12,8,405,278,11
138,159,17,25,10,11,10,370,290,8
139,157,12,21,7,7,7,375,306,8
140,180,18,23,11,4,13,372,264,15
141,182,14,22,11,7,12,351,289,12
142,208,7,24,9,11,6,348,273,14
143,229,18,13,7,9,9,356,247,12
144,228,16,13,6,14,9,333,269,12
145,239,5,15,6,5,7,350,263,10
146,226,7,14,9,10,7,350,268,9
147,222,4,18,8,9,10,325,288,16
148,193,7,15,12,10,9,329,310,15
149,157,13,16,9,13,6,353,323,10
150,139,9,15,7,10,6,397,307,10
151,143,17,21,9,6,6,377,314,7
152,142,12,11,5,13,8,431,265,13
153,117,9,4,12,7,10,410,318,13
154,117,13,18,7,12,13,401,303,16
155,93,7,11,15,12,14,385,353,10
156,100,13,9,20,3,12,388,344,11
157,99,11,11,8,7,12,408,333,11
158,70,12,11,6,9,20,432,333,7
159,131,10,12,9,9,18,411,291,9
160,148,7,8,6,6,8,419,286,12
161,148,13,8,5,8,10,423,268,17
162,201,10,11,14,5,12,389,248,10
163,197,7,11,12,7,12,407,239,8
164,199,12,11,11,6,10,376,267,8
165,239,12,9,11,5,12,380,225,7
166,240,9,11,40,7,11,316,260,6
167,241,7,10,36,12,11,319,247,17
168,243,7,9,33,9,11,341,234,13
169,241,3,20,30,13,9,348,229,7
170,235,9,5,32,12,6,341,251,9
171,250,13,7,27,8,14,323,253,5
172,280,6,9,22,6,6,297,263,11
173,261,6,5,25,12,5,337,240,9
174,282,9,5,26,9,5,322,236,6
175,294,13,10,18,3,3,330,225,4
176,282,8,7,17,9,11,334,222,10
177,304,3,8,14,5,14,341,203,8
178,320,13,8,19,7,10,329,186,8
179,323,10,11,11,4,12,343,178,8
180,360,7,8,11,7,12,320,163,12
181,352,8,12,16,10,7,301,187,7
182,344,10,8,10,4,11,287,220,6
183,384,13,7,10,15,15,251,195,10
184,344,7,8,13,8,5,280,228,7
185,357,13,21,14,7,8,280,192,8
186,375,4,8,14,11,7,242,233,6
187,369,9,7,14,6,10,252,224,9
188,360,6,15,10,6,7,216,268,12
189,369,11,38,17,7,11,193,247,7
190,312,7,84,9,7,5,184,246,46
191,325,9,107,8,10,6,139,268,28
192,285,8,116,9,7,8,184,247,36
193,296,9,132,10,6,6,185,224,32
194,275,4,140,8,2,6,198,236,31
195,293,6,121,4,9,5,206,235,21
196,286,13,106,4,6,13,220,230,22
197,280,5,83,7,14,8,215,261,27
198,285,13,103,11,11,12,223,231,11
199,271,9,97,7,10,4,244,236,22
200,268,8,82,6,10,7,191,310,18
201,251,8,71,10,9,12,242,278,19
202,218,11,61,6,9,9,259,311,16
203,234,8,67,9,12,8,233,315,14
204,239,4,55,7,10,11,240,315,19
205,229,12,55,15,15,13,200,346,15
206,248,12,40,17,12,6,223,331,11
207,244,9,45,8,4,7,236,337,10
208,250,7,42,7,10,9,242,325,8
209,268,8,47,8,7,9,251,293,9
210,297,7,25,12,5,11,235,300,8
211,250,7,33,10,13,8,264,302,13
212,282,13,19,7,11,6,229,318,15
213,313,3,25,16,12,7,230,287,7
214,255,9,24,11,13,8,241,329,10
215,225,12,25,5,11,11,267,338,6
216,233,9,19,9,9,14,271,328,8
217,196,10,17,10,7,15,304,338,3
218,191,8,17,16,4,7,292,326,39
219,155,7,21,9,7,11,306,301,83
220,123,5,13,5,10,10,333,298,103
221,171,7,14,9,9,7,294,261,128
222,163,13,12,6,9,5,321,234,137
223,191,9,12,7,10,3,291,218,159
224,175,7,23,8,6,7,303,215,156
225,137,9,17,11,5,11,292,221,197
226,131,2,13,7,10,6,330,190,211
227,113,8,6,11,14,12,334,167,235
228,116,10,5,15,8,15,343,148,240
229,111,8,11,6,11,14,340,136,263
230,110,6,8,7,11,8,341,134,275
231,77,12,11,8,11,14,330,147,290
232,73,6,9,11,9,13,336,135,308
233,108,12,17,12,7,8,308,139,289
234,125,12,11,13,10,13,322,117,277
235,122,5,12,4,12,8,327,120,290
236,120,3,14,7,7,8,339,126,276
237,128,7,6,8,7,8,299,156,281
238,140,9,6,5,5,4,286,156,289
239,151,6,5,11,4,8,290,148,277
240,135,4,7,10,11,9,304,143,277
241,127,8,10,12,4,16,315,135,273
242,125,10,7,9,9,5,330,103,302
243,80,8,9,3,11,4,331,101,353
244,130,9,15,7,10,16,291,84,338
245,158,8,5,8,7,12,306,75,321
246,123,9,8,10,10,9,305,73,353
247,125,7,6,8,4,36,325,70,319
248,108,4,8,12,3,69,309,54,333
249,94,9,13,2,7,115,291,96,273
250,77,15,4,7,5,127,247,79,339
251,84,4,9,7,5,149,271,65,306
252,67,9,10,6,10,162,231,67,338
253,61,11,6,7,8,193,210,51,353
254,56,12,5,6,3,223,195,58,342
255,53,10,8,2,8,217,247,41,314
256,44,7,8,7,7,220,201,56,350
257,74,10,8,16,8,219,194,39,332
258,92,11,7,4,7,216,211,47,305
259,137,8,6,5,8,215,205,31,285
260,170,13,6,11,13,174,188,27,298
261,204,14,12,9,8,170,177,29,277
262,187,9,10,58,13,147,184,25,267
263,215,7,8,81,6,149,215,25,194
264,202,9,7,96,13,116,215,15,227
265,247,4,5,131,4,93,155,12,249
266,203,13,9,146,7,112,175,15,220
267,230,9,5,159,15,141,162,7,172
268,234,3,4,171,3,139,147,12,187
269,204,7,6,193,5,156,116,11,202
270,173,10,3,221,2,148,161,8,174
271,206,9,9,176,7,137,113,10,233
272,190,7,2,216,12,111,101,14,247
273,198,7,8,263,6,98,103,15,202
274,240,9,9,238,8,97,81,7,211
275,182,6,11,248,10,114,88,9,232
276,171,6,9,266,13,116,80,10,229
277,192,12,5,253,6,90,56,54,232
278,176,8,7,232,8,78,102,35,254
279,174,10,6,204,7,90,128,33,248
280,202,7,7,195,6,39,149,34,261
281,233,12,9,174,5,63,151,23,230
282,214,11,8,207,8,37,164,26,225
283,236,9,12,198,8,51,207,27,152
284,257,10,11,177,9,33,210,25,168
285,262,8,7,153,13,43,240,22,152
286,282,5,13,160,6,29,250,20,135
287,284,11,10,127,5,40,261,21,141
288,291,8,9,123,10,30,267,13,149
289,287,11,9,132,12,32,276,14,127
290,265,8,9,109,49,24,303,20,113
291,237,8,11,95,70,61,262,19,137
292,213,5,11,123,71,69,272,13,123
293,210,4,6,156,58,71,277,10,108
294,227,6,8,163,63,80,255,11,87
295,213,7,10,163,39,63,307,10,88
296,205,12,5,161,48,59,320,14,76
297,192,15,8,173,45,40,318,16,93
298,174,10,12,166,33,78,367,9,51
299,163,10,6,125,70,101,359,15,51
