iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly,shift
0,100,100,100,100,100,100,100,100,100
1,94,106,105,81,102,116,87,109,100
2,93,146,106,104,103,88,73,92,95
3,83,177,103,85,92,96,85,93,86
4,80,193,91,102,92,90,97,66,89
5,131,206,84,107,66,74,72,81,79
6,110,197,68,80,84,87,70,126,78
7,116,162,67,94,66,84,80,150,81
8,122,174,69,86,74,74,92,139,70
9,165,146,78,78,70,71,83,131,78
10,215,160,69,58,84,57,73,117,67
11,238,135,86,61,69,74,66,110,61
12,250,141,63,59,70,65,61,117,74
13,289,125,53,67,66,55,70,125,50
14,291,102,85,52,46,58,54,143,69
15,321,107,83,49,38,65,52,129,56
16,317,103,76,52,63,53,53,127,56
17,353,101,91,44,53,44,48,122,44
18,361,93,87,44,47,55,47,118,48
19,391,94,83,46,42,35,35,120,54
20,394,86,79,45,48,47,37,117,47
21,439,94,71,36,43,45,33,94,45
22,454,78,57,27,44,47,49,101,43
23,482,76,58,41,39,46,44,83,31
24,457,69,51,35,69,43,45,84,47
25,440,65,47,36,112,53,25,87,35
26,464,55,46,32,126,30,47,72,28
27,430,63,47,27,174,30,34,59,36
28,457,46,44,25,183,21,31,57,36
29,457,45,37,31,171,33,36,60,30
30,469,37,50,28,183,27,30,45,31
31,499,46,32,26,137,37,27,69,27
32,463,45,37,61,149,41,27,49,28
33,486,41,41,77,128,35,20,44,28
34,439,34,25,132,134,18,56,43,19
35,424,26,30,107,141,32,80,37,23
36,432,27,37,88,151,17,100,35,13
37,415,30,21,82,170,26,110,30,16
38,416,27,21,63,194,23,107,33,16
39,427,22,11,57,241,14,76,36,16
40,408,27,21,60,251,15,80,26,12
41,376,28,48,100,202,15,84,27,20
42,350,21,43,124,201,21,100,22,18
43,348,21,39,142,199,11,118,15,7
44,341,57,43,141,139,14,139,16,10
45,305,37,37,170,178,10,139,14,10
46,280,53,25,198,165,9,154,8,8
47,257,52,22,203,189,10,138,14,15
48,278,41,33,215,142,9,155,13,14
49,252,32,22,236,146,8,178,14,12
50,228,26,22,240,180,3,182,17,2
51,212,17,19,233,168,7,224,13,7
52,218,28,20,261,121,5,232,8,7
53,200,23,14,301,119,7,215,11,10
54,195,27,14,296,115,9,220,11,13
55,184,24,10,287,96,13,260,17,9
56,161,21,15,312,90,11,262,15,13
57,165,22,13,275,100,10,299,9,7
58,140,15,11,268,92,15,340,6,13
59,149,28,58,230,84,7,320,9,15
60,176,24,37,236,86,23,292,14,12
61,202,14,50,244,91,13,265,9,12
62,194,20,41,217,114,15,273,14,12
63,179,19,43,200,150,7,275,11,16
64,164,16,49,184,193,10,251,19,14
65,171,15,49,180,198,14,248,11,14
66,163,15,45,152,199,18,281,12,15
67,110,17,28,140,268,16,296,16,9
68,109,14,35,117,278,12,304,16,15
69,144,18,25,120,274,17,284,8,10
70,156,14,27,110,243,12,316,14,8
71,151,12,26,117,252,8,317,10,7
72,145,18,20,153,279,9,256,9,11
73,135,11,16,167,291,7,257,6,10
74,162,14,23,143,289,9,241,10,9
75,177,12,22,137,272,12,199,61,8
