iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly,shift
0,50,50,50,50,50,50,50,50,50
1,53,42,45,59,44,48,57,48,54
2,117,39,41,43,43,40,41,43,43
3,157,39,36,30,27,38,31,43,49
4,124,112,32,28,26,33,27,35,33
5,101,156,37,32,20,29,28,29,18
6,97,208,22,20,22,25,24,12,20
7,88,220,25,17,17,16,19,28,20
8,84,244,17,17,19,16,16,15,22
9,56,299,15,16,7,10,16,18,13
10,44,307,10,23,15,17,7,17,10
11,40,320,12,14,13,11,13,20,7
12,33,279,68,12,11,10,12,7,18
13,25,245,68,11,5,11,5,74,6
14,38,199,53,8,6,8,3,130,5
15,22,161,41,8,8,9,12,185,4
16,28,139,48,6,4,6,9,206,4
17,24,100,35,7,4,9,7,260,4
18,13,86,27,9,10,10,7,285,3
19,11,67,23,6,3,3,5,326,6
20,15,63,17,3,3,7,6,332,4
21,9,68,13,4,8,6,6,329,7
22,6,39,17,4,4,5,6,366,3
23,11,30,18,3,2,1,1,380,4
24,3,25,10,4,1,4,6,392,5
25,9,29,10,2,2,3,1,389,5
26,9,26,10,4,3,4,4,387,3
27,7,13,10,5,0,2,0,410,3
28,4,14,5,4,10,1,5,401,6
29,5,10,7,5,4,3,2,409,5
30,6,12,3,2,3,2,3,416,3
31,3,7,3,3,5,1,3,424,1
32,4,8,5,3,2,6,6,411,5
33,3,8,1,2,4,3,4,423,2
34,3,9,3,4,3,2,3,420,3
35,2,5,6,3,2,4,2,421,5
36,3,8,1,2,4,1,5,420,6
37,2,7,4,3,4,4,6,412,8
38,4,5,3,1,5,4,3,423,2
39,3,2,2,4,2,3,3,428,3
40,5,4,3,3,6,0,7,422,0
41,5,4,3,5,6,7,7,412,1
42,0,3,0,3,3,4,3,427,7
43,4,8,3,2,76,5,6,345,1
44,5,2,1,0,135,3,3,294,7
45,3,7,2,5,193,4,1,231,4
46,4,3,6,3,236,3,3,189,3
47,1,3,0,3,284,4,1,151,3
48,3,0,0,1,266,5,0,173,2
49,2,3,4,1,294,6,2,136,2
50,2,1,2,2,328,5,1,108,1
51,1,1,3,2,327,1,4,111,0
52,6,0,2,0,356,2,3,79,2
53,6,6,4,0,360,2,1,68,3
54,4,3,0,5,326,4,4,104,0
55,4,6,0,0,282,4,2,152,0
56,0,0,2,4,327,2,1,112,2
57,1,2,1,4,328,2,5,105,2
58,2,4,3,3,345,2,2,87,2
59,0,5,2,2,379,1,1,55,5
60,4,3,1,3,368,4,2,60,5
61,2,1,1,6,323,4,0,111,2
62,1,2,1,1,301,3,2,137,2
63,0,1,3,1,265,2,3,172,3
64,0,2,2,3,269,0,1,170,3
65,0,2,1,1,233,0,2,209,2
66,1,0,5,3,284,5,4,147,1
67,0,1,2,0,312,0,2,133,0
68,3,1,5,2,318,1,2,115,3
69,1,2,2,1,365,1,3,71,4
70,2,4,3,0,366,1,2,66,6
71,5,1,1,4,323,6,0,110,0
72,2,3,3,0,306,2,5,128,1
73,3,4,6,2,256,0,2,174,3
74,2,3,5,0,248,2,3,186,1
75,1,0,3,3,261,2,1,179,0
76,1,1,3,2,234,1,2,205,1
77,2,1,3,0,220,1,2,220,1
78,1,0,1,1,237,1,2,206,1
79,2,1,3,2,274,1,1,165,1
80,1,0,4,5,293,0,4,141,2
81,1,2,3,1,313,0,0,125,5
82,3,3,1,0,324,5,2,111,1
83,3,1,1,2,362,0,1,79,1
84,3,3,5,4,364,2,2,65,2
85,2,2,4,1,374,3,4,56,4
86,1,1,1,5,335,5,2,97,3
87,2,3,3,2,290,2,2,144,2
88,1,1,2,0,277,1,1,166,1
89,0,1,2,3,250,2,0,190,2
90,5,5,3,1,260,1,2,170,3
91,3,0,3,2,235,2,1,202,2
92,2,1,1,0,238,1,4,202,1
93,0,3,3,0,208,2,2,230,2
