iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly,shift
0,50,50,50,50,50,50,50,50,50
1,56,45,46,51,55,60,41,56,40
2,37,41,36,56,100,50,48,38,44
3,32,32,40,30,183,25,36,39,33
4,30,37,32,40,186,38,36,27,24
5,33,30,30,26,239,22,26,23,21
6,24,25,34,19,264,22,24,17,21
7,19,24,14,21,289,16,35,12,20
8,17,22,18,14,324,10,16,17,12
9,10,16,14,16,336,16,11,15,16
10,16,10,23,15,258,15,13,78,22
11,10,15,12,19,236,13,10,121,14
12,8,7,5,12,276,6,7,119,10
13,12,8,87,6,201,10,10,106,10
14,14,7,68,10,250,13,7,76,5
15,9,10,61,9,298,5,5,47,6
16,4,10,56,6,307,4,6,50,7
17,6,3,39,6,273,2,7,109,5
18,2,8,33,6,296,6,7,89,3
19,3,4,16,2,341,7,5,69,3
20,8,7,26,3,328,5,1,68,4
21,8,2,21,5,356,3,2,49,4
22,0,2,16,4,277,1,50,97,3
23,1,2,63,0,266,2,42,74,0
24,2,2,108,2,274,2,27,33,0
25,0,2,151,3,241,2,19,31,1
26,2,3,151,4,246,4,13,25,2
27,1,0,141,3,209,4,74,17,1
28,1,1,166,0,182,2,89,8,1
29,1,2,120,1,224,2,87,11,2
30,2,1,153,2,220,1,64,6,1
31,2,0,180,0,218,0,46,4,0
32,2,1,191,2,222,1,29,0,2
33,2,2,204,4,208,2,27,1,0
34,3,1,187,0,229,1,26,3,0
35,1,2,235,1,192,2,11,3,3
36,4,1,207,1,218,0,14,3,2
37,0,2,211,0,225,1,8,1,2
38,1,3,220,3,212,1,5,3,2
39,0,4,228,1,207,4,4,1,1
40,2,1,218,4,217,1,3,3,1
41,1,1,217,2,224,1,2,2,0
42,4,2,214,1,216,3,7,2,1
43,0,2,222,0,220,3,2,1,0
44,2,0,206,0,235,0,2,4,1
45,2,3,219,1,219,0,4,1,1
46,4,4,209,2,224,1,2,3,1
47,2,2,235,1,206,0,2,1,1
48,0,1,229,1,212,5,1,1,0
49,0,1,234,1,206,1,2,1,4
50,1,0,230,0,214,0,1,1,3
51,1,0,227,0,217,3,1,1,0
52,1,0,227,2,212,4,1,3,0
53,1,4,225,2,212,0,3,2,1
54,0,4,201,1,238,1,3,2,0
55,2,2,202,1,238,1,1,1,2
56,0,1,241,2,201,0,1,4,0
57,2,2,222,2,211,2,2,3,4
58,0,2,211,1,229,0,3,3,1
59,1,1,230,0,212,1,2,0,3
60,1,2,226,4,212,0,1,2,2
61,1,0,212,1,229,3,0,2,2
62,1,1,220,2,217,6,1,0,2
63,0,2,208,0,234,1,3,0,2
64,2,1,229,2,209,2,3,1,1
65,2,2,211,2,229,2,1,0,1
66,1,2,227,2,207,3,1,2,5
67,1,0,214,1,226,2,4,2,0
68,1,2,225,1,215,1,2,1,2
69,2,2,207,3,228,1,2,3,2
70,3,1,204,2,231,3,1,4,1
71,3,2,210,1,231,1,0,1,1
72,2,5,219,3,211,4,3,1,2
73,5,1,201,1,233,2,5,2,0
74,1,2,214,2,226,3,1,1,0
75,2,2,207,2,229,1,1,4,2
76,0,1,237,2,205,2,0,3,0
77,1,4,222,3,213,4,0,1,2
78,3,1,221,2,214,0,5,4,0
79,1,4,232,1,206,0,2,0,4
80,2,3,214,2,224,2,2,0,1
81,3,3,217,3,208,3,2,9,2
82,3,0,225,0,218,0,0,1,3
83,1,1,200,2,236,5,2,2,1
84,0,1,225,0,219,4,1,0,0
85,2,3,217,1,223,0,0,2,2
86,0,1,229,0,214,3,0,1,2
87,2,2,236,0,208,1,1,0,0
88,1,1,211,1,226,3,3,2,2
89,6,0,216,0,222,1,1,1,3
90,0,5,235,1,204,3,0,2,0
91,1,1,240,0,203,2,0,2,1
92,4,1,216,2,218,3,4,0,2
93,1,1,207,3,235,0,1,1,1
94,6,3,241,2,185,1,4,4,4
95,0,3,305,4,128,1,4,3,2
96,2,1,302,1,132,2,5,0,5
97,3,4,341,4,89,1,5,0,3
98,3,1,348,4,87,2,3,1,1
99,5,4,314,2,56,1,65,2,1
100,4,1,261,1,91,3,87,2,0
101,1,2,276,4,79,1,85,1,1
102,3,6,279,2,79,5,73,3,0
103,5,4,322,1,65,3,45,1,4
104,2,4,362,0,44,2,32,1,3
105,5,2,348,2,45,1,43,2,2
106,2,3,308,1,27,1,102,4,2
107,0,2,257,0,69,3,115,1,3
108,3,1,183,2,115,1,144,1,0
109,0,4,157,2,134,3,146,2,2
110,1,0,103,2,170,1,170,1,2
111,1,1,81,0,158,1,204,1,3
112,1,1,60,1,171,0,214,2,0
113,1,1,40,1,187,2,213,4,1
114,1,0,39,1,191,3,212,2,1
115,3,2,26,1,206,2,208,1,1
116,0,0,20,1,201,2,225,1,0
117,2,2,13,2,207,3,220,0,1
118,3,0,9,2,227,0,206,1,2
119,1,2,4,2,219,3,216,1,2
120,1,2,70,0,151,5,220,0,1
121,1,0,110,0,107,0,230,1,1
122,1,2,147,1,80,3,214,0,2
123,1,1,138,2,105,0,201,1,1
124,0,1,144,0,85,1,215,2,2
125,1,1,180,0,50,2,213,0,3
126,2,0,191,0,35,2,218,0,2
127,1,2,200,2,32,1,209,1,2
128,2,2,207,1,22,3,212,0,1
129,0,1,204,2,13,3,224,2,1
130,1,1,228,1,10,3,203,1,2
131,0,0,225,3,5,2,215,0,0
132,2,3,219,1,11,1,212,0,1
133,1,4,187,0,6,1,246,1,4
134,3,2,153,2,6,0,284,0,0
135,0,4,122,2,5,2,313,2,0
136,0,7,94,6,4,2,333,1,3
137,1,1,88,5,1,2,349,2,1
138,2,1,122,5,4,2,308,4,2
139,1,1,159,2,2,1,280,1,3
140,0,4,180,0,2,3,256,3,2
141,2,2,205,3,1,2,230,2,3
142,1,1,187,1,4,0,252,3,1
143,0,1,205,1,2,1,237,1,2
144,0,2,211,1,3,1,230,1,1
145,2,2,206,1,4,2,229,0,4
146,4,1,216,1,1,4,221,2,0
147,1,4,208,1,0,2,234,0,0
148,2,4,197,1,5,2,235,2,2
149,0,0,219,1,3,0,227,0,0
150,1,2,218,2,0,1,220,3,3
151,0,1,216,1,0,1,223,5,3
152,2,2,206,3,3,2,228,2,2
153,1,1,204,2,0,1,241,0,0
154,1,1,225,1,1,3,213,4,1
155,1,7,203,1,4,2,225,1,6
156,3,1,220,3,2,2,219,0,0
157,1,0,227,1,2,1,213,5,0
158,1,3,235,1,5,1,203,1,0
159,0,2,219,4,1,1,219,1,3
160,1,2,212,6,1,4,217,3,4
161,1,5,200,0,0,2,235,1,6
162,2,1,217,1,1,3,222,2,1
163,1,1,204,2,2,2,234,2,2
164,3,0,222,4,2,3,214,1,1
165,0,2,226,0,1,3,213,0,5
166,1,3,230,3,1,3,209,0,0
167,0,0,218,2,2,2,224,1,1
168,4,2,232,1,0,0,208,2,1
169,3,3,228,1,2,2,209,2,0
170,0,0,241,1,1,2,198,2,5
171,2,1,211,35,3,0,196,1,1
172,1,1,128,99,2,2,211,2,4
173,1,1,110,139,0,0,197,1,1
174,1,1,114,143,3,0,188,0,0
175,0,1,128,125,3,0,189,3,1
176,2,1,96,165,2,0,182,1,1
177,2,0,62,189,2,1,190,3,1
178,1,0,62,176,1,0,207,1,2
179,2,2,27,195,0,2,221,1,0
180,2,1,31,210,0,1,204,1,0
181,1,1,26,198,2,0,221,0,1
182,3,0,25,170,1,2,248,0,1
183,1,3,12,159,4,2,267,0,2
184,1,0,13,137,4,1,291,2,1
185,2,3,8,91,5,3,336,1,1
186,2,6,11,93,2,4,330,2,0
187,2,3,9,78,1,4,348,2,3
188,4,4,7,54,2,0,376,2,1
189,6,4,4,103,1,5,323,3,1
190,3,3,3,128,2,0,306,5,0
191,0,3,3,166,2,3,272,1,0
192,1,4,5,187,4,4,238,1,6
193,3,0,1,243,5,7,185,3,3
194,1,3,4,258,5,1,169,3,6
195,1,0,0,323,3,4,112,3,4
196,1,2,8,292,1,3,139,1,3
197,2,2,3,249,1,1,191,0,1
198,1,2,2,257,3,6,176,1,2
199,1,1,1,245,3,1,191,1,6
200,0,2,2,246,2,2,191,2,3
201,2,2,3,228,2,2,207,1,3
202,1,3,1,240,0,4,197,3,1
203,3,1,5,228,5,2,205,0,1
204,1,2,3,199,1,3,236,3,2
205,1,0,3,199,1,0,245,0,1
206,4,1,2,226,3,3,209,2,0
207,1,5,0,210,2,3,224,0,5
208,1,5,3,201,0,2,236,1,1
209,4,1,1,217,2,2,220,2,1
210,4,0,3,228,0,4,209,1,1
211,1,1,0,221,2,2,222,0,1
212,2,2,1,217,1,1,223,1,2
213,2,1,0,215,4,0,226,0,2
214,2,3,3,227,3,0,211,1,0
215,2,1,1,212,6,0,226,1,1
216,2,2,0,221,2,0,220,1,2
217,2,5,0,220,1,2,217,1,2
218,2,3,2,222,0,2,216,1,2
219,3,2,2,219,0,1,221,0,2
220,1,4,2,221,1,0,220,0,1
221,1,1,4,216,0,2,225,1,0
222,0,1,2,217,1,2,222,2,3
223,2,2,1,202,1,1,241,0,0
224,1,3,2,234,2,1,202,1,4
225,3,3,1,218,0,1,219,2,3
226,2,3,3,224,1,0,212,3,2
227,1,2,3,217,2,2,217,4,2
228,2,1,0,228,2,1,211,2,3
229,4,0,1,209,2,4,228,1,1
230,5,2,3,222,2,3,211,0,2
231,1,3,0,223,0,5,217,1,0
232,2,1,1,230,2,2,208,2,2
233,2,1,2,222,3,3,216,0,1
234,0,1,1,240,2,3,201,0,2
235,2,4,2,218,1,0,221,1,1
236,3,4,1,212,2,0,226,2,0
237,4,2,1,256,3,0,183,0,1
238,3,1,2,288,4,2,147,2,1
239,4,3,1,258,3,1,174,2,4
240,3,2,3,255,1,2,182,1,1
241,2,0,5,255,2,4,180,1,1
242,1,0,4,228,3,3,209,2,0
243,3,2,3,223,4,1,213,1,0
244,2,2,1,221,2,0,216,2,4
245,2,0,1,215,5,1,224,0,2
246,0,2,1,214,1,0,228,1,3
247,3,2,0,202,3,5,233,1,1
248,2,2,0,224,3,2,215,0,2
249,1,1,2,224,2,3,215,0,2
250,3,1,3,246,1,0,191,4,1
251,5,2,0,217,1,2,219,2,2
252,4,1,2,224,0,0,219,0,0
253,2,2,1,223,3,1,217,1,0
254,3,1,2,217,2,3,220,2,0
255,2,1,0,235,2,3,204,2,1
256,1,0,2,219,1,4,220,0,3
257,0,4,2,223,2,1,214,2,2
258,1,3,0,269,0,0,173,1,3
259,0,1,1,250,4,0,191,2,1
260,4,3,1,277,1,2,155,3,4
261,2,0,1,313,3,1,128,1,1
262,7,3,1,269,1,0,164,2,3
263,2,2,1,305,3,4,130,3,0
264,1,3,1,334,3,1,104,2,1
265,2,7,5,331,3,4,95,2,1
266,0,5,2,293,4,0,140,2,4
267,0,57,3,247,2,0,138,2,1
268,2,87,0,220,1,1,137,2,0
269,6,109,0,192,3,0,140,0,0
270,2,91,3,201,4,1,147,0,1
271,61,48,4,180,1,2,151,1,2
272,105,35,5,185,0,1,117,2,0
273,118,37,1,208,4,2,76,3,1
274,133,15,0,194,0,2,103,2,1
275,145,9,2,177,0,3,113,0,1
276,132,11,5,171,1,0,127,2,1
277,174,5,0,122,3,0,144,0,2
278,220,7,1,91,1,0,126,3,1
279,210,6,2,131,1,2,94,1,3
280,250,4,1,111,3,4,75,2,0
281,288,2,3,99,1,0,53,2,2
282,266,2,2,66,1,5,102,3,3
283,303,5,1,45,3,2,84,5,2
284,322,4,2,46,3,2,66,4,1
285,299,0,0,20,4,3,120,2,2
286,298,3,4,36,3,6,99,0,1
287,288,0,2,28,0,2,126,1,3
288,255,3,0,8,3,1,178,1,1
289,304,2,3,16,4,0,115,4,2
290,272,1,0,13,1,2,154,5,2
291,257,3,1,6,2,3,169,5,4
292,261,2,2,5,4,1,172,1,2
293,235,1,4,7,2,2,195,3,1
294,224,1,1,4,0,4,210,1,5
295,228,1,4,5,3,2,203,3,1
296,255,4,0,4,3,1,177,2,4
297,245,1,3,3,4,2,190,0,2
298,249,3,1,1,4,1,183,2,6
299,233,0,1,2,1,1,207,4,1
