//Tao=5 R=5 instance=1
n=15;
r=[0,24,17,38,7,12,2,31,54,60,66,54,21,17,33,31];
p=[0,3,12,5,10,11,4,14,8,15,18,3,4,10,8,14];
d=[154,120,102,125,60,66,115,134,122,151,154,143,72,74,139,90];
db=[163,122,108,128,65,72,117,141,126,159,163,145,74,79,143,97];
e=[0,12,11,18,11,5,13,20,13,6,20,14,14,7,3,8];
w=[0,6.0,1.8333,6.0,2.2,0.83333,6.5,2.8571,3.25,0.75,2.2222,7.0,7.0,1.4,0.75,1.1429];
Omega=[3,5,6,2,2,2,7,3,3,10,6,7,3,2,3];
s=[[0,5,3,8,3,10,9,5,10,3,2,2,6,4,8,5],
[0,0,9,7,10,9,8,4,6,9,7,2,7,9,7,6],
[0,10,0,9,7,7,4,7,10,4,4,6,7,2,2,3],
[0,10,3,0,9,6,4,7,5,2,2,8,3,4,9,9],
[0,3,3,5,0,5,4,9,9,3,7,6,3,7,6,10],
[0,4,3,9,6,0,5,8,3,10,10,7,6,2,2,7],
[0,4,9,7,2,2,0,5,10,7,2,9,4,7,10,5],
[0,9,2,2,10,5,10,0,8,7,3,4,9,10,6,3],
[0,6,5,4,5,10,3,9,0,10,2,3,8,8,2,2],
[0,2,8,6,10,3,7,6,10,0,2,6,6,4,8,9],
[0,8,8,8,7,10,4,6,10,5,0,4,5,2,10,9],
[0,10,6,8,9,8,10,9,4,10,7,0,2,7,9,9],
[0,8,2,4,4,2,4,7,5,9,4,6,0,10,2,10],
[0,7,7,6,8,7,10,7,10,2,5,10,6,0,6,6],
[0,9,8,10,3,4,9,10,8,2,5,3,2,10,0,4],
[0,2,9,5,2,10,8,7,4,3,10,2,9,2,5,0]
];
m=5;
b=[0,420,900,1200,1320];
EC=[0.0422,0.075,0.1327,0.075,0.0422];
h=9;
g=[0,180,360,720,840,1020,1080,1260,1380];
q=[0.725,0.7,0.693,0.682,0.669,0.682,0.693,0.7,0.725];
Tax=0.02673155;
