iteration,exchange,exchangeRandom,inversion,swap,scramble,add,addRandomly,shift
0,50,50,50,50,50,50,50,50
1,43,61,66,51,67,47,52,13
2,31,33,30,36,40,167,61,2
3,24,17,16,22,16,249,56,0
4,16,14,11,16,5,284,54,0
5,6,7,7,8,4,312,56,0
6,6,4,5,6,1,319,59,0
7,2,5,5,6,1,325,56,0
8,4,1,3,4,0,327,61,0
9,6,3,2,0,0,324,65,0
10,4,0,0,4,0,329,63,0
11,1,2,1,1,0,333,62,0
12,2,0,4,2,1,329,62,0
13,0,1,1,2,0,333,63,0
14,1,1,3,2,0,331,62,0
15,2,1,1,0,0,335,61,0
16,0,0,1,0,0,338,61,0
17,1,1,0,1,1,337,59,0
18,0,3,2,0,0,335,60,0
19,2,3,0,1,2,334,58,0
20,1,0,0,1,0,338,60,0
21,2,2,2,3,0,332,59,0
22,3,0,1,0,1,337,58,0
23,3,2,0,0,0,337,58,0
24,2,0,1,3,0,336,58,0
25,0,2,0,1,0,340,57,0
26,2,3,1,1,1,335,57,0
27,1,3,1,0,0,335,60,0
28,2,2,0,1,1,334,60,0
29,0,2,3,0,0,336,59,0
30,1,1,1,4,1,335,57,0
31,0,0,0,79,0,283,38,0
32,0,0,0,133,0,245,22,0
33,0,2,0,257,1,135,5,0
34,2,0,1,304,0,89,4,0
35,1,2,0,349,0,43,5,0
36,2,0,0,362,0,34,2,0
37,0,4,0,292,1,101,2,0
38,1,2,0,259,1,136,1,0
39,2,1,0,232,3,160,2,0
40,1,2,1,133,1,260,2,0
41,1,3,0,71,2,321,2,0
42,2,1,1,41,0,353,2,0
43,0,1,2,24,0,369,4,0
44,1,0,2,16,0,377,4,0
45,1,2,0,6,0,386,5,0
46,1,2,2,5,0,382,8,0
47,2,0,1,2,0,386,9,0
48,0,1,3,3,0,383,10,0
49,1,1,5,3,1,379,10,0
50,0,1,1,3,1,384,10,0
51,2,1,1,1,1,383,11,0
52,0,2,2,5,0,380,11,0
53,2,0,0,0,0,384,14,0
54,0,2,0,0,0,382,16,0
55,1,1,0,1,0,379,18,0
56,2,0,0,2,0,377,19,0
57,2,0,0,0,0,376,22,0
58,0,3,2,1,0,372,22,0
59,0,3,1,0,0,374,22,0
60,1,4,2,0,0,372,21,0
61,0,0,0,1,0,376,23,0
62,0,1,4,2,0,369,24,0
63,1,3,2,1,0,370,23,0
64,0,3,0,0,0,373,24,0
65,0,2,1,0,0,371,26,0
66,1,2,1,0,0,370,26,0
67,1,2,3,0,0,367,27,0
68,0,4,1,2,0,364,29,0
69,0,2,1,1,0,366,30,0
70,1,1,2,0,0,365,31,0
71,2,0,4,0,1,363,30,0
72,0,0,2,1,0,367,30,0
73,0,0,1,0,0,368,31,0
74,2,1,157,0,0,217,23,0
75,0,2,257,1,2,128,10,0
76,1,1,312,2,0,81,3,0
77,1,0,347,3,2,44,3,0
78,2,0,293,3,1,98,3,0
79,2,0,250,4,0,141,3,0
80,1,1,153,4,2,236,3,0
81,0,1,105,2,1,287,4,0
82,0,2,53,4,1,336,4,0
83,1,4,23,3,0,363,6,0
84,2,1,19,3,0,367,8,0
85,2,1,13,3,0,372,9,0
86,3,1,5,2,1,379,9,0
87,0,2,6,1,0,379,12,0
88,0,2,2,2,1,381,12,0
89,0,1,3,2,0,380,14,0
90,2,2,2,0,0,380,14,0
91,3,4,2,1,0,373,17,0
92,0,2,0,1,0,378,19,0
93,0,1,2,1,0,375,21,0
94,3,1,1,1,0,372,22,0
95,1,4,0,2,0,372,21,0
96,0,2,2,0,0,374,22,0
97,0,0,0,2,1,376,21,0
98,2,2,1,4,0,368,23,0
99,1,5,0,0,0,371,23,0
100,2,0,2,0,0,372,24,0
101,1,3,1,1,0,369,25,0
102,1,3,0,0,0,371,25,0
103,0,0,1,1,0,371,27,0
104,2,1,0,2,0,366,29,0
105,3,2,2,1,0,363,29,0
106,1,0,2,2,0,367,28,0
107,2,3,1,2,0,365,27,0
108,1,2,1,1,0,369,26,0
109,1,2,0,1,0,366,30,0
110,1,0,2,1,0,363,33,0
111,1,0,0,0,0,364,35,0
112,0,1,1,0,0,362,36,0
113,1,1,2,0,0,358,38,0
114,0,2,0,2,1,357,38,0
115,0,2,0,2,0,356,40,0
116,0,0,2,2,0,356,40,0
117,0,0,1,0,0,356,43,0
118,0,0,2,1,0,351,46,0
119,0,1,0,0,0,351,48,0
120,2,1,2,2,0,346,47,0
121,0,0,0,0,0,352,48,0
122,1,3,1,0,0,346,49,0
123,2,2,1,1,1,345,48,0
124,0,0,1,0,0,351,48,0
125,1,0,2,1,1,348,47,0
126,1,0,1,1,0,351,46,0
127,1,2,1,3,0,347,46,0
128,2,2,1,2,1,348,44,0
129,3,0,0,2,0,349,46,0
130,2,2,0,0,0,350,46,0
131,0,1,0,2,0,349,48,0
132,0,2,1,2,1,345,49,0
133,0,1,1,0,0,349,49,0
134,1,2,1,2,0,343,51,0
135,2,2,2,1,1,344,48,0
136,2,1,0,3,0,348,46,0
137,1,1,2,1,0,348,47,0
138,1,3,2,1,0,347,46,0
139,1,3,0,3,1,348,44,0
140,1,2,0,0,0,350,47,0
141,2,0,1,2,0,348,47,0
142,4,2,3,2,0,342,47,0
143,1,1,2,2,0,347,47,0
144,1,0,1,2,0,350,46,0
145,1,0,1,2,0,351,45,0
146,1,0,1,0,0,351,47,0
147,0,1,2,1,0,346,50,0
148,0,1,1,1,0,345,52,0
149,2,1,1,2,0,342,52,0
150,3,2,0,0,0,344,51,0
151,1,1,1,2,0,342,53,0
152,1,2,2,2,0,341,52,0
153,1,0,1,0,0,345,53,0
154,1,1,4,2,0,339,53,0
155,2,2,1,1,0,341,53,0
156,0,1,1,1,0,344,53,0
157,0,2,1,3,0,342,52,0
158,2,1,1,3,0,337,56,0
159,1,1,0,0,0,342,56,0
160,1,1,0,2,0,340,56,0
161,3,0,0,3,0,337,57,0
162,1,2,1,1,0,339,56,0
163,1,1,3,1,0,336,58,0
164,1,0,0,1,0,340,58,0
165,0,0,2,0,0,337,61,0
166,1,1,1,0,0,334,63,0
167,0,1,0,0,0,336,63,0
168,1,1,1,1,0,332,64,0
169,2,2,1,0,0,332,63,0
170,0,0,2,1,1,334,62,0
171,1,2,1,0,0,336,60,0
172,2,0,5,0,1,334,58,0
173,2,3,1,5,1,330,58,0
174,2,2,1,2,0,334,59,0
175,0,4,0,1,0,336,59,0
176,0,1,2,2,1,334,60,0
177,1,0,3,1,0,335,60,0
178,0,3,0,0,0,336,61,0
179,0,1,1,1,0,335,62,0
180,0,1,3,2,0,333,61,0
181,0,2,2,0,0,332,64,0
182,0,0,2,1,0,334,63,0
183,0,3,2,0,0,332,63,0
184,0,2,2,0,1,332,63,0
185,1,2,2,1,1,332,61,0
186,1,2,3,1,0,331,62,0
187,2,1,1,0,1,334,61,0
188,1,2,0,0,1,335,61,0
189,0,4,0,4,0,331,61,0
190,1,1,0,3,0,334,61,0
191,2,1,0,3,0,334,60,0
192,3,2,2,1,0,330,62,0
193,0,0,3,0,2,334,61,0
194,0,2,0,2,0,334,62,0
195,1,3,0,2,0,332,62,0
196,2,2,1,1,0,332,62,0
197,2,2,1,0,0,333,62,0
198,0,2,2,2,0,332,62,0
199,0,1,5,0,0,334,60,0
200,1,1,0,0,0,338,60,0
201,1,3,1,0,0,336,59,0
202,0,3,1,2,1,338,55,0
203,0,1,2,1,0,340,56,0
204,0,2,1,3,0,338,56,0
205,2,1,2,2,0,336,57,0
206,1,2,3,2,0,337,55,0
207,0,0,1,3,1,340,55,0
208,2,2,1,1,0,336,58,0
209,0,0,0,1,0,340,59,0
210,1,2,3,1,0,334,59,0
211,0,1,2,1,0,337,59,0
212,2,1,1,0,0,336,60,0
213,2,0,3,0,0,333,62,0
214,1,3,3,4,0,331,58,0
215,1,1,0,2,0,338,58,0
216,2,0,2,2,0,337,57,0
217,1,0,4,1,1,338,55,0
218,1,1,1,0,0,343,54,0
219,1,1,1,0,0,341,56,0
220,0,0,2,0,0,341,57,0
221,0,0,1,0,0,341,58,0
222,2,0,0,1,0,337,60,0
223,0,0,2,1,0,336,61,0
224,1,0,1,0,0,335,63,0
225,2,1,0,0,0,334,63,0
226,2,0,1,0,0,334,63,0
227,2,2,0,2,2,333,59,0
228,2,2,2,2,0,330,62,0
229,1,0,0,1,0,335,63,0
230,1,0,2,1,0,334,62,0
231,1,0,1,2,0,333,63,0
232,1,2,1,1,0,332,63,0
233,0,1,0,1,0,335,63,0
234,1,0,0,4,0,332,63,0
235,0,0,2,3,0,332,63,0
236,0,2,2,1,0,331,64,0
237,0,3,1,2,0,330,64,0
238,2,0,1,1,0,332,64,0
239,0,2,2,0,0,330,66,0
240,2,1,0,1,0,325,71,0
241,4,1,2,2,0,322,69,0
242,3,2,0,0,0,326,69,0
243,3,2,0,0,0,327,68,0
244,1,1,0,3,0,327,68,0
245,2,0,1,3,2,325,67,0
246,1,2,0,0,1,331,65,0
247,0,4,1,1,0,331,63,0
248,0,1,0,3,0,333,63,0
249,2,0,1,1,0,333,63,0
250,2,0,1,5,0,326,66,0
251,2,2,2,1,0,329,64,0
252,0,0,1,3,0,332,64,0
253,3,0,0,0,1,329,67,0
254,1,0,6,3,1,323,66,0
255,1,1,3,5,0,327,63,0
256,1,1,0,1,0,335,62,0
257,3,2,4,0,1,330,60,0
258,0,3,2,0,3,334,58,0
259,0,1,1,2,0,337,59,0
260,3,1,1,2,0,335,58,0
261,3,0,1,2,0,335,59,0
262,2,0,2,1,0,336,59,0
263,0,2,0,1,1,336,60,0
264,2,0,3,1,0,337,57,0
265,2,0,0,0,0,341,57,0
266,1,0,2,2,1,336,58,0
267,2,0,2,0,0,338,58,0
268,3,0,1,2,0,335,59,0
269,0,2,1,1,0,337,59,0
270,2,1,4,0,0,337,56,0
271,2,1,4,1,1,337,54,0
272,2,1,0,0,0,344,53,0
273,2,2,1,0,0,340,55,0
274,2,3,3,2,0,336,54,0
275,1,3,2,1,0,339,54,0
276,3,3,2,2,0,336,54,0
277,2,1,2,0,0,342,53,0
278,0,0,1,0,1,346,52,0
279,3,2,1,1,0,342,51,0
280,3,1,5,1,0,340,50,0
281,0,3,1,3,0,343,50,0
282,0,1,0,2,0,348,49,0
283,3,0,2,2,0,344,49,0
284,2,1,1,4,3,341,48,0
285,1,0,1,1,0,348,49,0
286,1,1,1,1,0,347,49,0
287,0,1,4,1,0,345,49,0
288,1,2,0,1,0,346,50,0
289,1,2,1,1,0,344,51,0
290,0,1,0,1,0,346,52,0
291,2,2,1,2,0,340,53,0
292,2,1,0,1,1,342,53,0
293,4,0,3,4,0,336,53,0
294,2,2,0,0,0,344,52,0
295,0,0,2,1,0,345,52,0
296,1,1,1,2,1,342,52,0
297,1,1,2,0,0,343,53,0
298,3,1,3,1,1,340,51,0
299,1,2,0,1,0,345,51,0
