iteration,exchange,exchangeRandom,inversion,swap,scramble,add,addRandomly,shift
0,100,100,100,100,100,100,100,100
1,87,83,109,115,103,98,115,90
2,82,73,92,98,85,94,83,193
3,166,69,84,79,71,73,94,164
4,141,75,64,70,75,64,169,142
5,134,56,54,155,70,82,138,111
6,124,68,58,221,54,66,112,97
7,96,49,56,275,58,70,104,92
8,90,62,44,369,45,41,83,66
9,78,44,54,290,56,44,171,63
10,79,56,59,205,37,60,239,65
11,187,55,38,181,45,43,184,67
12,127,57,50,144,35,44,165,178
13,210,51,58,121,45,47,126,142
14,165,64,35,227,45,39,114,111
15,162,36,47,290,59,45,84,77
16,139,44,50,223,131,51,89,73
17,96,32,33,197,250,55,72,65
18,100,47,33,144,299,55,61,61
19,196,52,46,120,222,60,56,48
20,138,48,46,225,194,41,59,49
21,122,59,41,269,169,50,44,46
22,222,59,35,228,134,32,49,41
23,162,44,33,184,100,61,48,168
24,283,49,22,152,96,38,39,121
25,196,51,25,126,90,46,38,228
26,171,57,27,116,66,51,152,160
27,250,40,39,100,75,32,122,142
28,203,145,40,77,50,44,126,115
29,162,119,43,191,48,44,93,100
30,140,204,42,144,54,37,81,98
31,93,191,43,103,48,43,86,193
32,88,236,47,107,57,48,76,141
33,185,206,37,100,44,46,57,125
34,154,278,41,76,40,39,52,120
35,229,205,49,81,41,40,55,100
36,281,174,45,67,53,50,44,86
37,336,156,47,52,48,34,50,77
38,394,132,41,57,47,34,30,65
39,319,115,37,39,138,43,38,71
40,370,76,57,47,108,43,41,58
41,384,75,45,40,116,44,40,56
42,396,73,42,51,92,40,39,67
43,442,61,37,47,92,43,32,46
44,437,64,42,43,76,38,37,63
45,462,62,42,43,67,38,41,45
46,350,57,50,51,183,29,46,34
47,299,41,48,39,236,39,48,50
48,310,55,29,55,218,28,55,50
49,361,48,33,41,181,33,48,55
50,297,40,29,34,144,48,34,174
51,215,43,38,51,221,46,51,135
52,188,41,48,35,301,36,43,108
53,166,35,36,39,345,44,53,82
54,226,44,36,35,288,40,44,87
55,195,30,40,39,321,50,45,80
56,138,33,28,160,268,52,50,71
57,120,42,46,232,212,40,36,72
58,111,46,38,179,182,35,39,170
59,95,53,49,140,144,37,35,247
60,75,50,40,129,107,36,53,310
61,80,44,34,108,99,26,57,352
62,71,53,51,93,100,43,39,350
63,51,45,58,92,83,31,40,400
64,45,40,40,87,65,32,49,442
65,39,31,56,81,62,34,35,462
66,42,34,51,69,65,24,31,484
67,54,34,61,64,53,30,44,460
68,45,44,51,57,54,27,37,485
69,44,40,44,49,36,29,35,523
70,29,42,56,64,42,28,33,506
71,55,38,53,48,50,27,33,496
72,50,43,44,46,41,26,33,517
73,52,46,43,45,43,37,34,500
74,44,46,40,54,29,35,54,498
75,49,41,28,50,40,43,39,510
76,61,49,26,46,30,57,32,499
77,51,61,36,37,51,28,31,505
78,53,68,48,33,37,42,21,498
79,38,49,47,42,42,48,32,502
80,34,57,37,41,37,53,33,508
81,31,49,35,39,45,56,32,513
82,36,38,28,43,48,51,36,520
83,52,47,38,48,30,31,40,514
84,51,45,44,52,36,36,49,487
85,49,49,52,40,48,33,47,482
86,42,50,37,37,45,49,46,494
87,59,45,26,52,43,35,43,497
88,41,41,29,63,48,45,43,490
89,30,47,34,54,53,158,33,391
90,43,43,39,59,35,123,61,397
91,45,65,29,41,37,96,143,344
92,41,57,52,51,41,80,139,339
93,34,53,44,43,37,80,126,383
94,29,52,36,52,35,182,89,325
95,36,40,41,55,52,152,101,323
96,59,42,41,54,54,135,58,357
97,40,35,45,44,36,106,65,429
98,42,29,44,49,37,96,49,454
99,32,27,50,30,50,96,59,456
100,42,28,39,41,54,72,63,461
101,34,32,34,54,45,65,38,498
102,48,48,47,53,30,46,34,494
103,47,38,49,59,40,61,40,466
104,40,34,51,45,49,45,48,488
105,39,37,40,41,56,46,35,506
106,40,43,51,37,63,35,37,494
107,41,39,46,31,52,56,25,510
108,50,34,32,26,58,51,48,501
109,51,37,40,44,40,47,34,507
110,57,45,38,42,58,36,48,476
111,42,45,42,43,41,40,48,499
112,35,36,38,40,56,35,39,521
113,39,35,36,39,59,25,34,533
114,59,38,28,48,47,28,43,509
115,48,44,44,41,44,148,40,391
116,52,26,46,60,57,114,43,402
117,43,34,66,51,47,101,41,417
118,41,42,47,56,42,73,61,438
119,33,37,41,52,45,66,58,468
120,46,38,35,59,53,74,41,454
121,48,35,51,49,48,60,48,461
122,36,40,42,48,36,65,54,479
123,43,48,51,37,39,44,51,487
124,44,45,44,38,44,43,37,505
125,35,52,48,43,40,49,47,486
126,38,37,32,45,40,42,45,521
127,38,44,39,45,25,41,47,521
128,48,44,57,38,26,37,47,503
129,55,38,51,50,38,35,50,483
130,46,49,44,43,32,47,58,481
131,35,30,59,144,42,49,38,403
132,36,30,66,237,38,55,44,294
133,41,41,59,181,42,40,43,353
134,44,39,49,142,25,143,36,322
135,32,57,38,239,38,124,30,242
136,53,58,41,296,32,109,52,159
137,37,36,33,251,40,106,31,266
138,38,51,46,164,43,82,54,322
139,52,47,42,120,39,73,38,389
140,41,58,51,123,42,63,30,392
141,39,49,41,87,52,61,41,430
142,41,35,51,209,49,64,41,310
143,38,51,42,152,46,55,38,378
144,32,42,37,133,45,44,45,422
145,36,56,45,95,45,57,50,416
146,28,43,41,97,40,53,41,457
